,a,b,c,d,e,f,g,h,i
0,0.06484066902184571,0.23706923468021812,0.42952217725432396,0.3817450901723144,0.659928101641496,0.6264041201668658,0.5792617042355974,0.029835259932541325,0.2511770042500013
