,a,b,c,d,e,f,g,h,i
0,0.14380236357141407,0.9298116738590859,0.741328004961047,0.882892514647115,0.7762735128569669,0.4024325251517895,0.4556653646322387,0.9422955946947587,0.3755573020562053
