Index,NumStory,SeismicWeight,Area,LongDim,ShortDim,LongWall,ShortWall,DampingRatio,StoryHeight,1st Mode,2nd Mode,Xpeakstrength,Xdrift@peakstrength,Xdrift@80%peakstrength,Xdrift@20%residualstrength,Zpeakstrength,Zdrift@peakstrength,Zdrift@80%peakstrength,Zdrift@20%residualstrength
Building_T1-100x30-S2-PS_Existing8,2,371.982,3000,1200,360,6450.75,4057,0.047616184,11.98683022,0.601527038,0.456222091,0.164293041,0.00455716,0.00281578,0.0290187,0.079727245,0.00409429,0.00197988,0.0255565
Building_T1-100x30-S2-PS_Existing9,2,365.983,3000,1200,360,6450.75,4057,0.047492098,9.531305526,0.394152504,0.300028997,0.320372995,0.00469918,0.0029333,0.0321376,0.164032851,0.00494535,0.00233505,0.0306428
Building_T1-100x30-S2-PS_Existing10,2,377.693,3000,1200,360,6450.75,4057,0.018818318,10.89187454,0.513329563,0.391029165,0.18153383,0.00393972,0.00244808,0.0261681,0.090467062,0.00413999,0.00187452,0.0242554
Building_T1-100x30-S3-PS_Existing1,3,646.155,6000,1200,360,10498.25,6370.5,0.013935856,11.70894662,0.721812747,0.551605212,0.11566471,0.00280966,0.00176462,0.0150405,0.055507329,0.00281606,0.00140007,0.0131164
Building_T1-100x30-S3-PS_Existing2,3,576.987,6000,1200,360,10498.25,6370.5,0.016172971,10.06957119,0.769406861,0.587442979,0.131529586,0.00430089,0.00267726,0.0205867,0.061644742,0.00390978,0.00202584,0.0161841
Building_T1-100x30-S3-PS_Existing3,3,621.683,6000,1200,360,10498.25,6370.5,0.047138505,11.76254381,0.567938619,0.434523572,0.188087662,0.00285347,0.00179665,0.0169267,0.094378143,0.00348738,0.00161884,0.0162959
Building_T1-100x30-S3-PS_Existing4,3,616.366,6000,1200,360,10498.25,6370.5,0.046878449,11.8675126,0.662482054,0.506787602,0.131543544,0.00267898,0.00168743,0.0153475,0.06404607,0.00299452,0.00136812,0.0140796
Building_T1-100x30-S3-PS_Existing5,3,562.194,6000,1200,360,10498.25,6370.5,0.045212006,9.475471725,0.62133392,0.475220717,0.158399264,0.00354262,0.00222751,0.0196175,0.076484393,0.00364882,0.00177562,0.0175014
Building_T1-100x30-S3-PS_Existing6,3,652.533,6000,1200,360,10498.25,6370.5,0.042778739,11.67343067,0.809560516,0.61815164,0.109943315,0.00342961,0.00213604,0.0167734,0.051710077,0.00311485,0.00162121,0.013371
Building_T1-100x30-S3-PS_Existing7,3,604.975,6000,1200,360,10498.25,6370.5,0.029786207,10.26214346,0.574440824,0.439521813,0.220737847,0.00391462,0.00247039,0.0234524,0.109001724,0.00472386,0.00207666,0.0220345
Building_T1-100x30-S3-PS_Existing8,3,598.732,6000,1200,360,10498.25,6370.5,0.033933419,10.05453944,0.798281617,0.608831212,0.111413227,0.00398759,0.00246358,0.0184663,0.0517998,0.00340171,0.00182096,0.0139454
Building_T1-100x30-S3-PS_Existing9,3,599.911,6000,1200,360,10498.25,6370.5,0.043241877,11.50365465,0.880548418,0.671677197,0.101087685,0.00380347,0.00234843,0.0171949,0.046825842,0.00325393,0.00172974,0.0125454
Building_T1-100x30-S3-PS_Existing10,3,644.416,6000,1200,360,10498.25,6370.5,0.042131133,11.85862552,0.833149217,0.635498601,0.099914422,0.00326858,0.00202562,0.0157317,0.046771401,0.00292295,0.00151664,0.0122729
Building_T2-60x50-S2-GS_Existing1,2,357.659,3000,720,600,6177,4857.5,0.038444778,9.835738262,0.299497554,0.259746085,0.398224418,0.00441806,0.0020541,0.0189775,0.345142004,0.00453254,0.00231898,0.0178859
Building_T2-60x50-S2-GS_Existing2,2,367.23,3000,720,600,6177,4857.5,0.021915773,10.53214561,0.393064294,0.34121648,0.288192563,0.00518872,0.00238642,0.0210947,0.250162152,0.00532831,0.00267327,0.0198661
Building_T2-60x50-S2-GS_Existing3,2,352.691,3000,720,600,6177,4857.5,0.033187531,10.44505511,0.297934145,0.258124268,0.374575234,0.00384165,0.00179816,0.0165507,0.324593185,0.00393415,0.00201694,0.0155943
Building_T2-60x50-S2-GS_Existing4,2,359.391,3000,720,600,6177,4857.5,0.020985556,11.71054037,0.436246696,0.379193116,0.22945069,0.00461506,0.00211041,0.0184725,0.199262959,0.00474264,0.00236177,0.0173937
Building_T2-60x50-S2-GS_Existing5,2,382.181,3000,720,600,6177,4857.5,0.018867607,11.06774764,0.386672128,0.336568085,0.245961084,0.00412233,0.00191936,0.016765,0.213440645,0.00421189,0.00212814,0.0157774
Building_T2-60x50-S2-GS_Existing6,2,365.681,3000,720,600,6177,4857.5,0.019826955,9.828923757,0.410271643,0.355872305,0.246859684,0.00520686,0.00236979,0.0207428,0.214424214,0.00535886,0.00266188,0.0195365
Building_T2-60x50-S2-GS_Existing7,2,361.017,3000,720,600,6177,4857.5,0.018093013,9.691530253,0.355723359,0.308681729,0.298280388,0.00472793,0.00220013,0.0193803,0.25875833,0.00483538,0.00244732,0.0182458
Building_T2-60x50-S2-GS_Existing8,2,381.842,3000,720,600,6177,4857.5,0.027071793,9.358801571,0.336543558,0.29299866,0.377673988,0.00565675,0.00265833,0.0231777,0.32759362,0.00576178,0.00293342,0.02181
Building_T2-60x50-S2-GS_Existing9,2,337.152,3000,720,600,6177,4857.5,0.042216145,9.845739824,0.429701005,0.373522072,0.209817578,0.00486277,0.00220382,0.0191056,0.182362273,0.00501227,0.00247196,0.0179966
Building_T2-60x50-S2-GS_Existing10,2,374.527,3000,720,600,6177,4857.5,0.049867679,10.95073271,0.343804876,0.298672483,0.335485727,0.00445429,0.00207461,0.0186939,0.290884454,0.0045601,0.00231767,0.0176089
Building_T2-60x50-S3-GS_Existing1,3,567.371,6000,720,600,10036,7286.25,0.040345806,9.492484677,0.454500906,0.399854428,0.209081775,0.00425251,0.0019927,0.0133588,0.181718747,0.0037232,0.00195494,0.0120813
Building_T2-60x50-S3-GS_Existing2,3,664.591,6000,720,600,10036,7286.25,0.036090349,11.73617585,0.551877073,0.485853108,0.12036042,0.00289988,0.00134684,0.00891725,0.104742484,0.00255857,0.0013266,0.00807485
Building_T2-60x50-S3-GS_Existing3,3,590.05,6000,720,600,10036,7286.25,0.033317486,9.187270512,0.544926775,0.479765699,0.175553563,0.00498658,0.00242767,0.0159036,0.15306783,0.00477771,0.00241378,0.0144576
Building_T2-60x50-S3-GS_Existing4,3,605.094,6000,720,600,10036,7286.25,0.0199481,10.54887627,0.634401211,0.557839766,0.1231755,0.00409633,0.00199671,0.0124931,0.107431819,0.00387996,0.00193441,0.0113116
Building_T2-60x50-S3-GS_Existing5,3,579.992,6000,720,600,10036,7286.25,0.018115961,10.87936129,0.517287396,0.453690692,0.19732143,0.00445099,0.00205928,0.0139763,0.171624609,0.00396582,0.00205886,0.0127027
Building_T2-60x50-S3-GS_Existing6,3,569.103,6000,720,600,10036,7286.25,0.029544696,9.283218907,0.49013818,0.431612994,0.217332188,0.0052479,0.00243399,0.0161505,0.189123638,0.00463299,0.00239803,0.0146233
Building_T2-60x50-S3-GS_Existing7,3,613.384,6000,720,600,10036,7286.25,0.01010434,11.64543222,0.557794041,0.489773219,0.131933484,0.00323886,0.00149277,0.0100775,0.114855987,0.00290403,0.00149831,0.0091677
Building_T2-60x50-S3-GS_Existing8,3,603.228,6000,720,600,10036,7286.25,0.019253144,9.168132705,0.51202535,0.450109044,0.182227562,0.00483921,0.00223188,0.0146973,0.158717057,0.0042925,0.00220176,0.0133224
Building_T2-60x50-S3-GS_Existing9,3,633.958,6000,720,600,10036,7286.25,0.01816766,11.20447213,0.572369435,0.503623519,0.130414914,0.00356841,0.00164753,0.010737,0.113613449,0.00315171,0.00161654,0.00971409
Building_T2-60x50-S3-GS_Existing10,3,643.584,6000,720,600,10036,7286.25,0.02437294,11.92191353,0.534873431,0.470283415,0.166464991,0.00371353,0.00173733,0.0114571,0.14473917,0.00324074,0.00169326,0.0103459
Building_T2-100x50-S2-GS_Existing1,2,542.894,5000,1200,600,8095,6177,0.024155995,10.74095354,0.361907199,0.348542891,0.450819466,0.00549895,0.00272109,0.0225661,0.226955277,0.00535181,0.00266523,0.0197349
Building_T2-100x50-S2-GS_Existing2,2,583.893,5000,1200,600,8095,6177,0.027728275,10.56247483,0.433827917,0.417315072,0.24936054,0.00443681,0.00216564,0.017493,0.124566028,0.00431746,0.00208688,0.0149281
Building_T2-100x50-S2-GS_Existing3,2,539.107,5000,1200,600,8095,6177,0.041748219,9.378277759,0.394651657,0.38009778,0.267754581,0.00444542,0.00220479,0.0174106,0.134018755,0.00429401,0.00209917,0.0149403
Building_T2-100x50-S2-GS_Existing4,2,547.861,5000,1200,600,8095,6177,0.027098203,11.06057427,0.505138452,0.486729022,0.204573176,0.00472965,0.00228607,0.0179823,0.101444553,0.00459877,0.00215298,0.0150361
Building_T2-100x50-S2-GS_Existing5,2,546.313,5000,1200,600,8095,6177,0.022140463,10.43149372,0.371801084,0.358713275,0.438887462,0.00578406,0.00284435,0.023618,0.220631912,0.00563641,0.00279153,0.0205629
Building_T2-100x50-S2-GS_Existing6,2,579.997,5000,1200,600,8095,6177,0.047070801,9.5419227,0.454354244,0.436716736,0.225501766,0.00490873,0.0024146,0.0185766,0.112099188,0.0047383,0.00225777,0.0156198
Building_T2-100x50-S2-GS_Existing7,2,581.006,5000,1200,600,8095,6177,0.045187983,9.329486757,0.350484888,0.337577798,0.443468751,0.00582689,0.00289223,0.0235897,0.222998053,0.00565555,0.002802,0.020546
Building_T2-100x50-S2-GS_Existing8,2,583.872,5000,1200,600,8095,6177,0.012932874,10.42857978,0.370834055,0.35775234,0.381436356,0.00500551,0.00249888,0.0201025,0.191841407,0.00483784,0.0024116,0.0175141
Building_T2-100x50-S2-GS_Existing9,2,602.11,5000,1200,600,8095,6177,0.027438384,11.92547058,0.372697997,0.358734146,0.351423052,0.00404994,0.00202412,0.0165182,0.17712464,0.00392456,0.00196673,0.0144957
Building_T2-100x50-S2-GS_Existing10,2,506.865,5000,1200,600,8095,6177,0.0105501,9.30662254,0.372846068,0.358836746,0.363761654,0.005439,0.00266708,0.0218968,0.182431365,0.00529605,0.00260001,0.018913
Building_T2-100x50-S3-GS_Existing1,3,1000.588,10000,1200,600,12142.5,10036,0.032480061,11.32762385,0.467398779,0.441775006,0.227461931,0.00326658,0.00162654,0.0103724,0.113882303,0.00268842,0.0013936,0.00855248
Building_T2-100x50-S3-GS_Existing2,3,1004.24,10000,1200,600,12142.5,10036,0.042154571,11.96441226,0.507840472,0.482334599,0.192639354,0.00303605,0.00149035,0.00969089,0.096180713,0.00253589,0.00130066,0.00795742
Building_T2-100x50-S3-GS_Existing3,3,936.109,10000,1200,600,12142.5,10036,0.035373724,9.121230927,0.583638535,0.553468619,0.194117152,0.00537485,0.00259738,0.0157166,0.095146713,0.00445194,0.00217308,0.0122643
Building_T2-100x50-S3-GS_Existing4,3,887.846,10000,1200,600,12142.5,10036,0.02611973,10.11214398,0.618724718,0.587450424,0.144217599,0.00398915,0.00191176,0.0118837,0.070590378,0.00337372,0.00163784,0.00930894
Building_T2-100x50-S3-GS_Existing5,3,940.78,10000,1200,600,12142.5,10036,0.043980149,11.11439344,0.682200963,0.648615575,0.129155538,0.00395463,0.00188167,0.0115914,0.062901338,0.0033529,0.00161421,0.00899254
Building_T2-100x50-S3-GS_Existing6,3,995.431,10000,1200,600,12142.5,10036,0.04532697,10.58691624,0.561981357,0.532636697,0.166452737,0.003663,0.00178061,0.0111635,0.082293064,0.00305102,0.00151227,0.00891212
