,Latitude,Longitude,Algorithm Loss,Ordinance Loss,Existing Loss,Algorithm to Ordinance Ratio,Algorithm to Existing Ratio,Ordinance to Existing Ratio,Algorithm Reduction,Ordinance Reduction
0,33.866890000000005,-117.85707,6.640204481829511e-06,4.493854405482998e-06,1.3262984414772349e-05,1.4776189619600781,0.5006568864269819,0.3388267877686511,0.4993431135730181,0.661173212231349
1,34.097409999999996,-118.1557,5.119830796863869e-05,3.8929854577728846e-05,7.864008986368945e-05,1.3151425435308055,0.6510458985662798,0.4950382768535461,0.3489541014337202,0.5049617231464538
2,34.09702,-118.15593999999999,7.082201479430632e-05,9.284482728635103e-06,0.00013657875490743167,7.627997904059621,0.5185434209171625,0.06797896740915381,0.48145657908283745,0.9320210325908462
3,34.095859999999995,-118.15733999999999,3.7262456887430765e-05,2.2338649211542647e-05,5.024066585329555e-05,1.668071177203356,0.7416792005949604,0.4446328254639829,0.2583207994050396,0.5553671745360171
4,34.09648,-118.15982,2.6351164293416822e-05,1.550857398175278e-05,3.592890132294304e-05,1.6991352218728373,0.7334252738919633,0.4316462071120863,0.2665747261080367,0.5683537928879137
5,34.0955,-118.16032,3.299213506954381e-05,1.996574248511344e-05,4.8484651028306655e-05,1.6524371730298995,0.6804655570333404,0.41179511580802963,0.31953444296665956,0.5882048841919704
6,34.09851,-118.16205,4.480537818922031e-05,3.407705865422719e-05,6.883685864340188e-05,1.3148252800762865,0.6508922555767291,0.4950408738254289,0.34910774442327086,0.5049591261745712
7,34.09584,-118.16215,1.254542066048396e-05,7.189743287269948e-06,2.6782742798151684e-05,1.7449052294671903,0.46841433511991676,0.26844686302129306,0.5315856648800832,0.7315531369787069
8,34.097609999999996,-118.16219,2.3095436609972855e-05,1.3385784257516123e-05,3.177437894415143e-05,1.7253704501478693,0.7268572157009516,0.42127603126543517,0.27314278429904837,0.5787239687345649
9,34.094229999999996,-118.16219,2.0010042167911507e-05,1.4650268508201549e-05,3.8247524001964976e-05,1.3658481519782,0.5231722233021799,0.38303835059882274,0.47682777669782006,0.6169616494011773
10,34.07958,-118.16266,2.365615978715871e-05,1.732528576215832e-05,4.516266796627829e-05,1.365412386953421,0.5237989882444967,0.38361962528641197,0.47620101175550333,0.6163803747135881
11,34.07398,-118.16301999999999,5.428837810096668e-05,6.364505500883824e-05,0.00010732568095712529,0.8529865846361163,0.5058284058095465,0.5930086298195799,0.49417159419045353,0.4069913701804201
12,34.09019,-118.16328,5.750976861454757e-05,1.289911580913444e-05,0.00012252968302346414,4.458427187220254,0.4693537695966665,0.1052733957261955,0.5306462304033335,0.8947266042738045
13,34.09405,-118.1633,1.3092419975038918e-05,3.911627006164979e-06,2.3341450824763953e-05,3.347052250739759,0.5609085773343877,0.16758285658982966,0.4390914226656123,0.8324171434101704
14,34.070040000000006,-118.16361,0.0001244065797864025,3.3549601289655016e-05,0.00021356705949805786,3.7081388452971913,0.5825176414321228,0.15709164778737852,0.4174823585678772,0.8429083522126215
15,34.08992,-118.16391999999999,1.4440478411971321e-05,4.314510486018131e-06,2.5724714840253048e-05,3.3469563832949363,0.5613464911718055,0.16771849611592002,0.43865350882819454,0.83228150388408
16,34.08426,-118.16582,4.041885417197116e-05,2.258882620955365e-06,9.727347544489609e-05,17.89329547140282,0.41551773478956056,0.023221979173911462,0.5844822652104394,0.9767780208260886
17,34.08396,-118.16582,3.86995837549898e-05,3.6610836582980526e-05,7.633877855197763e-05,1.0570527026137468,0.5069452837608606,0.4795837355198564,0.49305471623913943,0.5204162644801436
18,34.08227,-118.16585,2.335649619643712e-05,7.399372343818269e-06,4.044876166632668e-05,3.1565510034036963,0.5774341471591019,0.18293198701255167,0.4225658528408981,0.8170680129874484
19,34.07358,-118.16597,0.00010866417134529418,4.9491458130432093e-05,0.00022149166974610987,2.1956146666545076,0.490601617071437,0.22344613766812477,0.509398382928563,0.7765538623318753
20,34.08818,-118.166,2.3234225505834873e-05,1.702499337028065e-05,4.43103713528384e-05,1.3647127491041053,0.5243518570590032,0.384221410258844,0.4756481429409968,0.6157785897411561
21,34.084340000000005,-118.16651,2.776049099945961e-05,1.926447964926676e-05,4.780166247741821e-05,1.441019508695436,0.5807432118615923,0.40300857022216363,0.4192567881384077,0.5969914297778364
22,34.08899,-118.16718,1.565180261149254e-05,5.187680035097816e-06,3.029943524444337e-05,3.017110250747648,0.5165707705513399,0.17121375343288578,0.48342922944866007,0.8287862465671142
23,34.0852,-118.16824,0.00011236695741993481,5.151440357964812e-05,0.00022768466779071058,2.1812726074989985,0.4935200885956157,0.22625328301421044,0.5064799114043843,0.7737467169857896
24,34.08821,-118.16903,8.706999824355648e-05,2.149024674812672e-05,0.00015489152029341633,4.051605328875354,0.5621353452959644,0.13874385574766784,0.43786465470403557,0.8612561442523321
25,34.0875,-118.16953999999998,2.8778058934612573e-05,2.0010151082781963e-05,4.940279051264108e-05,1.4381729960737322,0.5825188949043052,0.40504090710547636,0.4174811050956948,0.5949590928945236
26,34.117909999999995,-118.17002,2.5404985279472423e-05,1.4767163830154239e-05,5.3103529033233456e-05,1.7203699756886273,0.47840483941422,0.2780825323475695,0.52159516058578,0.7219174676524305
27,34.11822,-118.17006,0.00022320922207460944,4.6918559604038415e-05,0.00030266110975276034,4.757375843554183,0.7374889435148968,0.1550201135599005,0.2625110564851032,0.8449798864400995
28,34.08378,-118.17017,2.776049099945961e-05,1.926447964926676e-05,4.780166247741821e-05,1.441019508695436,0.5807432118615923,0.40300857022216363,0.4192567881384077,0.5969914297778364
29,34.11796,-118.17039,2.7118837454678887e-05,1.5621580385766633e-05,5.732082476077681e-05,1.7359855267516855,0.4731061977537284,0.2725288837165526,0.5268938022462716,0.7274711162834474
30,34.0804,-118.17056000000001,0.00025019880861406365,3.509073546614592e-05,0.0007077080771342591,7.1300531405346295,0.3535339170173107,0.04958363003039298,0.6464660829826894,0.950416369969607
31,34.08788,-118.17071000000001,4.004433386848859e-05,3.789484554954741e-05,7.868087591596178e-05,1.0567224456986037,0.5089462134516591,0.48162714393294886,0.49105378654834086,0.5183728560670511
32,34.0804,-118.17076999999999,0.00011236695741993481,5.151440357964812e-05,0.00022768466779071058,2.1812726074989985,0.4935200885956157,0.22625328301421044,0.5064799114043843,0.7737467169857896
33,34.08835,-118.17085,5.3790345210298056e-05,8.351224947964598e-06,0.00012784636577387295,6.441012611378419,0.4207420749482955,0.06532234919165202,0.5792579250517045,0.934677650808348
34,34.08364,-118.1709,7.452778972489483e-05,8.675193044619192e-05,0.000142880905030273,0.8590908506770447,0.5216077663359159,0.6071625206168123,0.4783922336640841,0.3928374793831877
