,Latitude,Longitude,0
0,33.866890000000005,-117.85707,0.035640875
1,34.097409999999996,-118.1557,0.0544185
2,34.09702,-118.15593999999999,0.0544185
3,34.095859999999995,-118.15733999999999,0.0544185
4,34.09648,-118.15982,0.05317812500000001
5,34.0955,-118.16032,0.05317812500000001
6,34.09851,-118.16205,0.053825625
7,34.09584,-118.16215,0.052877125
8,34.097609999999996,-118.16219,0.052877125
9,34.094229999999996,-118.16219,0.053097125
10,34.07958,-118.16266,0.052387875
11,34.07398,-118.16301999999999,0.059159500000000004
12,34.09019,-118.16328,0.054744999999999995
13,34.09405,-118.1633,0.053097125
14,34.070040000000006,-118.16361,0.058320250000000004
15,34.08992,-118.16391999999999,0.054744999999999995
16,34.08426,-118.16582,0.052565249999999994
17,34.08396,-118.16582,0.052565249999999994
18,34.08227,-118.16585,0.052565249999999994
19,34.07358,-118.16597,0.058400125
20,34.08818,-118.166,0.05487550000000001
21,34.084340000000005,-118.16651,0.052565249999999994
22,34.08899,-118.16718,0.05487550000000001
23,34.0852,-118.16824,0.052565249999999994
24,34.08821,-118.16903,0.05487550000000001
25,34.0875,-118.16953999999998,0.052574625
26,34.117909999999995,-118.17002,0.056241875000000004
27,34.11822,-118.17006,0.053401000000000004
28,34.08378,-118.17017,0.052565249999999994
29,34.11796,-118.17039,0.053401000000000004
30,34.0804,-118.17056000000001,0.05256525
31,34.08788,-118.17071000000001,0.052574625
32,34.0804,-118.17076999999999,0.05256525
33,34.08835,-118.17085,0.05491850000000001
34,34.08364,-118.1709,0.052565249999999994
35,34.08379,-118.17156999999999,0.052565249999999994
36,34.11684,-118.17182,0.053401000000000004
37,34.07503,-118.17185,0.05590099999999999
38,34.08084,-118.17192,0.052565249999999994
39,34.11591,-118.1723,0.056241875000000004
40,34.087559999999996,-118.17236000000001,0.054792625
41,34.11582,-118.17241999999999,0.056241875000000004
42,34.08321,-118.17245,0.056142
43,34.08315,-118.1726,0.056142
44,34.0831,-118.17276000000001,0.056142
45,34.07063,-118.17288,0.055901000000000006
46,34.117129999999996,-118.1733,0.053401000000000004
47,34.11723,-118.17348,0.055697875
48,34.11574,-118.17378000000001,0.055697875
49,34.08671,-118.17395,0.054792625
50,34.07005,-118.17428999999998,0.055901000000000006
51,34.08634,-118.17466999999999,0.054792625
52,34.069,-118.17468999999998,0.055901000000000006
53,34.11582,-118.17501999999999,0.055697875
54,34.068690000000004,-118.17501999999999,0.055901000000000006
55,34.08246,-118.17504,0.056142
56,34.0826,-118.17505,0.056142
57,34.115759999999995,-118.17518999999999,0.055697875
58,34.08971,-118.17518999999999,0.054792625
59,34.08801,-118.17539,0.054792625
60,34.086290000000005,-118.1754,0.054792625
61,34.08603,-118.17541000000001,0.054792625
62,34.080090000000006,-118.17596,0.056727375
63,34.08722,-118.176,0.054792625
64,34.08722,-118.176,0.054792625
65,34.11803,-118.1761,0.05632162499999999
66,34.11854,-118.17612,0.05632162499999999
