,Latitude,Longitude,Story,Type,Material,Dimension,Area,Index,Num_Units,RepairCost
11284,34.257059999999996,-118.49391999999999,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,57222.11187219215
11285,34.2717,-118.49411,2,L1,GWB,100X30,6000.0,L1-2S-100X30-GWB,6,38906.29885742451
11286,34.25714,-118.49431000000001,2,L1,GWB,100X30,6000.0,L1-2S-100X30-GWB,6,32682.8487316589
11287,34.26376,-118.49446999999999,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,52086.99656286808
11288,34.25717,-118.49474,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,33642.04644194316
11289,34.193909999999995,-118.49483000000001,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,25094.037108204153
11290,34.257259999999995,-118.49592,2,L1,GWB,60X30,3600.0,L1-2S-60X30-GWB,4,24156.243710620205
11291,34.194390000000006,-118.49637,3,L1,GWB,100X30,9000.0,L1-3S-100X30-GWB,9,47020.69099269422
11292,34.25725,-118.49643,2,L1,GWB,100X30,6000.0,L1-2S-100X30-GWB,6,34185.371428866354
11293,34.20146,-118.49712,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,20062.54072676528
11294,34.25725,-118.49716000000001,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,82736.88001580368
11295,34.25719,-118.49763999999999,3,L3,HWS,50X30,4500.0,L3-3S-50X30-HWS,4,24211.551599383474
11296,34.227579999999996,-118.49771000000001,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,36731.91475000256
