,a,b,c,d,e,f,g,h,i
0,0.40433667667038864,0.11604277081804326,0.7402936411551885,0.5884336255721664,0.778543794657386,0.6354968838311794,0.8606723048003029,0.19015531519786588,0.3204607710349283
