,a,b,c,d,e,f,g,h,i
0,0.5620870604169091,0.8205354985593087,0.78276472864126,0.6929850789363016,0.9029326469900787,0.808293729647275,0.9102526527950878,0.4481855162291707,0.38961179570473414
