,a,b,c,d,e,f,g,h,i
0,0.8294342868290582,0.3878519345745923,0.46918812347059546,0.921253276628165,0.9656929821604578,0.7203976367751944,0.908489493044226,0.9581336977536901,0.3849840444117519
