X Diff,Z Diff,Xpeakstrength,Zpeakstrength
-153.071458,-18.747198,1.326550129,1.936633462
-108.341915,5.53863,1.326551405,1.675108522
-136.383165,-7.161772,0.951610624,1.60327767
-157.353925,-17.266334,0.951610708,1.603070818
-122.969158,-0.648856,0.95160939,1.603074911
-187.389193,-33.421478,0.951609054,1.603084831
-120.53929,1.867068,0.95160852,1.603147743
-124.193987,0.2303,0.909696675,1.53259893
-122.615591,0.098235,0.909700851,1.532371296
-180.035916,-34.009807,0.909700197,1.532392086
-149.014616,-11.923328,0.909699108,1.532397219
-112.225182,5.154203,0.909697648,1.532385666
-130.005583,-6.291844,1.207142851,1.816589234
-103.273245,9.573789,1.207102671,1.641489585
-171.620583,-24.867227,1.206929111,2.030439511
-93.982235,16.579048,1.207011675,1.558610717
-115.784657,4.094064,1.206976943,1.712360128
-76.624497,24.063816,1.454175824,1.493411699
-128.763456,-5.313048,1.621454106,1.787236266
-176.915713,-27.733005,1.621649994,2.058630222
-188.564536,-33.649314,1.621489051,2.105694869
-177.994475,-29.512048,1.621484767,2.073061174
-126.933219,-3.49944,1.277479347,1.784410517
-80.404773,22.657221,1.277523893,1.47464772
-93.619195,16.345875,1.277601909,1.556774517
-164.139046,-21.942772,1.277532585,1.984533385
-182.611369,-31.990822,1.277478655,2.085141215
-86.960203,18.587308,1.510330073,1.538743758
-172.366719,-26.23423,1.510406414,2.0542603
-153.036828,-14.815577,1.510454945,1.924971057
-147.956519,-11.595209,1.510408204,1.880070002
-165.420524,-24.511616,1.510485277,2.034010331
-100.073147,10.490905,1.544889852,1.617377686
-164.353558,-24.779548,1.544883898,2.007578986
-145.096896,-11.212873,1.545097095,1.87256796
-191.748301,-36.979806,1.544926154,2.143003454
-70.469769,27.652969,1.427454524,1.433805326
-45.4825364,4.5961014,1.628296639,1.637712772
-45.4049194,5.0877184,1.626896894,1.631550211
81.2233566,93.3250164,2.123092353,3.511832418
-73.8970144,-12.0904376,1.992598649,1.9508117
-44.3618764,6.2284824,1.610731923,1.608300523
81.2233566,93.3250164,1.741114387,2.880410631
-40.9357274,7.2029804,1.577349131,1.600703183
81.2233566,93.3250164,1.741208581,2.880407822
-54.2687914,-3.2831376,1.741143711,1.797082572
-62.8865594,-4.8825846,1.741140487,1.828842777
-51.0813944,-2.1694956,1.704603402,1.768970977
-43.2461044,2.4140524,1.603514139,1.681483025
-63.560554,-8.8057476,1.867926622,1.89628319
-58.5476474,-3.5374676,1.797279737,1.743161187
-43.5824564,5.8491014,1.605360037,1.6192561
81.2233566,93.3250164,1.237013951,2.047396641
-62.4889614,-5.7789136,1.236900036,1.84629292
-38.5299654,6.6004214,1.236962979,1.613271208
-70.1117714,-7.8487646,1.237005136,1.884708237
-47.8028244,5.1354864,1.236894588,1.640337815
-67.1390284,-18.1570036,1.918926883,2.006208571
-42.8442254,7.1704674,1.603858337,1.601259193
-58.4694784,-5.1038746,1.804410313,1.830352245
-50.2951974,0.6424444,1.701435752,1.72577246
-39.3183034,5.6586024,1.557995723,1.565042129
-62.8742354,-5.0587236,1.83933873,1.823309786
-36.8068104,9.8290564,1.51707227,1.542155892
-81.3223314,-19.5852236,1.839308376,2.09034054
-70.9542974,93.3250164,1.839301457,3.043121053
-64.6746684,-11.2922956,1.839281067,1.859613399
-59.9036734,-7.8979056,1.823863681,1.809468287
-60.5225874,-3.2246666,1.826332772,1.791984169
-110.1585434,93.3250164,2.64563293,4.374118513
-54.6654864,-1.0544636,1.75140414,1.751309422
81.2233566,93.3250164,2.645597375,4.374144938
-33.3642914,13.2969084,1.475621238,1.483385489
-73.3546754,-10.5861416,1.994117419,1.931315927
-48.0704554,5.0895504,1.663458278,1.635488426
-66.2581004,-7.1363796,1.903041472,1.867117427
-54.7841504,-1.5485326,1.756431672,1.763005367
-60.7749744,-5.8482446,1.79297311,1.843064066
-53.1236314,1.2257594,1.733171153,1.711451448
81.2233566,93.3250164,1.792918311,2.966078829
-59.6249134,-3.0356506,1.792998315,1.793691523
-57.5989324,-4.7066316,1.792979433,1.824702047
-38.9238224,9.1171134,1.548734576,1.562494145
81.2233566,93.3250164,1.746088366,2.888332495
81.2233566,93.3250164,1.746016899,2.888322749
-58.0355634,-4.0698966,1.746115753,1.812330878
-54.7387284,-3.8367116,1.746095079,1.808160754
-67.3186438,-17.169855,1.492409821,1.884482417
-77.348894,-14.337402,1.49234297,2.034165718
-55.296252,-2.229496,1.492497726,1.804919574
-73.048071,-13.505036,1.492260336,2.019497703
-58.360707,-2.01507,1.492300375,1.789488905
-59.331077,-4.436003,1.041656515,1.727506742
-84.388333,-20.097205,1.041671383,1.727503833
80.513588,92.623055,1.041733404,1.727538584
-60.39271,-7.520869,1.041663649,1.727520125
-76.393699,-17.895477,1.041662524,1.727487636
-49.134582,3.069353,1.540340091,1.659241676
-73.33678,-13.642952,1.540179384,2.549072909
-49.756095,-1.637516,1.540067427,1.763964501
-53.445349,-0.271245,1.539999623,1.716461728
-59.32251,-4.08953,1.540076076,1.812668487
-75.266355,-16.234009,0.882531042,1.464862156
-87.103694,-23.12604,0.882515502,1.464872028
-81.4971898,-19.007955,0.882531167,1.465016228
80.513588,92.623055,0.882532251,1.464883289
-41.714175,4.455768,0.882546464,1.46486266
80.513588,92.623055,1.441627949,2.385196416
-126.157152,92.623055,1.441903029,2.385166099
-63.390022,-5.509655,1.441908187,1.864850457
-61.431617,-4.587479,1.441653148,1.847055377
-78.129438,-16.829059,1.441571958,2.091285341
-82.358124,-21.866565,1.728709106,2.172187363
-80.676349,-31.106621,1.728751561,2.11771597
-83.784197,-20.685089,1.728782287,2.162272645
-43.777355,7.712167,1.642543267,1.612183002
-54.753717,-2.400847,1.728718877,1.741165568
-69.559719,-12.518319,1.521478087,2.00786593
-62.154497,-6.89637,1.521443203,1.887227778
80.513588,92.623055,1.521771779,2.517063796
80.513588,92.623055,1.521559837,2.516930814
-50.058074,-0.700961,1.521474142,1.766462299
-55.784212,-5.48134,1.856903267,3.06851794
-67.431711,-11.712107,1.857577791,1.982585005
-62.736472,-9.211586,1.857028173,3.068461803
-57.987424,-0.213656,1.830123976,1.755411688
-215.718492,92.623055,1.857540632,3.068528688
-73.089395,-15.006634,0.861081966,1.430007669
-46.540895,2.330453,0.861085028,1.42989004
-73.647302,-12.725836,0.861113639,1.429881563
-76.89066,-15.074832,0.861101226,1.429887729
-84.628164,-19.871605,0.861098912,1.429896489
80.513588,92.623055,1.823288115,3.015108596
-81.031794,-17.009347,1.823279359,2.073550719
-72.226984,-15.533836,1.82329792,2.039340219
-74.497742,-12.080294,1.823221779,1.962616284
-37.051316,11.910197,1.533191547,1.496350907
-140.323113,-26.293926,1.568273457,2.10064208
-144.33358,-22.313929,1.568554906,2.192731423
135.532463,92.470644,1.56831815,2.711244547
-56.916699,13.579191,1.568237284,2.711202476
-132.582216,-16.33773,1.56826378,2.072910101
135.532463,92.470644,1.899052437,3.292059717
135.532463,92.470644,1.899071963,3.292041984
-123.319617,-14.8802,1.899265332,2.076853158
-145.457302,-21.255504,1.899269494,2.20336385
-111.039636,-9.587409,1.88948613,1.975774838
-81.261501,6.002417,1.656236065,1.664422422
-98.933976,-3.195402,1.788996708,1.836315524
-122.737607,-9.307929,1.97343323,1.959917298
-150.724828,-23.855252,2.188738211,2.243076259
-97.266313,-0.149057,1.777419364,1.780933872
135.532463,92.470644,2.064729959,3.577211562
-67.800942,9.954697,1.551807938,1.583167753
-132.413742,-18.708493,2.047969127,2.141145386
135.532463,92.470644,2.064762088,3.57724858
135.532463,92.470644,2.06469122,3.5772326
-114.153733,-9.924175,1.50859918,1.970461779
-89.237926,-2.577363,1.508509475,1.825535383
-139.718511,-18.480565,1.508510198,2.127168519
-101.890232,-1.937037,1.508500621,1.808258584
-68.120166,5.395279,1.508685038,1.667161729
135.532463,92.470644,2.167130037,3.758455909
-120.498458,-8.192827,1.95302989,1.931988189
-111.206578,-7.330908,1.884306762,1.919862575
-123.812555,-13.539146,1.9813882,2.040391515
-125.70518,-15.680694,1.993868957,2.077353134
-125.828091,-10.104796,1.992595152,1.966436287
-104.529539,-3.696145,1.829581973,1.840033605
-117.901557,-13.103576,1.930945754,2.020133254
-117.654701,-14.992306,1.93164201,1.971828383
-61.124911,10.091922,1.49901619,1.574904208
-110.780709,-6.049535,1.454286262,1.891360247
135.532463,92.470644,1.454434729,2.513886078
-67.673537,10.071946,1.454498901,1.580872434
-119.115981,-12.529314,1.454413129,2.014806774
-71.968272,6.129853,1.454536805,1.651682189
-75.265368,4.728833,1.599661067,1.663440796
-134.187737,-13.690637,1.827320123,2.026674405
-103.27012,-5.722382,1.815408772,1.866585374
-116.264517,-7.000617,1.827229727,1.895192637
-82.633853,-1.038356,1.658375998,1.77830795
-86.972918,-0.317488,1.982456294,3.434600479
-72.752324,5.627589,1.587198011,1.660926244
135.532463,92.470644,1.98249439,3.434457301
-125.428144,-13.273953,1.982430886,3.434467432
-119.59487,-10.904458,1.946671581,1.985029422
-108.053336,-5.675749,1.353085624,1.951375631
-106.756435,-5.747103,1.35303755,1.955320724
134.51792,91.462659,1.352976184,2.396412766
-104.60233,-5.317251,1.353106702,1.894513282
-83.11699,4.109098,1.353202164,1.746873705
-80.232541,0.806803,1.508167868,1.792326864
-95.200999,-5.140016,1.508173745,1.90990246
-376.61417,91.462659,1.508208609,2.677714555
-78.04424,1.403692,1.508408608,2.677714133
-131.806478,-13.323298,1.508174242,2.081005587
-132.343439,-15.200691,1.535516976,2.102442676
-110.247255,-5.012303,1.535463653,1.904067071
134.51792,91.462659,1.535466593,2.724246261
134.51792,91.462659,1.535453078,2.724416677
-124.695423,-11.4164,1.53549515,2.02306391
-91.915185,-0.763098,1.610302307,1.86117395
-73.346801,6.763199,1.610161891,1.707460991
-137.456383,-16.874732,1.610282973,2.189714325
-122.116403,-10.09479,1.610192082,2.056462475
-101.696172,-6.781111,1.610243367,1.986539032
-127.136173,-13.497241,1.681349021,2.096004446
-101.873744,-7.380649,1.68147028,1.961857192
-91.67973,-4.220837,1.681320353,1.908976439
-280.93214,91.462659,1.681222763,2.987837579
-76.471615,1.230376,1.644199657,1.793506622
-99.748099,-7.264329,1.703481051,1.974686779
-63.063822,6.668624,1.530909793,1.662934154
-86.072236,3.879988,1.703042304,1.738024365
-93.11395,-4.069397,1.703031673,1.879713806
-119.158869,-8.103339,1.702974352,1.990393917
-73.411996,5.773044,1.133629214,1.712755397
-91.397506,-2.469048,1.133600233,1.86549797
-101.416464,-6.557926,1.133675318,1.93547001
-88.826917,1.886805,1.133806786,1.772031513
-134.15931,-17.79286,1.133652262,2.004890724
-151.637054,-25.174993,1.240476685,2.195436953
-119.46684,-14.252792,1.24048903,2.120154105
-164.57474,91.462659,1.240437417,2.195424147
-112.513702,-5.974552,1.240495224,1.954777813
-137.724377,-19.167012,1.24044165,2.195436432
-73.891644,7.349574,1.615720411,1.652390389
-69.329348,4.687039,1.586622609,1.717739187
-92.87578,-3.880745,1.774655372,1.9055965
-151.213969,-24.50844,1.78721151,2.316943259
-149.878129,-25.689966,1.786941123,2.342994949
134.51792,91.462659,1.676538153,2.975365363
-201.6464,91.462659,1.676601777,2.97544504
-106.406603,-7.41986,1.676619985,1.940556915
-123.960815,-11.060956,1.676571182,2.030722465
-97.208009,-5.09644,1.676610623,1.923859712
-77.9033054,-27.8078425,1.930597281,1.922868542
-66.0824156,-22.3889065,1.801144802,1.819343737
-84.4220154,-30.3851685,2.00097126,1.970317827
-76.7938824,-26.9369803,1.918461117,1.905710744
-46.5487652,-12.0261389,1.585912882,1.618969186
-29.5092529,-3.5027395,1.401558587,1.45912442
-44.6577566,-11.5711733,1.565030673,1.610878061
-66.3174872,-23.8359513,1.586131764,1.847794257
-68.728889,-23.2603211,1.586204265,1.83576923
-73.3519976,-26.5986431,1.586290897,1.899542097
-31.2611718,-4.0140469,1.417110529,1.463995885
-50.7072416,-13.1667557,1.630254743,1.637665516
-34.5371079,-6.2380772,1.455742307,1.509968481
-52.8061324,-14.1591091,1.652144499,1.65463055
-45.5630976,-10.5527297,1.572345961,1.585146398
-91.9981172,-37.0570671,2.086552959,2.10514863
-94.584314,-38.4383393,2.115497129,2.132127054
-84.599406,-32.6058161,2.005122169,2.018420503
-44.353223,-10.3463637,1.562534908,1.587990763
-53.942542,-15.2171843,1.667147292,1.680792718
-41.0820994,-8.9673833,1.403965802,1.560686143
-66.9700586,-22.9289419,1.403902523,1.815752444
-91.5112896,-32.6226081,1.403915342,1.815690564
-29.3177564,-1.1243601,1.398192067,1.409590563
-71.793836,-25.2927807,1.403968425,1.815690551
-78.9652872,-29.9378113,1.942471331,1.966713894
-28.9862074,-3.4337985,1.392396393,1.453239922
-82.3126564,-30.9622525,1.979319,1.983755353
-38.1469038,-8.3579352,1.496814647,1.553962591
-31.8478164,-3.0646803,1.423478447,1.444048529
-84.2433084,-33.7896923,1.999919902,2.039522907
-41.3202974,-8.1556145,1.5270324,1.539624136
-78.5229914,-29.2162539,1.937083573,1.949361027
-32.1759464,-3.9295075,1.427894107,1.461810306
-90.6999812,-33.4854043,2.070532226,2.030430896
-34.260251,-4.3567339,1.452653297,1.473015622
-62.2602474,-18.7417437,1.593739695,1.751961431
-41.3612904,-10.5203565,1.531629025,1.596342839
-82.7255358,-31.1769575,1.593680748,1.992700693
-98.9950316,-41.4738741,1.593599278,2.062474494
-50.95577,-15.7929665,1.634039925,1.693403677
-40.8990276,-8.0276659,1.523182246,1.539513625
-57.6642484,-17.8319519,1.707463781,1.728955941
-59.604689,-18.5137141,1.730416856,1.74452907
-56.2483216,-17.9987804,1.692594897,1.736859421
-87.9249664,-34.3216797,2.04132661,2.050763945
-37.284976,-6.1950721,1.484137418,1.507094803
-69.1089646,-22.3274589,1.835597817,1.819879741
-37.2344424,-8.115937,1.487213508,1.550303916
-82.3652106,-31.8774329,1.980915448,2.0068224
-54.1482928,-14.7392654,1.229087779,1.606383869
-99.9260918,-41.6339404,1.229089979,1.606383958
-50.468972,-14.0265037,1.229089326,1.606385218
-99.2503534,-42.0426858,1.229111095,1.606383388
-95.3046436,-36.8773372,1.229102343,1.606382912
-89.5132198,-36.4991754,1.207544173,1.57910123
-26.5360516,-0.9222326,1.207575939,1.414107391
-87.1974206,-34.4961976,1.207504148,1.579098827
-36.887071,-7.8226676,1.207533988,1.564535441
-58.0206138,-16.9558458,1.207525221,1.579102438
-80.109192,-30.4824778,1.128423044,1.475089301
-52.2295786,-14.65866,1.128406679,1.475089246
-38.8637402,-9.3503497,1.128404706,1.475089166
-39.4509324,-7.6306272,1.128525317,1.475085208
-47.6508076,-11.7081514,1.128451283,1.475090665
-43.8143294,-11.3233852,1.466809659,1.629987646
-98.0756124,-41.1005842,1.466938266,1.920444048
-54.657065,-16.7937446,1.466672828,1.732031834
-78.486557,-29.1409184,1.466759136,1.920447261
-69.515183,-24.3110344,1.466723192,1.874431049
-40.5536266,-8.194129,1.528518741,1.56132377
-74.7693698,-28.2258304,1.696374527,1.955487332
-72.9778636,-24.8239674,1.696483537,1.88779338
-38.2255462,-7.7994238,1.501527441,1.556054631
-100.2911404,-41.6321712,1.696453528,2.222920382
-89.208987,-33.3072852,0.924170179,1.204110965
-90.1360436,-36.3935032,0.924163185,1.204111823
-63.3984334,-20.9062882,0.924271586,1.204110582
-56.4379388,-17.6024538,0.924184518,1.204111473
-51.8623948,-15.4245052,0.924186662,1.204111473
-35.7264678,-5.7959126,1.111247529,1.451079001
-69.1502838,-24.2397334,1.111184322,1.451080056
-97.9441866,-41.4725394,1.111192882,1.451081174
-77.0532596,-28.797886,1.111339705,1.451078932
-92.0761792,-36.979033,1.111178798,1.451079134
-56.6224936,-17.7250322,1.589030886,1.751462783
-65.232929,-21.2962676,1.588869435,1.813263915
-32.9624652,-5.3246394,1.441444343,1.508071933
-53.3047538,-16.801502,1.588773783,1.736521817
-26.6333814,-1.3178676,1.372701981,1.430735684
-36.850598,-5.7566972,0.903252904,1.177714924
-54.127166,-15.3993402,0.903246718,1.177714092
-28.893214,-2.3266722,0.903268771,1.177713234
-34.193934,-6.3723262,0.903246496,1.177713486
-56.072952,-17.3642484,0.903254481,1.177713006
-54.5209918,-16.621806,1.30604788,1.707598111
-49.0666254,-13.683744,1.305922909,1.66677915
-69.1404228,-22.215989,1.305784961,1.707598051
-82.4300152,-30.70422,1.305986419,1.70760055
-66.6298858,-23.4902888,1.305758327,1.707598789
-137.3972164,-66.1916936,1.411451781,1.471608554
-147.4892576,-73.20273,1.411364278,1.47160634
-96.2384776,-61.144777,1.411421503,1.471614761
-131.4935566,-73.1781592,1.411359403,1.471618699
-44.6786974,-27.7866706,1.36356842,1.417644926
-69.3960516,-44.9204678,1.534391097,1.617490109
-62.7712944,-46.3729504,1.491186398,1.635866265
-63.1482586,-35.7546092,1.491199892,1.510219158
-104.7970396,-64.3593158,1.777647926,1.839793556
-95.0332796,-56.2940836,1.71047228,1.744981194
-124.4868756,-64.2358442,1.913810775,1.837459585
-69.3050416,-40.913664,1.535327018,1.571650049
-91.4305786,-54.9891096,1.686326247,1.732429615
-67.0492276,-37.1265834,1.519201277,1.527615437
-154.6663066,-85.7439942,2.122251163,2.086630596
-47.664858,-39.332332,1.386333985,1.551517879
-154.9312616,-86.9147098,2.120439761,2.091094486
-64.2326854,-44.0699047,1.499876056,1.605328088
-91.3353756,-54.8833466,1.683220565,1.724586577
-130.3585316,-71.2527186,1.950460801,1.911612791
-59.1905076,-33.0011888,1.381699434,1.439171468
-118.6501846,-66.8887982,1.381706139,1.439167945
-150.8918826,-86.4266554,1.381698542,1.439165411
-105.6046276,-60.7582152,1.381580683,1.439164902
-149.7579556,-87.5730154,1.381699445,1.43916556
-63.6769516,-42.2971454,1.492223031,1.582832268
-155.0708016,-78.0692458,2.018105839,1.991130653
-47.5165136,-35.62223,1.382275554,1.509430852
-146.4288746,-80.1310216,2.018077499,2.013243004
-84.7127066,-45.9122078,1.637278928,1.62146493
-70.9169186,-44.1843918,1.546441502,1.61046917
-123.4118206,-66.8267736,1.907274451,1.870175316
-62.3257999,-47.3246375,1.489204513,1.649007938
-126.2882038,-73.2217902,1.927639995,1.944310808
-151.0215856,-87.1654392,2.097267079,2.1040659
-140.7259726,-69.2831542,1.515304794,1.57913524
-105.7203016,-64.4033994,1.515401756,1.579151657
-146.5904042,-90.7855824,1.515430239,1.579147931
-112.9621146,-57.9788992,1.515323262,1.579153411
-100.6913446,-60.38151,1.515475581,1.579257137
-64.480798,-40.2480988,1.499970102,1.561434384
-144.5981546,-85.417304,1.891483373,1.974308399
-65.0999236,-39.3441984,1.503386458,1.54947816
-152.1556176,-78.6227748,1.891557906,1.974340774
-103.0210076,-66.4728966,1.762770629,1.859878045
-96.2600056,-51.3534916,1.71655262,1.683967768
-155.1882536,-81.3528958,1.995523827,2.028103053
-97.5539476,-51.6571058,1.725442757,1.687519404
-82.7395836,-45.4367202,1.624111411,1.61692184
-110.9601776,-63.0068986,1.819474789,1.819591567
-147.518042,-87.890385,1.283510042,1.347188262
-156.002202,-86.4221736,1.283577771,1.347194421
-119.369703,-66.3853696,1.283645009,1.347203028
-97.344229,-50.095072,1.283504129,1.347210898
-83.312221,-47.9432194,1.283501889,1.3472119
-52.142667,-31.1929024,1.341631267,1.41010842
-78.527082,-52.8006052,1.341716789,1.409963908
-60.971457,-42.789528,1.341666084,1.409956114
-110.874765,-64.0418114,1.341644115,1.40997246
-105.964072,-59.0059744,1.341537156,1.409952838
-72.939088,-46.4405242,1.563767559,1.650770443
-143.381836,-70.2050894,1.849173623,1.92249754
-112.6897666,-62.95421,1.842797401,1.843242739
-162.9558858,-94.355024,1.849017648,1.949552566
-100.677903,-51.0861496,1.756806775,1.697363295
-49.719845,-36.5501848,1.394541648,1.484773853
-54.1873626,-40.5909156,1.412889215,1.484786939
-56.169646,-37.2151184,1.412816201,1.48477814
-61.998571,-37.8217902,1.41280673,1.484913984
-58.429993,-34.601288,1.412900875,1.484811696
-88.613383,-52.5816232,0.882098579,0.921500815
-82.412369,-44.8562636,0.882099018,0.921491002
-164.4060536,-90.875633,0.882100919,0.921510651
-61.1341998,-41.6544546,0.882099173,0.921507151
-143.066877,-82.5116532,0.882099443,0.9214952
-134.8394096,-81.6801974,1.154251097,1.210886656
-120.681825,-74.2838928,1.154253741,1.210894983
-132.8544472,-73.3332842,1.154333331,1.210897731
-79.493909,-42.4822718,1.15425028,1.210895332
-104.803431,-57.0348562,1.15434657,1.210906443
-150.038089,-86.7132926,1.364891481,1.435209058
-65.0653244,-48.8524173,1.364888827,1.435216815
-148.3866088,-83.6692548,1.364965797,1.435224232
-85.2700552,-44.0172532,1.365016237,1.435228088
-144.460814,-89.4396052,1.365087309,1.435217019
-88.867542,-58.6748848,1.673659729,1.797308349
-73.3130694,-45.2237242,1.566632538,1.635622813
-71.587174,-42.1952312,1.550826616,1.590588231
-104.696629,-59.4644578,1.781354941,1.792876552
-130.2300584,-75.5696352,1.912284284,1.988475408
-152.33741,-84.7121626,0.901790607,0.941045885
-77.79936,-48.634154,0.90179056,0.941028995
-123.448469,-67.260433,0.901789985,0.941043885
-157.425794,-90.808031,0.901790535,0.941031782
-130.493727,-78.0610474,0.901790923,0.941045641
-47.4450586,-34.9325033,1.112210844,1.164760264
-82.380725,-57.1394026,1.112210855,1.164759154
-73.825539,-50.9144532,1.112209508,1.164757697
-58.094775,-35.2092082,1.112392044,1.164765877
-75.061441,-45.109726,1.1123805,1.164766554
-79.2007009,-40.016431,1.963399246,2.084042443
-49.1122233,-22.1678434,1.637735669,1.670181191
-67.1082115,-32.51434,1.886640063,1.911032684
-40.2018109,-16.1904356,1.51393164,1.532487934
-42.8261505,-17.6632128,1.548550106,1.562231676
-66.8332347,-32.2395996,1.340193303,1.626697225
-38.3955749,-14.9128406,1.340240901,1.626588285
-73.4893651,-36.2896946,1.340070167,1.626542371
-84.8172315,-43.1880764,1.340228172,1.626526275
-68.8383059,-33.8334756,1.340058185,1.626565129
-28.1510501,-9.2483256,1.223598655,1.378346228
-61.9308203,-29.3847786,1.223731875,1.484621714
-37.1554377,-14.6815816,1.22374615,1.484707618
-58.9737979,-27.787315,1.223577096,1.48464909
-78.3076677,-40.2045834,1.223559797,1.484752625
-36.6121889,-13.8414538,1.461608403,1.47290409
-81.6223951,-41.8064694,1.546318905,1.877549396
-80.9036577,-41.2521804,1.546340781,1.87742797
-71.3851183,-35.1150372,1.546347847,1.877230683
-63.8945801,-30.547684,1.546344752,1.861065285
69.7236663,50.3234008,1.055686268,1.279441654
69.7236663,-42.0557342,1.055698867,1.279321329
-40.9870229,-16.3601206,1.055675812,1.279292615
-77.6746457,-38.6285842,1.055691749,1.27930919
-71.3029167,-34.6689682,1.055704471,1.27928434
-67.9119939,-33.5126014,1.901399685,1.941474889
-49.6382913,-21.7391632,1.648201465,1.668459025
-65.4121977,-31.6859064,1.866129192,1.898475583
-74.3035825,-36.8087166,1.988006679,2.015006313
-45.8892467,-19.5063702,1.594633646,1.613828499
-41.5460065,-16.9804192,1.468518574,1.550623741
69.7236663,-30.4507306,1.468481645,1.782908996
-46.7529083,-19.660208,1.468697882,1.782779472
-73.2030509,-36.5761272,1.468490034,1.782809338
-39.4853561,-15.6193678,1.468699243,1.519092344
-69.5259815,-34.1196504,1.924468788,1.958291016
-56.1253417,-26.5069974,1.739628846,1.782288763
-61.2678045,-29.2184472,1.810084616,1.844090156
-47.6724081,-21.1742058,1.621901807,1.657483437
-44.6661239,-19.3751674,1.580608957,1.616510459
69.7236663,-28.9860474,1.207252737,1.463209558
-62.6411975,-30.2489178,1.207398738,1.463194937
-33.2403379,-12.3131352,1.207223191,1.444484898
-50.4966059,-22.590097,1.207481781,1.463184463
-42.1393343,-17.5721556,1.207257095,1.463421367
69.7236663,50.3234008,1.762241034,2.14081859
-78.7320199,-40.6127902,1.762045831,2.106730673
69.7236663,50.3234008,1.761969071,2.140826279
-32.2809351,-11.653908,1.407138445,1.432108112
-41.7963065,-17.1265396,1.538417978,1.558805973
-72.997567,-36.7770166,1.575207832,1.940901263
-56.824521,-26.4974884,1.57525322,1.791456718
-67.4043954,-31.8639148,1.575309197,1.94069479
-59.1724558,-27.64272,1.575258723,1.940547174
69.3416382,-38.579431,1.575203468,1.940690741
-52.4280578,-23.8282526,1.354372792,1.664288895
-63.1694624,-30.4132826,1.354045034,1.664276548
-44.7212888,-19.6272168,1.35423127,1.620738215
-72.512442,-35.686875,1.354135289,1.66428819
-41.5280854,-16.9971014,1.354032696,1.559895212
-68.0265164,-33.1271704,1.181746144,1.452462083
-39.7815846,-16.0913442,1.181717398,1.452455204
-48.5350478,-21.6818318,1.181722784,1.45263515
69.3416382,49.9358236,1.181698374,1.452400378
-49.2738524,-21.7946707,1.18186087,1.452461377
-37.3392238,-14.3727296,1.390397726,1.480362137
-85.5700128,-43.9395504,1.390396592,1.710001835
-59.694391,-28.340275,1.390349577,1.710074438
-74.8840978,-36.5069282,1.390370112,1.709906845
-64.7975012,-31.6574644,1.390374788,1.709875125
-83.2227378,-42.9328726,1.346614979,1.657558039
-66.6470088,-31.2750068,1.346576098,1.657532176
-43.7806448,-18.357978,1.3468922,1.607494191
-55.3727598,-25.6095344,1.346575124,1.657694815
-57.2010304,-27.3809898,1.346574102,1.657493169
-77.9081574,-39.3148248,1.69490934,2.088713624
69.3416382,49.9358236,1.695277638,2.088780703
-83.3469132,-43.335563,1.695159973,2.088763672
69.3416382,-202.8273784,1.694914261,2.088754512
-67.8682374,-33.2236948,1.694981559,1.961065157
-72.756533,-36.3292992,1.068847287,1.311898039
69.3416382,49.9358236,1.068798481,1.311920714
-37.3031448,-14.5632648,1.068805016,1.312105428
69.3416382,49.9358236,1.068838048,1.31189282
-42.5949446,-17.7931108,1.068795524,1.311899778
-36.4252288,-14.3559994,1.466392722,1.503471738
-48.023083,-21.7082036,1.625427718,1.677698624
-75.627873,-38.1235932,1.62556996,2.004039223
69.3416382,49.9358236,1.625444038,2.004016185
-50.0388494,-22.607655,1.625851109,1.704120458
-77.8267084,-39.1631316,1.521555282,1.874994332
69.3416382,-35.1744252,1.521550693,1.874997396
-42.208179,-17.950331,1.521590361,1.602348076
-37.0083606,-14.1339818,1.521489898,1.874751584
-76.2749344,-37.786204,1.521565294,1.874984947
-47.1260282,-20.6537584,0.827597163,1.012504944
-65.5590786,-32.5760262,0.82760422,1.012522692
69.3416382,49.9358236,0.827621284,1.012683736
-75.5515982,-38.2066876,0.827617352,1.012484305
-81.5959692,-41.8088416,0.827635531,1.012486567
-53.5939916,-30.4462328,1.47055532,1.605084326
-73.4899816,-38.7740488,1.651531005,1.761182065
-117.0899486,-57.1539098,2.037553061,2.108617724
-65.7823616,-28.7897918,1.582940715,1.572520262
-76.8912226,-35.4978738,1.684464303,1.658368376
-90.9959186,-44.6445748,1.164802489,1.233515023
-63.1368826,-34.7024318,1.164756414,1.23352491
-50.4402806,-25.5129388,1.164752753,1.233523976
-61.8133886,-30.6290708,1.164759514,1.233515532
109.0744014,55.7167122,1.164932965,1.233529344
109.0744014,55.7167122,1.514341996,1.609396444
-50.9642486,-25.3703068,1.449987072,1.516951159
109.0744014,55.7167122,1.514078811,1.609385271
-60.7092952,-33.62087,1.514259598,1.609383669
-88.607078,-46.1725972,1.51448394,1.609376761
-118.0392296,-57.8483838,1.686935132,1.793285984
-115.7441126,-54.6805508,1.686890561,1.793310561
-98.2134326,-46.6473688,1.686926865,1.793316995
-69.2718746,-35.7130058,1.613312431,1.703107744
109.0744014,55.7167122,1.686928513,1.793309614
-71.3381556,-33.0682888,1.485809268,1.577276684
-99.0041456,-44.7486598,1.485775241,1.577196378
-57.1137066,-25.4544918,1.485777753,1.51391747
-110.8350056,-55.0963238,1.485775336,1.577188799
