X Diff,Z Diff,Xpeakstrength,Zpeakstrength
-22.0329524,-29.0780038,1.615317781,1.705152866
136.4068292,55.4388572,3.000069324,2.453386654
-17.3537638,-27.9168138,1.567265209,1.328720556
-62.0899118,-49.0101798,1.638078617,1.328480674
-26.7984198,-29.6164258,1.638195415,1.328489146
-33.2502378,-35.4896394,1.638008484,1.32847723
-30.6143638,-30.8484178,1.638013603,1.328458913
-15.432701,-26.828971,1.364200705,1.13141161
-72.338187,-54.252409,1.364036337,1.131381365
-33.688775,-33.889075,1.364089011,1.131394709
-39.205765,-37.576181,1.364052964,1.131409818
135.697429,54.730409,1.364091004,1.131385861
-19.911027,-29.967373,1.417232177,1.175431304
-16.837449,-25.758219,1.416910325,1.175366033
-32.924523,-35.088798,1.416983293,1.175347982
135.697429,54.730409,1.416940085,1.175336714
-60.190127,54.730409,1.416912831,1.175639311
135.697429,54.730409,2.121770874,1.790206404
135.697429,54.730409,2.121798269,1.790176757
-22.651113,-31.257699,1.640346047,1.790201258
-19.688582,-28.217368,1.610098239,1.758936274
-21.747546,-29.339796,1.632998369,1.781337666
-42.699488,-41.472486,1.494849424,1.248018401
-20.538722,-29.520986,1.495256858,1.247988682
-56.57904,-44.769369,1.494849566,1.247991681
-5.089728,-20.082713,1.454567096,1.248019324
-66.24034,-52.310038,1.494893059,1.2480084
-24.621485,-32.430017,1.642938579,1.369436497
-31.1949656,-34.530347,1.643334859,1.369423748
-8.690513,-23.957217,1.486688223,1.369621731
-10.867653,-25.510437,1.509660552,1.36946582
135.697429,54.730409,1.642795788,1.36943323
-44.214409,-36.684002,1.342839197,1.112592643
-45.969168,-40.527957,1.34286765,1.112574325
-19.430514,-30.238503,1.34300931,1.112605846
-40.884072,-40.773716,1.342998614,1.112581365
135.697429,54.730409,1.342969244,1.112566035
-45.644237,-39.453286,1.875477321,1.951904787
-55.286291,-42.486116,1.973772378,2.013264207
-41.792167,-40.246646,1.831955301,1.992246688
-46.778631,-37.959933,1.884215862,1.875919605
-27.444754,-30.104883,1.683460055,1.760326864
-14.147458,-26.910131,1.266442667,1.043212809
-18.515078,-26.777448,1.26641918,1.043320311
-11.949004,-25.487026,1.266666913,1.043218886
-30.320201,-33.397061,1.266597107,1.043229815
-47.98719,-42.266998,1.266426098,1.043230513
-40.255204,-38.759375,1.145577953,0.945031555
-43.933116,-40.526742,1.145596852,0.945051672
-37.585739,-35.990576,1.145669843,0.945056043
-31.004665,-31.867043,1.145586761,0.945066201
-63.764118,-47.989697,1.145721309,0.945038226
-7.496506,-20.627277,1.218210615,1.006182592
-33.66419,-35.207952,1.218205327,1.006189545
-52.301255,-41.995133,1.218266758,1.006173881
135.697429,54.730409,1.218228678,1.006172178
135.697429,54.730409,1.218194899,1.006168858
-63.2247054,8.4693762,1.638229525,1.618280786
-80.3247714,-12.3462084,1.792807195,1.835544423
-40.0592474,29.5331266,1.425685422,1.390074452
-52.3427464,17.8945566,1.536958405,1.512872775
-80.9125234,-7.8673864,1.799058326,1.785512171
-120.2223714,-44.7178774,1.924175845,2.179213317
-84.5009414,-16.2483954,1.831885376,1.87596169
-117.3729314,-42.9072254,1.924198864,2.158151511
-98.2854454,-24.2633794,1.924167652,1.96162379
-49.3189928,18.2385072,1.514010095,1.514039143
-82.3083514,-13.3783074,1.815256238,1.847938883
-80.8078924,-9.4836774,1.801708615,1.806427153
-114.7519304,-40.1384834,2.114413721,2.133326786
-53.3156564,18.1140116,1.548608803,1.512065761
-87.107794,-17.9394324,1.860423442,1.897404462
-89.4601194,-16.3246694,1.487850055,1.879578398
-101.3819474,-25.4336874,1.48777187,1.976151224
-49.1890674,19.4806486,1.487881837,1.49882783
-48.4273224,19.1018806,1.488122416,1.501950499
-51.9907684,18.2936346,1.48783379,1.511591167
-43.8289404,25.8647346,1.461126807,1.430367201
-102.3310884,-28.1457064,1.628067911,2.004187979
-36.5370844,30.7870076,1.39264404,1.377470028
-45.0108678,23.0723204,1.476188763,1.464703937
-79.3322954,-5.9157594,1.62797341,1.768523934
-48.9151924,18.1785146,1.501565669,1.507046895
-84.1543364,-8.4597234,1.645890118,1.78962504
-66.0290004,5.0466866,1.646499085,1.64788966
-71.9318384,-3.1915324,1.645796341,1.735908885
-112.3339104,-40.8771674,1.645909086,2.135147258
-84.6018954,-15.5489774,1.827551091,1.866260476
-51.5896272,17.253517,1.534455041,1.524204109
-79.3861694,-11.8440504,1.780246875,1.827521709
-109.2293994,-37.1040654,1.886062119,2.096938712
-114.3853294,-40.2990034,1.885998149,2.12922728
-79.0644254,-4.4690494,1.775385265,1.741711708
-43.6147334,25.0632266,1.450606457,1.431216122
-63.1346784,4.5073236,1.62884702,1.65041779
-50.9748734,16.9481704,1.525577805,1.524377067
-91.3848364,-23.0406474,1.888265683,1.942051762
-100.7322054,-30.6589914,1.286001844,2.026429071
-66.9746494,1.8809406,1.285977155,1.682664485
-42.4808134,27.6148416,1.286020133,1.407082724
-86.8507634,-16.2910434,1.28595466,1.875177913
-71.9186214,0.2534476,1.286058264,1.700860903
-86.4465924,-14.7651664,1.851916194,1.860903832
-49.5920054,20.5820066,1.513504139,1.48511972
-61.5795454,10.3723846,1.625766272,1.596260275
-69.2175884,5.0599836,1.69520456,1.650625696
-89.4537374,-17.9615234,1.880572297,1.896068725
-68.575129,-0.714992,1.485389524,1.71584908
-79.8309726,-8.984473,1.484985298,1.815569894
-50.9459718,19.7751972,1.485026199,1.503790175
-99.984591,-30.377835,1.484987716,2.040306555
-69.6393272,0.429917,1.485005722,1.710311016
-120.610083,-43.791143,1.002438658,1.620323909
-58.4043186,10.4703116,1.002450149,1.620325633
-73.0974316,0.690278,1.002439944,1.620346727
-61.0340026,11.540993,1.002455504,1.60093531
-47.2599382,23.803698,1.002440644,1.465657029
-60.7457696,8.702221,1.339512833,1.635156187
-117.497433,-39.842228,1.339474335,2.141741755
-85.560018,-15.217732,1.33961509,1.867859361
-55.762944,16.3989922,1.339572336,1.54480365
-46.849746,23.150125,1.339548414,1.441597017
-50.036885,20.532194,0.948366975,1.491371657
-100.405542,-28.877183,0.948348886,1.534155539
-86.384168,-16.906779,0.948374234,1.534151747
-95.528269,-20.669575,0.948376175,1.534177613
-68.407846,-0.548879,0.948481125,1.534159621
-92.216689,-15.960259,1.467278243,1.884420916
-97.248384,-27.016164,1.467299148,2.008281873
-87.946391,-15.610539,1.467317549,1.887081523
-58.400417,8.403962,1.467432759,1.616026919
-54.9226,14.5101,1.467386171,1.550700827
-46.752074,19.234037,1.477990549,1.492502269
-82.664232,-16.605133,1.570172928,1.883013104
-57.4776968,10.4211468,1.570352493,1.610346618
-112.209691,-37.939459,1.570182045,2.109969335
-50.160113,19.652977,1.520831817,1.491780159
-76.209224,-1.754908,1.036634193,1.673677996
-73.671105,-1.017304,1.036636446,1.673682596
-37.2433672,29.282,1.036631335,1.408520355
-109.322756,-34.218308,1.036658613,1.673815415
-114.206365,-40.241381,1.036641772,1.673665922
-77.695069,-7.415349,1.399745603,1.787617191
-54.786894,18.170751,1.399680065,1.524305703
-112.651601,-36.811011,1.3995623,2.110087079
-82.346481,-6.523673,1.399551509,1.766610816
-94.781013,-21.183679,1.39960771,1.93516106
-105.387525,-36.61979,1.042682704,1.684700877
-107.927639,-36.373912,1.042696061,1.684775985
-68.869158,2.96464,1.042685646,1.684698217
-115.921238,-40.372669,1.042672819,1.684795145
-54.245447,14.874104,1.042703624,1.556938201
-106.384302,-32.193648,1.339270594,2.066380068
-105.622038,-34.185094,1.3390545,2.090212959
-113.311323,-39.815684,1.339197441,2.154308393
-81.848509,-7.927344,1.339213217,1.804891722
-119.155979,-43.882874,1.339020657,2.157856849
-193.659943,-39.724433,2.086021382,2.158031393
-196.776762,-39.648639,2.106073855,2.160807479
-211.094085,-46.262999,2.183166325,2.231837035
-75.5847592,22.565831,1.452216615,1.490371545
-165.443845,-24.124008,1.934949129,1.989394306
-110.543141,5.754693,1.51671079,1.667525015
-82.374234,23.422167,1.485427602,1.472513941
-69.065101,28.904859,1.413084287,1.414317161
-126.106343,0.966618,1.516779414,1.715807433
-100.7403318,9.3961768,1.51677417,1.633228619
-84.2254926,17.8561746,1.386660716,1.539528255
-99.185876,13.440203,1.386564037,1.580242387
-169.48102,-23.033319,1.38641929,1.971753682
-201.918278,-44.414312,1.38641798,2.204525542
-166.290341,-22.808161,1.386571168,1.968537905
-144.122207,-11.825355,1.156618735,1.855131682
-105.520943,10.26247,1.156630098,1.615467816
-208.841654,-44.172014,1.156621469,1.927566968
-107.309616,9.888463,1.156621642,1.622094198
-80.133155,20.0446258,1.156678844,1.518549917
-128.151237,-0.056397,1.73185885,1.724173909
-140.669329,-7.701678,1.800476417,1.808569725
-136.38981,-5.475669,1.776786853,1.78491813
-103.199781,12.696825,1.596190472,1.585185593
-114.323059,6.035047,1.658996389,1.662263423
-180.029053,-31.06,1.245071383,2.061790415
-162.970401,-20.7813,1.245141041,1.950543126
-102.148899,11.719801,1.245236518,1.589025857
-120.031277,1.941838,1.245066757,1.700345737
-146.272054,-10.158019,1.245129232,1.829601817
-125.998096,-2.340399,1.714351949,1.74174987
-141.587734,-10.392611,1.797841732,1.828899705
-77.2622502,21.3881174,1.459433607,1.499818699
-163.69294,-19.171169,1.919163032,1.923025633
-193.93122,-35.688147,2.086104883,2.11002483
-94.0753764,12.532214,1.551420982,1.596951221
-173.610324,-28.437324,1.977405194,2.033847529
-186.335166,-32.777974,2.048349932,2.082447154
-99.657273,13.394013,1.578490537,1.581396356
-92.3439932,13.5656356,1.542301919,1.586220914
-139.545585,-9.385688,1.796190283,1.832443158
-136.009412,-8.119897,1.778582049,1.82218608
-110.807552,5.308655,1.640054736,1.67242118
-195.817212,-40.169456,2.102990764,2.168607346
-134.73875,-5.563715,1.772013807,1.794229593
-83.369208,22.936271,1.487607362,1.474102132
-101.941976,10.6659,1.588930715,1.610645975
-182.708646,-33.098419,1.943531257,2.083349497
-162.377473,-24.158853,1.913661845,1.982990596
-169.057118,-23.929491,1.944046763,1.986440215
-177.526809,-30.8877,1.631215882,2.110434472
-160.662612,-21.54179,1.631219316,2.008642093
-168.678171,-25.818295,1.631146337,2.042876721
-128.622478,-4.800822,1.631146237,1.805110465
-178.242032,-29.726219,1.631145853,2.086842489
-181.651234,-31.797434,1.409038026,2.120213627
-165.340443,-24.67021,1.408887161,2.041783348
-85.608278,18.510237,1.40892926,1.554358297
-203.661713,-41.071718,1.408885139,2.230234741
-159.575536,-20.597859,1.408886602,1.991241333
-152.467744,-17.390136,1.326674737,1.928929469
-214.587331,-46.769891,1.326594069,2.237183865
-88.637082,14.8078804,1.326594345,1.600432954
