,a,b,c,d,e,f,g,h,i
0,0.896959513603199,0.6152362112461072,0.8081703299842541,0.8334591693046403,0.7570401402279731,0.7452077922368889,0.5482926800797746,0.6254412244086089,0.36981547340743404
