,a,b,c,d,e,f,g,h,i
0,0.48574247855419384,0.1651615366035224,0.5048089745534902,0.6402206109192237,0.7353102256676687,0.08863833829904344,0.670972838115447,0.05765904248063247,0.32684936127447484
