,Latitude,Longitude,Story,Type,Material,Dimension,Area,Index,Num_Units,RepairCost
3452,34.081920000000004,-118.3147,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,18573.660767413643
3453,34.10459,-118.31471,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,18554.116233392175
3454,34.06357,-118.31472,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,37197.63392504055
3455,34.092490000000005,-118.31473000000001,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,78613.92884066523
3456,34.09207,-118.31473000000001,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,19015.63129043771
3457,34.06751,-118.31483,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,41559.47412382526
3458,34.08232,-118.31486000000001,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,18129.33815668996
3459,34.091609999999996,-118.31492,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,34757.630534488526
3460,34.09205,-118.31497,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,33495.36322049721
3461,34.10433,-118.31506,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,37292.98664865029
3462,34.10373,-118.31506999999999,3,L4,HWS,60X50,9000.0,L4-3S-60X50-HWS,9,54520.96030112585
3463,34.09405,-118.31506999999999,3,L1,HWS,60X30,5400.0,L1-3S-60X30-HWS,5,30717.504229617436
3464,34.093059999999994,-118.31506999999999,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,39271.63059619227
3465,34.10455,-118.31508000000001,3,L1,HWS,100X30,9000.0,L1-3S-100X30-HWS,9,52090.13489727352
3466,34.09153,-118.31508000000001,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,18384.53608964167
3467,34.10062,-118.31515,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,26695.839581001455
3468,34.081920000000004,-118.31518999999999,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,63149.75416631936
3469,34.09348,-118.31523,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,19311.825928275182
3470,34.093059999999994,-118.31523,3,L1,GWB,60X30,5400.0,L1-3S-60X30-GWB,5,32311.903920610894
3471,34.09248,-118.31523,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,36003.074459395095
3472,34.091609999999996,-118.31525,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,54522.9943036538
3473,34.075829999999996,-118.31531000000001,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,30137.108703126836
3474,34.093059999999994,-118.3154,3,L4,GWB,60X50,9000.0,L4-3S-60X50-GWB,9,46839.05076348662
3475,34.08547,-118.3154,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,35423.26814906092
3476,34.09377,-118.31543,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,34131.69698814017
3477,34.07652,-118.31548000000001,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,30287.687456824824
3478,34.030570000000004,-118.3155,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,32639.447004149824
3479,34.1049,-118.31581000000001,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,30359.98133852695
3480,34.03459,-118.31582,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,79459.0656871295
3481,34.0315,-118.31583,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,53909.10980264402
3482,34.03201,-118.31586999999999,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,29299.65459804269
3483,34.09203,-118.31591999999999,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,39014.850822630324
3484,34.09149,-118.31591999999999,3,L4,HWS,100X50,15000.0,L4-3S-100X50-HWS,15,74007.95842439847
3485,34.09149,-118.31608,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,34786.32483507106
3486,34.03869,-118.31608,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,61414.20805940604
3487,34.04596,-118.31608999999999,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,24852.12179699321
3488,34.0458,-118.31608999999999,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,82345.95271591948
3489,34.04507,-118.31608999999999,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,24680.777898355216
3490,34.10419,-118.3161,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,54718.93290049658
3491,34.04443,-118.3161,3,L4,GWB,60X50,9000.0,L4-3S-60X50-GWB,9,54682.97672151123
3492,34.104729999999996,-118.31613,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,62592.54299731117
3493,34.09962,-118.31623,3,L3,GWB,80X30,7200.0,L3-3S-80X30-GWB,7,42120.69881642371
3494,34.092079999999996,-118.31625,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,58622.33221904926
3495,34.04269,-118.3164,3,L4,HWS,60X50,9000.0,L4-3S-60X50-HWS,9,45670.74391876276
3496,34.03459,-118.3164,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,51389.246018100595
3497,34.0378,-118.31653999999999,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,34531.743214873946
3498,34.0673,-118.31655,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,31982.784847609764
3499,34.0915,-118.31658,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,87221.18949819107
3500,34.03235,-118.31658,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,29773.324230947845
3501,34.0475,-118.31667,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,29541.48073725852
3502,34.076240000000006,-118.31671999999999,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,42586.858486570774
3503,34.09248,-118.31674,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,37124.685488777446
3504,34.0407,-118.31674,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,33684.18405695469
3505,34.093059999999994,-118.31675,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,25286.888652253892
3506,34.041309999999996,-118.31676000000002,2,L1,GWB,100X30,6000.0,L1-2S-100X30-GWB,6,41054.19118333828
3507,34.041109999999996,-118.31676000000002,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,63697.57895037343
3508,34.078759999999996,-118.31678000000001,3,L3,HWS,50X30,4500.0,L3-3S-50X30-HWS,4,22918.67751946907
3509,34.04197,-118.31679,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,19832.50187238105
3510,34.03236,-118.31683000000001,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,31171.08061272165
3511,34.093059999999994,-118.31691000000001,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,39094.577185119095
3512,34.09248,-118.31691000000001,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,19916.71308192336
3513,34.100809999999996,-118.31696000000001,3,L3,GWB,80X30,7200.0,L3-3S-80X30-GWB,7,45957.60890538202
3514,34.03236,-118.31701000000001,2,L1,HWS,100X30,6000.0,L1-2S-100X30-HWS,6,34644.87370695815
3515,34.09963,-118.31707,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,19766.69992292363
3516,34.0915,-118.31707,2,L2,GWB,60X50,6000.0,L2-2S-60X50-GWB,6,40385.351528609935
3517,34.09895,-118.31711999999999,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,37017.289770894204
3518,34.100809999999996,-118.31713,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,31276.471606278155
3519,34.10013,-118.31713,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,73123.20746926553
3520,34.06006,-118.31713,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,18764.209964985046
3521,34.09276,-118.31719,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,25945.703095280594
3522,34.10455,-118.31723000000001,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,31594.673708470706
3523,34.092040000000004,-118.31723000000001,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,42053.73000011861
3524,34.1039,-118.31723999999998,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,38248.36277966981
3525,34.06792,-118.31728000000001,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,29904.109036096575
3526,34.04254,-118.3173,2,L1,HWS,100X30,6000.0,L1-2S-100X30-HWS,6,36844.13684190971
3527,34.0357,-118.31736000000001,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,58957.16623341923
3528,34.09207,-118.3174,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,25597.217625202822
3529,34.09823,-118.31743,3,L4,GWB,60X50,9000.0,L4-3S-60X50-GWB,9,52318.03909905803
3530,34.03921,-118.31748,3,L4,HWS,100X50,15000.0,L4-3S-100X50-HWS,15,67035.23762243187
3531,34.01852,-118.31748,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,53608.07693371032
3532,34.0925,-118.31748999999999,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,17993.830242569078
3533,34.03239,-118.3175,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,28986.197538411616
3534,33.98015,-118.31756000000001,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,26553.73704997423
3535,34.104820000000004,-118.31756999999999,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,55534.76400792888
3536,34.09207,-118.31756999999999,3,L4,GWB,60X50,9000.0,L4-3S-60X50-GWB,9,46491.698374448744
3537,34.09302,-118.31758,3,L3,GWB,80X30,7200.0,L3-3S-80X30-GWB,7,40438.6683188371
3538,34.068490000000004,-118.31761999999999,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,19598.99434796274
3539,34.065540000000006,-118.31761999999999,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,28842.02656474575
3540,34.10087,-118.31763000000001,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,60355.257411350394
3541,34.10621,-118.31768000000001,2,L2,HWS,100X50,10000.0,L2-2S-100X50-HWS,10,55465.751525388194
3542,34.09896,-118.31778,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,21457.872989449985
3543,34.10225,-118.31781000000001,3,L1,HWS,60X30,5400.0,L1-3S-60X30-HWS,5,27926.979588521444
3544,33.9807,-118.31796999999999,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,37789.81914569379
3545,33.97835,-118.31799,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,16029.240470877836
3546,34.04482,-118.31803000000001,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,19651.81068797624
3547,34.03843,-118.31805,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,18199.032673006775
3548,34.04503,-118.31806999999999,2,L1,GWB,60X30,3600.0,L1-2S-60X30-GWB,4,22652.627400710553
3549,34.04449,-118.31806999999999,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,36840.1547237497
3550,34.038909999999994,-118.31806999999999,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,24919.863740625202
3551,34.04307,-118.31808000000001,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,17566.16756056675
3552,34.04294,-118.31808000000001,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,53092.08904425948
3553,34.0428,-118.31808000000001,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,42382.26813568226
3554,34.04588,-118.31808999999998,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,30724.13326894243
3555,34.0456,-118.31808999999998,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,36885.730266652405
3556,34.05898,-118.31813000000001,3,L4,HWS,100X50,15000.0,L4-3S-100X50-HWS,15,75595.64265880843
3557,34.10374,-118.3182,2,L1,GWB,60X30,3600.0,L1-2S-60X30-GWB,4,25128.514342639435
3558,34.096379999999996,-118.31828999999999,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,36399.65586490663
3559,34.09539,-118.3183,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,16853.172127844133
3560,34.09518,-118.3183,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,60399.69541421542
3561,34.10637,-118.31833,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,60261.216710080334
3562,34.03456,-118.31835,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,54299.615388996244
3563,34.260709999999996,-118.31836000000001,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,32290.0089503091
3564,34.10046,-118.31846999999999,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,25345.647150007484
3565,34.03812,-118.31853999999998,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,32670.386858146147
3566,34.04642,-118.31855,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,38630.26758342108
3567,34.099740000000004,-118.31856,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,33674.873251718396
3568,34.04392,-118.31856,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,39318.528370930966
3569,34.03732,-118.3186,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,46373.8306084036
3570,34.03301,-118.3186,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,86259.25741049572
3571,34.10767,-118.31862,3,L3,HWS,50X30,4500.0,L3-3S-50X30-HWS,4,25332.875195615426
3572,34.0442,-118.31862,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,18705.195538282183
3573,34.03457,-118.31868999999999,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,29540.3415259319
3574,34.09329,-118.31872,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,27392.53604854492
3575,34.09301,-118.31872,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,19834.08277562063
3576,34.09623,-118.31873,2,L2,GWB,60X50,6000.0,L2-2S-60X50-GWB,6,32762.31578948644
3577,34.09498,-118.31873,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,32745.178919074224
3578,34.09398,-118.31873,2,L2,HWS,60X50,6000.0,L2-2S-60X50-HWS,6,35133.376814946576
3579,34.09734,-118.31873999999999,3,L1,GWB,60X30,5400.0,L1-3S-60X30-GWB,5,31131.322032829463
3580,34.04956,-118.31873999999999,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,36369.26499793017
3581,34.0942,-118.31876000000001,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,32239.226298006066
3582,34.100770000000004,-118.31878999999999,2,L1,GWB,60X30,3600.0,L1-2S-60X30-GWB,4,28073.200829502235
3583,34.10013,-118.3188,3,L3,HWS,50X30,4500.0,L3-3S-50X30-HWS,4,25945.39799353441
3584,34.09639,-118.31884,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,31143.18069954174
3585,34.057559999999995,-118.31885,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,64319.98866274471
3586,34.106190000000005,-118.31886000000002,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,50488.263676151764
3587,34.05082,-118.31886000000002,3,L3,HWS,50X30,4500.0,L3-3S-50X30-HWS,4,23883.791055316782
3588,33.97482,-118.31888000000001,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,33956.937575083415
3589,34.04495,-118.31889,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,32567.350241494496
3590,34.01024,-118.31897,3,L3,GWB,80X30,7200.0,L3-3S-80X30-GWB,7,39426.62850899385
3591,34.029270000000004,-118.31902,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,28746.546803483165
3592,34.056329999999996,-118.31903999999999,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,33024.02829621186
3593,34.10017,-118.31912,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,52987.5647069227
3594,34.0509,-118.31917,3,L4,GWB,60X50,9000.0,L4-3S-60X50-GWB,9,51105.11810945706
3595,34.1034,-118.3192,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,58039.08952043927
3596,34.046409999999995,-118.31921000000001,2,L1,HWS,100X30,6000.0,L1-2S-100X30-HWS,6,36070.190996965415
3597,34.10768,-118.31924,3,L1,HWS,60X30,5400.0,L1-3S-60X30-HWS,5,29769.991575413293
3598,34.04602,-118.31925,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,35070.131939510815
3599,34.04502,-118.31925,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,18276.545347058272
3600,34.04574,-118.31926000000001,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,37232.56871374058
3601,34.10021,-118.31926999999999,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,58299.654013493535
3602,34.04419,-118.31926999999999,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,59486.660407166564
3603,34.10073,-118.31928,3,L1,HWS,60X30,5400.0,L1-3S-60X30-HWS,5,34353.02239782824
3604,34.04009,-118.31928,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,18648.07499537668
3605,34.11717,-118.31931999999999,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,56573.39355648889
3606,34.09517,-118.31934,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,24982.676528143365
3607,34.09342,-118.31935,2,L1,GWB,60X30,3600.0,L1-2S-60X30-GWB,4,24682.763586936027
3608,34.09329,-118.31935,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,20089.953250142382
3609,34.09315,-118.31935,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,20035.01990832682
3610,34.091879999999996,-118.31935,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,30844.86739005477
3611,34.091879999999996,-118.31935,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,83219.14918477068
3612,34.09707,-118.31936,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,33119.40749336018
3613,34.0947,-118.31936,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,24392.508599008717
3614,34.0939,-118.31936,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,19030.520622990258
3615,34.09301,-118.31936,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,35822.57524040695
3616,34.10074,-118.31943999999999,2,L1,GWB,60X30,3600.0,L1-2S-60X30-GWB,4,27095.644018620664
3617,34.10463,-118.31955,3,L1,GWB,60X30,5400.0,L1-3S-60X30-GWB,5,28131.0741387188
3618,34.10496,-118.31956000000001,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,56733.0645317315
3619,34.10628,-118.31958999999999,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,20146.482708470576
3620,34.106,-118.31958999999999,3,L3,HWS,50X30,4500.0,L3-3S-50X30-HWS,4,24773.929019586205
3621,34.10767,-118.31962,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,24462.31728368448
3622,33.9998,-118.31962,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,19836.65075929657
3623,34.03325,-118.3197,2,L1,HWS,100X30,6000.0,L1-2S-100X30-HWS,6,37826.85219089628
3624,34.03869,-118.31974,2,L1,GWB,60X30,3600.0,L1-2S-60X30-GWB,4,21459.69372329717
3625,34.04475,-118.31975,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,35765.25901143678
3626,34.04294,-118.31976,3,L4,GWB,60X50,9000.0,L4-3S-60X50-GWB,9,45755.0950199121
3627,34.04105,-118.31976,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,33238.37994029732
3628,34.042790000000004,-118.31976999999999,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,39329.25268773844
3629,34.09356,-118.31978000000001,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,34202.22276006511
3630,34.09301,-118.31978000000001,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,19560.960026243054
3631,34.09637,-118.31979,3,L4,GWB,60X50,9000.0,L4-3S-60X50-GWB,9,49670.91884546814
3632,34.09511,-118.31979,2,L4,GWB,100X50,10000.0,L4-2S-100X50-GWB,10,49125.080004081865
3633,34.10767,-118.3198,3,L1,GWB,100X30,9000.0,L1-3S-100X30-GWB,9,46420.5976126429
3634,34.100190000000005,-118.31981,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,40144.29827048846
3635,34.09538,-118.31983000000001,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,25340.489707007942
3636,34.095240000000004,-118.31983000000001,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,27023.03660440443
3637,34.10431,-118.3199,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,32890.67901208794
3638,34.099940000000004,-118.31991000000001,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,26395.68856657035
3639,34.10495,-118.31998999999999,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,55688.08338600246
3640,33.99987,-118.31998999999999,2,L1,GWB,100X30,6000.0,L1-2S-100X30-GWB,6,39323.14168634523
3641,34.10767,-118.32,3,L1,GWB,100X30,9000.0,L1-3S-100X30-GWB,9,55051.82476820279
3642,34.10652,-118.32006000000001,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,25636.70080010552
3643,34.10668,-118.32007,3,L4,GWB,60X50,9000.0,L4-3S-60X50-GWB,9,52496.61503469736
3644,34.10685,-118.32011999999999,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,38571.199879918546
3645,34.06051,-118.32016000000002,3,L4,HWS,60X50,9000.0,L4-3S-60X50-HWS,9,51001.74058608798
3646,34.03298,-118.3203,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,87841.10346601793
3647,34.034459999999996,-118.32037,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,19089.707153977986
3648,34.03568,-118.32038,2,L1,GWB,60X30,3600.0,L1-2S-60X30-GWB,4,25701.517096066655
3649,34.092729999999996,-118.32041000000001,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,33835.45768283088
3650,34.04238,-118.32041000000001,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,63337.22812039166
3651,34.093,-118.32042,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,56091.6095272157
3652,34.04433,-118.32042,2,L1,GWB,60X30,3600.0,L1-2S-60X30-GWB,4,25912.726216928604
3653,34.034259999999996,-118.3205,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,26953.879334917958
3654,34.054140000000004,-118.32053,3,L4,HWS,60X50,9000.0,L4-3S-60X50-HWS,9,49655.854412668385
3655,34.10073,-118.32055,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,39094.4507895683
3656,34.05134,-118.3206,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,19423.833211702433
3657,34.03298,-118.32061000000002,3,L4,HWS,60X50,9000.0,L4-3S-60X50-HWS,9,49221.38071702891
3658,34.10477,-118.32061999999999,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,25303.560211873937
3659,34.05475,-118.32064,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,18309.548072191
3660,34.10046,-118.32065,3,L4,GWB,60X50,9000.0,L4-3S-60X50-GWB,9,50012.902404208995
3661,34.04818,-118.32065,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,17255.52938461473
3662,34.05812,-118.32068000000001,3,L4,HWS,100X50,15000.0,L4-3S-100X50-HWS,15,86833.83253936298
3663,34.05299,-118.32072,3,L3,HWS,50X30,4500.0,L3-3S-50X30-HWS,4,24623.553634720498
3664,34.11396,-118.32077,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,32267.495918276225
3665,34.10695,-118.32078999999999,2,L4,HWS,100X50,10000.0,L4-2S-100X50-HWS,10,56488.233374106174
3666,34.10682,-118.32078999999999,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,38537.758271500235
3667,34.10669,-118.3208,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,39670.00516828015
3668,34.0941,-118.32086000000001,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,17739.906306294717
3669,34.09341,-118.32086000000001,2,L1,HWS,100X30,6000.0,L1-2S-100X30-HWS,6,37904.57348589951
3670,34.092009999999995,-118.32086000000001,2,L3,HWS,50X30,3000.0,L3-2S-50X30-HWS,3,18373.252746178558
3671,34.03739,-118.32086000000001,2,L4,GWB,60X50,6000.0,L4-2S-60X50-GWB,6,34088.04420104243
3672,34.091359999999995,-118.3209,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,32574.368213752332
3673,34.052459999999996,-118.32094,3,L1,HWS,100X30,9000.0,L1-3S-100X30-HWS,9,47278.45674260925
3674,34.110009999999996,-118.32095,2,L3,GWB,80X30,4800.0,L3-2S-80X30-GWB,5,34554.0143628845
3675,34.109590000000004,-118.32095,2,L1,HWS,100X30,6000.0,L1-2S-100X30-HWS,6,35237.02991460563
3676,34.10945,-118.32095,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,25110.607848541575
3677,34.11099,-118.32096000000001,3,L4,HWS,100X50,15000.0,L4-3S-100X50-HWS,15,73572.0349270487
3678,34.110440000000004,-118.32096000000001,3,L3,GWB,80X30,7200.0,L3-3S-80X30-GWB,7,45444.61433361313
3679,34.10987,-118.32096000000001,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,25528.85815630342
3680,34.111470000000004,-118.32096999999999,3,L1,HWS,60X30,5400.0,L1-3S-60X30-HWS,5,31142.629683612668
3681,34.05905,-118.32096999999999,3,L4,GWB,100X50,15000.0,L4-3S-100X50-GWB,15,77216.82727469431
3682,34.058679999999995,-118.32096999999999,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,18295.4288924242
3683,34.1085,-118.32099,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,26047.252212599647
3684,34.10973,-118.321,2,L1,HWS,100X30,6000.0,L1-2S-100X30-HWS,6,34481.992930550674
3685,34.092729999999996,-118.32101000000002,3,L4,HWS,100X50,15000.0,L4-3S-100X50-HWS,15,85928.92289779616
3686,34.11889,-118.32103000000001,2,L1,HWS,60X30,3600.0,L1-2S-60X30-HWS,4,24221.6820542696
3687,34.111990000000006,-118.32104,3,L3,HWS,80X30,7200.0,L3-3S-80X30-HWS,7,37673.76378040758
3688,34.058890000000005,-118.32106,2,L4,HWS,60X50,6000.0,L4-2S-60X50-HWS,6,36473.16449063983
3689,34.05973,-118.32106999999999,2,L3,GWB,50X30,3000.0,L3-2S-50X30-GWB,3,19552.1168841756
3690,34.10072,-118.3211,3,L3,GWB,50X30,4500.0,L3-3S-50X30-GWB,4,25171.005250901882
3691,34.11319,-118.32111,2,L3,HWS,80X30,4800.0,L3-2S-80X30-HWS,5,31455.544844665925
