Index,Xpeakstrength,Zpeakstrength
Building_T1-100x30-S3-PS_Variated10_4,0.180142326,0.070916716
Building_T1-100x30-S3-PS_Variated10_5,0.180137331,0.070916482
Building_T2-60x50-S2-GS_Variated1_1,0.496005927,0.425298589
Building_T2-60x50-S2-GS_Variated1_2,0.54280733,0.482397406
Building_T2-60x50-S2-GS_Variated1_3,0.431654056,0.365323934
Building_T2-60x50-S2-GS_Variated1_4,0.465344121,0.397596426
Building_T2-60x50-S2-GS_Variated1_5,0.544699982,0.469248485
Building_T2-60x50-S2-GS_Variated2_1,0.567398105,0.557790115
Building_T2-60x50-S2-GS_Variated2_2,0.540183629,0.480170013
Building_T2-60x50-S2-GS_Variated2_3,0.567404893,0.552399148
Building_T2-60x50-S2-GS_Variated2_4,0.567395689,0.502096032
Building_T2-60x50-S2-GS_Variated2_5,0.44644904,0.387532538
Building_T2-60x50-S2-GS_Variated3_1,0.557345932,0.492495706
Building_T2-60x50-S2-GS_Variated3_2,0.553186347,0.481432381
Building_T2-60x50-S2-GS_Variated3_3,0.649197541,0.56855467
Building_T2-60x50-S2-GS_Variated3_4,0.475476023,0.402981885
Building_T2-60x50-S2-GS_Variated3_5,0.571213813,0.505678818
Building_T2-60x50-S2-GS_Variated4_1,0.44830465,0.491589355
Building_T2-60x50-S2-GS_Variated4_2,0.448281092,0.516847239
Building_T2-60x50-S2-GS_Variated4_3,0.448314226,0.392006956
Building_T2-60x50-S2-GS_Variated4_4,0.448386715,0.392823666
Building_T2-60x50-S2-GS_Variated4_5,0.448299749,0.395345109
Building_T2-60x50-S2-GS_Variated5_1,0.413999762,0.351793388
Building_T2-60x50-S2-GS_Variated5_2,0.461301322,0.492922432
Building_T2-60x50-S2-GS_Variated5_3,0.394595663,0.338783529
Building_T2-60x50-S2-GS_Variated5_4,0.418267459,0.360238378
Building_T2-60x50-S2-GS_Variated5_5,0.461274546,0.434961754
Building_T2-60x50-S2-GS_Variated6_1,0.44465503,0.387376787
Building_T2-60x50-S2-GS_Variated6_2,0.487393482,0.460011696
Building_T2-60x50-S2-GS_Variated6_3,0.487573814,0.423579521
Building_T2-60x50-S2-GS_Variated6_4,0.487365712,0.446204301
Building_T2-60x50-S2-GS_Variated6_5,0.487399099,0.548825977
Building_T2-60x50-S2-GS_Variated7_1,0.548179953,0.485907752
Building_T2-60x50-S2-GS_Variated7_2,0.46026483,0.396848458
Building_T2-60x50-S2-GS_Variated7_3,0.533990898,0.475821557
Building_T2-60x50-S2-GS_Variated7_4,0.565730528,0.545968148
Building_T2-60x50-S2-GS_Variated7_5,0.56571134,0.554374941
Building_T2-60x50-S2-GS_Variated8_1,0.503489236,0.428747694
Building_T2-60x50-S2-GS_Variated8_2,0.4113838,0.352314685
Building_T2-60x50-S2-GS_Variated8_3,0.461931817,0.406274367
Building_T2-60x50-S2-GS_Variated8_4,0.432645251,0.375247608
Building_T2-60x50-S2-GS_Variated8_5,0.535501485,0.478064315
Building_T2-60x50-S2-GS_Variated9_1,0.413044769,0.564956343
Building_T2-60x50-S2-GS_Variated9_2,0.413036839,0.469116826
Building_T2-60x50-S2-GS_Variated9_3,0.413050643,0.392286274
Building_T2-60x50-S2-GS_Variated9_4,0.413029614,0.522788422
Building_T2-60x50-S2-GS_Variated9_5,0.41306289,0.474189879
Building_T2-60x50-S2-GS_Variated10_1,0.535450678,0.467035637
Building_T2-60x50-S2-GS_Variated10_2,0.437604477,0.372724169
Building_T2-60x50-S2-GS_Variated10_3,0.4700632,0.400617389
Building_T2-60x50-S2-GS_Variated10_4,0.490140123,0.414261613
Building_T2-60x50-S2-GS_Variated10_5,0.543736112,0.475861057
Building_T2-60x50-S3-GS_Variated1_1,0.275863805,0.277469837
Building_T2-60x50-S3-GS_Variated1_2,0.275788733,0.293595683
Building_T2-60x50-S3-GS_Variated1_3,0.275796329,0.243177806
Building_T2-60x50-S3-GS_Variated1_4,0.275789182,0.329937833
Building_T2-60x50-S3-GS_Variated1_5,0.275792526,0.276574277
Building_T2-60x50-S3-GS_Variated2_1,0.158936941,0.223692391
Building_T2-60x50-S3-GS_Variated2_2,0.158938763,0.223692629
Building_T2-60x50-S3-GS_Variated2_3,0.158937145,0.223695541
Building_T2-60x50-S3-GS_Variated2_4,0.158939612,0.221015715
Building_T2-60x50-S3-GS_Variated2_5,0.158937256,0.202339991
Building_T2-60x50-S3-GS_Variated3_1,0.239210128,0.254257782
Building_T2-60x50-S3-GS_Variated3_2,0.239203253,0.333029048
Building_T2-60x50-S3-GS_Variated3_3,0.239228389,0.290441844
Building_T2-60x50-S3-GS_Variated3_4,0.239220754,0.24020846
Building_T2-60x50-S3-GS_Variated3_5,0.239216482,0.224160397
Building_T2-60x50-S3-GS_Variated4_1,0.165148668,0.226134521
Building_T2-60x50-S3-GS_Variated4_2,0.165145518,0.232621779
Building_T2-60x50-S3-GS_Variated4_3,0.165149932,0.232621204
Building_T2-60x50-S3-GS_Variated4_4,0.16515027,0.232625126
Building_T2-60x50-S3-GS_Variated4_5,0.165168546,0.232622398
Building_T2-60x50-S3-GS_Variated5_1,0.266570431,0.298098465
Building_T2-60x50-S3-GS_Variated5_2,0.266574229,0.317692156
Building_T2-60x50-S3-GS_Variated5_3,0.266577572,0.298519349
Building_T2-60x50-S3-GS_Variated5_4,0.266598503,0.255640945
Building_T2-60x50-S3-GS_Variated5_5,0.266590039,0.245306944
Building_T2-60x50-S3-GS_Variated6_1,0.273654303,0.240617911
Building_T2-60x50-S3-GS_Variated6_2,0.290722142,0.303575203
Building_T2-60x50-S3-GS_Variated6_3,0.290755389,0.259616516
Building_T2-60x50-S3-GS_Variated6_4,0.29072383,0.340164584
Building_T2-60x50-S3-GS_Variated6_5,0.28158649,0.240501494
Building_T2-60x50-S3-GS_Variated7_1,0.17807977,0.250347518
Building_T2-60x50-S3-GS_Variated7_2,0.178080157,0.250348206
Building_T2-60x50-S3-GS_Variated7_3,0.178079279,0.210685434
Building_T2-60x50-S3-GS_Variated7_4,0.178083965,0.250368073
Building_T2-60x50-S3-GS_Variated7_5,0.178081072,0.250345712
Building_T2-60x50-S3-GS_Variated8_1,0.244505774,0.271892268
Building_T2-60x50-S3-GS_Variated8_2,0.244494326,0.231843225
Building_T2-60x50-S3-GS_Variated8_3,0.244473755,0.320939161
Building_T2-60x50-S3-GS_Variated8_4,0.24447187,0.268697249
Building_T2-60x50-S3-GS_Variated8_5,0.244481687,0.294333335
Building_T2-60x50-S3-GS_Variated9_1,0.173305834,0.243818212
Building_T2-60x50-S3-GS_Variated9_2,0.173308054,0.243829082
Building_T2-60x50-S3-GS_Variated9_3,0.173306323,0.243817827
Building_T2-60x50-S3-GS_Variated9_4,0.173304191,0.243831855
Building_T2-60x50-S3-GS_Variated9_5,0.173309311,0.225327768
Building_T2-60x50-S3-GS_Variated10_1,0.219272715,0.294583754
Building_T2-60x50-S3-GS_Variated10_2,0.219237335,0.297981378
Building_T2-60x50-S3-GS_Variated10_3,0.219260738,0.307118842
Building_T2-60x50-S3-GS_Variated10_4,0.219263321,0.257305898
Building_T2-60x50-S3-GS_Variated10_5,0.219231794,0.307624711
Building_T2-100x50-S2-GS_Variated1_1,0.706762047,0.365438332
Building_T2-100x50-S2-GS_Variated1_2,0.713555998,0.365908431
Building_T2-100x50-S2-GS_Variated1_3,0.739675592,0.377936487
Building_T2-100x50-S2-GS_Variated1_4,0.492023522,0.25237765
Building_T2-100x50-S2-GS_Variated1_5,0.655577464,0.336881539
Building_T2-100x50-S2-GS_Variated2_1,0.477792154,0.262549063
Building_T2-100x50-S2-GS_Variated2_2,0.467937367,0.231844891
Building_T2-100x50-S2-GS_Variated2_3,0.445147875,0.222681904
Building_T2-100x50-S2-GS_Variated2_4,0.477813772,0.27015105
Building_T2-100x50-S2-GS_Variated2_5,0.47781212,0.257149152
Building_T2-100x50-S2-GS_Variated3_1,0.473112854,0.262533106
Building_T2-100x50-S2-GS_Variated3_2,0.473079868,0.269476017
Building_T2-100x50-S2-GS_Variated3_3,0.473030482,0.336239765
Building_T2-100x50-S2-GS_Variated3_4,0.473030035,0.37593395
Building_T2-100x50-S2-GS_Variated3_5,0.473082301,0.335691384
Building_T2-100x50-S2-GS_Variated4_1,0.388319628,0.311297577
Building_T2-100x50-S2-GS_Variated4_2,0.388323443,0.271081143
Building_T2-100x50-S2-GS_Variated4_3,0.388320546,0.323452471
Building_T2-100x50-S2-GS_Variated4_4,0.388320604,0.272193073
Building_T2-100x50-S2-GS_Variated4_5,0.388339809,0.254817981
Building_T2-100x50-S2-GS_Variated5_1,0.58309654,0.290142212
Building_T2-100x50-S2-GS_Variated5_2,0.606199269,0.304344253
Building_T2-100x50-S2-GS_Variated5_3,0.598223271,0.300364187
Building_T2-100x50-S2-GS_Variated5_4,0.53741859,0.266753401
Building_T2-100x50-S2-GS_Variated5_5,0.558564605,0.279723979
Building_T2-100x50-S2-GS_Variated6_1,0.394855335,0.326806099
Building_T2-100x50-S2-GS_Variated6_2,0.394877426,0.309172739
Building_T2-100x50-S2-GS_Variated6_3,0.394907705,0.251870092
Building_T2-100x50-S2-GS_Variated6_4,0.394853868,0.269514958
Building_T2-100x50-S2-GS_Variated6_5,0.394873681,0.290002819
Building_T2-100x50-S2-GS_Variated7_1,0.542736306,0.275598312
Building_T2-100x50-S2-GS_Variated7_2,0.569167831,0.289388092
Building_T2-100x50-S2-GS_Variated7_3,0.462033251,0.237317372
Building_T2-100x50-S2-GS_Variated7_4,0.607576207,0.304281704
Building_T2-100x50-S2-GS_Variated7_5,0.660427317,0.333870719
Building_T2-100x50-S2-GS_Variated8_1,0.488744089,0.251446379
Building_T2-100x50-S2-GS_Variated8_2,0.622941878,0.320237456
Building_T2-100x50-S2-GS_Variated8_3,0.645291596,0.327889662
Building_T2-100x50-S2-GS_Variated8_4,0.49727181,0.248997203
Building_T2-100x50-S2-GS_Variated8_5,0.485871311,0.249756849
Building_T2-100x50-S2-GS_Variated9_1,0.548713959,0.279786049
Building_T2-100x50-S2-GS_Variated9_2,0.543334861,0.27821995
Building_T2-100x50-S2-GS_Variated9_3,0.501016477,0.25535314
Building_T2-100x50-S2-GS_Variated9_4,0.642437719,0.33111318
Building_T2-100x50-S2-GS_Variated9_5,0.541328344,0.273951422
Building_T2-100x50-S2-GS_Variated10_1,0.539840573,0.267366293
Building_T2-100x50-S2-GS_Variated10_2,0.576609991,0.292132027
Building_T2-100x50-S2-GS_Variated10_3,0.705291634,0.377868955
Building_T2-100x50-S2-GS_Variated10_4,0.694452268,0.35966629
Building_T2-100x50-S2-GS_Variated10_5,0.705478707,0.360291967
Building_T2-100x50-S3-GS_Variated1_1,0.293099244,0.186691731
Building_T2-100x50-S3-GS_Variated1_2,0.293099861,0.177687047
Building_T2-100x50-S3-GS_Variated1_3,0.293086748,0.180715486
Building_T2-100x50-S3-GS_Variated1_4,0.29308673,0.159682379
Building_T2-100x50-S3-GS_Variated1_5,0.293086661,0.184604754
Building_T2-100x50-S3-GS_Variated2_1,0.252257301,0.186874742
Building_T2-100x50-S3-GS_Variated2_2,0.252230292,0.17996193
Building_T2-100x50-S3-GS_Variated2_3,0.252237829,0.13700049
Building_T2-100x50-S3-GS_Variated2_4,0.25222993,0.196571957
Building_T2-100x50-S3-GS_Variated2_5,0.252230192,0.175507178
Building_T2-100x50-S3-GS_Variated3_1,0.254798335,0.18238891
Building_T2-100x50-S3-GS_Variated3_2,0.254782842,0.211535742
Building_T2-100x50-S3-GS_Variated3_3,0.254782895,0.151328095
Building_T2-100x50-S3-GS_Variated3_4,0.254774403,0.183117357
Building_T2-100x50-S3-GS_Variated3_5,0.254774648,0.158389004
Building_T2-100x50-S3-GS_Variated4_1,0.192699322,0.15983784
Building_T2-100x50-S3-GS_Variated4_2,0.192699339,0.159817218
Building_T2-100x50-S3-GS_Variated4_3,0.192699072,0.159817626
Building_T2-100x50-S3-GS_Variated4_4,0.192699004,0.159818615
Building_T2-100x50-S3-GS_Variated4_5,0.192698896,0.159824887
Building_T2-100x50-S3-GS_Variated5_1,0.173846951,0.144194582
Building_T2-100x50-S3-GS_Variated5_2,0.173847749,0.144173165
Building_T2-100x50-S3-GS_Variated5_3,0.173847624,0.144175121
Building_T2-100x50-S3-GS_Variated5_4,0.173847416,0.144175604
Building_T2-100x50-S3-GS_Variated5_5,0.173847137,0.144174517
Building_T2-100x50-S3-GS_Variated6_1,0.218024878,0.161530328
Building_T2-100x50-S3-GS_Variated6_2,0.218017621,0.145960543
Building_T2-100x50-S3-GS_Variated6_3,0.217986274,0.180545802
Building_T2-100x50-S3-GS_Variated6_4,0.218001186,0.13859099
Building_T2-100x50-S3-GS_Variated6_5,0.217994913,0.152262321
Building_T2-100x50-S3-GS_Variated7_1,0.304156603,0.153783532
Building_T2-100x50-S3-GS_Variated7_2,0.339144665,0.184040011
Building_T2-100x50-S3-GS_Variated7_3,0.339185637,0.211986706
Building_T2-100x50-S3-GS_Variated7_4,0.339151974,0.216833171
Building_T2-100x50-S3-GS_Variated7_5,0.339151078,0.213472728
Building_T2-100x50-S3-GS_Variated8_1,0.240149394,0.165147626
Building_T2-100x50-S3-GS_Variated8_2,0.240157768,0.136479004
Building_T2-100x50-S3-GS_Variated8_3,0.240172434,0.144079859
Building_T2-100x50-S3-GS_Variated8_4,0.240159402,0.183669046
Building_T2-100x50-S3-GS_Variated8_5,0.240149264,0.192980325
Building_T2-100x50-S3-GS_Variated9_1,0.286966031,0.143937806
Building_T2-100x50-S3-GS_Variated9_2,0.286980536,0.192160468
Building_T2-100x50-S3-GS_Variated9_3,0.286989757,0.18006644
Building_T2-100x50-S3-GS_Variated9_4,0.286980876,0.175866287
Building_T2-100x50-S3-GS_Variated9_5,0.28699552,0.190266237
Building_T2-100x50-S3-GS_Variated10_1,0.28930225,0.149113063
Building_T2-100x50-S3-GS_Variated10_2,0.289301135,0.185087413
Building_T2-100x50-S3-GS_Variated10_3,0.289341059,0.172640161
Building_T2-100x50-S3-GS_Variated10_4,0.289309048,0.197572782
Building_T2-100x50-S3-GS_Variated10_5,0.267310841,0.132188731
Building_T2-60x50-S2-PS_Variated1_1,0.337216452,0.235459699
Building_T2-60x50-S2-PS_Variated1_2,0.336926568,0.234573686
Building_T2-60x50-S2-PS_Variated1_3,0.439687495,0.504908442
Building_T2-60x50-S2-PS_Variated1_4,0.412662552,0.280475028
Building_T2-60x50-S2-PS_Variated1_5,0.33357884,0.231230997
Building_T2-60x50-S2-PS_Variated2_1,0.337486904,0.387603461
Building_T2-60x50-S2-PS_Variated2_2,0.305743654,0.215399182
Building_T2-60x50-S2-PS_Variated2_3,0.337505162,0.387603083
Building_T2-60x50-S2-PS_Variated2_4,0.337492588,0.241825043
Building_T2-60x50-S2-PS_Variated2_5,0.337491963,0.246098866
Building_T2-60x50-S2-PS_Variated3_1,0.389076582,0.280308372
Building_T2-60x50-S2-PS_Variated3_2,0.366002907,0.266445168
Building_T2-60x50-S2-PS_Variated3_3,0.426355189,0.300482066
Building_T2-60x50-S2-PS_Variated3_4,0.410230002,0.276218593
Building_T2-60x50-S2-PS_Variated3_5,0.366424234,0.256584787
Building_T2-60x50-S2-PS_Variated4_1,0.269283752,0.309414854
Building_T2-60x50-S2-PS_Variated4_2,0.269258954,0.279022854
Building_T2-60x50-S2-PS_Variated4_3,0.269272656,0.243807216
Building_T2-60x50-S2-PS_Variated4_4,0.269281833,0.284828407
Building_T2-60x50-S2-PS_Variated4_5,0.269257768,0.247897684
Building_T2-60x50-S2-PS_Variated5_1,0.375868778,0.272808267
Building_T2-60x50-S2-PS_Variated5_2,0.314154895,0.217742438
Building_T2-60x50-S2-PS_Variated5_3,0.353437906,0.248894971
Building_T2-60x50-S2-PS_Variated5_4,0.333267819,0.234674002
Building_T2-60x50-S2-PS_Variated5_5,0.30517158,0.212817569
Building_T2-60x50-S2-PS_Variated6_1,0.38229485,0.263087864
Building_T2-60x50-S2-PS_Variated6_2,0.315313817,0.222519784
Building_T2-60x50-S2-PS_Variated6_3,0.382288541,0.301618097
Building_T2-60x50-S2-PS_Variated6_4,0.382287103,0.439096101
Building_T2-60x50-S2-PS_Variated6_5,0.382282865,0.268326162
Building_T2-60x50-S2-PS_Variated7_1,0.36636365,0.252333318
Building_T2-60x50-S2-PS_Variated7_2,0.366859622,0.249895129
Building_T2-60x50-S2-PS_Variated7_3,0.53143431,0.609977995
Building_T2-60x50-S2-PS_Variated7_4,0.351808537,0.244222969
Building_T2-60x50-S2-PS_Variated7_5,0.531427168,0.60998168
Building_T2-60x50-S2-PS_Variated8_1,0.315378694,0.220097495
Building_T2-60x50-S2-PS_Variated8_2,0.426194833,0.286559226
Building_T2-60x50-S2-PS_Variated8_3,0.355524362,0.242665786
Building_T2-60x50-S2-PS_Variated8_4,0.406729531,0.277033766
Building_T2-60x50-S2-PS_Variated8_5,0.375395198,0.261586127
Building_T2-60x50-S2-PS_Variated9_1,0.347638825,0.248083882
Building_T2-60x50-S2-PS_Variated9_2,0.336043848,0.230368291
Building_T2-60x50-S2-PS_Variated9_3,0.3476282,0.399246214
Building_T2-60x50-S2-PS_Variated9_4,0.347643712,0.241438138
Building_T2-60x50-S2-PS_Variated9_5,0.347640051,0.24561228
Building_T2-60x50-S2-PS_Variated10_1,0.321156431,0.224937388
Building_T2-60x50-S2-PS_Variated10_2,0.362081093,0.415805697
Building_T2-60x50-S2-PS_Variated10_3,0.362066273,0.415804294
Building_T2-60x50-S2-PS_Variated10_4,0.362086772,0.260904001
Building_T2-60x50-S2-PS_Variated10_5,0.362082485,0.260303668
Building_T2-60x50-S3-PS_Variated1_1,0.168773947,0.14836609
Building_T2-60x50-S3-PS_Variated1_2,0.168766387,0.160150719
Building_T2-60x50-S3-PS_Variated1_3,0.168783888,0.142102074
Building_T2-60x50-S3-PS_Variated1_4,0.168757042,0.1589959
Building_T2-60x50-S3-PS_Variated1_5,0.16876157,0.140887211
Building_T2-60x50-S3-PS_Variated2_1,0.12498945,0.144309136
Building_T2-60x50-S3-PS_Variated2_2,0.124991234,0.144308893
Building_T2-60x50-S3-PS_Variated2_3,0.124998676,0.144311796
Building_T2-60x50-S3-PS_Variated2_4,0.124990306,0.144310254
Building_T2-60x50-S3-PS_Variated2_5,0.124990171,0.14430754
Building_T2-60x50-S3-PS_Variated3_1,0.188599746,0.141435811
Building_T2-60x50-S3-PS_Variated3_2,0.188580069,0.217286125
Building_T2-60x50-S3-PS_Variated3_3,0.188566361,0.150362514
Building_T2-60x50-S3-PS_Variated3_4,0.188558059,0.146313319
Building_T2-60x50-S3-PS_Variated3_5,0.18856742,0.154514102
Building_T2-60x50-S3-PS_Variated4_1,0.113131993,0.130730662
Building_T2-60x50-S3-PS_Variated4_2,0.113130001,0.130731543
Building_T2-60x50-S3-PS_Variated4_3,0.113132009,0.130744412
Building_T2-60x50-S3-PS_Variated4_4,0.113132148,0.130732548
Building_T2-60x50-S3-PS_Variated4_5,0.11313397,0.130730707
Building_T2-60x50-S3-PS_Variated5_1,0.179978023,0.20730782
Building_T2-60x50-S3-PS_Variated5_2,0.180012365,0.207305185
Building_T2-60x50-S3-PS_Variated5_3,0.180013009,0.162082284
Building_T2-60x50-S3-PS_Variated5_4,0.179981169,0.160535636
Building_T2-60x50-S3-PS_Variated5_5,0.179971033,0.181762727
Building_T2-60x50-S3-PS_Variated6_1,0.221673141,0.193916021
Building_T2-60x50-S3-PS_Variated6_2,0.221678585,0.189053238
Building_T2-60x50-S3-PS_Variated6_3,0.221682525,0.193030912
Building_T2-60x50-S3-PS_Variated6_4,0.210624057,0.14392318
Building_T2-60x50-S3-PS_Variated6_5,0.221674394,0.155437742
Building_T2-60x50-S3-PS_Variated7_1,0.18628127,0.171144699
Building_T2-60x50-S3-PS_Variated7_2,0.186276999,0.160861851
Building_T2-60x50-S3-PS_Variated7_3,0.186317228,0.214547256
Building_T2-60x50-S3-PS_Variated7_4,0.186291279,0.214535921
Building_T2-60x50-S3-PS_Variated7_5,0.186280787,0.15056815
Building_T2-60x50-S3-PS_Variated8_1,0.227067983,0.261228491
Building_T2-60x50-S3-PS_Variated8_2,0.227150466,0.168781053
Building_T2-60x50-S3-PS_Variated8_3,0.227083257,0.261223712
Building_T2-60x50-S3-PS_Variated8_4,0.223793327,0.149441377
Building_T2-60x50-S3-PS_Variated8_5,0.227145922,0.261229406
Building_T2-60x50-S3-PS_Variated9_1,0.100100992,0.115733079
Building_T2-60x50-S3-PS_Variated9_2,0.100101348,0.115723559
Building_T2-60x50-S3-PS_Variated9_3,0.100104674,0.115722873
Building_T2-60x50-S3-PS_Variated9_4,0.100103231,0.115723372
Building_T2-60x50-S3-PS_Variated9_5,0.100102962,0.115724081
Building_T2-60x50-S3-PS_Variated10_1,0.224066169,0.257958118
Building_T2-60x50-S3-PS_Variated10_2,0.224065093,0.177402977
Building_T2-60x50-S3-PS_Variated10_3,0.224067374,0.174476092
Building_T2-60x50-S3-PS_Variated10_4,0.224058017,0.167911963
Building_T2-60x50-S3-PS_Variated10_5,0.188415837,0.128020551
Building_T2-100x50-S2-PS_Variated1_1,0.373248823,0.197274395
Building_T2-100x50-S2-PS_Variated1_2,0.373315808,0.205922641
Building_T2-100x50-S2-PS_Variated1_3,0.37325946,0.254616973
Building_T2-100x50-S2-PS_Variated1_4,0.373240214,0.254613022
Building_T2-100x50-S2-PS_Variated1_5,0.37324652,0.194670044
Building_T2-100x50-S2-PS_Variated2_1,0.421226308,0.288129841
Building_T2-100x50-S2-PS_Variated2_2,0.421230639,0.288128289
Building_T2-100x50-S2-PS_Variated2_3,0.42127353,0.181771724
Building_T2-100x50-S2-PS_Variated2_4,0.421274453,0.192844277
Building_T2-100x50-S2-PS_Variated2_5,0.419104418,0.17292508
Building_T2-100x50-S2-PS_Variated3_1,0.386987788,0.153454838
Building_T2-100x50-S2-PS_Variated3_2,0.418007972,0.169302875
Building_T2-100x50-S2-PS_Variated3_3,0.461102482,0.180698594
Building_T2-100x50-S2-PS_Variated3_4,0.511409561,0.206805015
Building_T2-100x50-S2-PS_Variated3_5,0.415302868,0.16419685
Building_T2-100x50-S2-PS_Variated4_1,0.446957839,0.305555376
Building_T2-100x50-S2-PS_Variated4_2,0.335924182,0.135229748
Building_T2-100x50-S2-PS_Variated4_3,0.443329575,0.182890632
Building_T2-100x50-S2-PS_Variated4_4,0.446964794,0.305558538
Building_T2-100x50-S2-PS_Variated4_5,0.446949453,0.305557173
Building_T2-100x50-S2-PS_Variated5_1,0.365139517,0.188189327
Building_T2-100x50-S2-PS_Variated5_2,0.365117805,0.174348104
Building_T2-100x50-S2-PS_Variated5_3,0.36511798,0.203155634
Building_T2-100x50-S2-PS_Variated5_4,0.365115662,0.17269808
Building_T2-100x50-S2-PS_Variated5_5,0.365160298,0.159222598
Building_T2-100x50-S2-PS_Variated6_1,0.534644044,0.365873728
Building_T2-100x50-S2-PS_Variated6_2,0.481824247,0.188072905
Building_T2-100x50-S2-PS_Variated6_3,0.464869837,0.186892515
Building_T2-100x50-S2-PS_Variated6_4,0.488820413,0.198625624
Building_T2-100x50-S2-PS_Variated6_5,0.491899491,0.20222372
Building_T2-100x50-S2-PS_Variated7_1,0.478261867,0.186238116
Building_T2-100x50-S2-PS_Variated7_2,0.439135511,0.174266715
Building_T2-100x50-S2-PS_Variated7_3,0.463464804,0.191323672
Building_T2-100x50-S2-PS_Variated7_4,0.463631919,0.186748793
Building_T2-100x50-S2-PS_Variated7_5,0.359793248,0.149156723
Building_T2-100x50-S2-PS_Variated8_1,0.313079754,0.160665024
Building_T2-100x50-S2-PS_Variated8_2,0.313111716,0.213546609
Building_T2-100x50-S2-PS_Variated8_3,0.313125531,0.134290074
Building_T2-100x50-S2-PS_Variated8_4,0.313107066,0.171151413
Building_T2-100x50-S2-PS_Variated8_5,0.313133691,0.140305137
Building_T2-100x50-S2-PS_Variated9_1,0.367265232,0.150695816
Building_T2-100x50-S2-PS_Variated9_2,0.419533339,0.183602178
Building_T2-100x50-S2-PS_Variated9_3,0.416798619,0.169099259
Building_T2-100x50-S2-PS_Variated9_4,0.419512585,0.171690872
Building_T2-100x50-S2-PS_Variated9_5,0.380745558,0.161101957
Building_T2-100x50-S2-PS_Variated10_1,0.441855626,0.302061238
Building_T2-100x50-S2-PS_Variated10_2,0.35375931,0.146072721
Building_T2-100x50-S2-PS_Variated10_3,0.441864117,0.302048646
Building_T2-100x50-S2-PS_Variated10_4,0.441849963,0.302049537
Building_T2-100x50-S2-PS_Variated10_5,0.433879825,0.174576475
Building_T2-100x50-S3-PS_Variated1_1,0.177628613,0.097796978
Building_T2-100x50-S3-PS_Variated1_2,0.177622302,0.097994694
Building_T2-100x50-S3-PS_Variated1_3,0.177614246,0.120100878
Building_T2-100x50-S3-PS_Variated1_4,0.17763138,0.094947211
Building_T2-100x50-S3-PS_Variated1_5,0.177643912,0.087547967
Building_T2-100x50-S3-PS_Variated2_1,0.215299542,0.097680427
Building_T2-100x50-S3-PS_Variated2_2,0.215300381,0.104088206
Building_T2-100x50-S3-PS_Variated2_3,0.215305358,0.145933371
Building_T2-100x50-S3-PS_Variated2_4,0.215333909,0.145933348
Building_T2-100x50-S3-PS_Variated2_5,0.215300452,0.113413194
Building_T2-100x50-S3-PS_Variated3_1,0.20894871,0.109221
Building_T2-100x50-S3-PS_Variated3_2,0.208941454,0.098915472
Building_T2-100x50-S3-PS_Variated3_3,0.208941854,0.141523431
Building_T2-100x50-S3-PS_Variated3_4,0.208940015,0.141532284
Building_T2-100x50-S3-PS_Variated3_5,0.20894574,0.105097307
Building_T2-100x50-S3-PS_Variated4_1,0.207801321,0.09169059
Building_T2-100x50-S3-PS_Variated4_2,0.207783201,0.084117933
Building_T2-100x50-S3-PS_Variated4_3,0.207798826,0.107876106
Building_T2-100x50-S3-PS_Variated4_4,0.207787097,0.101311464
Building_T2-100x50-S3-PS_Variated4_5,0.207793715,0.097866691
Building_T2-100x50-S3-PS_Variated5_1,0.225971563,0.107543713
Building_T2-100x50-S3-PS_Variated5_2,0.22598786,0.100660763
Building_T2-100x50-S3-PS_Variated5_3,0.22596771,0.097947509
Building_T2-100x50-S3-PS_Variated5_4,0.225954594,0.153302703
Building_T2-100x50-S3-PS_Variated5_5,0.220978727,0.092022878
Building_T2-100x50-S3-PS_Variated6_1,0.231861557,0.102609264
Building_T2-100x50-S3-PS_Variated6_2,0.208372807,0.086409881
Building_T2-100x50-S3-PS_Variated6_3,0.231801839,0.090311741
Building_T2-100x50-S3-PS_Variated6_4,0.231800392,0.09767425
Building_T2-100x50-S3-PS_Variated6_5,0.23179259,0.103425443
Building_T2-100x50-S3-PS_Variated7_1,0.147899326,0.085307541
Building_T2-100x50-S3-PS_Variated7_2,0.147895545,0.09291522
Building_T2-100x50-S3-PS_Variated7_3,0.147905341,0.096400331
Building_T2-100x50-S3-PS_Variated7_4,0.147922493,0.088259918
Building_T2-100x50-S3-PS_Variated7_5,0.147902333,0.099857982
Building_T2-100x50-S3-PS_Variated8_1,0.168217548,0.113658148
Building_T2-100x50-S3-PS_Variated8_2,0.168219222,0.109760742
Building_T2-100x50-S3-PS_Variated8_3,0.168212223,0.113657485
Building_T2-100x50-S3-PS_Variated8_4,0.168220062,0.101199183
Building_T2-100x50-S3-PS_Variated8_5,0.168212797,0.113658121
Building_T2-100x50-S3-PS_Variated9_1,0.208697157,0.081481665
Building_T2-100x50-S3-PS_Variated9_2,0.204938692,0.084704105
Building_T2-100x50-S3-PS_Variated9_3,0.22922625,0.09396761
Building_T2-100x50-S3-PS_Variated9_4,0.230848084,0.11425169
Building_T2-100x50-S3-PS_Variated9_5,0.230813159,0.115536335
Building_T2-100x50-S3-PS_Variated10_1,0.226693337,0.153589855
Building_T2-100x50-S3-PS_Variated10_2,0.22670194,0.153593968
