,a,b,c,d,e,f,g,h,i
0,0.37315498871519825,0.07967666160246445,0.4799861397829661,0.7540520355496398,0.3601157939038282,0.17680719576166448,0.07990936452872388,0.30477320897137683,0.27486002254846714
