Latitude,Longitude,Loss
33.84054,-118.30647,340337.4552
33.84057,-118.30823,1029324.104
33.84091,-118.30441,706843.1294
33.84109,-118.30569,1029324.104
33.84127,-118.30544,408866.3093
33.84202,-118.30887,511961.3499
33.8423,-118.30887,559084.0553
33.8426,-118.30549,843501.6188
33.8426,-118.30565,408069.7614
33.84261,-118.30516,511961.3499
33.84353,-118.30493,510187.7423
33.84354,-118.30744,840558.8606
33.84383,-118.30818,840558.8606
33.84408,-118.30778,405680.4583
33.84408,-118.30811,509300.6399
33.84408,-118.3086,1021428.848
33.84409,-118.30844,509300.6399
33.84417,-118.30796,839087.0234
33.84456,-118.3045,1021428.848
33.84496,-118.30863,1168035.652
33.8453,-118.30886,1019847.438
33.84593,-118.30437,699995.0336
33.86296,-118.29884,483662.5572
33.86353,-118.29889,339687.4182
33.86689,-117.85707,246415.2627
33.87774,-118.29076,222901.3993
33.87787,-118.29075,866996.7778
33.87817,-118.29078,526119.8011
33.87829,-118.29078,1051323.86
33.88007,-118.28977,422414.1972
33.88007,-118.28995,527885.5812
33.88092,-118.29034,1054453.522
33.88095,-118.29052,1054453.522
33.88097,-118.28982,871392.2094
33.88097,-118.28999,871392.2094
33.88136,-118.28983,623185.9013
33.88156,-118.28646,854840.4406
33.88167,-118.28925,497960.9353
33.88471,-118.29065,874320.6507
33.88499,-118.29078,625051.9236
33.88696,-118.29116,1060702.776
33.88722,-118.29115,531414.296
33.88827,-118.29123,1060702.776
33.89219,-118.29093,880172.9936
33.89221,-118.28966,428792.2911
33.91007,-118.29123,366981.574
33.91111,-118.29123,222141.7446
33.91246,-118.29122,369578.154
33.91261,-118.29122,369578.154
33.91281,-118.29138,2076760.982
33.91316,-118.29121,913697.7428
33.91617,-118.28742,1110196.211
33.91667,-118.29015,1090555.594
33.91671,-118.28816,451112.1724
33.91673,-118.28973,419824.6605
33.9172,-118.28834,923854.8883
33.91734,-118.29137,1108663.416
33.91743,-118.2824,227325.8102
33.91792,-118.2832,923520.5149
33.91812,-118.28699,422553.8886
33.9185,-118.28337,924642.295
33.92188,-118.29114,1117846.367
33.92207,-118.29114,360673.3796
33.9222,-118.28308,1125473.313
33.92269,-118.28318,1126995.896
33.92341,-118.2725,574292.3515
33.92369,-118.2874,568210.0746
33.92369,-118.28828,1123949.793
33.9269,-118.28301,1134594.671
33.92971,-118.24452,594163.1512
33.93062,-118.28864,403936.1519
33.93066,-118.29075,403391.7476
33.93072,-118.25957,1296066.153
33.93126,-118.25944,1649876.072
33.9313,-118.25875,1651322.176
33.93132,-118.26091,2166922.767
33.93242,-118.27808,471012.2564
33.93268,-118.27903,581224.157
33.93351,-118.27778,472602.2687
33.93421,-118.29097,406110.4629
33.93507,-118.2407,802505.7974
33.93604,-118.28257,372362.7552
33.9369,-118.26483,253158.5231
33.93752,-118.27775,251531.3072
33.93986,-118.28206,412062.2505
33.94032,-118.28226,971412.5845
33.94033,-118.28294,1160251.644
33.94047,-118.28293,739768.8786
33.94049,-118.29127,585545.7324
33.94201,-118.30903,2151003.776
33.94296,-118.23288,820317.7248
33.94431,-118.29122,397417.7037
33.94582,-118.28517,482928.0541
33.94582,-118.28533,482928.0541
33.94582,-118.37405,559494.7224
33.94583,-118.28192,981426.0356
33.94594,-118.37332,922405.2621
33.9461,-118.37432,394087.0638
33.94635,-118.37298,226129.805
33.94645,-118.37226,599424.0501
33.94666,-118.26552,404510.2971
33.94685,-118.37267,1113259.043
33.94725,-118.37756,450315.41
33.94767,-118.26953,989986.8357
33.94778,-118.37142,240109.0085
33.94791,-118.37129,1116318.185
33.94807,-118.37125,423917.4517
33.9481,-118.37161,423235.7588
33.94812,-118.37044,601529.1664
33.94814,-118.26924,991411.6111
33.94834,-118.3774,451908.8898
33.94857,-118.3778,1111728.087
33.94859,-118.37706,238882.3283
33.94872,-118.37774,1111728.087
33.94878,-118.2887,242447.6132
33.94878,-118.28903,255596.9221
33.94881,-118.28851,747907.8531
33.94881,-118.28884,255596.9221
33.94881,-118.28917,401288.17
33.94881,-118.28934,416901.3641
33.94882,-118.28819,417437.3259
33.94882,-118.28836,485308.4154
33.94886,-118.37771,709458.1479
33.94887,-118.29098,242447.6132
33.94975,-118.3768,1256045.022
33.94984,-118.28199,750608.4747
33.95022,-118.30044,400643.3828
33.95097,-118.30056,449678.0271
33.95102,-118.28507,1182655.521
33.95131,-118.3837,1520469.503
33.95183,-118.30864,627014.5588
33.95216,-118.29011,383406.8829
33.95226,-118.37401,569079.9192
33.95236,-118.37361,718719.7869
33.95254,-118.24627,1215105.238
33.95262,-118.28593,1188592.007
33.95264,-118.37327,767793.9916
33.95324,-118.28344,1001368.558
33.95349,-118.38154,425961.4533
33.95366,-118.44029,364095.1969
33.95392,-118.43976,204024.2548
33.95394,-118.44003,384208.2519
33.95409,-118.43941,362019.8306
33.95417,-118.43923,191852.2671
33.95503,-118.43957,2073782.056
33.95506,-118.28931,410945.0324
33.95509,-118.43458,203204.2125
33.95512,-118.26481,618099.3336
33.95519,-118.43445,1883300.675
33.95523,-118.38131,243786.0054
33.95525,-118.43423,796286.4148
33.95534,-118.28439,611290.4009
33.95535,-118.43412,791569.4007
33.95542,-118.4393,479928.0785
33.95549,-118.43372,460444.7215
33.95552,-118.43346,191455.043
33.95556,-118.43316,382620.6184
33.95556,-118.43483,966452.7858
33.95558,-118.26405,1021193.671
33.95558,-118.44223,365478.54
33.95559,-118.43286,976863.9696
33.95559,-118.43764,1875675.664
33.9557,-118.44231,822475.5902
33.95574,-118.43431,317604.9968
33.95575,-118.43409,791569.4007
33.95575,-118.43821,790367.6654
33.95587,-118.4337,382620.6184
33.9559,-118.43212,191852.2671
33.95593,-118.43491,360636.0388
33.95596,-118.43784,378653.7068
33.95604,-118.4329,311228.337
33.95609,-118.43199,821232.2414
33.95611,-118.43267,976863.9696
33.95612,-118.43391,203204.2125
33.95613,-118.44142,817625.9208
33.95618,-118.43638,1121366.598
33.95618,-118.44123,972055.4388
33.95621,-118.43505,316956.4193
33.95623,-118.43248,346272.7398
33.95623,-118.43323,796286.4148
33.95624,-118.43734,788887.5025
33.95625,-118.43194,192249.5512
33.95626,-118.28198,415441.2889
33.95628,-118.27902,1015541.665
33.95631,-118.43784,189073.0205
33.95631,-118.44089,968846.2959
33.95637,-118.43236,191852.2671
33.95639,-118.4407,189469.8614
33.95642,-118.43522,316956.4193
33.95654,-118.43941,188279.5429
33.95663,-118.43554,791847.6417
33.95664,-118.44043,313066.5345
33.95671,-118.43632,1870581.302
33.95676,-118.44163,789182.1438
33.95676,-118.44178,964968.7493
33.9568,-118.4352,1408345.214
33.95681,-118.44139,189866.7689
33.95684,-118.25685,2266494.526
33.95696,-118.43584,968846.2959
33.95705,-118.43565,201564.5243
33.95711,-118.38189,432083.4675
33.95713,-118.43548,669260.4871
33.95719,-118.43952,778402.6037
33.95721,-118.28813,564711.683
33.95745,-118.44038,1109116.58
33.95745,-118.44038,353715.0393
33.95746,-118.43614,1868030.823
33.95754,-118.4402,471889.9563
33.95759,-118.43588,315011.1277
33.95765,-118.43566,189469.8614
33.95772,-118.43549,315011.1277
33.95773,-118.25608,270962.7664
33.95832,-118.2798,394332.8243
33.95834,-118.27287,623189.7208
33.95837,-118.43962,185108.5167
33.95848,-118.28304,505890.8
33.95854,-118.28368,618948.7112
33.95874,-118.30054,263297.6178
33.95886,-118.25608,1042298.25
33.95886,-118.25644,516932.6234
33.95886,-118.43308,1125938.755
33.95887,-118.43966,300730.616
33.95889,-118.43381,793327.4278
33.95898,-118.43871,448689.3986
33.959,-118.25608,631641.8936
33.95902,-118.43287,484389.3227
33.95905,-118.38425,246642.4419
33.95906,-118.44923,831723.3868
33.95907,-118.43917,184316.5257
33.95911,-118.43842,1842405.726
33.95918,-118.28268,432301.8892
33.95918,-118.43828,350945.9547
33.95924,-118.43813,774076.4286
33.9593,-118.30982,1007045.107
33.95936,-118.44964,478618.5427
33.95944,-118.43313,191455.043
33.95944,-118.43329,459712.7643
33.95944,-118.43349,191057.88
33.95944,-118.43379,344550.1709
33.95944,-118.43395,309022.1649
33.95944,-118.43412,532894.8423
33.95944,-118.43433,358560.065
33.95945,-118.43299,382620.6184
33.95945,-118.43366,202384.2994
33.95949,-118.40655,381898.32
33.95952,-118.40754,2317046.193
33.95952,-118.40805,904598.2765
33.95953,-118.40527,939769.0579
33.95953,-118.4057,428684.2281
33.95954,-118.40537,428684.2281
33.95969,-118.43264,318902.3618
33.95983,-118.43326,966452.7858
33.95986,-118.421,876590.6854
33.95996,-118.44961,1938605.18
33.95997,-118.38252,436156.147
33.95997,-118.38256,406653.2107
33.95997,-118.38256,436156.147
33.95997,-118.38256,1283772.422
33.96003,-118.43227,800723.3777
33.96003,-118.43244,1128980.279
33.96004,-118.41604,669233.5897
33.96004,-118.43125,984864.1525
33.96005,-118.43511,477249.7776
33.96005,-118.43528,529094.638
33.96006,-118.41547,1133076.807
33.96006,-118.43412,457514.659
33.96006,-118.43428,358560.065
33.96007,-118.4163,770575.293
33.96007,-118.41646,1133076.807
33.96007,-118.42137,407510.555
33.96007,-118.42154,230283.7345
33.96008,-118.41531,907929.1979
33.96008,-118.42091,438359.777
33.96013,-118.43559,475463.6326
33.96019,-118.43578,475463.6326
33.96031,-118.43602,453108.5209
33.96033,-118.4471,1504626.942
33.96043,-118.44653,1421669.832
33.96046,-118.44608,981666.2035
33.96049,-118.417,230912.3436
33.9606,-118.4459,2089014.235
33.96065,-118.30347,251563.5531
33.96066,-118.30113,392261.0982
33.96068,-118.45005,1938605.18
33.96073,-118.4457,536680.5527
33.96109,-118.41849,359070.3717
33.96112,-118.44952,792610.6829
33.96119,-118.3038,251959.0827
33.9612,-118.29382,2446267.738
33.96124,-118.2567,1052096.919
33.96134,-118.44966,840338.4795
33.96153,-118.45269,383438.5389
33.96166,-118.27952,1036684.537
33.9618,-118.39695,1276893.282
33.96196,-118.30933,815894.62
33.96199,-118.45329,805860.3686
33.962,-118.3087,816780.8384
33.9621,-118.28815,423132.474
33.9621,-118.29015,624036.7389
33.9621,-118.29048,624036.7389
33.96211,-118.30933,265318.4031
33.96216,-118.28997,471122.9213
33.96223,-118.28898,471788.9926
33.96245,-118.28624,827353.0891
33.96248,-118.29251,510626.8831
33.96254,-118.28238,629110.4672
33.96259,-118.23996,416815.7549
33.96292,-118.30903,466453.2576
33.96299,-118.30298,506680.5358
33.96299,-118.30565,505890.8
33.96304,-118.42242,689797.7044
33.96313,-118.26549,638374.3704
33.96314,-118.30917,430722.5802
33.96315,-118.42251,1077817.851
33.96326,-118.42261,229873.8415
33.96342,-118.42268,360486.8487
33.96348,-118.42194,1069436.451
33.96359,-118.42204,836699.5467
33.96363,-118.42297,865153.7717
33.9637,-118.42213,509977.9712
33.96396,-118.28407,517720.0843
33.96396,-118.28449,783399.3704
33.96396,-118.2849,783399.3704
33.96397,-118.28471,783399.3704
33.96428,-118.28505,477108.1643
33.96451,-118.28503,1042298.25
33.9646,-118.28994,426969.6711
33.9646,-118.29046,652911.1982
33.96462,-118.27426,432714.3258
33.96462,-118.28622,272571.5118
33.96462,-118.28637,259065.2958
33.96464,-118.28416,632484.8895
33.96464,-118.28521,1236944.328
33.96465,-118.28489,259459.302
33.96476,-118.3093,469123.1642
33.96485,-118.30363,268949.3339
33.96485,-118.3038,509837.9291
33.9649,-118.30864,469790.0061
33.96515,-118.28638,477771.8715
33.96515,-118.2883,1042298.25
33.96517,-118.28556,519294.4869
33.96517,-118.28605,273375.2033
33.96517,-118.28622,1043700.043
33.96518,-118.28457,403086.8546
33.96518,-118.28506,633327.4772
33.96519,-118.42384,1070051.186
33.96524,-118.30899,433352.9603
33.9657,-118.28489,479761.3847
33.96582,-118.28896,259459.302
33.96582,-118.28913,272973.4148
33.96585,-118.28588,1239838.426
33.96586,-118.28448,441189.6553
33.96587,-118.38583,444279.5312
33.96603,-118.28712,580512.8071
33.96612,-118.30717,471788.9926
33.96612,-118.30749,255910.1957
33.96615,-118.30397,424412.1817
33.96636,-118.29028,273375.2033
33.96637,-118.2888,430162.8346
33.96637,-118.28913,430162.8346
33.96639,-118.2858,581816.1767
33.9664,-118.28355,481086.3772
33.96647,-118.38479,253565.1282
33.96653,-118.46108,395836.9475
33.96656,-118.3093,269352.2392
33.96665,-118.30548,424412.1817
33.96665,-118.30717,778147.5238
33.96665,-118.30733,472454.8051
33.96673,-118.26835,279387.8481
33.967,-118.3839,978567.8605
33.96701,-118.30429,473785.6498
33.96701,-118.30631,627420.8282
33.96704,-118.28946,1047901.466
33.96704,-118.28963,810508.9578
33.96705,-118.28611,523227.4034
33.96706,-118.28439,1053494.068
33.96717,-118.38483,241256.1847
33.96724,-118.28746,636693.7241
33.9674,-118.33135,266933.1996
33.9675,-118.2884,636693.7241
33.96755,-118.28934,481086.3772
33.9677,-118.26245,651759.0029
33.96798,-118.45771,1021428.848
33.96813,-118.28539,1056286.353
33.96839,-118.39753,738861.1285
33.96882,-118.33087,469790.0061
33.96885,-118.39777,478164.4077
33.96891,-118.30936,271767.3644
33.96909,-118.28652,485054.7951
33.96951,-118.28341,409215.5163
33.96951,-118.28489,528725.8154
33.96982,-118.37052,606167.7215
33.97005,-118.28621,264573.2334
33.97005,-118.2888,642568.6943
33.97047,-118.28571,278987.8542
33.97054,-118.2752,281385.9372
33.97105,-118.45889,216334.5703
33.97107,-118.27906,486375.3903
33.97135,-118.45931,340987.5043
33.97137,-118.27426,654256.4409
33.97142,-118.28486,266535.9157
33.97143,-118.45991,1182814.428
33.97144,-118.28472,440351.9033
33.97145,-118.2834,440987.1874
33.9717,-118.33109,2272962.599
33.9719,-118.28228,450484.2407
33.972,-118.28391,441622.2851
33.97201,-118.28306,267712.3479
33.97202,-118.25708,1053241.155
33.97211,-118.45971,220439.1322
33.97224,-118.46055,371839.266
33.97241,-118.28488,650091.8845
33.97241,-118.28538,490988.6288
33.97244,-118.37667,1004208.04
33.97295,-118.30863,275783.4916
33.97297,-118.33026,258671.2032
33.97298,-118.28306,268887.8768
33.97298,-118.33059,630798.4905
33.97299,-118.37654,248792.8348
33.97303,-118.3765,954780.5049
33.9731,-118.37663,1197466.456
33.97313,-118.37659,459761.0727
33.97314,-118.37659,637759.3957
33.97337,-118.28469,1036041.057
33.97337,-118.2862,1753084.853
33.97337,-118.28686,281785.1747
33.97338,-118.28488,443526.4513
33.97345,-118.39491,751507.3011
33.97367,-118.37343,250376.5277
33.97392,-118.37696,1200416.486
33.97394,-118.28389,494931.7125
33.97405,-118.37692,1200416.486
33.97414,-118.32872,834337.1107
33.97422,-118.33283,833466.9208
33.97424,-118.32908,479098.4827
33.97436,-118.37631,249980.7093
33.97436,-118.46145,229053.9583
33.97446,-118.37701,1201889.972
33.9745,-118.3733,1206304.298
33.97462,-118.37317,789427.2097
33.97466,-118.46251,639909.8845
33.97482,-118.31888,1247055.222
33.97485,-118.31222,1251372.605
33.97487,-118.32976,1241283.896
33.97516,-118.37476,391223.5558
33.9752,-118.37536,989133.8426
33.97523,-118.29069,652591.9152
33.97532,-118.37523,501939.8663
33.97553,-118.46161,511383.2459
33.97585,-118.46237,698258.1949
33.97594,-118.37642,502730.3491
33.97599,-118.46364,884445.7439
33.97619,-118.27809,816906.166
33.97639,-118.46283,554251.1759
33.97644,-118.37627,616399.4121
33.97645,-118.37606,265318.4031
33.97646,-118.37585,265722.257
33.97664,-118.32901,638374.3704
33.97667,-118.32836,405645.6311
33.97679,-118.46359,237655.1789
33.97695,-118.32797,792095.3371
33.97696,-118.3342,261821.4909
33.97697,-118.28979,268104.2921
33.97698,-118.28837,1077141.601
33.97711,-118.33417,432714.3258
33.97713,-118.33338,432714.3258
33.97714,-118.32977,1248495.41
33.97722,-118.27792,549842.6345
33.97734,-118.46261,419824.6605
33.97737,-118.46517,1119373.621
