NumStory,SeismicWeight,Area,LongDim,ShortDim,LongWall,ShortWall,DampingRatio,StoryHeight,Xpeakstrength,Zpeakstrength
2,292.2549166,6000,720,600,7220.0,4695.75,0.01,9.25,1.7931602623164058,1.91465730955864
3,474.80383330000006,9000,720,600,11079.0,7124.5,0.01,9.25,1.2592064393710496,1.3704567352919377
2,443.629375,10000,1200,600,7924.75,7460.0,0.01,9.25,1.7796311115192385,1.6247243575211754
3,716.142875,15000,1200,600,11972.25,11319.0,0.01,9.25,1.2558161009445903,1.3531209041117294
2,184.60541669999998,3600,720,360,4033.5,3642.25,0.01,9.25,1.370804718405241,1.3724270811818662
3,306.1486667,5400,720,360,6351.5,6071.0,0.01,9.25,1.3599296620433483,1.4369065019795368
2,284.02395839999997,6000,720,360,6450.75,4057.0,0.01,9.25,1.154341631467551,1.2803318950147637
3,467.47629169999993,9000,720,360,10498.25,6370.5,0.01,9.25,1.1570258087800533,1.256730848804171
2,184.60541669999998,3600,720,360,4033.5,3642.25,0.01,9.25,2.4107555111214563,2.000643419359423
3,306.1486667,5400,720,360,6351.5,6071.0,0.01,9.25,2.116456769983687,1.502823356111134
2,284.02395839999997,6000,720,360,6450.75,4057.0,0.01,9.25,2.1762487477576125,1.5839410522385446
3,467.47629169999993,9000,720,360,10498.25,6370.5,0.01,9.25,1.744601210741653,1.4515279078623697
2,286.8205416,6000,720,360,6177.0,4857.5,0.01,9.25,1.1368200515432516,1.2042493981087343
3,469.3694583000001,9000,720,360,10036.0,7286.25,0.01,9.25,1.144043297178111,1.2091940616143322
2,436.76741669999996,10000,720,360,8095.0,6177.0,0.01,9.25,1.0753396195501184,1.2090030168420554
3,709.2809167,15000,720,360,12142.5,10036.0,0.01,9.25,1.0791981947151232,1.216983324385182
2,286.8205416,6000,720,360,6177.0,4857.5,0.01,9.25,1.3059002212909507,2.01734619829602
3,469.3694583000001,9000,720,360,10036.0,7286.25,0.01,9.25,1.3229929572964196,1.9791527057419562
2,436.76741669999996,10000,720,360,8095.0,6177.0,0.01,9.25,1.4064537354720452,3.1656499655427655
3,709.2809167,15000,720,360,12142.5,10036.0,0.01,9.25,1.3118423505091754,2.31688661380045
2,150.971375,3000,720,360,3784.0,2527.5,0.01,9.25,1.0988294567078327,1.2411221642997328
3,247.5722917,4500,720,360,5832.75,4054.5,0.01,9.25,1.100134899900963,1.2512254598875197
2,241.730875,4800,720,360,6146.0,4631.5,0.01,9.25,1.099857891981285,1.201357831030416
3,394.190125,7200,720,360,9383.25,6945.0,0.01,9.25,1.1011418577770702,1.208222546111543
2,150.971375,3000,720,360,3784.0,2527.5,0.01,9.25,1.4618735699974486,1.730825512515653
3,247.5722917,4500,720,360,5832.75,4054.5,0.01,9.25,1.2023958108174067,1.4756450755698343
2,241.730875,4800,720,360,6146.0,4631.5,0.01,9.25,1.5329116069404367,1.4776948780152883
3,394.190125,7200,720,360,9383.25,6945.0,0.01,9.25,1.2426395420159475,1.341700538284082
2,292.2549166,6000,720,360,7220.0,4695.75,0.01,9.25,1.0926754438619661,1.08701886745056
3,474.80383330000006,9000,720,360,11079.0,7124.5,0.01,9.25,1.0948169787102198,1.089103874939016
2,443.629375,10000,720,360,7924.75,7460.0,0.01,9.25,1.0525239622704459,1.0788609379975436
3,716.142875,15000,720,360,11972.25,11319.0,0.01,9.25,1.0536322483293814,1.0810398780389954
2,292.2549166,6000,720,360,7220.0,4695.75,0.01,9.25,1.3582895236030568,1.6716248427126064
3,474.80383330000006,9000,720,360,11079.0,7124.5,0.01,9.25,1.2592306111842981,1.370468137995519
2,443.629375,10000,720,360,7924.75,7460.0,0.01,9.25,1.3640150074118778,1.484404303113987
3,716.142875,15000,720,360,11972.25,11319.0,0.01,9.25,1.2558052373425457,1.353190344336716
