,0,1,2
0,388514.2950344929,151703.8237618325,165420.49591229454
1,673566.3375377241,394675.31479243236,437626.4297178672
2,673278.1524246621,394346.5750283086,437291.817568902
3,672122.4489390027,393030.48270180885,435951.8726162525
4,673278.1524246621,394346.5750283086,437291.817568902
5,672122.4489390027,393030.48270180885,435951.8726162525
6,675861.188039256,397301.1282479066,440297.92177669425
7,672700.8937561405,393688.7551970229,436622.1441269244
8,674716.1219762024,395989.13577697077,438963.3784310021
9,670671.1352344286,391382.8295844106,387859.20842440455
10,652046.430488203,370726.13062778633,367252.36200458574
11,644517.4952588691,362623.6134746183,359172.4423107423
12,665680.7368541955,385759.9863519526,382248.8371335422
13,670671.1352344286,391382.8295844106,387859.20842440455
14,639396.7509196482,357191.14802564384,353756.0959610886
15,665384.4760901497,385428.2404021512,381917.85260656726
16,658486.5660022076,377768.3731301235,374276.36123238393
17,657879.0973480777,377099.6460293462,373609.3108628754
18,655743.2410810816,374755.8228977298,371271.4565986539
19,643881.867286404,361945.8760775684,358496.6733481769
20,663600.5541946628,383435.4827748128,379929.7288385696
21,658486.5660022076,377768.3731301235,374276.36123238393
22,664493.8788061125,384432.3495138874,380924.2646323959
23,659697.8137821571,379104.568591513,375609.241292006
24,663898.6324852632,383767.8798200267,380261.345782489
25,663003.4862033405,382770.3651806106,379266.18082047993
26,674716.1219762024,395989.13577697077,438963.3784310021
27,674716.1219762024,395989.13577697077,438963.3784310021
28,657879.0973480777,377099.6460293462,373609.3108628754
29,674716.1219762024,395989.13577697077,540973.0547940489
30,653283.6790586301,372070.9891663631,368593.6364792518
31,663600.5541946628,383435.4827748128,379929.7288385696
32,653283.6790586301,372070.9891663631,368593.6364792518
33,664196.4072790465,384100.1687923789,675929.9749218406
34,657879.0973480777,377099.6460293462,669733.2141668715
35,658182.9855948278,377434.0618700293,670031.4009234549
36,674716.1219762024,395989.13577697077,540973.0547940489
37,646101.010412073,364316.27920233423,658168.5835167973
38,653900.4337626793,372742.81039504625,665828.293608206
39,675002.8302535462,396317.30571158114,541303.011970448
40,663302.172177291,383102.9778352956,675053.0630917631
41,675002.8302535462,396317.30571158114,541303.011970448
42,657270.3964290331,376430.501365591,669135.9040581672
43,657270.3964290331,376430.501365591,669135.9040581672
44,657270.3964290331,376430.501365591,669135.9040581672
45,639719.1964463262,357531.37746805034,651896.3525993498
46,674716.1219762024,395989.13577697077,540973.0547940489
47,674716.1219762024,395989.13577697077,540973.0547940489
48,674716.1219762024,395989.13577697077,540973.0547940489
49,662105.6022461706,381771.8827255826,673879.5393418963
50,638750.8964046654,356510.41304071026,650944.3093158584
51,661805.6981508158,381438.84101316024,673585.3874557246
52,637130.629993526,354806.9756455968,649351.028227608
53,674716.1219762024,395989.13577697077,540973.0547940489
54,636805.6098500167,354466.0157301803,649031.388536129
55,656355.030588394,375426.0047773222,668237.5936863564
56,656660.4614319806,375760.9406635809,668537.343501902
57,674716.1219762024,395989.13577697077,540973.0547940489
58,666272.3522709502,386423.15068057156,677965.373491481
59,663898.6324852632,383767.8798200267,675637.9781905682
60,661805.6981508158,381438.84101316024,673585.3874557246
61,661204.9744211232,380772.43733854213,672996.1567961986
62,652974.8346470611,371734.9262426083,664919.6099044478
63,663003.4862033405,382770.3651806106,674760.1442235644
64,663003.4862033405,382770.3651806106,674760.1442235644
65,674429.1188002776,395660.8515595854,540642.8697173769
66,674141.820491395,395332.4532173198,540312.4567217082
67,674141.820491395,395332.4532173198,540312.4567217082
68,659697.8137821571,379104.568591513,671517.6616624417
69,674716.1219762024,395989.13577697077,540973.0547940489
70,675289.2438667793,396645.36120606156,541632.7412657615
71,673854.2268152721,395003.9409086094,539981.8157887838
72,673854.2268152721,395003.9409086094,539981.8157887838
73,674429.1188002776,395660.8515595854,540642.8697173769
74,673854.2268152721,395003.9409086094,539981.8157887838
75,674716.1219762024,395989.13577697077,540973.0547940489
76,674141.820491395,395332.4532173198,540312.4567217082
77,675002.8302535462,396317.30571158114,541303.011970448
78,675002.8302535462,396317.30571158114,541303.011970448
79,675002.8302535462,396317.30571158114,541303.011970448
80,675289.2438667793,396645.36120606156,541632.7412657615
81,674716.1219762024,395989.13577697077,540973.0547940489
82,677001.5507416733,398611.28218612587,543606.3326673585
83,676716.9001841433,398283.9166067648,543277.9702298583
84,665680.7368541955,385759.9863519526,677385.360418951
85,675575.3630504647,396973.30210359604,541962.2426996388
86,675289.2438667793,396645.36120606156,541632.7412657615
87,646732.1991459038,364992.6698731611,658788.7030852298
88,675575.3630504647,396973.30210359604,541962.2426996388
89,676716.9001841433,398283.9166067648,543277.9702298583
90,673854.2268152721,395003.9409086094,539981.8157887838
91,664493.8788061125,384432.3495138874,676221.6647749672
92,645784.9413408464,363977.9386631284,657858.0416931947
93,675575.3630504647,396973.30210359604,541962.2426996388
94,665680.7368541955,385759.9863519526,677385.360418951
95,654823.2338852708,373749.7777190031,666734.1393346419
96,665384.4760901497,385428.2404021512,677094.895571706
97,661505.4889520983,381105.69248994015,673290.9266903785
98,675002.8302535462,396317.30571158114,541303.011970448
99,675289.2438667793,396645.36120606156,541632.7412657615
100,679268.226235722,401226.0350731217,577520.6016323712
101,667451.9651301255,387748.1641864966,679121.7401807386
102,668919.7166010577,389401.9509590707,680560.3578029013
103,680675.4288247325,402856.46661148913,579117.3157193775
104,662704.4960431511,382437.6449904716,674466.9174758907
105,661505.4889520983,381105.69248994015,673290.9266903785
106,662105.6022461706,381771.8827255826,673879.5393418963
107,682354.5059534047,404809.1062030118,581025.2353322116
108,659092.8042073385,378436.68115273834,670924.0909815099
