,X Diff,Z Diff
0,52.9565446,30.053601300000004
1,52.9565446,30.053601300000004
2,52.9565446,30.053601300000004
3,52.9565446,30.053601300000004
4,52.9565446,30.053601300000004
5,52.9565446,30.053601300000004
6,52.9565446,30.053601300000004
7,52.9565446,30.053601300000004
8,52.9565446,30.053601300000004
9,52.9565446,30.053601300000004
10,52.9565446,30.053601300000004
11,52.9565446,30.053601300000004
12,52.9565446,30.053601300000004
13,52.9565446,30.053601300000004
14,52.9565446,30.053601300000004
15,52.9565446,30.053601300000004
16,52.9565446,30.053601300000004
17,52.9565446,30.053601300000004
18,52.9565446,30.053601300000004
19,52.9565446,30.053601300000004
20,52.9565446,30.053601300000004
21,52.9565446,30.053601300000004
22,52.9565446,30.053601300000004
23,52.9565446,30.053601300000004
24,52.9565446,30.053601300000004
25,52.9565446,30.053601300000004
26,52.9565446,30.053601300000004
27,52.9565446,30.053601300000004
28,52.9565446,30.053601300000004
29,52.9565446,30.053601300000004
30,52.9565446,30.053601300000004
31,52.9565446,30.053601300000004
32,52.9565446,30.053601300000004
33,52.9565446,30.053601300000004
34,52.9565446,30.053601300000004
35,52.9565446,30.053601300000004
36,52.9565446,30.053601300000004
37,52.9565446,30.053601300000004
38,52.9565446,30.053601300000004
39,52.9565446,30.053601300000004
40,52.9565446,30.053601300000004
41,52.9565446,30.053601300000004
42,52.9565446,30.053601300000004
43,52.9565446,30.053601300000004
44,52.9565446,30.053601300000004
45,52.9565446,30.053601300000004
46,52.9565446,30.053601300000004
47,52.9565446,30.053601300000004
48,52.9565446,30.053601300000004
49,52.9565446,30.053601300000004
50,52.470068000000005,29.552398699999998
51,52.470068000000005,29.552398699999998
52,52.470068000000005,29.552398699999998
53,52.470068000000005,29.552398699999998
54,52.470068000000005,29.552398699999998
55,52.470068000000005,29.552398699999998
56,52.470068000000005,29.552398699999998
57,52.470068000000005,29.552398699999998
58,52.470068000000005,29.552398699999998
59,52.470068000000005,29.552398699999998
60,52.470068000000005,29.552398699999998
61,52.470068000000005,29.552398699999998
62,52.470068000000005,29.552398699999998
63,52.470068000000005,29.552398699999998
64,52.470068000000005,29.552398699999998
65,52.470068000000005,29.552398699999998
66,52.470068000000005,29.552398699999998
67,52.470068000000005,29.552398699999998
68,52.470068000000005,29.552398699999998
69,52.470068000000005,29.552398699999998
70,52.470068000000005,29.552398699999998
71,52.470068000000005,29.552398699999998
72,52.470068000000005,29.552398699999998
73,52.470068000000005,29.552398699999998
74,52.470068000000005,29.552398699999998
75,52.470068000000005,29.552398699999998
76,52.470068000000005,29.552398699999998
77,52.470068000000005,29.552398699999998
78,52.470068000000005,29.552398699999998
79,52.470068000000005,29.552398699999998
80,52.470068000000005,29.552398699999998
81,52.470068000000005,29.552398699999998
82,52.470068000000005,29.552398699999998
83,52.470068000000005,29.552398699999998
84,52.470068000000005,29.552398699999998
85,52.470068000000005,29.552398699999998
86,52.470068000000005,29.552398699999998
87,52.470068000000005,29.552398699999998
88,52.470068000000005,29.552398699999998
89,52.470068000000005,29.552398699999998
90,52.470068000000005,29.552398699999998
91,52.470068000000005,29.552398699999998
92,52.470068000000005,29.552398699999998
93,52.470068000000005,29.552398699999998
94,52.470068000000005,29.552398699999998
95,52.470068000000005,29.552398699999998
96,52.470068000000005,29.552398699999998
97,52.470068000000005,29.552398699999998
98,52.470068000000005,29.552398699999998
99,52.470068000000005,29.552398699999998
100,67.559162,23.169066600000004
101,67.559162,23.169066600000004
102,67.559162,23.169066600000004
103,67.559162,23.169066600000004
104,67.559162,23.169066600000004
105,67.559162,23.169066600000004
106,67.559162,23.169066600000004
107,67.559162,23.169066600000004
108,67.559162,23.169066600000004
109,67.559162,23.169066600000004
110,67.559162,23.169066600000004
111,67.559162,23.169066600000004
112,67.559162,23.169066600000004
113,67.559162,23.169066600000004
114,67.559162,23.169066600000004
115,67.559162,23.169066600000004
116,67.559162,23.169066600000004
117,67.559162,23.169066600000004
118,67.559162,23.169066600000004
119,67.559162,23.169066600000004
120,67.559162,23.169066600000004
121,67.559162,23.169066600000004
122,67.559162,23.169066600000004
123,67.559162,23.169066600000004
124,67.559162,23.169066600000004
125,67.559162,23.169066600000004
126,67.559162,23.169066600000004
127,67.559162,23.169066600000004
128,67.559162,23.169066600000004
129,67.559162,23.169066600000004
130,67.559162,23.169066600000004
131,67.559162,23.169066600000004
132,67.559162,23.169066600000004
133,67.559162,23.169066600000004
134,67.559162,23.169066600000004
135,67.559162,23.169066600000004
136,67.559162,23.169066600000004
137,67.559162,23.169066600000004
138,67.559162,23.169066600000004
139,67.559162,23.169066600000004
140,67.559162,23.169066600000004
141,67.559162,23.169066600000004
142,67.559162,23.169066600000004
143,67.559162,23.169066600000004
