Latitude,Longitude,Story,Type,SMS
34.06804,-118.26726,,,2.521
33.78266,-118.2673,,,1.68
33.78266,-118.2673,,,1.68
34.05781,-118.26736,,,2.421
34.07359,-118.26737,2,FWL3,2.574
34.06211,-118.26749,,,2.462
34.07584,-118.26777,,,2.594
33.99634,-118.26777,2,FWL3,1.967
34.02271,-118.26778,2,,2.15
34.07379,-118.26788,3,,2.574
34.12929,-118.26789,,,2.891
34.11003,-118.26789,,,2.848
34.05712,-118.26789,,,2.412
34.05064,-118.26792,,,2.349
33.99505,-118.26795,2,,1.961
34.06348,-118.26797,2,,2.474
34.06458,-118.26798,2,FWL2,2.485
34.00357,-118.26802,,,2.01
34.09018,-118.26807,,,2.731
33.99562,-118.2681,2,,1.963
34.06441,-118.26813,2,,2.483
34.13588,-118.2682,,,2.88
34.06235,-118.26828,3,,2.462
34.02101,-118.2683,,,2.137
34.07147,-118.26831,,,2.551
34.10945,-118.26834,2,,2.845
33.96673,-118.26835,2,,1.832
34.13588,-118.26837,,,2.88
34.07173,-118.26844,,,2.553
33.78084,-118.2685,,,1.683
34.06131,-118.26855,2,,2.451
34.0636,-118.26859,3,,2.473
34.0507,-118.26864,,,2.347
34.05982,-118.26866,,,2.436
34.00039,-118.26868,2,,1.985
34.13558,-118.26871,2,FWL3,2.882
34.05898,-118.26877,,,2.428
34.08955,-118.26881,3,,2.723
34.0776,-118.2691,,,2.607
34.13641,-118.2692,2,,2.881
34.06282,-118.26922,3,,2.464
33.94814,-118.26924,,,1.752
34.08891,-118.26934,,,2.715
34.06755,-118.26941,,,2.509
34.10891,-118.26953,,,2.84
33.94767,-118.26953,,,1.751
34.0886,-118.26954,,,2.712
34.13313,-118.26955,3,,2.89
34.0578,-118.26957,,,2.414
34.11039,-118.2696,,,2.843
34.08804,-118.26961,,,2.706
34.10906,-118.26977,,,2.84
34.07763,-118.2698,3,,2.606
34.11019,-118.26982,,,2.842
34.13549,-118.26985,2,,2.885
34.06565,-118.26987,,,2.489
33.77646,-118.26988,,,1.69
34.10913,-118.2699,,,2.84
34.06288,-118.26993,,,2.462
34.06096,-118.27,2,,2.443
34.06859,-118.27008,,,2.517
34.06044,-118.27013,2,,2.438
34.04854,-118.27022,2,,2.325
34.06055,-118.27023,2,,2.438
33.77475,-118.27023,2,,1.693
34.0209,-118.27024,2,,2.131
33.9849,-118.27024,2,,1.912
33.984,-118.27024,2,,1.908
33.78179,-118.27025,2,FWL3,1.68
34.07683,-118.27037,,,2.596
34.13448,-118.2704,2,,2.888
34.04835,-118.27041,3,,2.323
34.13171,-118.27043,2,,2.888
34.08556,-118.27043,,,2.68
34.06403,-118.27047,,,2.472
34.0639,-118.27051,,,2.47
34.06776,-118.27054,,,2.508
34.06455,-118.27056,,,2.476
33.77308,-118.27067,,,1.696
34.07666,-118.27069,3,,2.594
34.08711,-118.27073,2,FWL3,2.694
34.08607,-118.27073,,,2.684
34.07037,-118.27075,,,2.533
34.06419,-118.27079,,,2.472
33.99617,-118.27084,,,1.961
34.06407,-118.27087,,,2.471
34.06516,-118.27088,2,,2.481
34.13642,-118.2709,,,2.884
33.78125,-118.27094,,,1.68
33.77952,-118.27107,,,1.684
34.01663,-118.27113,2,,2.098
34.13587,-118.27115,,,2.886
34.06091,-118.27118,3,FWL3,2.439
33.78241,-118.27128,,,1.678
34.06936,-118.2713,,,2.521
34.0847,-118.27144,,,2.669
34.01466,-118.27145,,,2.083
34.13496,-118.27156,2,,2.889
34.07581,-118.2716,2,,2.583
34.07029,-118.27162,,,2.529
34.07875,-118.27179,,,2.611
34.05996,-118.27185,,FWL3,2.427
34.00942,-118.27196,,,2.044
34.10974,-118.27211,,,2.834
34.10926,-118.27212,,,2.833
34.07489,-118.27217,2,,2.572
34.0812,-118.27218,,,2.633
34.06187,-118.27228,,,2.445
34.10851,-118.27229,,,2.831
34.11543,-118.27232,,,2.846
34.01217,-118.27232,,,2.063
34.10219,-118.27234,,,2.817
34.10872,-118.27238,,,2.831
34.06049,-118.27241,,,2.431
34.07392,-118.27242,2,,2.562
34.06162,-118.27243,,,2.442
33.77858,-118.27244,,,1.684
34.06147,-118.27246,,,2.44
34.05354,-118.27246,3,FWL3,2.362
33.92341,-118.2725,2,FWL4,1.705
34.07369,-118.27252,2,,2.559
34.06985,-118.27257,,,2.522
34.06868,-118.27262,,,2.51
34.10037,-118.27274,,,2.812
34.10995,-118.27279,,,2.833
34.07075,-118.27282,,,2.53
34.07811,-118.27285,2,,2.601
33.95834,-118.27287,2,,1.791
33.9977,-118.27294,2,,1.963
34.09324,-118.27295,,,2.746
34.07671,-118.27296,2,,2.587
34.09326,-118.27297,,,2.747
34.07772,-118.27304,2,FWL3,2.597
34.07646,-118.27309,2,FWL3,2.585
34.07599,-118.2731,2,,2.58
34.10694,-118.27315,,,2.825
33.78245,-118.27315,,,1.677
34.08172,-118.27317,,,2.635
34.10935,-118.27321,,,2.83
34.11608,-118.27323,,,2.845
34.00555,-118.27324,2,,2.013
34.11534,-118.27329,,,2.843
34.06865,-118.2733,,,2.508
34.11045,-118.27337,,,2.832
34.0771,-118.27338,2,,2.59
34.1061,-118.2734,,,2.823
34.10882,-118.27342,,,2.829
34.06972,-118.27344,3,,2.518
34.06723,-118.2735,3,FWL3,2.493
33.78274,-118.2735,,,1.676
34.10958,-118.27351,,,2.83
33.99993,-118.27352,2,,1.972
34.11123,-118.27355,,,2.833
34.07687,-118.2736,2,,2.587
34.07823,-118.27362,,,2.6
34.10831,-118.27368,,,2.827
34.10477,-118.2737,,,2.819
34.11074,-118.2738,,,2.832
34.10924,-118.27393,,,2.828
34.07257,-118.27395,,,2.544
34.07644,-118.27401,2,FWL3,2.582
34.08515,-118.27403,,,2.666
34.07294,-118.27407,,,2.547
34.09079,-118.27415,,,2.72
33.97137,-118.27426,,,1.847
33.96462,-118.27426,,,1.817
34.06606,-118.27429,2,,2.48
34.06744,-118.27431,,,2.493
34.11561,-118.27432,,,2.841
34.00519,-118.27434,,,2.008
34.06731,-118.27439,,,2.491
34.11137,-118.27444,,,2.831
34.0882,-118.27446,,,2.694
34.0666,-118.27447,,,2.484
34.24346,-118.27449,,,2.654
34.24346,-118.27449,,,2.654
34.10752,-118.27453,3,,2.822
34.10671,-118.27454,,,2.821
33.78889,-118.27456,,,1.666
33.78877,-118.27462,,,1.666
34.08282,-118.27468,2,,2.641
34.07711,-118.27468,,,2.586
34.0733,-118.27472,,,2.549
34.0888,-118.27477,,,2.699
33.781,-118.27477,,,1.678
34.0869,-118.27482,,,2.68
34.07381,-118.27483,2,FWL3,2.554
33.78295,-118.27484,,,1.675
33.79535,-118.27486,,,1.655
34.09497,-118.27489,3,,2.757
34.07471,-118.27489,2,,2.562
34.09644,-118.27491,,,2.771
33.78397,-118.27493,,,1.674
34.08763,-118.27495,,,2.687
34.08363,-118.27496,,,2.648
33.78463,-118.27497,,,1.673
33.78448,-118.27497,2,,1.673
34.10697,-118.275,2,,2.82
34.04859,-118.275,,,2.309
34.06622,-118.27508,,,2.479
34.10706,-118.2751,2,,2.82
34.05083,-118.2751,2,,2.326
34.04285,-118.27511,,,2.27
34.06707,-118.27512,3,,2.487
34.04835,-118.27515,,,2.307
34.08331,-118.27517,,,2.645
34.05508,-118.27517,3,,2.368
33.97054,-118.2752,2,FWL3,1.839
34.05067,-118.27521,2,,2.325
34.11514,-118.27526,,,2.837
34.05054,-118.27527,2,,2.323
34.06816,-118.2753,3,,2.497
34.03165,-118.27536,2,FWL4,2.193
34.05043,-118.27537,2,,2.322
34.10739,-118.27543,2,,2.82
34.06792,-118.27543,2,,2.494
34.07098,-118.27545,,,2.524
34.06577,-118.27545,,,2.473
33.99419,-118.27546,,,1.943
34.06647,-118.27551,2,,2.48
34.05465,-118.27551,3,FWL3,2.363
34.11069,-118.27557,,,2.826
34.08448,-118.27566,3,,2.655
34.10783,-118.27568,,,2.82
34.03291,-118.2757,2,,2.2
33.77826,-118.27571,,,1.682
34.11018,-118.27574,,,2.825
34.11486,-118.27583,,,2.834
34.0825,-118.27584,3,,2.635
34.0357,-118.27586,,,2.219
34.0745,-118.27587,,,2.557
34.06716,-118.27587,2,,2.485
34.07729,-118.2759,,,2.584
34.06704,-118.27595,2,,2.484
34.06588,-118.27595,2,,2.473
34.03431,-118.27596,2,,2.209
34.06573,-118.27598,2,,2.471
34.07013,-118.276,,,2.514
34.0108,-118.27602,,,2.045
34.11409,-118.27604,,,2.832
34.09542,-118.27604,,,2.758
34.05337,-118.27614,2,,2.348
34.06667,-118.27618,3,,2.48
34.04758,-118.27628,2,FWL3,2.298
34.09214,-118.27631,2,,2.726
34.11395,-118.27632,,,2.831
34.06643,-118.27634,2,,2.477
34.07749,-118.27635,,,2.585
34.07017,-118.27635,,,2.513
34.0489,-118.27637,3,FWL1,2.307
34.0803,-118.2764,,,2.612
34.06307,-118.27643,,,2.443
34.07478,-118.27647,,,2.558
34.11354,-118.27648,,,2.83
33.77999,-118.27652,,,1.679
34.07945,-118.27653,,,2.603
34.06752,-118.27653,2,,2.487
33.78012,-118.27654,,,1.678
34.11135,-118.27662,,,2.825
34.08088,-118.27666,,,2.617
34.08057,-118.27667,,,2.614
34.11347,-118.27672,,,2.829
34.07011,-118.27675,,,2.512
34.08473,-118.27683,2,,2.654
34.0806,-118.27684,,,2.614
34.06573,-118.27684,3,,2.468
34.00584,-118.27688,2,,2.007
34.06681,-118.2769,3,,2.479
34.0534,-118.2769,,,2.346
34.07776,-118.27692,,,2.586
34.06868,-118.27692,,,2.497
34.11336,-118.27693,,,2.828
34.08621,-118.277,,,2.667
34.11301,-118.27701,,,2.827
34.05385,-118.27701,,,2.35
34.06443,-118.27703,2,FWL3,2.455
34.11192,-118.27726,2,,2.824
34.01009,-118.27729,2,,2.037
34.03507,-118.27732,,,2.21
34.1107,-118.27733,,,2.821
34.04805,-118.27736,3,FWL3,2.298
34.06925,-118.27742,,,2.501
34.07959,-118.27759,,,2.602
34.06689,-118.2776,3,,2.477
34.08803,-118.27761,,,2.683
34.11128,-118.27764,,,2.821
34.09198,-118.27772,,,2.721
33.93752,-118.27775,2,FWL3,1.728
33.93351,-118.27778,2,,1.72
34.08107,-118.2778,2,,2.615
34.04673,-118.27781,2,FWL4,2.287
34.07577,-118.27783,,,2.564
34.08562,-118.27784,,,2.659
34.06708,-118.27786,,,2.478
34.09334,-118.2779,,,2.733
33.97722,-118.27792,2,FWL4,1.867
34.06779,-118.27793,,,2.485
33.77944,-118.27794,2,,1.678
34.02737,-118.27797,2,FWL4,2.156
34.09318,-118.27798,,,2.732
34.07163,-118.27805,2,,2.523
33.93242,-118.27808,2,,1.718
34.06825,-118.27809,,,2.489
33.97619,-118.27809,2,FWL1,1.863
34.09395,-118.27813,,,2.739
34.06804,-118.27821,,,2.487
34.05255,-118.27823,,,2.333
34.11106,-118.27824,,,2.819
33.98789,-118.27828,2,,1.912
34.09213,-118.27841,,,2.72
34.11294,-118.27847,,,2.822
34.07844,-118.27849,2,,2.588
34.07321,-118.2785,,,2.537
34.08186,-118.27851,,,2.621
34.07995,-118.27851,2,,2.602
34.06297,-118.27853,,,2.436
34.08545,-118.27854,,,2.656
34.0839,-118.27855,,,2.641
34.04979,-118.27862,3,FWL3,2.305
34.08654,-118.27866,,,2.666
34.0804,-118.27874,,,2.606
34.0541,-118.27875,2,,2.347
34.09033,-118.27877,,,2.702
34.06726,-118.27877,,,2.477
34.04425,-118.27882,2,,2.267
34.06279,-118.27885,,,2.433
34.06698,-118.27887,,,2.474
34.088,-118.27893,3,,2.679
34.09006,-118.27895,,,2.699
34.04055,-118.279,2,FWL4,2.242
33.95628,-118.27902,2,FWL4,1.777
33.93268,-118.27903,2,,1.718
33.97107,-118.27906,2,,1.827
34.03299,-118.27907,2,FWL4,2.191
34.06441,-118.27909,3,,2.448
34.07147,-118.2791,,,2.518
34.11041,-118.27916,,,2.815
34.05048,-118.27921,,,2.309
34.08663,-118.27924,,,2.665
34.11123,-118.27926,,,2.816
34.11126,-118.27942,,,2.816
34.09608,-118.27943,,,2.755
34.06994,-118.27945,,,2.502
33.96166,-118.27952,,,1.8
34.11357,-118.27953,,,2.82
34.08578,-118.27954,,,2.656
34.04911,-118.27967,2,FWL3,2.297
34.09411,-118.27968,,,2.736
34.06425,-118.27968,,,2.445
34.04012,-118.27968,2,FWL4,2.237
34.10154,-118.27976,,,2.795
33.95832,-118.2798,2,,1.785
34.09848,-118.27981,,,2.777
34.06404,-118.27981,,,2.442
34.02814,-118.27985,2,,2.156
34.03414,-118.27987,,,2.196
34.08539,-118.27995,,,2.651
34.10154,-118.27999,,,2.794
34.08476,-118.27999,,,2.645
34.0256,-118.28,,,2.138
34.03505,-118.28005,2,FWL4,2.202
34.05299,-118.28007,,,2.331
34.07024,-118.28008,,,2.503
34.0701,-118.2801,,,2.501
34.06998,-118.28017,,,2.5
34.09339,-118.28022,,,2.727
34.02639,-118.28022,3,,2.143
34.08799,-118.28025,,,2.675
34.02831,-118.28025,2,FWL4,2.156
34.0554,-118.28029,,,2.355
34.09886,-118.2803,2,,2.779
34.07981,-118.28032,,,2.596
34.0267,-118.28046,,,2.144
34.06963,-118.28047,,,2.495
34.0349,-118.28049,,,2.2
34.03105,-118.28049,,,2.174
34.05351,-118.28051,,,2.335
34.03248,-118.2806,,,2.183
34.09053,-118.28074,,,2.698
34.02666,-118.28079,3,,2.143
34.09848,-118.28084,,,2.774
34.08024,-118.28084,,,2.598
34.08655,-118.28085,2,,2.66
34.03492,-118.28089,,,2.198
34.03975,-118.28092,2,FWL4,2.231
34.03075,-118.28096,3,,2.17
34.03202,-118.28097,,,2.179
34.08244,-118.28099,,,2.619
34.09848,-118.28103,,,2.774
34.08629,-118.28103,2,,2.656
34.10568,-118.28105,2,,2.8
34.10426,-118.28106,,,2.797
34.07314,-118.28109,2,,2.528
34.07014,-118.28111,,,2.498
34.08775,-118.28118,,,2.67
34.07302,-118.28118,,,2.527
34.09848,-118.28119,,,2.773
34.08273,-118.2812,,,2.621
34.04623,-118.28128,,,2.273
34.03955,-118.28128,2,FWL4,2.228
34.09848,-118.28134,,,2.773
34.06914,-118.28134,,,2.488
34.09506,-118.28141,3,,2.74
34.06967,-118.28143,,,2.493
34.09848,-118.28149,,,2.772
34.05286,-118.28151,,,2.325
34.03216,-118.28162,,,2.178
34.0876,-118.28165,,,2.667
34.0682,-118.2817,,,2.478
34.08617,-118.28173,,,2.653
34.05355,-118.28179,,,2.331
34.09939,-118.28182,2,,2.78
34.08178,-118.28186,3,,2.61
34.0332,-118.28186,,,2.184
34.0887,-118.28188,,,2.677
33.94583,-118.28192,2,,1.741
34.07923,-118.28193,2,FWL3,2.585
34.11335,-118.28194,,,2.813
34.0672,-118.28194,,,2.467
34.09792,-118.28196,,,2.766
33.73032,-118.28196,2,FWL4,1.636
34.08858,-118.28197,,,2.676
33.95626,-118.28198,2,,1.775
34.02925,-118.28199,,,2.157
33.94984,-118.28199,2,,1.749
33.74445,-118.28199,,,1.685
34.11255,-118.28201,,,2.811
34.03295,-118.28201,,,2.182
34.07889,-118.28204,,,2.582
34.06704,-118.28205,,,2.465
33.93986,-118.28206,2,,1.73
34.10179,-118.28207,,,2.789
34.04085,-118.2821,2,,2.234
34.08126,-118.28212,,,2.604
34.04101,-118.28213,2,,2.235
34.03469,-118.28214,2,FWL4,2.193
34.00091,-118.28214,2,FWL3,1.962
34.03273,-118.28218,,,2.18
34.11254,-118.28222,,,2.81
34.09774,-118.28226,2,,2.763
34.09623,-118.28226,2,FWL1,2.749
34.0496,-118.28226,,,2.291
33.94032,-118.28226,2,,1.73
33.9719,-118.28228,2,FWL1,1.84
34.03476,-118.28229,2,FWL4,2.193
34.00045,-118.2823,,,1.958
34.0416,-118.28232,2,FWL3,2.239
34.06913,-118.28235,,,2.485
34.11309,-118.28236,,,2.811
34.02971,-118.28238,,,2.159
33.96254,-118.28238,2,,1.801
34.05565,-118.28239,3,,2.35
33.73266,-118.28239,,FWL4,1.643
33.91743,-118.2824,2,,1.686
34.08723,-118.28241,,,2.662
34.02736,-118.28241,3,FWL4,2.143
34.08078,-118.28243,,,2.599
34.1128,-118.28245,,,2.81
34.06896,-118.28246,,,2.483
34.09848,-118.28248,,,2.77
34.10425,-118.2825,,,2.793
34.03335,-118.2825,3,FWL4,2.183
34.0404,-118.28252,2,,2.23
34.07375,-118.28255,2,,2.53
33.73084,-118.28256,2,FWL4,1.635
33.93604,-118.28257,,,1.722
34.05384,-118.28258,,,2.332
34.03338,-118.28266,3,FWL4,2.183
34.02746,-118.28267,2,,2.143
33.95918,-118.28268,,,1.787
34.06859,-118.2827,,,2.478
34.06613,-118.2827,,,2.454
34.00629,-118.2827,,,1.998
34.09761,-118.28271,,,2.761
34.05424,-118.28273,,,2.335
34.04004,-118.28275,3,,2.227
33.73032,-118.28275,2,FWL4,1.633
34.09847,-118.28279,,,2.769
34.0684,-118.28281,,,2.476
34.05617,-118.28286,3,,2.354
34.04076,-118.28288,2,,2.231
34.03126,-118.2829,,,2.168
34.10481,-118.28291,,,2.793
34.03179,-118.28293,2,,2.171
33.94047,-118.28293,2,,1.73
34.03354,-118.28294,3,FWL4,2.183
33.94033,-118.28294,2,,1.73
34.08637,-118.28295,,,2.652
34.09069,-118.28296,,,2.693
34.07057,-118.28297,,,2.497
34.09049,-118.28298,,,2.691
34.02997,-118.28301,,,2.159
33.9269,-118.28301,2,,1.704
34.03018,-118.28304,,,2.16
33.95848,-118.28304,2,FWL4,1.784
33.97298,-118.28306,2,,1.843
33.97201,-118.28306,2,,1.839
34.06704,-118.28307,,,2.462
34.04829,-118.28308,,,2.28
33.9222,-118.28308,2,,1.695
33.99686,-118.28313,2,,1.941
34.10083,-118.28317,,,2.784
33.92269,-118.28318,2,FWL4,1.696
34.0808,-118.28319,,,2.597
34.06884,-118.28319,,,2.479
33.91792,-118.2832,3,,1.687
34.02977,-118.28322,,,2.157
34.1011,-118.28328,,,2.784
34.06682,-118.2833,,,2.459
34.06666,-118.2833,,,2.457
34.10795,-118.28332,,,2.798
34.25561,-118.28334,2,,2.652
34.02949,-118.28335,,,2.155
34.10744,-118.28336,2,,2.797
33.9185,-118.28337,3,,1.688
34.04087,-118.28339,2,,2.23
33.97145,-118.2834,2,FWL3,1.837
33.96951,-118.28341,2,,1.829
33.95324,-118.28344,,,1.762
34.06648,-118.28346,,,2.455
34.07485,-118.28347,,,2.538
34.1027,-118.28351,,,2.787
34.06631,-118.28351,,,2.453
34.09412,-118.28352,,,2.725
34.05392,-118.28352,,,2.329
34.07271,-118.28353,2,FWL3,2.516
34.08112,-118.28355,,,2.599
33.9664,-118.28355,2,,1.816
34.02641,-118.28359,,,2.133
33.95854,-118.28368,2,,1.783
34.11295,-118.2837,,,2.807
34.11182,-118.28373,2,FWL1,2.804
34.05651,-118.28377,2,,2.354
34.10566,-118.28382,2,,2.792
34.05363,-118.28385,3,,2.325
34.10425,-118.28389,,,2.789
33.97394,-118.28389,2,,1.846
34.10743,-118.2839,2,,2.795
33.972,-118.28391,2,,1.838
34.02913,-118.28399,,,2.151
34.25313,-118.28403,,,2.641
33.96396,-118.28407,2,,1.805
33.73445,-118.28409,2,FWL1,1.642
33.73628,-118.2841,3,,1.649
34.07396,-118.28413,,,2.527
34.25517,-118.28416,,,2.649
34.06732,-118.28416,,,2.461
33.96464,-118.28416,2,,1.808
34.08851,-118.28424,,,2.669
34.06852,-118.28427,,,2.473
34.02822,-118.28434,2,FWL3,2.143
34.0287,-118.28435,,,2.147
34.06732,-118.28436,,,2.46
33.73446,-118.28437,2,FWL1,1.641
33.96706,-118.28439,2,FWL4,1.818
33.95534,-118.28439,2,,1.77
33.96586,-118.28448,2,FWL1,1.813
33.96396,-118.28449,2,,1.805
34.04709,-118.28453,,,2.267
33.96518,-118.28457,2,FWL1,1.81
34.04627,-118.28461,,,2.262
34.07447,-118.28462,,,2.53
34.10208,-118.28467,,,2.782
34.07913,-118.28467,,,2.576
34.07166,-118.28468,,,2.502
33.97337,-118.28469,3,FWL3,1.843
34.06561,-118.2847,,,2.442
34.06542,-118.2847,3,FWL3,2.441
34.10153,-118.28471,,,2.781
34.06689,-118.28471,3,FWL3,2.455
33.96397,-118.28471,2,,1.805
34.10388,-118.28472,,,2.786
34.06916,-118.28472,,,2.478
34.02811,-118.28472,2,FWL4,2.142
33.97144,-118.28472,2,FWL3,1.835
34.02867,-118.28475,2,FWL3,2.145
34.10244,-118.28484,,,2.782
34.09219,-118.28485,,,2.703
33.97142,-118.28486,2,,1.835
33.97338,-118.28488,2,,1.843
33.97241,-118.28488,2,,1.839
34.10516,-118.28489,2,,2.788
33.96951,-118.28489,2,,1.827
33.9657,-118.28489,2,FWL3,1.812
33.96465,-118.28489,2,,1.807
34.1085,-118.2849,2,,2.794
33.96396,-118.2849,2,,1.805
34.25442,-118.28491,,,2.645
34.04239,-118.28491,2,,2.235
34.24892,-118.28497,,,2.626
34.04807,-118.285,2,,2.272
34.04894,-118.28501,2,,2.278
34.11188,-118.28502,3,,2.801
34.05017,-118.28502,3,,2.286
33.96451,-118.28503,2,,1.807
34.10153,-118.28504,,,2.78
34.05316,-118.28504,2,,2.316
33.96428,-118.28505,,,1.806
34.1092,-118.28506,2,,2.795
33.96518,-118.28506,2,,1.809
33.95102,-118.28507,,,1.752
34.04824,-118.28513,2,,2.273
34.039,-118.28515,2,FWL1,2.212
33.94582,-118.28517,2,,1.74
33.96464,-118.28521,2,,1.807
34.25716,-118.28522,,,2.656
34.08357,-118.28522,,,2.618
34.09219,-118.28524,2,,2.701
34.0933,-118.28525,2,,2.712
34.08431,-118.28525,,,2.625
34.06577,-118.28526,3,,2.442
34.06646,-118.28529,2,FWL3,2.449
34.0681,-118.2853,3,,2.465
34.06793,-118.2853,,,2.464
34.06626,-118.2853,3,,2.447
34.06998,-118.28531,3,,2.484
33.73083,-118.28531,,FWL4,1.625
34.07011,-118.28532,2,,2.485
34.06956,-118.28532,2,,2.48
34.08634,-118.28533,,,2.644
33.94582,-118.28533,2,,1.739
34.02811,-118.28534,2,FWL4,2.14
34.06751,-118.28535,,,2.459
34.05052,-118.28536,2,,2.289
33.97241,-118.28538,2,,1.838
34.05448,-118.28539,2,,2.329
33.96813,-118.28539,2,FWL4,1.821
34.10207,-118.2854,3,,2.78
34.10425,-118.28541,,,2.784
34.0674,-118.28549,3,,2.458
34.06558,-118.28551,,,2.44
34.10451,-118.28554,,,2.784
34.07293,-118.28556,2,,2.512
33.96517,-118.28556,2,,1.809
34.11076,-118.28561,3,,2.797
34.102,-118.28561,,,2.779
34.04651,-118.28564,2,,2.26
34.04774,-118.28567,2,,2.268
34.10768,-118.28568,2,,2.79
34.05407,-118.28568,,,2.323
34.05027,-118.28569,2,FWL4,2.285
34.06981,-118.2857,2,,2.481
33.97047,-118.28571,,,1.83
34.24981,-118.28572,,,2.624
34.1039,-118.28576,,,2.783
34.08841,-118.28576,,,2.663
34.05905,-118.28579,,,2.373
33.96639,-118.2858,3,,1.813
34.24961,-118.28582,,,2.624
34.03496,-118.28583,2,FWL4,2.184
34.10153,-118.28587,,,2.778
33.96585,-118.28588,2,,1.811
34.0748,-118.28589,2,,2.53
34.11027,-118.28593,3,,2.795
34.1039,-118.28593,,,2.782
33.95262,-118.28593,2,,1.758
34.0584,-118.28599,,,2.366
34.03546,-118.28601,2,FWL4,2.187
34.08432,-118.28604,,,2.623
34.0679,-118.28604,,,2.461
34.11025,-118.28605,2,FWL1,2.794
34.10835,-118.28605,,,2.791
34.10742,-118.28605,2,,2.789
33.96517,-118.28605,2,,1.808
34.10334,-118.28606,,,2.781
34.10388,-118.28607,,,2.782
34.08841,-118.28609,,,2.662
34.06611,-118.28609,3,,2.443
34.06561,-118.28609,2,,2.438
34.06541,-118.28609,,FWL3,2.436
34.24984,-118.2861,,,2.623
34.06631,-118.2861,2,,2.445
33.96705,-118.28611,2,,1.816
33.73888,-118.28613,3,,1.651
34.10887,-118.28615,,,2.791
34.2544,-118.28616,,,2.643
34.09819,-118.2862,,,2.756
33.97337,-118.2862,2,,1.841
33.97005,-118.28621,2,FWL3,1.828
34.10796,-118.28622,2,,2.789
34.05362,-118.28622,,,2.317
34.05289,-118.28622,,,2.31
33.96517,-118.28622,2,,1.808
33.96462,-118.28622,2,,1.806
33.96245,-118.28624,2,FWL1,1.797
34.08491,-118.28625,,,2.628
34.0943,-118.28626,,,2.719
34.09514,-118.28627,,,2.727
34.08793,-118.28628,2,,2.657
34.10785,-118.28632,2,,2.789
34.10887,-118.28633,,,2.791
33.71071,-118.28633,,,1.545
33.96462,-118.28637,2,,1.806
33.96515,-118.28638,2,FWL3,1.808
34.10514,-118.2864,2,,2.783
34.10206,-118.2864,,,2.777
34.06108,-118.2864,,,2.392
34.04195,-118.2864,,,2.228
34.1048,-118.28641,,,2.783
33.88156,-118.28646,,,1.631
33.7245,-118.28646,2,FWL4,1.596
33.7109,-118.28649,,,1.545
34.10197,-118.2865,,,2.777
33.7085,-118.28651,3,FWL3,1.536
33.96909,-118.28652,2,,1.824
34.05447,-118.28655,,,2.325
34.05345,-118.28655,,,2.314
34.04773,-118.28655,,,2.265
34.04122,-118.28662,,,2.222
33.71112,-118.28666,,,1.545
34.10025,-118.28668,2,,2.773
33.97886,-118.2867,,,1.843
33.71046,-118.2867,2,FWL3,1.542
34.10244,-118.28671,,,2.777
34.0454,-118.28672,2,FWL4,2.249
34.04468,-118.28672,,,2.244
34.04134,-118.28674,,,2.223
33.74666,-118.28675,,,1.677
34.048,-118.28684,,,2.265
34.04787,-118.28684,,,2.265
34.11172,-118.28685,,,2.795
34.09446,-118.28686,,,2.719
33.97337,-118.28686,,,1.84
34.10432,-118.28689,,,2.78
34.09403,-118.28694,,,2.714
34.09499,-118.28695,,,2.724
34.09471,-118.28695,,,2.721
33.71096,-118.28695,2,FWL3,1.543
33.91812,-118.28699,,,1.684
33.71029,-118.28706,2,FWL3,1.54
34.09697,-118.2871,,,2.742
34.04498,-118.2871,2,FWL4,2.245
34.04454,-118.2871,,,2.242
33.71124,-118.2871,,,1.543
34.06801,-118.28712,,,2.459
34.03844,-118.28712,2,FWL4,2.203
33.96603,-118.28712,,,1.811
34.02907,-118.28714,2,FWL4,2.141
34.00536,-118.28716,,,1.982
34.10836,-118.2872,,,2.787
34.24943,-118.28733,,,2.62
34.04897,-118.28734,3,FWL4,2.27
34.04228,-118.28734,,,2.227
34.03496,-118.28734,2,FWL4,2.179
34.00211,-118.28735,,,1.959
34.05383,-118.28739,3,,2.315
33.92369,-118.2874,2,FWL4,1.695
34.05348,-118.28742,2,,2.312
33.91617,-118.28742,,,1.68
34.04654,-118.28743,2,FWL4,2.254
34.08491,-118.28744,,,2.624
34.09471,-118.28745,,,2.719
34.02821,-118.28746,2,,2.135
33.96724,-118.28746,,,1.815
34.0879,-118.28747,2,,2.653
34.02722,-118.28748,2,,2.128
34.25138,-118.28752,,,2.626
34.07166,-118.28753,,,2.494
34.00704,-118.28758,,,1.993
33.71106,-118.28758,,,1.54
33.70773,-118.2876,2,FWL3,1.527
33.70705,-118.2876,3,FWL3,1.525
34.0035,-118.28761,,,1.968
34.25077,-118.28764,,,2.623
34.02811,-118.28765,2,FWL4,2.133
34.08261,-118.28766,,,2.601
33.72491,-118.28766,,,1.593
34.25532,-118.28768,,,2.644
34.03421,-118.28768,2,FWL4,2.173
34.25044,-118.28771,,,2.621
34.25292,-118.28772,,,2.633
34.03082,-118.28772,,,2.151
34.03068,-118.28772,,,2.15
34.03055,-118.28772,,,2.149
34.0494,-118.28773,3,,2.271
34.04555,-118.28774,2,FWL4,2.247
34.10665,-118.2878,,,2.782
34.02933,-118.2878,,,2.141
34.0916,-118.28781,,,2.688
34.08588,-118.28781,,,2.633
