,a,b,c,d,e,f,g,h,i
0,0.830884205276029,0.8396482597613109,0.8513999771299338,0.6300392370203807,0.8429912047086373,0.5536195184417736,0.5544284129186869,0.7406620179830234,0.3368385864955274
