,a,b,c,d,e,f,g,h,i
0,0.6496024497455284,0.7081849592318403,0.8302906706051496,0.7355658657972113,0.6609684964332504,0.8757888343101571,0.5376718510599114,0.5311147117591556,0.3761458075532835
