,a,b,c,d,e,f,g,h,i
0,0.3332732545763012,0.848936599331535,0.594950514225205,0.6077574238187013,0.6363696981881661,0.7456356109689075,0.6696278050241075,0.13715752672761972,0.3118044156724961
