,a,b,c,d,e,f,g,h,i
0,0.24527266367583267,0.3442124370499675,0.34435970341013145,0.6239795004939858,0.42736679817272494,0.2663552807247155,0.4074907616966401,0.012828578258229695,0.1782951097050765
