,a,b,c,d,e,f,g,h,i
0,0.20479876455230495,0.023978936449177368,0.4246967626452455,0.37711012627981255,0.4743617238239022,0.06529274862957268,0.021924628382847033,0.2539006741828702,0.27744849620581524
