,a,b,c,d,e,f,g,h,i
0,0.5763689376333282,0.44470105763222456,0.5299384411756107,0.6095033623018492,0.5356573184296113,0.3579617006133875,0.6091911772661229,0.47212993971350836,0.16821513321842982
