,a,b,c,d,e,f,g,h,i
0,0.20811504536830971,0.4587238774764545,0.5996353094396835,0.39712098345104474,0.6318456354083067,0.4833977299059363,0.21725977982064704,0.23829021114674298,0.1723456996750338
