Existing,Ordinance,Algorithm
230596181.3,95728338.75,169023945.1
137725182.3,53675831.61,98673496.58
153778224.3,64799660.06,110673225.2
89805842.86,33053516.61,62993437.19
86675238.42,31877585.54,64803402.59
67124443.93,27562010.99,43686225.04
76458216.09,28608907.66,54494446.41
85261684.92,34424675.91,61105288.02
47773495.85,16234571.11,33855937.86
34708204.01,10982621.13,24034395.58
45325045.89,16555066.14,30378624.89
32593723.86,11517731.75,24115096.7
22817098.73,7986660.802,15612773.75
21664092.71,6853227.242,15227462.73
13062610.68,4220729.847,9200395.004
7728801.787,2021139.424,4633645.685
5170689.878,1232331.028,3329514.426
5914220.477,1599464.396,3948920.136
3696720.603,879486.2852,2397021.045
6285589.819,1819858.203,4334069.377
1732591.816,393514.0429,1141760.923
1702909.407,375906.0029,1040297.172
1396741.34,341630.948,839356.6104
1911395.776,533979.1946,1328056.263
1149354.428,237278.4811,693766.6276
671526.1706,128634.1109,418020.534
466223.5122,82656.20478,319374.3443
612025.8076,127859.0958,337709.919
1013803.627,283387.5726,651422.3377
301869.2423,54171.73554,181070.1769
208943.3193,37288.26935,144764.4118
3263727.413,845496.7471,1688594.821
1414652.664,304317.01,796888.2703
2861607.663,761024.8683,1848270.593
2994755.482,774684.3937,1768683.54
3547061.723,864032.0227,2188067.496
3975505.277,1048134.981,2439462.097
5775766.735,1621148.318,3165810.027
5627961.859,1485942.629,3444068.719
5783698.817,1492703.466,2940458.016
9397774.895,2698879.582,5602532.105
16546059.56,5200072.531,10047294.14
18160087.59,5434357.356,10024396.78
19257026,5734207.941,11864612.95
16686980.94,4886444.679,9444283.685
33900742.19,11295520.49,20405839.61
35398445.67,11749819.85,22532564.64
45154299.29,15883973.75,27793853.01
42488536.75,14206862.27,25183058.59
88741151.44,33815380.58,60975734.59
66884165.57,24178749.9,40207902.07
106067267.6,42971235.82,71258535.22
129105855.8,53907802.8,87223394.98
125606723.3,50940710.45,81305541.91
137203581.7,52639502.73,90840931.2
209103194.9,91567623.41,141761132.8
195532803.5,78536321.52,130012380.8
278004612.4,122590576.2,198022873.4
224437157.7,95917135.98,149663399.4
315807564,144701026.5,227793818.9
337488384.2,145263214.4,239615111.9
399270126.9,185050061.5,289029852.7
502872315.1,228309741,365872460.5
475926885.2,223864422.3,342628311.2
437699983.6,195537008.6,314001153.5
551518327.9,257946520.4,400706868.5
708909264,356162206.2,522884047.9
669925376,321981633.4,487173849.2
583332766.4,273398825.9,420629272.9
749335051.5,385403140.1,569965913.3
612990400.1,291476604.5,440770450.9
574075678.4,273588925.7,412160125.4
961051487,504608591.4,732173527.9
531106137.6,256191300.9,395169090.9
672867973.8,326575349.2,497451501.4
649190428.8,308615767,469470318.1
648281137.3,322751901.9,491573591
649175382.1,316563534.4,490286754.6
701517469.6,343274456.4,524703531.1
614750276.5,291486110.2,439722239.5
612691961.2,290596493.9,462387874.9
708333459.4,343074433.5,522577010.9
918309625.4,478267448,695207932.7
606203735.2,283239135.6,449658808.9
539099080,245846738.6,394894203.8
621687166.5,293127546.4,457863868
523490310,245140328.5,379631060.8
596369914.4,277566032.7,451423084.7
573094055.7,276434940.8,426979689.4
636241430.2,316552853.4,486661228.1
567148652.4,264938247,423129786.1
440039426.7,200311440.3,322298340.2
347872336.8,156522265.6,255270887.9
352910688.1,155240694,255334191.8
246020665,100429286.5,184042044.4
297334272,124840431.2,206851259.2
266121948.7,117346822.5,200728993
232152447.6,98276097.4,170064024.2
184924624.5,72552828.38,130738245.7
159878690.7,64348443.98,116684242.4
119849035.4,47212851.61,85764347.14
99846461.77,37102068.51,68820925.87
119805309.3,45772183.55,86577471.89
100693069.8,37494831.87,72383147.56
103937218.8,45160279.2,73545583.8
56863296.64,19685813.6,38750835.63
55179871.17,20189687.67,37314758.55
42072824.68,14427351.59,27442055.34
37510404.92,12141985.88,26294946.39
23157241.45,7214605.598,15702061.7
31102884.45,9890506.914,20808820.72
10811601.87,2815215.367,7190638.577
24765095.48,8653871.972,17544327.87
8369503.703,2349028.345,6055860.139
5774870.371,1534704.765,3928805.265
5857314.391,1451206.839,3662143.183
3638624.088,839196.3454,2249013.157
4964812.716,1276728.692,3002543.99
2122230.3,455625.8317,1233259.003
1004957.823,187991.074,555149.1806
4381105.345,1318295.956,2353145.147
1422042.422,328881.0298,797178.523
1604197.55,443285.601,967195.777
725420.0937,156986.0128,395789.0018
1106047.253,244801.0414,700491.5219
1136035.633,257608.2355,608899.4289
2565239.08,624113.5775,1435825.261
3663228.252,921930.873,2050446.968
5139482.97,1408158.137,3025357.217
12133060.85,3877325.191,7489404.592
10663011.16,3055180.451,6449018.061
13889599.81,4112707.212,8572311.443
22045956.6,6820532.075,13384134.15
10131210.54,2893556.379,5773262.819
13168902.71,3808282.096,8209383.08
33751883.2,11883542.87,20189818.48
25430901.75,8295015.067,16299698.24
35886194.22,12473544.55,23841686.75
52750217.12,19132387.57,32183367.39
38453000.15,13228066.1,23696402.62
59386903.38,20451766.01,36484263.45
70231728.08,26812933.9,41043695.89
79830189.68,28769966.17,49573284.6
120490698.9,50628909.19,82157181.91
105179081.1,41549616.69,69272854.43
177001458.9,75011963.87,120774177.3
101790492.5,37398172.66,63357150.73
233001808.5,99023408.76,156168997.6
274389661.9,120918492.1,192933177.2
296111356,128767008.2,211068405.4
265389548.5,109410552.7,174577986.1
428062326.1,201441128.9,304921098.3
451089798.5,206863600.5,323324625.2
494555875.8,234257969.4,359923290.5
350140852.5,161790084,256014195.5
466045573,215078936.1,336940985.3
496927828.2,229167148.3,354660074.8
579477901.2,286789791.4,431042887.2
485959557.8,223346203.7,352175342.4
657071592.3,320988076.2,495942379.8
630320009.1,294586911.1,452792027.5
640494640.5,315454183.3,483702765.4
699733259.9,351202928.9,523274979.3
839433370.8,416597352.5,633130372.6
517939151.6,238643659.4,368694175.9
734768108.4,359678623,530114836.8
713994329.5,334635095.8,522455612.2
718543109.4,344374566.1,539087857.8
689736275,340685796.6,504443168.6
618842539,283241543.6,455452129.3
950086087.6,491422414.7,730012964.9
877566444.6,454686337.6,683120041.9
684350500.8,327610945.6,519280633.5
660429399.3,318556695.8,502722386.8
846908253.1,435594695.2,651572772.4
672206588.1,321202419.4,484162495.8
753560648.8,381885974.5,567761389.1
826568831.4,421711437,622178017.1
718136321.7,352102214.3,525261473.5
750630788.4,378832326.2,558872940.1
697212276.1,341229737,522126154.4
891095437.5,461495014.1,681357497.1
683863528.4,328785456.6,508002078.5
658444003,316880308.1,496506421.4
512782474.2,238592226.5,383037105.2
427735408.6,188302617.9,303643412.5
548895833,262660098.1,411096961.7
488375933.4,225800216.3,356498945
441672107,204765304,323255601.5
329144987.5,142171925.3,234643930.9
455989270.2,208816315.9,335364761.6
285572495.4,124491248.1,211009158.7
265525538.9,113918530.2,195861209.9
174731143.7,68666899.9,124493123.9
238716203.1,104034867.2,172289133.4
171788790,69619195.35,122351722.6
172107474.8,71142260.24,124238932.6
131981593,51710390.11,90255957.83
77935097.48,28480192.8,52409782.4
61261713.93,20797504.16,41099414.04
69365454.46,26993194.65,47194746.03
71821164.84,29343604.17,52908312.68
61006204.49,22308515.38,42659049.73
71727955.77,28795154.52,51929486.6
29049138.21,9586366.747,20096037.37
27917902.19,9584183.213,20259697.31
28255146.06,9668941.727,20452753.21
25924345.47,8217707.165,17764235.74
15450367.24,4433059.594,10123469.26
9639465.644,2648355.392,6306413.75
11409238.36,3240515.291,7336148.622
6530411.083,1700721.211,4517763.349
10948108.72,3349916.761,7159468.463
4967955.939,1156827.495,3233489.268
4553196.004,1215687.374,3359988.552
4182078.647,1111065.213,2563954.063
3291563.421,867714.0376,1858715.983
1953050.666,431231.7258,1161915.604
1602581.183,403358.5691,962378.5167
9516087.932,2781562.696,6034506.386
13547166.82,4018160.088,7705539.203
14733157.93,4383634.999,8191566.221
10007799.39,2901044.978,5162941.042
34084844.13,11465884.32,19535334.8
23024529.09,7513652.513,12709115.74
25047007.68,7412415.618,15099239.28
27044437.23,8340782.963,15760301.94
62974653.38,25712661.01,40711353.43
58977136.67,22298889.98,36568793.42
50651874.54,17515115,32824208.55
73154866.49,25566485.16,46345726.61
81600911.96,29321203.78,52416197.82
110253710.9,42278304.22,72639141.6
108855191.6,42217126.39,75102005.17
179057978.5,73939219.99,117790223.1
229194911.8,102367956.1,161677227.6
335311971.5,150219655.7,234775317.6
215012228.7,91318577.21,150733053.4
345956246.4,163737641.1,251878046.9
299960488.1,129135888.6,214144606.3
362123417.4,161081118.8,261191750
500724988.8,234001712.2,354518464
476305317.7,217004146.2,336930237.9
594560957.8,283721480.3,433847209.4
724828030.5,361309496.7,542863055.9
660743990.2,325647132.4,484859083.4
541018489.4,254470828.4,386228265.9
622364732.3,300707928.7,458361014
547388742,250030831.7,394261727
868271369.8,432217463.2,643324442.2
890040992.2,451909508.2,682266683.5
709498806.6,353455032.6,530835923.9
760616427.2,372633734.8,566222483.3
760254340.6,383063150.8,573754597.6
804805857.1,394954552.1,602929492.6
750348608.8,361039554.6,559458355.2
877898492.7,424089585,656496879.2
724874606.8,355997334,537623968.3
779536517.1,388595935.3,583316708.9
769323340.3,384459184.9,588780083.9
781233054.9,376101569.5,570812876.9
722531151.8,355492277.5,544951656.1
736740772.8,351637990.6,542004234.2
913424879.4,476164496.5,690625112.6
875870682.6,444161501.1,658790463
707455489.4,347733789.6,522732659.3
913290044.7,485679777.8,702564450.8
827979517,403735174.1,623689905.2
744422492.3,359378169.1,563024242.6
817855688.5,399870088.3,606767163.7
738844079.6,362108023.6,553596119.7
803446885.7,388410780.8,597237072.7
697210965.6,344923013.8,513990452.8
995286098.6,540010089.6,767856896
748026272.3,361462217.9,566617045.5
708435064.8,346100869.4,529830512.7
672502361.2,328439068.3,510760213.5
628538037.2,309312435.7,472262327.2
536561821.4,259604389,396990985.7
493742687.5,232781793.7,366342249.5
450437127.9,203908171.9,340863208.6
532519026.2,258629987,397118528.4
432914373.8,204584836.5,316752851.1
373592200.7,158445650.7,273892832.2
377550175.8,170955351.5,277265243.6
355724709.2,156770919.1,264238565.8
243264931.2,109149973.1,181017343
202242659.6,83608168.09,142566929.4
184005249.7,74847736.09,130235494.9
167535773.5,67123314.96,121833546.2
134019337.5,54324293.43,96468052.4
116597506.2,45731387.11,85734934.32
136507288.6,57007869.96,98461667.75
88916948.31,33720912.62,63405640.5
77921612.18,28434567.28,55420589.5
62719726.75,21682706.64,45433764.04
40458001.31,13200054.86,27941095.03
34138854.02,10708768.65,23058776.53
36954583.71,12296276.25,25588545.81
37913178.52,13895928.24,26373442.42
21091122.07,6937680.482,12688659.47
18923800.8,5651150.694,12688232.9
12991698.93,3502786.753,8029658.286
9889336.421,2815996.44,7467290.167
11468935.57,4277732.87,8729457.513
7902644.342,2173925.569,4454734.272
6700695.173,1847623.602,4263045.799
7068543.525,2094562.283,3953646.324
43909825.49,17818715.07,28783457.3
22958216.39,7359936.399,13070748.59
41967008.74,15396985.84,26359277.58
39388075.95,13499772.13,23661970.98
62748270.72,25099956,42019536.31
55979100.69,19831343.66,35254583.77
62978698.92,22163807.5,39014173.62
73288702.06,27496217.39,46670969.79
108923734,40572946.45,70288645.81
123634595.4,52690033.95,86979873.42
134292538.5,51252123.31,90564087.23
192056373.2,76476743.78,119593284.5
176047089.1,68755353.62,114050816.6
277408047.6,121413307.7,200081196.9
264971981.8,113831668.5,183926710.8
299361441.4,129973714,211966424
412794227.6,187504789.7,303401778
429792221,200790843.5,304746094.8
351576815.1,152532966.5,239251124.3
519208599.2,250471395.4,379239483.2
577362785.8,269281995.7,427221057.8
548298704.4,256887781.3,396841063.3
675172323.9,329404719,504866286.4
690164789.9,337553043.4,511199095
548722727,262292473,404881146.5
700507252.1,336334422.7,515770376.8
685025714.7,335372347.9,508178129.4
756042407.2,374742773.7,559695210.8
660603197.1,307476794,488409745.9
936001461,467036155.3,686703404.2
914447500.2,451775812.7,673263020.1
846329586,430085219.8,641806732.7
817236626.8,411038821.7,611462106.9
902770344.2,471202617,694766239
870624420.7,440156571.3,667460273.8
771047362.1,382989655.1,588193102.6
845522477.4,445889464.3,642877883.7
818598189.8,411736348.3,618339552.1
875367382.7,450938271.5,657870124.4
867628253.1,434218733.1,644305565.4
887237665.3,439300685.4,650497319.1
830865430.4,418830531.6,638276288
979988244.7,498361326.2,739156923.1
929741681.6,476131713.2,691237357.6
948056471.7,503745656,711764969.4
724613624.4,365222812.9,543180025
929120444.3,483919310.3,711988888.3
699037018.9,326794127.1,514356542.9
1185416375,647266702.2,915325917.7
1037754321,528306972.4,777177189.5
716807979.8,345647298.1,520781214.6
746551254.1,369064813,556943727.4
934701076.6,486439281.4,711473748.8
1049212430,550862905.7,797792425
732839327.9,352453607.7,546969614.7
897735078.4,444773398.6,661662014.5
1120013868,610554344.1,857342685.1
896482867.1,461442878.1,675378050.7
822531072.4,426797128.6,625908408.9
689254427.9,339198440.7,506847696.3
884027852.3,453289483,677436108.1
523882000.2,247957722.1,390614986.1
519959641.2,251731205.5,386010796.5
425561697.7,192455794.2,311752428.1
296330960.3,128054972.7,213404789.4
335705471.8,143125299,248285028.7
347894733.7,160170206.6,263404273.6
393655291.3,181495511.4,290062107.2
313973342.5,138337802.4,230151073.9
291484119,128190984.3,211403824.3
218866631.7,89727975.82,160017164.5
189839962.1,81349632.18,137199738
151235996.8,58416627.27,106628080.9
95785726.29,34213854.54,66642023.07
122028544.5,49250866.68,85555418.08
74375603.61,28648070.91,48674302.4
68218687.88,25249635.98,47899749.04
63397823.99,24484936.09,45668008.42
40334046.22,12818538.29,28052583.74
25058951,8224156.976,16963294.55
26076125.94,8442658.542,18219997.54
43845380.9,15165718.76,29031685.94
17626768.9,4963878.07,11487656.8
16672681.95,5370960.954,10446060.6
20910481.39,6601112.588,15147971.38
51673462.28,18367046.5,31103717.61
92970956.36,36830789.4,62903512
89560939.03,32573953.34,55003307
144280865.3,59382531.42,93692422.98
127279913.7,57266872.83,89934901.89
144879891.1,56073963.87,95901296.06
243773553.5,102623100.4,165218249.4
174860258.9,69778667.92,116010866.2
214577382.1,87141809.97,145582739.8
410653953.3,197216266.7,306900958.2
381750412.6,170435335.2,275324824.4
381214858.6,175717683.4,270795265
487765642.4,237223377,354160849.4
399866019.9,182696840.7,285839284.9
482497180.5,220086987.3,344952883.7
692794966.6,337844649.8,507569599.9
832832907.3,438664684.9,627734021.8
793350702.6,400177605.3,610159956.9
717474482.4,348412923.6,525215300.6
852051574.1,442508785,651817727.5
757753733.5,360270312.1,556720229.9
981033736.1,517452169.8,758774230.7
742960655,350822523.6,531414038
995596316.8,528142182.1,766838353.7
879401009.7,441516341.1,654665061.7
944510848.6,478955377.6,709327566.1
1029383572,540564676.8,794237345.8
785827080,392563030.3,587143506.4
1078899768,571426238.4,821368378
1161173840,634726829.1,898440304
896798623,461078003.4,674503991.6
983759537.8,489820461.9,740132240.5
1070181443,577545262.6,818135604.4
1113042485,591864457.5,847887021.4
1000254946,520940883.4,751629062.2
873979799.8,450778069.8,669013526.6
985926428.6,513082771.5,753976509.3
984333118.9,503875674.1,752202719.1
794840169.6,391368639.6,596548601.2
829778301.2,422616173.5,625710533.5
1104676088,585959074.5,847878529.1
817748001.7,408427681.7,605654266.3
836716666.4,420081956.1,641578234.6
1011002286,532902385.5,778973356
711522559.6,340976500.6,531158785.1
944673619.7,498272013.6,736058901.1
828648816.8,415345367.2,629083169.6
924613795.6,487663174.1,700206629.7
872539193.4,444194041.4,661170665.3
876042527,435470382.1,647264753.3
976470536.9,495909233.2,737891166
831662199,422900550,627579054
973581375.6,498073074.1,736077976.8
786581575.3,384143613.5,595942112.9
879666296.3,444847339.7,659799058.7
886149096.6,441810347.4,680920028.3
767501006.1,370602752.6,572916719.3
863246550.3,428859780.1,656795687.9
765730446.1,383798945.4,575836801.4
678711758.5,327399895,510753755.7
744174236.9,373526539.2,565957147.4
726655923.4,349188971.7,548910338
670572337.6,323074835.5,497434324.8
647684579.2,315409947.8,486530545.6
483745698.8,222024389,360976453.5
434041318.3,201855539.6,325554046.2
453879253.1,208936126.7,328641301.8
291911148.6,127268239.6,209611755.8
230011047.3,94836058.89,163783298.6
255852569.7,109352258,182406290.2
212092835.6,89467366.69,150896540.2
208725789.3,88649842.64,159329092
144946923.7,55442759.49,101478862.6
124696762.6,48120239.15,88539219.32
124890125.8,47251795.32,86905995.92
104033358.2,39412469.03,72110771.09
65476010.85,24041435.32,45119435.8
74003486.51,27686747.71,52746913.16
80750189.38,30959197.24,59876882.67
55966849.76,19671952.93,39784552.14
60675324.77,23480336.77,42392377.1
233930480.3,95819541.28,161223390.5
286134002.5,130455097.4,200052610.8
266375303.7,117627211.5,188380784.4
346216029.8,161181010.6,243623799.3
391819599.4,178077574.5,278733760.2
394459697.7,184630043.3,281625116.1
458428494.4,212836265.4,330694186.8
499138693.2,229455903.1,352934408.4
680146063.2,335938691.5,512771118.6
706482030.3,345605816.7,531144548.7
651018627.6,310560639.2,475205420.1
734544975.9,362958370.3,530127009.7
997041352.5,548629214.4,769898223.2
787323069.1,387721353.9,592465016.1
714288460.9,343572215.8,523197626
1047418829,559579784.9,822681173.5
1003025762,513898866.5,758311014.9
1071341435,559231874.1,829119612
890000086.7,445772140.5,662558611.8
1182713951,646091782.8,908953641.8
811940153.2,389110120.7,603104349.9
1002852541,519343863.8,770693697.7
1128845729,601197376.4,870476641.5
920659515.4,462983954.4,687514504.7
1007276710,516188240.8,764274110.2
1049229056,561892230.3,815611397.9
1082361911,554349784,825893600.1
1128356368,610374048,853447636.3
1019724972,519772915.2,771569255.5
1110730858,582342692.1,851318045.6
1026171703,525077127.1,778078223.1
1021658852,534551031.1,764881404.2
1137529435,608957099.2,878684928.9
960535604.3,492176595,729349323.8
979584079.8,506492259.9,729866041.2
981881735.5,507792158.3,741242751.2
1045781231,537462679.1,791736800
1152135019,601204771.6,873408600.4
835611376.6,420565737,623432643.9
990049692.7,514776429,758141673.3
915247568.1,451732125.5,676827790.4
1032835722,533521100.2,784619115.4
1074227699,541349752.7,813166376.3
1072902707,567224449.7,825793132.1
1104088863,579879382.1,853879763.4
1014382400,536457043.7,780671535.5
1016560814,525146249.3,754773979
860229681.5,434104975.6,642766360.6
1057997614,544427917,798442810.4
986040982.2,492353545.9,737382191.6
1090968807,572491352.1,832446746.2
966425700.2,493540131.3,706123340.8
1085010915,566309535,821193346
1018330668,519778120.2,762807814.7
871706796,442879145,662135240.5
1012024329,516201753.4,767902367.5
1026504515,530169817.4,785165014.7
871186710.9,440000268.5,663921870.6
1036750070,540659168,790086895.4
750927681.5,356623724.4,552404416.5
806266112.1,415084682.9,609958012
668723876,333830792.7,497779262.2
462533041,205483501.2,332348013.6
534134359.6,261063327.4,407341637.5
449653211.9,200938827.3,331535773.9
517863057.3,247242449.1,386293431.9
371415384.4,168088755.8,272045141.3
336628360.1,147813807.9,248190958.8
344625275.9,157945412,259061061.7
265474026.3,112627305.9,196973822.1
209398203.5,86702000.48,149318080.2
233071424.3,98379739.11,168064310
184379360.5,76834279.86,130797876.7
211493468.1,90536049.09,153559870
112666302.8,42743007.29,80918521.63
502152961.6,233507865.6,367249548.7
500942316.4,233375175.2,362112663.6
631516554.5,300007993,473222085.4
832079422.9,449354913.8,641452366.7
804652235.5,400134062.4,608755955.9
754358767.7,371880881.5,549255863.4
913841315.2,458233941.4,685619174.5
783920601.1,371190893.3,584673462.8
937372198.2,483477638.4,700659128
886118007.9,434046904.2,671022519.8
863535644.4,426734899.7,649668560.7
997277770.2,514558542.6,760490201.6
963600736.2,495989581.4,729292663
975927548.3,508528465.5,744792980.5
1176517620,635692832.6,914406108.2
1127717339,598734522.6,863823903.4
1023230872,517889422,781044790.6
989440425.1,509584833.1,744450124.3
1370280279,759321047.6,1064409593
1231866520,673403896.1,949166864
1310805696,697932111.9,998824702.2
1231884082,651766457.2,927775037.2
1172588308,631772929.3,902356751.8
1231523484,650394180.3,942098151.7
1148046593,611945963.3,868639075.7
1056188968,561837994.6,821346769.6
1118642456,605696597.5,858724876.3
1085289226,586903825.6,825959614.8
893040380.2,441003158.6,663682490.4
896331354.2,432344498.6,661411610.6
1157820344,626888527.4,900350538.2
1166835525,602155327.7,887702451.9
963187021,500105784.2,731458306.6
1257438356,674464262.4,971048400.7
1071598273,548325682.3,816452906
1141861484,610977985,879601609.4
996042596.6,484749417.7,760229459.8
1187799697,617324705.3,902685934.7
1222234990,638942385.1,934577081.4
933760741.1,462762884.6,695987221.2
979923579.5,493766872.2,739823158.9
1001293575,514941899.9,758075750.6
972347909,483465404.9,710397060.1
1224172409,658374714,936096998.6
1129278644,580981626.5,843998951.7
1073034894,557280318,814420524.2
894352572.4,444724331.4,677941266.3
1016274229,507930708.7,767691445.7
1047266741,566844834.2,795453143.8
907957931.7,447332859.4,683971204.2
786155073.2,371214562.4,573605295.7
950261168.1,471687635,697359400.9
1339300850,711170237.6,1027568642
1078177178,552892948.5,825992402.9
1056279675,538965347.3,794926887.5
868676609,429270264.3,654610559.1
894590707.3,452877013.5,672716439.2
897410780.2,453268832.7,669128782.7
839014015.7,417710837.1,635482197.2
1025599076,534095812.4,778447725.8
782488203.8,381782032.3,584139718.4
619723777.5,293424905.1,458963265.5
618333022.2,291588136.3,456415469.9
726270826.1,365834227.8,559634365.9
566598306,271328571,421530636.7
459357736.1,207925915.2,334352123.7
477770221.6,215972540.6,352508205.5
426541915.6,198301720.3,317071011.7
882226001.9,430207807.5,656222521.6
1123176587,565430476.7,852252595.2
1009251305,493852995.5,749055813.9
1282849708,718046275.1,999872981
1070040980,565264587.2,821553813.7
1234995235,645207868.1,939084619.4
1045709990,526794607.2,783777783.7
1342526316,709774705,1032311661
1019197107,511631273.7,772876187.7
1049496234,538125605.4,795159695.6
968027323.3,473576481.9,715084549.4
1159038162,608912099.6,883053875.3
1039364627,527379139.3,771096557.9
1241215937,691617298.4,973354112.2
910924220.2,460542496.9,688895659
868320374,429795328.2,647222713.2
1132315831,594592243.5,884101227.4
1162034096,609638128.8,888534763.2
1070534968,536304174.7,793850643.9
1052612130,531715197.7,787493698.5
1121652980,576430863.5,841461379.4
1156190691,626825784.5,882133021
1169824403,599710179.3,889010700.3
991561913.1,488396651.7,741476212.7
1044123809,538987972.2,782052920.8
1138182708,596087922.8,855692940.6
1179597489,646280148.7,906494136.5
1330681034,720389913.3,1034728270
1094963232,567714540,830139770.5
1222114034,657879581.4,941426702.7
1095267228,562619640.5,828742317.5
1145604591,594343851.2,875569771.8
1083212171,565192965.3,815263103.9
1142899212,581182876.5,867308320.6
1237610445,652037432.8,951527687.8
1064669223,525304290.9,787398352.6
1070874383,578419697.6,817990837.1
1131808190,596242826.3,853781649.5
1290059714,684314154.3,984855603.6
1050545963,555184946.8,793524686.8
1279409490,665943024.6,978222695.2
1148975186,589501112.6,866963034.8
1048287760,537208807,800863455.6
891331540.4,438397245.5,669614055.8
1053816893,539340750.2,805990169.2
1096340513,556605463.3,827181577.7
1120475714,586711337.3,855703974.3
1248839763,660522142.4,959791233.1
1465039202,817572072.1,1134423502
1004181037,505149519.6,743426745.1
956911099.1,478213636.9,712110126.3
1148407464,596517929.7,870017841.3
1424834574,788344104.4,1116778277
1003626225,513763471.6,755471044.9
1048927330,536209114.4,786583151.7
840225652.3,426473669.5,634695999
984283916.9,486355177.3,738477879.4
1099186661,556475427.7,834065736.8
1000071249,522276645.1,753176339.6
951691796,476677343.3,725001361.2
1131489842,580142713.8,853616007.5
1044914789,522458854.7,791988915.1
1423899512,760337233.8,1101869933
999113549.3,503123207.9,757977512.6
1331828896,718579054.7,1018730256
1139632025,589048193.4,848139282.2
1153755684,602842279.1,871246708.7
1192661482,631635600.1,908063957.9
1353243417,726556006.2,1037696601
1315411720,717664833.8,1017151609
1271239110,687201214.6,973903439.7
1257096041,666188165.6,954879281.6
1423895033,753670914.5,1098188708
1254642954,667450187.4,952854472.5
1232258276,647822178.2,928195893
1119439126,570443499.8,834457569.1
1074856235,546934726.5,820516936.6
1345567027,714097048.5,1018351717
1262047735,653334355.7,962196741.3
1172726645,615594971.5,895022373.5
1367245724,734297910.1,1057974620
1087270030,554744292.4,815132288.3
1147133700,596931230.4,873151268.3
1343588779,717873492.9,1035231369
1490909048,814526651.2,1149969101
1455881187,780353067.2,1112015101
1332316258,700734902.3,1027387949
1121580538,593782407,858987304.1
1150592504,586641500.9,867316246
1112685844,571123493.4,844055204.7
1234007241,636413443.4,937042090.4
1306676413,695717600.8,1003878154
1059244322,536250546,790807363.7
1255067189,658826296.3,964614763.1
1477259823,798716739.5,1134715166
1192462207,635814264.6,924466801.1
1348349750,714665611.1,1030964268
1158862178,579177572.1,864892311.5
1460134342,792363020.1,1125942541
1265337405,681165393.2,990104812.4
1278942493,674441897.9,991172077.3
1019720923,508959918.8,781635728.4
1026679859,535406059.8,774966588.3
1146808419,597017534.3,869439468.5
1183074156,608498635.3,903823286.6
1247464746,665615294.3,945079722.7
1476449290,807085261,1136333513
1164262335,602548545.2,883726008.3
1394463140,749166548.8,1072157416
1220273739,632517654.2,930050822.1
1525900780,841259497.2,1199541281
1120889885,576847074,849122054
1414677451,761434177.6,1087449854
1478218710,813603772.7,1148132281
1339659341,714955095.3,1042900655
1325336845,727119529.1,1035934515
1327793578,690165697.8,1001493066
1295760475,665754100.9,975710735
1138509581,584112613.4,864604574
1235072801,640675568.1,932225832.5
1214545970,639439535.4,920145004
1279678148,673483340.1,973976600.3
1421350729,798643583,1094194248
1603926418,898133130.7,1257480560
1240310463,651294742.3,943217315.8
1452696896,810549322.8,1139277916
1427474634,777380231.8,1102080403
1362780527,737074076.5,1047040687
1588308898,877411861.9,1230093215
1397719474,731302766.4,1059550952
1433204661,759425393.9,1086483042
1200386859,626907282.8,925861241.5
1330554012,716618981.5,1027912901
1302905649,704343045.5,999884136.1
1292965562,682917376.2,994706518.1
1680296151,934864037.7,1309306640
1299613592,667937579.5,981996042.3
1280117202,671395812.6,971540907.7
1186126902,608721156.7,902999841.7
1044900698,532783631,793295928.2
1068302297,542899568,819287247.3
1252143334,656931010.5,957154740.2
1061400836,547387745.6,813110564.2
1249704938,669414099.6,965035081.6
1133740954,576275310.4,872635461.9
1225186547,640388491.8,922649262.3
1167060522,597563463,882062437.5
1372180750,728548988,1042046786
1484551001,814749818.7,1161838684
1614723825,904234056.3,1279647895
1581283260,858667473.1,1232686259
1465419870,793732020.2,1134356661
1482707606,819887937.9,1160525131
1427217364,755440267.6,1107460453
1407100936,754227324.2,1071487321
1382228021,744849921.2,1062588660
1440292979,783956348.8,1098743994
1611321981,882993939.2,1237945454
1304839129,686432291,995843355.8
1128494471,600373057.2,865560589.5
1286238691,687759087.4,970979367.4
1574542618,857971813.3,1208009703
1619015945,885876225.3,1258412122
1448786144,802380709.9,1121011983
1545558701,849607462.8,1207281500
1135210558,583116077.7,862065544.7
1161613090,587889688.3,873749734.7
1376746111,709983242.8,1043445176
1522669505,816967587.5,1194799001
1496691421,804460597.8,1142788890
1153629441,589366524.3,875742607.9
1337494572,705468482.5,1024108454
1249901759,694455976.5,971027089.3
1454625008,792058570.6,1124493202
1547573553,851996641.2,1214641189
1708076456,957966018,1351753367
1797857885,997289775.3,1406556167
1423950404,783474341.4,1098598599
1664457133,938878349.9,1309938153
1492752929,805703690.6,1153595415
1616627284,902452935.7,1257048071
1569853126,848302203,1204504424
1409904016,749121296.1,1076905836
1471270406,781840368.6,1119493803
1329380928,722066377.2,1016389712
1471398317,784734873.9,1127714872
1478895249,817539854.7,1161729951
1565788757,847646988.1,1206814940
1496592162,809607797.8,1142250539
431135.531,104623.92,233887.8835
357910.8331,65117.13464,154041.6565
518104.4004,105074.3009,232208.3924
314405.5322,54932.64207,145143.925
130967.5865,21976.59946,64300.60483
131115.0876,22482.36077,68841.32321
