Existing,Ordinance,Algorithm
4366.902404,519.2042202,2243.554181
7682.990466,657.2049025,2411.305169
12339.16333,1482.498719,7104.467205
36940.6912,5646.385999,9326.589723
12155.48521,1424.999069,9412.670985
30501.26962,4082.461589,12640.1421
21887.01122,2901.080692,5881.467009
27466.22161,3748.466935,12121.20674
58497.01455,8723.560688,42898.72827
45778.11049,6377.289379,24219.62688
72194.55756,10887.58642,35025.44746
133697.1846,23691.34318,69899.49449
53726.90231,7651.551608,21523.56014
363123.2866,75289.6769,145361.5195
103298.2308,18409.63147,36303.13085
149523.8292,23863.96281,73481.77479
217816.6276,35240.50518,118098.4564
419152.553,74673.02313,199026.1253
668896.1363,187221.1794,512068.7237
138546.4275,23212.90815,75716.15583
837591.9914,199680.5336,672245.4971
267712.4077,44886.29489,128874.2723
132647.1555,19541.52116,70780.79489
2982.162055,231.8387671,1118.923012
13707.84531,1431.073826,5641.419995
8231.975395,863.4180333,4453.032404
17566.29188,2262.083704,13927.74191
27307.89404,3606.123821,10773.32601
24862.02129,3474.769282,6314.540781
47121.39505,8148.806979,18287.35285
19291.10307,2525.30818,8992.675737
110264.4708,21929.22708,82290.35494
44874.65511,6115.573487,16505.27164
26174.51512,3176.378808,14586.18249
48966.51233,6968.57167,22128.63376
487309.888,109295.345,240350.9693
56492.91587,8267.182798,40732.28851
75292.47023,10600.01823,39797.31404
73012.9911,11854.18797,25216.0787
94724.65401,13812.74164,45698.33101
98940.76553,14669.12561,48231.42348
339249.9655,67379.64933,205315.3129
297598.8312,56856.80982,123621.8336
431119.7753,84692.95654,189155.8046
664770.9446,186007.549,308784.6806
338611.2693,61899.30367,170470.0879
398677.8938,75056.27231,177198.7028
255918.2589,39389.44527,149438.5585
643720.9769,145532.1132,372270.9703
585175.2603,122395.1666,287753.2279
10628.36071,1027.32714,4257.954463
7018.744527,595.5649169,3682.687329
23236.04591,2725.493109,8703.066327
18548.08994,2238.421602,8046.041313
15474.77365,1766.800792,5242.506781
52294.56931,11935.29687,20807.41189
37839.4424,4845.290733,24454.13247
20288.01743,2788.624063,6385.208919
33583.37774,4386.841204,17818.59415
79450.94017,13955.07422,34988.49681
45310.09508,7177.064989,16763.17168
97597.25584,16820.27339,33737.41586
102512.3373,20933.13392,46993.81139
125288.5415,20653.10397,62587.3275
306455.3192,55177.20349,144950.8484
112009.2248,16102.65109,61916.91743
187337.5044,29731.49229,106158.0853
109153.0273,16040.55516,46441.80828
358423.6346,62998.2465,202454.2439
604859.4878,157099.1888,224337.1198
349121.0536,57658.17729,205944.5728
871123.4497,207332.0688,523391.926
229506.9904,35960.49951,112351.1947
348474.5042,60482.51841,166203.4023
821387.4112,188778.2028,514333.0442
14140.1399,1586.338907,5688.676181
15888.99487,1844.69021,8056.500369
45818.45105,7260.386458,22418.90251
70014.63524,10712.14669,45351.81259
141714.2215,26416.98794,44458.96797
213246.0367,42962.81915,83836.61012
48490.01684,6289.699963,19048.43125
67588.27278,8660.5654,26627.38635
39888.75517,5302.548695,21294.0584
148311.3139,22461.2552,72636.59042
634676.4591,138916.1711,371736.3274
476977.9888,109953.3484,266682.8454
287557.0859,47722.54639,129628.177
184777.6897,28121.83058,75224.69302
303912.0851,52811.02823,167763.8185
338313.1892,58926.05078,162192.3515
381194.3486,78621.05437,187588.436
530144.3086,111258.4917,250436.1536
1073259.992,237653.4615,620137.3931
315474.2207,52634.10331,194845.9232
1933992.574,513894.4401,1254917.423
615611.7587,115981.7695,307813.2337
931454.2136,184444.9793,533765.9041
227096.3029,43618.79064,130302.8873
74150.63061,10208.70405,31491.29044
72185.25565,10450.09302,38039.96494
593513.0033,155897.4481,345207.081
125292.4832,22846.45037,77653.89298
429796.6217,105096.8121,373109.516
131249.1182,18290.97115,71758.20779
142259.5743,22444.43939,77668.75204
348979.3331,71701.152,182057.7896
834003.0371,180930.2627,500375.3854
438226.9856,83612.2557,298578.0779
700776.0018,148682.7546,382725.2825
387447.5188,77211.43294,192710.0021
1383854.827,310870.2785,675861.6192
1101484.434,265995.9482,588554.9489
537727.383,108156.4926,294590.2447
1158064.237,277200.0009,622986.1553
1215237.522,269850.4669,683230.4727
1708538.143,376283.0609,981677.4952
1178176.814,263779.2143,596280.1325
267438.9568,57769.50381,207956.0375
205030.8317,42230.05829,183095.1205
184204.1471,29336.79869,81726.68254
257431.9644,43839.2998,131927.4465
372623.259,65298.2498,217105.7475
547296.4691,108435.6608,353422.239
321625.0136,55625.24118,181770.6549
911361.5104,207164.4494,414129.4015
371473.2927,62096.18437,176560.2726
951522.1035,217742.1469,487014.1232
1391953.453,338419.5436,828016.1603
771724.327,155174.6866,449248.5603
1145206.434,277025.9638,684881.2589
2611179.613,734347.3658,1939638.237
2102326.859,517980.1327,1237288.47
791175.1352,158820.5352,491574.3324
1293700.62,281335.8239,652894.5778
3380458.548,1044417.216,1903726.711
851718.8354,198342.028,471534.3507
1600296.294,452956.9804,1316340.568
974715.643,216058.4205,445856.4032
1290764.585,281047.1246,804695.3538
1146101.411,227747.5757,625542.1771
1575731.028,365734.5047,1057019.151
2679617.212,664066.0851,1584012.954
3016153.46,736276.0446,1837337.184
2615744.281,698686.7084,1229838.693
1287766.908,272926.4269,600916.2191
1436538.711,315794.5247,755351.1139
1939549.66,438286.2964,1203074.585
794991.8868,146155.719,384026.4789
1692479.113,400850.6774,882043.6532
3421223.985,1021228.603,1783906.046
3260152.347,948782.4118,1744473.57
2325280.306,547958.7359,1241552.776
2970041.954,901522.5804,1339456.121
2831164.968,793473.5034,1477749.532
1436392.874,310774.8801,672488.3778
2702945.147,634846.4919,1502478.505
3887817.473,1042974.697,2595589.976
1266238.375,259620.8716,659155.2302
1312116.513,278055.7956,752259.8251
2208034.519,523319.1245,1169818.942
5965289.477,1726861.405,3795223.341
6345509.362,1986638.815,3880503.421
5679580.57,1529805.682,3431740.494
11024446.55,3620575.804,6565712.744
2857.442732,235.9590387,1104.934662
7192.016348,712.379737,1625.062241
2040.634047,177.0610957,1237.592339
942.0692212,71.25486221,443.0138669
2195.335958,164.058685,819.9732728
4680.989927,529.833349,2200.839504
4859.235932,445.6444706,1450.70538
4241.949223,423.4572527,1532.045567
1256.205019,94.97410996,626.0148147
6455.288639,666.1608432,3533.49311
2021.590449,164.5244818,768.0111311
10754.36466,1158.561297,4229.495606
12297.60865,1282.817352,5891.189263
4993.900421,558.1998144,2557.821522
1315.66399,101.1618699,347.3950806
8830.133298,933.0456474,3413.62864
17465.34168,2295.081172,6004.35344
4523.169407,430.3221358,2139.225607
13792.15066,1605.384101,3833.856612
30577.48653,4634.953052,12321.12968
21953.04338,3559.247581,8625.774515
38536.93315,6140.941282,33721.02373
9001.407236,962.7018173,2718.008623
73929.87268,12260.4525,36810.73624
16809.55011,2203.317637,8597.07597
14176.80959,1580.623182,6004.785312
46188.15832,7149.347395,17833.24691
110850.5381,19546.2957,60348.86569
37759.85254,6033.636736,8922.127209
5862.1223,528.1117577,2301.366695
22128.90488,2572.172546,11475.29925
77186.192,11516.80834,47497.07684
35676.62744,4548.395917,19210.75524
40818.16338,5784.797577,20542.61606
79469.94617,10834.50007,35395.27256
126572.0142,17880.7761,66729.62378
1871.611759,161.3610008,344.0987448
1169.956419,114.115542,718.4167693
7897.371522,1233.362727,12316.00358
1756.492759,151.0796633,632.4436281
1487.939302,109.93693,508.6587014
5567.07601,677.427834,3032.711703
3364.70137,408.8970652,747.6137419
9356.341944,1207.109205,2283.171467
4301.956208,676.2515542,1509.222446
8937.198769,1131.328693,2945.914552
1757.788951,132.4339081,350.5838373
4632.921971,583.7532265,2350.667584
6025.191889,859.7958984,2212.506884
28791.50227,4548.692869,8371.928506
85929.7257,15763.46049,38293.1564
17758.62457,3101.662474,7506.992577
17435.07963,2192.37539,4378.445535
34442.58661,6501.784389,28398.49963
12106.32727,2073.317698,12233.12572
763.3406915,48.04033812,176.9191954
31686.55773,5250.871316,12368.7269
2047.843518,179.5320563,966.3363662
6250.568312,805.4279282,764.4861147
716.1167185,62.39506851,576.6081677
2498.364729,212.2915614,1095.191316
14820.63367,1836.292712,4028.50544
7316.82458,821.640739,2609.725889
3230.921756,412.1500041,1108.765448
1197.883516,81.51090757,396.5190889
3123.023592,281.1065895,1360.050883
8318.412908,885.8244967,5671.163067
14601.77878,1613.499458,5103.733967
10171.10192,1253.328852,5733.538227
4666.8302,582.6936955,2465.948274
6870.697785,853.3515136,4733.108854
22824.07768,3222.974869,12300.77173
8448.684792,952.8324833,2257.234766
12267.44631,1280.812175,4807.599318
40952.1954,5762.288387,17924.94265
13331.20208,1482.048776,8168.766291
3006.62461,263.8930483,1693.619026
4291.269176,369.6593896,1293.02976
20068.57056,2458.632964,12458.24702
40303.89376,5731.100748,19146.7573
28659.14795,3238.810789,11433.28892
65180.45289,11284.2514,34032.27757
69718.16781,9917.640253,29740.54836
142564.6367,27523.29737,103405.2484
2855733.649,865671.5465,1638849.856
1495029.294,303710.0635,665068.1978
4541281.517,1316600.036,2206497.559
2785693.377,648049.6956,1603585.794
3896910.423,1031732.629,2368955.223
3248647.047,717409.9296,1514915.535
4629301.775,1228148.185,2250103.865
832035.5815,182634.5226,451207.4964
1381590.596,310279.151,579730.8758
5037618.73,1474576.087,2903346.556
3347175.446,789845.0082,1791577.971
2830001.739,649923.8508,1469657.784
11547643.07,3422944.702,7239738.566
9685280.726,3074265.303,5814940.089
20135567.06,7025456.145,12617666.21
80.94763018,4.346296568,18.95226622
371.1527509,26.81872119,395.5315154
123.6660486,7.431720563,18.81799336
732.3293264,57.0951861,495.1151492
361.1070829,26.04680287,104.5216485
9392.892169,1382.142878,2564.404112
601.6943123,58.1287876,164.1578272
1621.716395,191.5214868,1524.637427
810.4019469,46.92835923,282.1544563
6070.191667,680.2137613,1320.810971
1948.85482,179.3721815,378.3997688
9125.183723,1026.744229,4526.15054
7911.079691,922.4546589,3254.802413
1179.554235,85.62720325,283.8426254
11921.16018,1404.189999,5386.264792
74.93943567,10.13569149,31.36126178
1636.25198,199.4234218,202.5038406
517.6940016,38.20493371,202.4709429
526.5233493,39.32497836,225.4248591
9203.170198,1361.432125,2293.268399
600.6600316,58.31715802,228.7909234
1668.954829,226.9070287,755.1814099
5270.516155,630.7615262,784.2160782
2809.64694,364.097384,725.9876239
7453.818581,946.7121509,3648.628251
3407.852432,357.0395314,671.6693351
3542.996661,424.6191263,756.9204462
7476.51074,945.3502919,1444.440419
247.2900215,22.0612628,46.7793675
1539.879005,176.0809558,730.4267348
1525.473441,118.4746099,451.0211886
6442.986724,826.8068722,1387.856976
566.6195644,45.66901183,206.0053581
4165.908217,495.4963957,1699.379929
4355.401528,751.6855878,1695.655939
2416.96565,222.695131,885.305629
5224.787518,534.9176718,1442.621733
5900.845128,582.6596563,2200.015783
25205.87804,3712.649503,8355.381921
11507.36909,1302.237078,3651.900623
2583.200818,235.2176913,1161.802529
1195.396757,124.0756368,197.8401191
3219.458919,295.1423914,1322.512252
3608.850163,410.9890281,1119.7789
4492.130794,432.6560298,2261.038364
17771.59371,2417.090288,6012.837254
14220.64631,1809.389627,10221.60725
6843.624247,693.7726129,3154.663811
94905.76707,19155.54852,56006.92978
13080.43937,1737.628488,4695.270705
6842.52075,755.4387354,3530.759057
10592.20867,1828.83397,2476.20949
1921.811496,204.3470709,713.8308517
8851.429348,938.1147823,2808.417993
5207.580509,521.0562203,2612.832693
8311.656894,847.4471431,3880.039712
8444.109675,1009.43093,3466.43759
68092.07946,14358.01686,34262.82494
8984.411568,948.8855578,2768.64988
23138.94427,3244.138294,6843.657012
7497.916579,727.4751987,2172.518991
18826.96602,2747.99233,6486.493023
21060.96931,2578.888082,8823.795309
65282.85035,11505.03936,36987.62543
47451.02047,7735.668821,34077.37566
74222.25857,11213.36263,51600.84592
99015.43711,18153.76677,54966.95196
85727.25123,13898.21062,44713.303
41425.38116,6000.737971,16207.4151
36034.87557,6126.60093,13178.1889
160443.4379,47460.08449,73904.08538
76828.43316,12725.7204,23996.8313
50187.57773,7052.474755,29293.72172
107940.0637,19122.0953,37482.71529
294310.6774,55306.49257,139033.0499
848439.4418,179458.4966,386472.0737
1758434.07,473754.6259,1271027.403
2394131.397,619447.1389,1658466.379
660630.0797,146024.0361,322366.6803
1925342.656,493671.1471,984419.6065
1957264.939,503580.4548,965105.9411
3573995.074,970706.6454,2213120.195
2748516.565,680851.4757,1461279.799
1191336.031,255434.2719,638226.7038
1421911.235,291891.1884,739359.5335
2006658.639,495261.8284,1063202.51
1910411.839,475995.0441,1247055.829
1689518.316,457421.6431,672134.5009
6804795.579,2355660.655,5505869.696
3002415.734,728089.1293,1881649.848
1867251.419,440381.4555,912486.0043
1661809.64,387917.2864,696635.9999
2642724.513,697293.3797,1347923.358
3276461.714,827795.1638,1694904.838
3599889.645,1002661.787,1781764.138
1758612.766,490528.4309,918042.857
4861891.987,1377035.535,2816903.594
1609941,376718.7563,916575.6024
1407260.308,286180.2067,672010.0406
2111350.635,481255.8313,1203117.93
4138513.991,1058638.984,2453384.859
3591320.862,907740.8966,1876075.748
4057918.709,1105125.25,2223222.465
1134622.231,226973.3681,551574.5154
1560509.724,322101.2865,724073.9724
4011039.547,1096905.78,1972096.283
3463090.695,898699.8701,2147257.724
3650717.688,925694.0859,1592608.953
1999204.824,482892.9153,1271859.06
5130273.405,1595895.289,3433153.295
4262422.781,1156126.412,2606711.386
3091651.243,717552.7498,1730122.04
6239927.857,1798290.567,2587621.062
2830532.546,688758.1119,1330461.53
3056581.989,721902.6269,1631944.017
1833856.632,416649.602,854090.1153
3046726.772,750794.9328,1582932.647
4927693.104,1388460.431,2102999.305
2548501.975,592856.0078,1279540.584
2979631.53,689006.3398,1416716.274
3273837.225,816971.4313,1801454.91
2786018.07,630025.5154,1535058.517
4062343.863,997824.9882,1982217.667
6547540.917,1888544.228,3771555.879
5830948.819,1521725.918,3362048.773
8427675.142,2426948.01,4773317.123
4377018.421,1101759.419,2326091.786
6669546.421,1834118.228,3944740.979
3819602.337,1028415.641,2144505.937
7444987.732,2144831.814,4278197.228
3633778.97,874108.3882,2059671.788
8527320.972,2218443.204,4476267.227
5544603.714,1664894.299,3230431.873
15595619.27,5785713.452,11366914.48
4285405.574,1013754.838,2442428.75
5052089.419,1293253.46,3020002.107
9088309.788,2725920.546,5596676.479
8796473.689,2398289.839,5041938.888
10062575.22,2855965.871,5470747.99
5582160.007,1430419.34,2747875.022
8314042.204,2165576.824,4484644.148
8663376.051,2562154.037,5255298.169
10427184.35,3101427.716,5751956.211
5616113.615,1504155.311,3504048.789
12623513.76,4416595.822,8773078.754
22895235.85,7057097.581,14346178.84
14727578.09,4416904.031,9875643.359
7364854.58,2057799.632,4577817.208
6276068.838,1535055.875,3516542.608
7390564.485,1869386,4490685.335
13810453.19,3872359.53,7897745.578
12946659.28,3627536.75,8237570.844
44927490.09,17579347.32,28556193.85
32996746.01,10871926.01,20164362.41
2108388.407,472054.9274,1023026.494
2485714.138,566924.9727,1368788.593
5505913.486,1651326.868,3744113.24
2855489.469,698889.9899,1712208.085
3212049.913,803280.6621,1563757.335
4284447.761,1133389.185,2809060.785
2429692.72,523397.5324,1367061.68
3902397.847,957001.073,2111825.141
3137832.213,703246.2214,1631853.47
5738603.992,1660983.248,3678534.805
5779626.693,1632760.381,3315778.412
3703631.205,836416.834,2098955.34
3331440.603,765821.8025,1698580.8
3910388.374,1018330.297,2172023.621
9735053.554,3672476.289,6949319.928
4542163.298,1200608.279,2532773.723
18406360.85,6990645.308,13490141.17
5266694.774,1356668.077,2880135.209
15746947.82,5071392.945,9901557.15
5468030.183,1442684.804,3036859.237
12464330.96,4127687.646,7783518.779
9522473.589,2686557.403,5210418.609
8635614.577,2393669.497,5620980.606
5887090.61,1502391.4,3246144.841
4083507.801,1082233.197,2304567.6
5073263.587,1305839.108,2742823.918
4089807.203,1152747.757,2374660.032
4103091.495,1099552.17,1960077.773
5911625.539,1656179.251,3169576.157
4259671.672,1048951.607,2596265.848
7698445.027,2316357.218,4607657.171
4197096.473,1138046.635,2654311.86
7092095.753,2034003.501,4470594.902
6564580.374,2079496.885,3460126.434
3454496.401,810887.2136,1643495.89
6469453.617,1676497.182,3712920.201
7541564.169,2015082.708,4113719.316
6750400.841,1830067.61,4049549.5
17341010.64,6622152.983,11713564.07
8990358.571,2546545.818,5670824.344
9639779.351,2616928.563,5795510.139
6164117.415,1578628.742,3624966.971
11493651.39,3247952.602,6516532.773
6586803.627,1758359.7,3987899.551
10459001.44,3116186.959,7551975.333
8682620.108,2389521.712,5785631.086
2475260.619,602728.4234,1181399.639
7380893.337,2276132.589,4572784.309
3561410.734,866310.6261,2085696.716
6469584.184,1683821.483,3657294.04
6143047.774,1746688.788,3536072.496
5394198.792,1381332.504,3638500.961
3339150.395,769758.0987,1676518.178
7863139.868,2371889.419,4693800.543
13225823.66,4279457.027,7913468.774
7699667.079,2156723.257,4366988.029
5466204.601,1491656.379,3117133.869
5252921.693,1305559.303,2851904.356
16782995.47,5009480.24,10691777.75
7084508.144,1878657.357,4216250.164
15306941.58,4700038.323,10299506.08
17372324.43,5447046.109,10577437.48
12364837.68,3588724.266,7959970.724
10055742.55,2949958.534,6009425.981
9854160.797,2914718.383,7114108.683
19174391.83,7465350.811,13165524.81
20085580.46,7481679.767,14831438.88
6416792.682,1643997.341,3458900.541
5303371.493,1306281.696,3160158.726
12938455.49,4444153.984,8802653.095
6128390.378,1629843.949,3723055.888
5641134.431,1393560.261,3186171.454
6299021.945,1618368.312,3025276.905
16599428.79,4982609.372,9843051.745
11781266.84,3197400.914,6572110.428
23373766.91,8614188.799,15571827.47
10763240.74,2941037.392,6885545.189
11088879.74,3126895.811,6899616.786
19487979.8,6605911.107,12607890.26
16876254.97,5256229.357,10519941.81
11106004.22,3113674.309,6412959.066
9616668.93,2723226.527,6021593.395
24616055.53,9541694.268,15846176.98
14966789.33,4291366.611,8750184.435
9384802.748,2590469.469,5367692.098
11175276.87,3176931.258,6397165.498
8770711.107,2379751.397,4845876.307
16672912.89,5796239.482,11039340.66
7723918.837,2164248.853,4653757.551
7704787.525,2031527.144,4096376.658
20314489.6,6684019.403,13222337.62
11456474.99,3166286.235,7069095.603
13093594.54,3903357.753,8794945.118
7833707.2,2048014.466,4098525.414
16436071.07,4910099.479,9637337.272
28111645.17,10334449.58,18602643.67
27074547.67,9609064.258,18270360.26
15033245.31,4500723.785,9287241.655
24328629.2,8167725.542,14664627.4
20722802.4,6474129.472,12558315.58
29207735.99,9777288.87,17715486.78
25712163.27,8316553.623,15744552.45
15858494.66,4707281.588,10395526.22
19396540.04,6640589.803,11757037.14
13159389.67,3923082.653,8349541.378
15341942.22,4643756.11,9435561.401
22126674.7,8125344.82,14374695.21
27073739.31,9677513.189,17143537.8
26996402.23,8903020.673,17635746.45
12842479.75,3654234.307,7485574.157
26918354.85,9323781.827,18448706.95
24309710.31,8070433.631,15320081.21
17640522.96,5171610.852,10699285.25
24517673.21,8335077.678,16417316.51
17046556.61,4885288.786,10084585.65
24022519.38,7504717.463,14871317.25
16584922,4988314.491,9786209.008
17482704.88,5308383.04,10937381.74
28780986.28,8537525.068,18550149.92
51694581.4,19689346.62,34167690.92
31336019.76,11416851.97,21376560.11
18532654.79,5678880.047,11094647.27
24598892.77,8014908.329,14956460.5
75658808.1,34345892.17,52214688.04
31941944.44,10931346.57,21494011.94
21709103.66,7065863.182,13043407.75
33452596.83,11490710.64,22927224.37
22632383.31,7040943.826,14960188.32
34113399.05,11377748.61,20616288.86
43745932.7,15220010.92,30042830.24
32007683.11,10968821.01,21389025.13
26052837.01,7495893.778,16216205.32
28157812.2,9074804.692,16855536.14
24247375.62,7976313.815,14162263.21
24667670.26,7521812.068,16096932.32
60015124.67,22583964.79,36851441.63
52209001.9,19750528.22,36181286.88
27669125.87,9326104.727,18072027.8
50443362.32,18020674.45,33540933.22
60655079.07,21729650.74,40001253.35
41639857.99,14234744.05,26801764.45
32892138.17,11101115.43,21020833.44
62485708.76,22899783.75,41332602.43
48880487.16,17155362.98,33302997.14
58710871.64,21162130.69,36031943.25
32287420.09,12856013.49,23053654.82
66294563.22,25489054.27,44046686.21
44740462.31,15813417.71,29522415.39
33097647.21,10528283.26,22659550.39
75841789.11,29887662.04,53352810.74
118545441.8,47976539.22,82448105.42
88162194.91,35105057.62,58768119.84
869562.7877,174347.3698,639592.6686
766105.9493,162746.6914,488373.3667
2226260.174,588371.8694,1262258.565
361556.2026,70301.25561,244676.4151
591361.0214,121268.0603,350160.6098
564761.3184,106615.3184,348177.0576
1385878.157,383919.3737,1046362.935
1403356.654,324310.9245,950083.1257
2169510.485,703641.0419,1273564.8
1221166.525,266314.1288,705394.4013
3020516.823,711252.493,1837255.19
774120.2941,166213.2318,408973.7796
664074.7263,125071.9009,409299.4994
520244.7551,101253.9209,233160.9771
774975.2339,160322.3856,368808.5027
1019102.029,210125.7817,613795.4691
2706070.141,787167.0054,2010247.864
472284.0492,93951.2645,354182.2498
439711.1336,75398.8767,230251.0329
1722603.124,405625.1567,863075.7328
1030737.895,216155.2525,675786.9311
1491378.502,319785.3784,689131.549
681892.8477,120526.3496,352519.2245
9146827.421,3403504.575,6260239.009
5824929.568,1723641.784,4321427.577
674359.9453,121879.9962,410853.5862
2269738.523,547573.0072,1453739.895
1594336.198,369994.516,1178913.759
1233387.478,254659.232,750963.829
1559916.955,332546.2105,1030745.367
5343251.148,1569727.806,3684429.345
1428634.328,372471.9296,1100789.963
2054320.85,471659.8262,1044699.507
2297498.053,511565.878,1500536.484
2215155.709,542966.7084,1331365.191
2534410.856,572121.3358,1665677.992
1880254.214,366625.4166,1153090.907
4510812.614,1078120.983,3020632.744
11377790.73,3374479.963,7591183.631
28193.78272,3276.701433,10864.56843
46497.98215,6523.795591,22383.29123
91989.9191,15256.23362,68988.51279
52251.3916,7235.951114,20843.39696
151996.2218,25835.73019,76470.9297
110425.5479,16738.07134,46243.74312
83456.71321,11353.48343,47135.65567
62333.6,7979.791233,30622.01372
202386.7069,32276.34539,141994.2131
285578.8861,47450.0555,171664.6125
46023.24389,6035.324654,29902.55752
239988.2653,50357.22183,149797.4891
117415.7505,17483.23488,70503.54598
101641.5802,13272.14289,52167.86899
861340.1506,187678.934,533392.4381
495803.6651,106334.8973,249084.4885
490368.5146,88693.10968,279848.8448
522777.7049,102753.1488,348812.3769
4107954000,2691524852,3472650708
3954574698,2570070793,3345452808
3127499662,1942810180,2608312601
3941115629,2569951475,3338181957
3675718962,2320812180,3082601694
3694118342,2329918698,3043376571
4056508666,2625083066,3416109063
4039128083,2612523874,3409030123
4089073742,2633245753,3411370681
4174541862,2710095121,3507851289
4326110442,2881145004,3674929979
3261978029,2050732380,2695700488
2432617761,1486667081,1995027921
2176911965,1288967608,1753995723
4466074876,2947848346,3770305183
3906364300,2539880193,3259615642
2573087486,1577025671,2071778868
3999779407,2592957448,3351157203
4803408432,3213036356,4047868973
4523280246,2953236396,3828538490
4097807434,2685265497,3450779814
4392372097,2894137047,3736785831
4635798304,3102881626,3953253629
4419089784,2897657874,3730827481
4854975727,3273011070,4122917575
5113823439,3468907239,4377041674
4640005880,3088153930,3903241837
5047094055,3408831689,4301382467
43752793.92,14144448.72,30380347.23
59524292.76,21968426.68,42288623.61
96743103.28,35904934.85,69375047.75
113646852,44577448.24,82848343.3
119657938.8,45412698.06,80200561.35
133907732.7,51650676.71,97617987.98
184406365.4,81458188.96,135602073.4
161440337.3,62153872.91,116545465.3
196830923.4,84685272.55,146615411.5
202295064.5,81647637.82,141826466.6
104012288.4,42192143.61,75262678.64
129522322,46744028.09,93553580.29
143367469.4,55624158.01,99454592.62
163725115.7,72484290.72,116035070.4
177844159.7,70400230.51,124849613.3
209338782.8,85620846.76,154582888.5
232398521.1,99701950.21,161462433.3
279649597.5,119822130.5,205182898.6
1001611545,533345426.7,787065913.5
1286087818,720704808,1032197486
1496260534,843036082.7,1213178668
1743952298,1001259831,1418285515
2821152384,1732734065,2393051709
3638546361,2341675720,3131321703
4128356787,2677412217,3536804485
5033421556,3450584254,4418813478
5881224023,4064309068,5142794820
1257495965,688139491.6,1006566530
1688250232,969062968.1,1377765659
2442477855,1500844111,2032784075
2647228709,1606904751,2203376751
3507986587,2187297919,2945427665
4136291793,2719780549,3569057085
4958736287,3341329967,4281738195
1813257422,1021553796,1449200395
2574443434,1551405016,2136561430
3140592033,1966999886,2633658420
4185509527,2773014041,3655506828
4861080404,3272460417,4246273060
5720171155,3925895600,4976214944
2931379275,1798495629,2447910984
4102498560,2699703527,3551505271
4655292888,3106043287,4041077471
5170971407,3496832644,4493690749
4607742718,3048977656,3994731485
5065240305,3437915395,4422151393
6448448695,4592484172,5737677154
5811020101,3996143111,5062152448
6033667079,4279017416,5317500866
5698894477,3959276863,4953076908
6115893538,4310973521,5362546754
6420587310,4559754960,5696718596
6770042721,4776625984,5961982362
5717548610,3941391726,4983681026
6233446642,4449107413,5529467718
6664092360,4747488646,5858014708
854059282,448784212.8,656959737.6
1090384731,580274066.3,837849990.2
1363879333,753893907.7,1091494686
1731491079,963850855.3,1368594318
2447577930,1468722233,2015862594
3107284093,1968916700,2642384006
4194848522,2764548392,3619745586
5489701705,3768263146,4813869195
6159487063,4351328356,5443456540
1148008555,624497078.5,918818334.1
1874881845,1112525092,1566929248
1985423363,1142209507,1610925643
2793162912,1763665405,2369943237
3363957627,2087851035,2837408988
4807234632,3291608045,4227510348
4787470819,3189475204,4167268292
6058547584,4271579457,5326691216
1543667471,849341021.7,1226795438
2397743261,1431122661,1991188501
2918848468,1785375775,2445444727
4330315600,2845881923,3739773871
5181588818,3553029499,4512412695
5045946113,3431446337,4358510487
2871845568,1784629931,2420454245
4017722089,2634763725,3448289722
4778170861,3223067304,4180281015
5581045961,3819530215,4852850381
5821187587,4131852097,5138846384
4366380870,2895004015,3793360335
5004867082,3370221132,4357049312
5885787814,4130377971,5187474363
6335454441,4524382644,5600119495
6260462625,4401508082,5487762327
6217149872,4426923865,5526277167
6128279036,4266905671,5377562446
6237759876,4391347749,5461132818
6028993218,4155070632,5248646411
5924869600,4173751992,5201868316
6466674260,4603336637,5710130323
6455650884,4551828068,5671862084
264537081.1,120166579.1,191670546.5
219783059.6,93624423.49,146041791.3
166248962.9,68268032.92,115661284.5
111466055.2,44628911.2,72828229.13
127149961.9,53723452.33,89691884.83
89208873.12,35952707.33,62147537.18
201285881.6,84323652.8,140125816.8
193857461.6,79773294.56,137899500.2
148669799.7,60515833.64,98645310.61
119733067.8,50879967.84,83624928.73
218802987.8,92091302.75,155967672.3
251926618.1,109377093.7,172863348.6
326884545.4,147300556.8,241141935.4
418884899.6,216336596.6,320934409.1
241713740.6,109467148.5,165944470.8
253220695.9,112390628.5,184103827
343739492.5,156589113.5,248878677.6
460057733.4,221363294,338939062.4
529000970,260338415.2,397748769
461866347.1,214061619.1,341547151.6
474223875.4,219385912.3,335685619.1
516769474.5,236971861.9,370337650.8
1831252.287,473891.2455,1226647.618
1007963.301,222060.308,473980.8119
2193763.81,658032.3539,1229656.947
4512957.372,1286174.28,2555517.934
3654189.625,1030286.665,2471323.127
3622795.401,874543.0207,1880461.005
4894334.214,1413811.021,2516087.644
5997673.731,1663529.485,3816762.857
11730733,3834534.891,7608874.753
16033449.85,5189714.422,9313175.447
10306379.69,3068328.723,6036057.918
18354223.94,5919049.171,11500244.16
49428439.63,20122927.23,33239653.55
31676778.38,10440084.85,20018466.99
40142917.79,14369998.29,23623659.99
47141424.24,18372834.74,28279070.38
60960303.12,21790644.23,38347105.28
78870775.08,30433559.84,50790455.26
108958374.7,40748608.89,71326256.68
105227416.1,40549834.84,70420470.29
246308985.7,111646174.8,172604724.9
198620230.8,85665112.96,138595928
378050399.9,172720353.8,275558148.1
439784774.6,209869528.1,315176718.1
