Lat,Long,Existing,Ordinance ,Algorithm
33.82045,-118.30778,1006262.281,796736.2669,1021479.286
34.03196,-118.3078,343146.2144,238619.109,211770.7908
33.99533,-118.3078,280386.2275,162628.9153,270865.3682
33.82208,-118.3078,216167.9588,115861.0313,209213.9515
34.06618,-118.30784,1120820.563,827850.6172,835055.8479
33.79076,-118.30784,1033651.982,821877.4079,1048984.453
33.79506,-118.30785,433806.0851,268292.8157,428577.466
34.07196,-118.3079,418006.5947,307930.3197,305364.6537
34.07174,-118.3079,737115.5694,475422.831,743945.815
34.07514,-118.30792,817774.8722,597094.5477,811522.4695
34.0409,-118.30792,1485178.204,1271054.415,1499366.559
34.10452,-118.30794,1833659.622,1636829.908,1846203.014
34.10385,-118.30794,3526855.279,3078682.084,3502403.871
34.07227,-118.30794,738626.4402,476897.1153,745451.9688
34.07205,-118.30794,804993.4934,584925.6115,798736.5418
34.07179,-118.30794,689301.1544,552368.7109,615067.1544
34.00352,-118.30796,294326.2173,173419.9424,284642.0529
33.84417,-118.30796,409311.9583,281568.9532,322889.4406
33.81568,-118.30799,2658494.956,1940842.756,2611562.813
33.73645,-118.30801,337942.5933,234810.4947,273084.1708
34.05109,-118.30803,1740376.987,1437717.368,1668866.467
33.98997,-118.30811,467212.6431,344332.1587,398739.2278
33.84408,-118.30811,961330.8328,766985.3492,974938.3999
34.08683,-118.30813,851757.7972,678742.4057,752969.6075
34.10082,-118.30814,936929.8865,783837.7074,794391.8815
34.0902,-118.30814,1711459.237,1505522.502,1724771.981
34.06718,-118.30814,1405635.536,1255916.826,1277133.766
34.10452,-118.30815,1829452.842,1619408.227,1824252.66
34.05725,-118.30817,1517746.387,1220951.118,1523028.003
34.03426,-118.30818,661840.4952,454521.4767,643193.0987
33.84383,-118.30818,958569.0785,753313.2498,973557.8703
34.08787,-118.30819,1717286.801,1498585.16,1711803.207
34.07253,-118.30819,691863.9155,554919.5583,617647.2285
34.05707,-118.30819,862321.3709,577832.7694,839316.5636
34.05943,-118.3082,749511.4815,533115.9528,730481.8311
34.03541,-118.3082,664734.1016,457052.7243,646068.0957
34.0517,-118.30822,3276243.141,2704905.873,3242898.509
34.06507,-118.30823,796233.7245,624440.5667,671731.5512
33.84057,-118.30823,964757.9641,758922.5089,979778.3324
34.06799,-118.30824,403885.3829,266403.6375,381343.0736
34.05866,-118.30824,1367538.862,1213216.68,1234958.149
33.82942,-118.30824,993733.029,796659.4744,1007483.159
34.06443,-118.30825,1276524.536,705046.5778,1049797.493
33.82992,-118.30825,987875.7224,779942.4741,1003008.853
34.07686,-118.30828,1714350.377,1495463.249,1708860.361
34.07354,-118.30829,1858076.172,1579548.701,1837198.613
34.07327,-118.30829,414889.8319,276580.939,404653.0022
34.07298,-118.30829,1691616.304,1484523.218,1705033.875
34.07161,-118.30829,1423340.456,1275965.914,1273222.57
34.08098,-118.3083,2211425.759,1688250.279,2006831.102
34.07486,-118.3083,423755.9085,313499.8382,310921.3572
34.07917,-118.30831,760350.4268,498363.0007,767100.9591
34.07904,-118.30832,432554.6405,322094.0131,319497.4557
34.07272,-118.30832,807563.1237,587365.0085,801306.8776
34.10018,-118.30834,1757488.928,1554575.619,1770537.12
34.09371,-118.30835,618681.7585,260525.7573,418032.688
34.10452,-118.30838,920917.8672,748272.837,822991.8054
34.07883,-118.30841,759380.5936,497393.8793,766134.761
33.84409,-118.30844,961330.8328,766985.3492,974938.3999
34.1042,-118.30854,463115.2491,352623.349,366956.0882
34.10417,-118.30856,457239.5795,317288.9903,449007.1301
33.8288,-118.30856,426943.817,295841.35,348950.9758
34.00461,-118.30857,572687.4669,378601.6371,554817.1838
33.82942,-118.30857,989411.6707,781342.803,1004552.005
33.84408,-118.3086,409311.9583,281568.9532,322889.4406
34.03511,-118.30862,1014857.015,710358.6974,717525.4884
33.97295,-118.30863,854627.2668,551149.7735,599353.4888
33.84496,-118.30863,2324166.671,1890137.3,2275826.018
33.98043,-118.30864,275846.784,181187.4118,160043.3819
33.9649,-118.30864,1980092.297,1032237.14,1743696.068
33.95183,-118.30864,461973.9514,242735.7149,468597.9975
34.03535,-118.30865,1458606.61,1244215.041,1472852.669
33.82997,-118.30868,425340.3661,294537.855,347512.5357
33.83679,-118.30869,974022.4851,767333.5861,989089.0242
33.962,-118.3087,409595.1826,116160.7237,240454.9268
33.83618,-118.30871,979881.8309,783950.1945,993572.8014
33.83642,-118.30872,401288.4116,200088.0781,407574.7278
33.83057,-118.30878,216459.6397,134266.7411,162955.0976
34.10452,-118.30884,763445.4243,627642.687,672597.1553
33.8453,-118.30886,955470.9447,750508.1379,970443.7084
33.8423,-118.30887,965977.2157,771228.3466,979606.1223
33.84202,-118.30887,961664.7595,756118.049,976669.4194
33.96524,-118.30899,413249.7595,118058.2528,243440.0805
33.73591,-118.30902,374289.6506,224040.8381,369450.5257
33.96292,-118.30903,1867446.482,1167959.648,1532086.302
33.94201,-118.30903,2514202.545,2087960.399,2467459.809
34.0459,-118.30907,362698.6966,256159.6631,228396.3588
34.01013,-118.30909,1576526.148,1252442.415,1532283.483
33.96314,-118.30917,254050.1852,142864.5475,246552.1017
33.74482,-118.30929,723769.6234,400534.2085,474202.6213
33.98999,-118.3093,274921.7669,158461.173,265470.7359
33.96656,-118.3093,262347.4079,170211.2417,202996.2605
33.96476,-118.3093,412728.6336,117786.5442,243013.5297
33.74633,-118.3093,397100.6292,197253.6394,403359.4775
33.74519,-118.30932,209583.3073,129064.5786,157082.4162
33.744,-118.30932,350557.1345,245115.9476,284348.2525
33.96211,-118.30933,831905.749,530164.5722,593355.1686
33.96196,-118.30933,2598390.567,2177844.948,2552599.264
33.74449,-118.30933,329927.8027,117200.4305,186741.1028
33.7443,-118.30933,409311.9583,281568.9532,322889.4406
33.74415,-118.30933,1728697.444,992199.303,1358816.892
33.96891,-118.30936,851656.3787,509809.1025,568465.0772
34.08187,-118.30939,427823.7184,288750.1968,417617.7807
34.04599,-118.30946,1047666.815,703704.5394,764187.5491
33.73583,-118.30946,334623.7162,232113.2404,270129.9195
34.00383,-118.30959,298942.3618,200386.8436,177977.476
34.07804,-118.30971,755484.5314,493510.95,762253.0308
34.03143,-118.30976,673630.0045,509136.1665,553531.691
34.03196,-118.30978,568553.5492,436125.4325,506974.3207
34.05368,-118.30982,376451.7652,268732.7253,240377.4516
33.9593,-118.30982,250481.4357,140248.8055,243028.7524
34.05785,-118.30984,1580695.596,1355477.024,1574965.385
34.07961,-118.30987,2169504.664,1680699.576,1998007.541
34.09151,-118.30989,1148472.929,860366.9382,953915.9872
34.08278,-118.30991,709538.2665,572609.5304,635494.4362
34.07244,-118.30991,2192216.392,1640001.479,1972749.323
34.0723,-118.30991,412001.3923,273894.0311,401760.0545
34.07217,-118.30991,1209091.954,814834.6014,846660.47
34.05806,-118.30991,1581804.423,1356621.793,1576075.792
34.08263,-118.30992,1722161.354,1503772.153,1716688.532
34.0825,-118.30992,851757.7972,678742.4057,752969.6075
34.08181,-118.30992,832266.2762,610999.1511,826022.1821
34.07175,-118.30992,687244.1368,550323.8384,612997.6548
34.06733,-118.30992,578229.1844,296814.5055,297605.5274
34.07322,-118.30994,1690613.767,1483464.577,1704036.488
34.07391,-118.30995,909166.8054,749114.3551,759996.1453
34.07444,-118.30998,3269669.946,2953218.798,3216187.822
34.06698,-118.30998,1121390.216,828512.2144,835716.952
34.06747,-118.30999,720762.497,459617.7478,727639.6701
34.06648,-118.30999,399611.5255,262494.1316,377072.0259
34.06615,-118.30999,885912.7994,606742.6477,863749.3308
34.06773,-118.31001,407935.1741,298260.7303,268720.3954
34.06501,-118.31001,1634987.622,1425069.868,1648674.271
34.06468,-118.31003,2129286.669,1597020.648,1789877.435
34.07961,-118.31004,833515.8823,612203.545,827272.6617
34.079,-118.31004,3447996.93,2955488.732,3420480.034
34.09249,-118.31007,814595.1962,594058.9528,808341.4185
34.09209,-118.31009,609105.1092,251980.6141,407866.9835
34.10024,-118.31012,1596808.833,1330397.138,1601359.919
34.05538,-118.31012,629432.4966,493780.1989,566911.2635
34.0544,-118.31016,3867969.293,2965288.793,3718735.882
34.08515,-118.31018,702524.1837,565568.7328,628400.5524
34.08873,-118.31019,1691544.735,1471286.365,1686006.541
34.10088,-118.31021,433998.8083,294640.6953,423813.8105
34.07961,-118.31022,922189.7311,765268.9266,776006.5338
34.09208,-118.31023,1118545.128,494726.0234,906849.4261
34.07478,-118.31024,744631.9267,482780.9433,751438.0658
34.09547,-118.31026,427233.579,316886.4059,314300.5564
34.10288,-118.31027,743497.4821,607085.6754,670050.7399
34.10412,-118.31033,801385.2738,540326.2239,807957.1471
34.03102,-118.31033,1435246.423,1220735.504,1449535.509
34.08001,-118.31039,1166334.142,881818.3255,974718.8797
34.08732,-118.3104,1576154.943,1300989.311,1580909.124
34.09252,-118.31041,1695548.333,1475521.838,1690018.38
34.05719,-118.31042,551882.0743,273138.3137,273900.2607
34.04114,-118.31043,700568.5521,533937.7874,579108.1835
34.05481,-118.31044,726249.0083,511875.5511,707284.3097
34.05944,-118.31045,389202.5388,280565.3272,251700.8842
34.05893,-118.31045,642108.62,506026.7129,579505.4317
34.05785,-118.31045,1517746.387,1220951.118,1523028.003
34.05757,-118.31046,1774409.519,1477913.029,1704780.139
34.05463,-118.31046,747299.6281,577670.6461,624001.9254
34.07958,-118.31047,431932.009,321483.0298,318887.6897
34.08786,-118.31048,694926.7415,557972.8379,620733.3139
34.09906,-118.31049,426266.1842,287272.7131,416055.5979
34.08312,-118.31049,753035.88,491078.9387,759813.1651
33.99872,-118.3105,286864.6818,190280.4107,168521.1179
34.08872,-118.31053,1290705.258,737584.7773,1092135.735
34.04156,-118.31053,3035306.811,2669228.296,2971895.73
34.04047,-118.31054,1295176.991,1133678.767,1156190.239
34.07901,-118.31055,830388.7074,609191.1279,824143.3478
34.07203,-118.31055,1681546.159,1473899.595,1695014.825
34.04596,-118.31055,714198.8981,546600.4343,592133.6496
34.08732,-118.31056,1575181.36,1299618.143,1579944.893
34.07323,-118.31057,828265.8058,655605.4077,729461.5567
34.04519,-118.31057,598339.3455,464095.2649,536186.0807
34.04617,-118.31058,600637.2107,466271.9435,538448.6574
34.07447,-118.31059,1575181.36,1299618.143,1579944.893
34.07494,-118.3106,1576640.575,1301673.759,1581390.084
34.07404,-118.3106,1146322.209,857808.0729,951427.2878
34.08986,-118.31063,417685.0596,307619.9088,305054.9826
34.09954,-118.31072,712521.5869,575612.4444,638516.1853
34.08785,-118.31072,741136.1104,479351.3158,747953.6606
34.06685,-118.31072,1279750.745,712243.5483,1055659.344
34.06648,-118.31072,588794.9399,234598.8895,411096.6058
34.06483,-118.31072,1628509.721,1405089.293,1622853.841
34.06451,-118.31072,661555.656,524979.2602,598903.7823
34.06699,-118.31073,891574.4516,727647.8751,699998.1428
34.10474,-118.31074,1821570.556,1623683.036,1834199.741
34.06948,-118.31074,812707.0177,640413.0167,713968.2333
34.06437,-118.31075,1625312.698,1401756.068,1619651.449
34.09289,-118.31078,909907.1343,750026.5829,760900.6098
34.07098,-118.31078,901271.0265,739430.2115,750391.6411
34.06731,-118.31081,802855.4907,630847.1089,678247.3538
34.05944,-118.31083,1594064.366,1382534.339,1607918.083
34.05415,-118.31083,1555049.351,1342309.844,1569041.225
34.05785,-118.31086,761111.2995,590769.6937,637398.7401
34.08823,-118.31087,691863.9155,554919.5583,617647.2285
34.08062,-118.31087,1588533.827,1318540.594,1593167.372
34.05925,-118.31087,767954.567,597289.4262,644058.2262
34.07961,-118.31088,758895.0501,496909.0758,765651.0273
34.05638,-118.31089,382001.5884,273861.9871,245280.3237
34.08264,-118.31091,822840.5646,601942.0671,816590.6853
34.08223,-118.31092,615164.6999,257360.6271,414281.8304
34.0812,-118.31092,1839577.894,1290392.114,1833054.09
34.08291,-118.31093,426603.2978,316271.6445,313687.1088
34.08278,-118.31094,1442199.055,1297469.539,1294765.754
34.06039,-118.31098,1600624.837,1389329.425,1614453.303
34.07189,-118.31099,416074.0282,306066.3134,303505.1305
34.07189,-118.31099,899913.8433,624449.1876,895459.8524
34.07175,-118.31099,1675371.746,1454214.769,1669801.199
34.07161,-118.31099,899153.6383,623476.8328,894693.2226
34.07223,-118.311,735600.8942,473947.2365,742435.8038
34.07321,-118.31103,1852361.46,1572472.113,1831352.801
34.05533,-118.31103,727629.8734,513128.5284,708660.5857
34.09007,-118.31104,601845.1168,245654.2369,400259.4644
34.0892,-118.31104,1423340.456,1275965.914,1273222.57
34.07494,-118.31105,834674.298,661893.3079,735860.6808
34.05507,-118.31105,1078421.2,737498.0293,798183.8562
34.10053,-118.3111,1227837.549,846885.5712,878279.0144
34.09905,-118.31111,1724146.257,1518994.958,1737389.079
34.10351,-118.31112,1315455.831,800782.8659,1140515.892
33.99294,-118.31114,444413.7327,135008.2227,264243.6449
34.10329,-118.31115,1490114.858,1352824.344,1350235.112
34.10274,-118.31115,1783321.368,1582317.794,1796207.829
34.04499,-118.31116,2120436.716,1479277.168,1814624.913
34.04458,-118.31118,359838.7662,253569.6146,225934.8413
34.10466,-118.31119,1819829.093,1621792.106,1832470.458
34.08694,-118.3112,1428894.885,1282283.325,1279551.321
34.08781,-118.31121,418648.9933,308550.8315,305983.6947
34.06681,-118.31122,399281.2573,262193.0149,376742.1487
34.06665,-118.31122,777612.4151,559152.496,758539.3081
34.06648,-118.31122,1122517.434,787793.8973,848456.3696
34.06443,-118.31122,768324.5819,550500.87,749261.6021
34.04596,-118.31122,524785.5837,250100.2541,250829.9873
34.09249,-118.31126,419290.4962,309170.9283,306602.3326
34.09447,-118.31132,744133.7892,482291.4473,750941.5755
34.0405,-118.31132,1032306.79,687201.0579,747520.5282
34.08732,-118.31135,1688605.712,1481344.814,1702038.707
34.05653,-118.31137,681279.1349,422573.637,688238.6573
34.04647,-118.31137,1047666.815,703704.5394,764187.5491
34.06002,-118.31139,1593933.3,1369161.571,1588222.391
34.05718,-118.3114,1731725.301,1153797.328,1708352.921
34.05547,-118.31146,374251.2376,239782.1309,351814.2072
34.05531,-118.31146,2146517.268,1534557.752,1858877.823
34.05429,-118.31146,3115476.218,2764537.893,3055167.193
34.05385,-118.31146,376103.0969,268411.5509,240070.7428
34.05638,-118.31147,1511327.142,1212414.999,1516662.709
34.05416,-118.31147,623860.5636,488423.7016,561387.8505
34.0786,-118.31151,1840287.971,1291335.379,1833769.131
33.99981,-118.31152,482511.2743,357857.532,413183.9382
34.07899,-118.31153,430058.7122,319647.3834,317055.7629
34.08457,-118.31155,812682.3702,592235.4487,806427.843
34.07227,-118.31157,687244.1368,550323.8384,612997.6548
34.04584,-118.31158,1499306.752,1272182.015,1493479.13
34.06043,-118.31159,646471.8888,510261.635,583849.646
34.04117,-118.3116,699847.2895,533269.8608,578420.5078
34.10084,-118.31162,624236.6174,265589.6533,423998.6682
34.07174,-118.31164,409742.6104,271800.5983,399498.3542
34.07161,-118.31164,820517.8328,648026.8906,721738.6317
34.06899,-118.31164,409574.0804,299826.7602,270231.5062
34.08974,-118.31166,408447.0867,270602.9693,398201.3969
34.07656,-118.31167,3431988.124,2931165.682,3403880.951
34.09007,-118.31169,795947.4151,576366.3263,789688.8169
34.08062,-118.31169,845467.9773,672524.1106,746661.881
34.00344,-118.31169,742662.1274,446507.1253,734551.1839
34.07323,-118.3117,1814848.697,1257919.305,1808156.095
34.07479,-118.31171,421528.6975,311337.9739,308764.3641
34.09348,-118.31176,739631.5751,477879.2384,746453.9297
34.09307,-118.31176,591731.4949,309465.7952,333585.8749
34.0604,-118.31177,873278.316,705736.6499,677774.1435
34.10446,-118.3118,910477.9466,737639.0671,812342.7474
34.10384,-118.3118,2196418.2,1740839.262,2035478.699
34.10318,-118.3118,445786.6695,306032.4281,435652.8096
34.1026,-118.3118,3350149.002,3054834.744,3300722.079
34.10419,-118.31181,1806709.051,1594656.111,1801445.313
34.10247,-118.31181,861790.3623,639686.0463,855573.5826
34.10356,-118.31183,898117.7181,725113.4552,799771.5267
34.10339,-118.31183,1198935.138,921931.8383,1015061.21
34.07657,-118.31183,910344.3047,637921.3171,905980.4033
34.10467,-118.31187,1319859.779,813038.3495,1149137.644
34.07999,-118.31187,1713369.617,1494420.993,1707877.468
34.05395,-118.31187,1501185.16,1199026.963,1506604.409
34.05856,-118.31189,1518901.609,1222492.503,1524173.435
34.09308,-118.31193,418006.5947,307930.3197,305364.6537
34.09897,-118.31194,3289030.36,2977453.909,3236491.223
34.06665,-118.31196,398620.0751,261590.621,376081.8243
34.06575,-118.31196,887203.4471,722375.6319,694644.7456
34.06483,-118.31196,1541797.07,1253377.397,1546869.618
34.04336,-118.31196,1491145.816,1277101.612,1505319.927
34.0892,-118.31197,413809.1963,303887.0077,301331.19
34.0604,-118.31197,390563.3485,281838.2301,252921.7578
34.06656,-118.31198,2132901.353,1604271.699,1796206.762
34.06605,-118.31198,1778724.38,1211751.404,1756241.753
34.06516,-118.31198,1112192.767,817871.739,825083.4456
34.04637,-118.31198,355985.004,223928.1704,333712.5686
34.04376,-118.31198,1492336.167,1278308.695,1506507.381
34.04209,-118.31199,638893.7581,384489.4271,645893.3317
34.06698,-118.312,1644463.273,1434969.732,1658107.978
34.04271,-118.312,1031967.996,728617.4037,735806.6515
34.04418,-118.31201,594881.9635,460825.3415,532784.2239
34.04397,-118.31201,1493525.462,1279514.991,1507693.761
34.04162,-118.31201,679118.777,469699.173,660366.3614
34.07758,-118.31202,1156444.918,869896.7611,963171.0096
34.04555,-118.31202,1672652.412,1084084.513,1648282.482
34.04223,-118.31202,590252.4655,456456.475,528233.6455
34.04193,-118.31202,1700715.745,1391652.847,1627189.472
34.08694,-118.31204,736106.2087,474439.2463,742939.5697
34.09249,-118.31208,1567780.048,1289237.362,1572614.033
34.07961,-118.3121,614811.0685,257044.1216,413905.8185
34.09897,-118.31211,1714401.692,1508643.903,1727698.422
34.07203,-118.31213,821813.5315,649292.4521,723029.0973
34.0466,-118.31215,3058780.561,2696950.348,2996247.717
34.05475,-118.31216,724174.8177,509995.3168,705217.1863
34.05999,-118.31217,389543.0666,280883.674,252006.1689
34.07652,-118.31219,424707.0601,314424.7468,311844.2216
33.97485,-118.31222,862891.9811,520015.4297,579093.8623
34.07931,-118.31231,704535.7801,567585.22,630433.5238
34.07648,-118.31231,424707.0601,314424.7468,311844.2216
34.09204,-118.31233,685181.0691,548275.2575,610923.332
34.07859,-118.31234,917919.4164,759946.3145,770733.0003
34.0604,-118.31237,694339.8345,434656.1579,701276.9418
34.08785,-118.31238,1139846.572,808189.6868,873281.7812
34.09658,-118.31239,422484.5629,312265.126,309689.4111
34.25865,-118.31241,951453.2662,802442.8655,823419.5234
34.09249,-118.31241,1137063.497,846850.4243,940752.7584
34.09897,-118.31244,1869313.642,1593524.606,1848698.044
34.06809,-118.31246,401588.6092,264299.6893,379047.2903
34.0685,-118.31247,721797.2887,460609.6847,728671.7158
34.0576,-118.31247,384068.6855,275780.6702,247116.5564
34.07656,-118.31249,817774.8722,597094.5477,811522.4695
34.05602,-118.31249,2147854.753,1537480.63,1861186.644
34.05481,-118.31249,557691.9054,209792.4468,379550.5497
34.07859,-118.3125,602281.186,319606.9086,344012.9957
34.06549,-118.3125,1113352.169,819208.1974,826419.1415
34.05878,-118.3125,864462.9105,580411.048,841530.9456
34.07999,-118.31251,702020.338,565064.0102,627891.5429
34.07905,-118.31254,912528.5491,640773.9235,908183.9747
34.0604,-118.31256,770680.1028,599891.5725,646714.5899
34.09205,-118.31257,599639.2792,243757.3432,397964.68
34.04403,-118.31259,685545.7523,475383.5701,666758.0062
34.09896,-118.3126,842306.5555,669405.1524,743495.2233
34.04417,-118.3126,1708105.248,1400173.522,1634940.421
34.04222,-118.3126,590252.4655,456456.475,528233.6455
34.04636,-118.31261,713485.0267,545935.3461,591450.0506
34.04616,-118.31261,361270.3591,254865.0629,227165.7203
34.04593,-118.31261,360912.7655,254541.2794,226858.0221
34.04377,-118.31262,352410.6077,220874.3362,330179.2753
34.04198,-118.31265,589672.2059,455909.6589,527663.6466
34.0806,-118.31268,424073.1836,313808.2486,311229.0833
34.04659,-118.31269,361627.7492,255188.7935,227473.4035
34.10367,-118.31274,746791.9199,610464.9244,655452.74
34.07287,-118.31276,3409206.782,2896922.022,3380277.231
34.0604,-118.31276,1597349.258,1385935.574,1611190.405
34.10342,-118.31277,1790566.811,1590126.864,1803406.177
34.08433,-118.31277,1686593.678,1479221.743,1700036.91
34.08413,-118.31277,412966.1708,274790.2559,402726.2419
34.04393,-118.31277,520481.8301,246557.5689,247281.9946
34.07998,-118.31284,700001.1685,563042.725,625852.443
34.07899,-118.31286,2161434.841,1663353.292,1985707.862
34.10083,-118.31287,1300548.316,761652.4042,1110349.615
34.08732,-118.31287,682593.7303,545709.3457,608323.6648
34.09348,-118.31289,1142035.051,810791.8588,875861.7052
34.05383,-118.31289,1545807.018,1319595.395,1540030.588
34.05367,-118.31289,1543521.778,1317254.38,1537742.555
34.05827,-118.3129,1578474.835,1353185.094,1572741.481
34.05751,-118.3129,634967.7967,499117.5406,572405.9138
34.05428,-118.3129,622741.7984,487350.1441,560279.7459
34.0572,-118.31291,682376.8773,423582.7553,689334.6988
34.05687,-118.31291,632758.0848,496984.9316,570211.5262
34.05705,-118.31292,549851.6641,271367.0631,272126.6727
34.05999,-118.31295,692180.0617,432646.6024,699121.2042
34.25865,-118.31299,754253.1722,618141.2608,663120.6465
34.07656,-118.31299,909612.2759,636967.7561,905241.9332
34.04492,-118.31301,1042370.655,697986.5162,758417.6784
34.04464,-118.31301,594881.9635,460825.3415,532784.2239
34.10563,-118.31303,1225225.728,914460.1679,973408.065
34.10563,-118.31303,461555.6179,321580.1509,453346.1389
34.06517,-118.31312,661555.656,524979.2602,598903.7823
34.09303,-118.31314,599639.2792,243757.3432,397964.68
34.06878,-118.31315,1654895.237,1445891.086,1668492.339
34.06824,-118.31315,720244.4641,459121.5802,727123.0005
34.07695,-118.31316,1707522.215,1501349.078,1720856.196
34.06561,-118.31316,401324.1266,291972.989,262661.1526
34.06419,-118.31316,398320.3429,289131.5644,259927.1961
34.06371,-118.31316,1765081.898,1194690.085,1742332.001
34.07961,-118.31318,837862.0937,665027.7364,739047.6517
34.06784,-118.31318,400601.0377,263397.157,378060.5158
34.04537,-118.31318,3050565.803,2687231.797,2987722.827
34.07899,-118.31319,839769.5004,666905.3185,740955.7849
34.06645,-118.31319,1639209.207,1429478.067,1652877.321
34.05401,-118.31319,1161156.35,739300.1441,698602.6505
34.0661,-118.3132,712947.3761,452161.553,719844.3152
34.06548,-118.3132,885597.9106,720445.0491,692685.3835
34.02579,-118.3132,1638634.373,1321144.176,1562319.831
34.09408,-118.31323,601111.2707,245021.8767,399495.1718
34.09476,-118.31324,416719.1118,306688.0589,304125.3698
34.07859,-118.31324,2160648.839,1661679.527,1984514.846
34.09281,-118.31325,413160.0919,303263.4433,300709.1854
34.25863,-118.31326,1810186.009,1611334.578,1822894.011
34.08198,-118.31326,1688531.652,1468101.249,1682987.317
34.04549,-118.31327,1498272.073,1284332.294,1512428.555
34.10426,-118.31328,905204.5114,732286.6023,806974.4524
34.10369,-118.3133,874996.0385,652675.0261,868796.001
34.10355,-118.3133,944465.0602,793451.2766,814637.3618
34.10383,-118.31331,876780.9013,654438.1667,870583.3419
34.10498,-118.31332,462249.7396,351743.8961,366072.2229
34.10117,-118.31336,3309766.862,3003556.672,3258260.287
34.08722,-118.31337,1666253.578,1457809.078,1679797.144
34.25834,-118.31341,1499065.053,1363283.349,1360717.867
34.25855,-118.31342,452581.4058,312687.9776,444325.9916
34.0428,-118.31344,1031292.89,727892.0483,735080.5202
34.04157,-118.31344,699125.6427,532601.7924,577732.6245
34.04106,-118.31344,353718.5057,248055.0685,220701.5125
34.04045,-118.31344,1292029.491,1130263.71,1152802.309
34.01118,-118.31344,461760.6575,201195.5107,222811.7544
34.04468,-118.31345,353127.044,221485.1704,330887.2396
34.04438,-118.31346,707042.5453,539942.6176,585287.8079
34.05702,-118.31348,549444.5061,271012.7694,271771.9087
34.04274,-118.31348,350616.1317,219347.1381,328406.5332
34.05603,-118.31351,750075.2257,580296.6449,626689.4427
34.05427,-118.31351,375754.2173,268090.3084,239764.0033
34.05786,-118.31352,864787.0889,695705.2974,667620.9973
34.05498,-118.31352,1163692.881,743090.0441,702396.3455
34.05753,-118.31353,383380.5108,275141.4081,246504.6301
34.10248,-118.31368,2182590.857,1709482.761,2018157.483
34.06617,-118.31369,883512.9396,603749.6993,861259.9308
34.07869,-118.31371,2158272.266,1656635.366,1980912.896
34.07914,-118.31372,1861615.221,1583941.487,1840819.565
34.0677,-118.31372,589930.8856,235545.4099,412273.2835
34.06699,-118.31372,715563.0447,454650.176,722453.5593
34.06685,-118.31372,775628.8814,557300.9917,756557.5859
34.0663,-118.31372,586513.2237,232706.5896,408738.4077
34.09255,-118.31375,1412033.211,1263146.259,1260380.62
34.06366,-118.31375,655664.8059,519217.0465,593017.8038
34.07967,-118.3138,415848.7117,277475.3833,405613.5713
34.10083,-118.31381,829762.009,608588.0733,823516.2395
34.09405,-118.31384,900507.2813,738497.802,749466.6323
34.05877,-118.31391,638271.3156,502310.5639,575688.7632
34.07608,-118.31392,907773.5241,634577.9679,903387.0812
34.05547,-118.31392,1559572.886,1346957.41,1573549.792
34.05786,-118.31393,564580.0354,215106.8463,386426.9014
34.05687,-118.31393,753535.4231,583574.8418,630043.151
34.05671,-118.31393,679629.3366,421059.2305,686591.3521
34.06044,-118.31394,769318.1779,598590.9144,645386.9428
34.10457,-118.31395,459058.988,348509.3267,362820.4373
34.10344,-118.31396,939036.0842,676304.7606,934939.1533
34.1028,-118.31396,1876561.562,1340359.908,1870305.227
34.10241,-118.31396,1762156.255,1559576.53,1775175.936
34.09964,-118.31397,609823.2944,252613.4698,408624.1542
34.10297,-118.31398,1772352.567,1557513.066,1766998.746
34.08001,-118.31398,908424.4657,748200.381,759089.9041
34.04373,-118.31404,357325.6872,251300.6126,223780.3003
34.07969,-118.31405,2195005.467,1646846.767,1977640.428
34.09249,-118.31407,1832591.511,1548147.459,1766516.316
34.09406,-118.31408,412835.205,302951.5114,300398.0379
34.08193,-118.31408,803061.9002,583094.2617,796804.4876
34.04396,-118.31408,1489954.408,1275893.743,1504131.4
34.0653,-118.31409,884388.0914,718992.4106,691211.4214
34.04596,-118.31409,1712682.975,1405466.055,1639745.28
34.04417,-118.31409,1302201.741,1141313.752,1163762.822
34.10082,-118.31414,1587599.669,1317208.43,1592242.431
34.03415,-118.31416,656763.546,450090.5582,638149.7954
34.04442,-118.31421,706324.7626,539276.0019,584602.0321
34.09348,-118.31424,3234640.77,2909692.253,3179502.888
34.09306,-118.31424,1128733.328,837071.2225,931202.4594
34.09405,-118.31425,412184.7624,302327.3494,299775.4535
34.05391,-118.31425,620499.9029,485200.801,558060.137
34.05386,-118.31429,1160305.193,738033.1954,697334.837
34.08697,-118.31431,403230.2429,265802.7933,380688.093
34.10281,-118.3144,1875240.192,1338544.45,1868973.984
34.09249,-118.3144,808121.7807,635955.5615,683439.1385
34.0659,-118.3144,1632870.708,1422860.815,1646566.559
34.09347,-118.31441,404866.4693,267304.471,394617.7276
34.06348,-118.31441,875785.3878,594193.7196,853250.1941
34.06259,-118.31442,651352.1431,515010.2365,588714.1552
34.10491,-118.31443,461382.2188,350863.2819,365187.0754
34.06427,-118.31443,1537445.418,1247457.138,1542556.617
34.03178,-118.31444,334620.8613,205908.4067,312637.4981
34.04574,-118.31449,709909.781,542607.5788,588028.7583
34.08274,-118.31455,1674437.684,1466413.848,1687941.569
34.09207,-118.31456,1093056.929,469016.7811,857827.0543
34.05621,-118.31461,1721365.454,1141327.195,1697808.554
34.05603,-118.31461,1506588.234,1206144.476,1511963.138
34.0577,-118.31462,863493.8359,694184.9451,666083.3503
