Lat,Long,SDS,Existing,Ordinance ,Algorithm
34.04294,-118.31976,1.0755,1695120.648,1385219.771,1621324.945
34.04105,-118.31976,1.07025,670504.7532,462113.4217,651802.8634
34.04279,-118.31977,1.0755,1460482.998,1146458.014,1466219.443
34.09356,-118.31978,1.1595,753569.3008,536849.9903,734531.0098
34.09301,-118.31978,1.15725,385895.0551,250107.551,363392.7665
34.09637,-118.31979,1.17375,1807387.194,1517479.804,1739718.714
34.09511,-118.31979,1.167,1612432.707,1388350.661,1606750.407
34.10767,-118.3198,1.332,2205860.677,1762853.49,2050528.018
34.10019,-118.31981,1.19625,1555565.142,1272268.287,1560512.958
34.09538,-118.31983,1.1685,579589.179,227036.3339,401625.5529
34.09524,-118.31983,1.16775,879910.2469,713631.5232,685774.2926
34.10431,-118.3199,1.29975,743969.2411,607569.1989,670533.2769
34.09994,-118.31991,1.19025,590686.3662,236176.554,413056.8341
34.10495,-118.31999,1.31625,1810186.009,1611334.578,1822894.011
33.99987,-118.31999,0.95325,904098.5203,598153.4697,647551.4618
34.10767,-118.32,1.33125,2205554.688,1762132.057,2050037.844
34.10652,-118.32006,1.3305,957015.6058,809653.3019,830455.3486
34.10668,-118.32007,1.3305,1948845.735,1694860.716,1930248.388
34.10685,-118.32012,1.3305,918610.1945,745918.0227,820635.4565
34.06051,-118.32016,1.14525,1737692.423,1161028.739,1714428.204
34.03298,-118.3203,1.047,2970130.875,2593026.795,2904407.704
34.03446,-118.32037,1.0515,341675.2024,237315.202,210539.1055
34.03568,-118.32038,1.0545,502460.2905,232056.153,232757.8423
34.09273,-118.32041,1.15275,769318.1779,598590.9144,645386.9428
34.04238,-118.32041,1.07325,1473163.674,1258901.329,1487379.277
34.093,-118.32042,1.15425,1597349.258,1385935.574,1611190.405
34.04433,-118.32042,1.0785,516577.6554,243370.6345,244090.2035
34.03426,-118.3205,1.05075,514085.6471,178329.908,337402.8271
34.05414,-118.32053,1.1145,1701937.918,1118226.693,1678046.056
34.10073,-118.32055,1.2105,1565273.501,1285738.841,1570131.092
34.05134,-118.3206,1.101,365545.5521,258746.2225,230856.8146
34.03298,-118.32061,1.047,1616350.259,1020627.123,1591149.731
34.10477,-118.32062,1.3125,647511.6437,287710.4065,458040.3744
34.05475,-118.32064,1.1175,367640.2964,233996.0787,345254.0612
34.10046,-118.32065,1.20375,1837789.432,1554519.601,1816452.855
34.04818,-118.32065,1.089,354200.2416,222401.3635,331947.9654
34.05812,-118.32068,1.13325,3301657.654,2740642.673,3269108.616
34.05299,-118.32072,1.1085,841944.0511,553738.7814,818280.5311
34.11396,-118.32077,1.33275,920341.6079,747684.577,822403.2605
34.10695,-118.32079,1.32975,1825908.37,1628396.339,1838507.02
34.10682,-118.32079,1.329,895581.8567,673120.7623,889413.5224
34.10669,-118.3208,1.329,1635590.908,1387376.997,1639735.263
34.0941,-118.32086,1.15875,386572.4438,250713.5641,364067.3097
34.09341,-118.32086,1.155,1098571.504,760203.3938,820926.6117
34.09201,-118.32086,1.14675,381129.7674,245860.9674,358650.4519
34.03739,-118.32086,1.059,680961.1092,515856.274,560470.23
34.09136,-118.3209,1.143,685659.9092,426607.7306,692612.4434
34.05246,-118.32094,1.1055,2130753.402,1500766.19,1831959.549
34.11001,-118.32095,1.3305,762989.3451,627170.111,672126.1968
34.10959,-118.32095,1.3305,1220331.332,908087.2888,967182.1796
34.10945,-118.32095,1.32975,956710.1921,809256.1464,830067.966
34.11099,-118.32096,1.3305,3530300.21,3084201.004,3505989.009
34.11044,-118.32096,1.3305,1509844.098,1375931.411,1373395.563
34.10987,-118.32096,1.3305,655115.948,295270.1251,466611.0911
34.11147,-118.32097,1.33125,1321897.586,818826.9714,1153165.017
34.05905,-118.32097,1.13775,3135626.224,2788780.471,3076143.355
34.05868,-118.32097,1.1355,381656.3226,273541.9468,244974.1546
34.1085,-118.32099,1.32975,956710.1921,809256.1464,830067.966
34.10973,-118.321,1.32975,1219882.999,907505.3514,966613.3567
34.09273,-118.32101,1.1505,3326077.462,2775392.045,3294313.738
34.11889,-118.32103,1.3335,656365.1089,296528.3634,468028.7168
34.11199,-118.32104,1.33125,1636762.365,1389136.432,1640893.894
34.05889,-118.32106,1.13625,732450.7037,517510.6363,713466.1211
34.05973,-118.32107,1.14075,384068.6855,275780.6702,247116.5564
34.10072,-118.3211,1.212,903171.3801,741753.5244,752696.3095
34.11319,-118.32111,1.33125,809389.8235,548736.6213,815921.1276
34.05208,-118.32113,1.104,702540.7223,490516.6544,683669.276
34.11533,-118.32114,1.332,897901.4475,675439.821,891737.1149
34.10835,-118.32116,1.329,956404.3572,808858.5894,829680.1738
34.05428,-118.32117,1.1145,712355.9765,499324.1023,693442.606
34.11676,-118.32119,1.33275,1511359.381,1377714.042,1375182.453
34.05195,-118.32119,1.10325,1055518.923,712236.2586,772787.1678
34.11691,-118.32123,1.33275,954510.6844,697875.1505,950569.8973
34.11507,-118.32123,1.332,655741.1751,295899.31,467320.2924
34.1166,-118.32124,1.33275,1511359.381,1377714.042,1375182.453
34.1163,-118.32124,1.332,954205.1512,697442.9908,950261.1957
34.11576,-118.32127,1.332,763901.1324,628114.9995,673067.8117
34.10727,-118.32129,1.32825,1508322.715,1374142.753,1371602.654
34.10712,-118.32129,1.32825,952671.181,695277.172,948711.371
34.10685,-118.32129,1.32825,1215165.893,942389.2837,1034586.025
34.09144,-118.32129,1.14075,378388.3245,243431.0498,355924.57
34.11759,-118.32131,1.33275,1221672.935,909830.5153,968885.8125
34.11718,-118.32133,1.33275,1829362.368,1632152.579,1841936.506
34.11343,-118.32133,1.33125,3530985.627,3085300.527,3506702.389
34.11184,-118.32141,1.32975,953286.032,696144.5039,949332.5663
34.10999,-118.3215,1.329,1822519.911,1611849.116,1817300.021
34.09201,-118.3215,1.14375,761111.2995,590769.6937,637398.7401
34.09173,-118.3215,1.14225,685113.7995,426103.819,692067.2341
34.11813,-118.32151,1.33275,1637540.234,1390306.031,1641663.228
34.09327,-118.32151,1.152,643747.6274,507616.3323,581136.7309
34.09188,-118.32152,1.143,1084132.032,785942.6324,793162.9202
34.11893,-118.32153,1.33275,1826859.741,1616579.475,1821652.154
34.10072,-118.32153,1.2135,823107.4836,650557.0279,724318.2416
34.09244,-118.32154,1.146,1581804.423,1356621.793,1576075.792
34.10019,-118.32157,1.20075,678434.3474,541591.9916,604148.6235
34.05651,-118.32159,1.12425,556055.4936,208544.3509,377925.929
34.10581,-118.32164,1.32675,952054.641,694408.5005,948088.4833
34.04125,-118.32166,1.06875,580926.6971,447689.0985,519082.7338
34.11502,-118.32167,1.3305,762989.3451,627170.111,672126.1968
34.04097,-118.32167,1.068,349727.6664,244479.8092,217314.0998
34.11275,-118.32171,1.32975,642606.7928,360589.2604,402747.3557
34.11444,-118.32172,1.3305,1255634.138,897524.44,942629.7495
34.11686,-118.32176,1.33125,458683.7369,318721.8031,450458.7919
34.11409,-118.32178,1.3305,1948845.735,1694860.716,1930248.388
34.11396,-118.32178,1.32975,1635982.016,1387964.148,1640122.092
34.11645,-118.3218,1.33125,1636762.365,1389136.432,1640893.894
34.11341,-118.3218,1.32975,956710.1921,809256.1464,830067.966
34.11424,-118.32181,1.32975,1216072.039,943541.3213,1035682.567
34.11382,-118.32181,1.32975,1321530.298,817777.9902,1152437.327
34.10526,-118.32181,1.32675,952054.641,694408.5005,948088.4833
34.11843,-118.32183,1.332,3400463.45,3119591.921,3372382.023
34.11465,-118.32184,1.3305,1509844.098,1375931.411,1373395.563
34.05248,-118.32185,1.10475,657267.8032,400790.5392,664256.1422
34.11055,-118.32186,1.32825,1508322.715,1374142.753,1371602.654
34.11871,-118.32187,1.332,809830.7092,549202.0572,816359.7238
34.11183,-118.32187,1.329,1255099.388,896511.5723,941648.4264
34.04788,-118.32189,1.08675,1494713.699,1280720.499,1508879.069
34.10494,-118.32192,1.31925,1811130.521,1599457.699,1805878.892
34.10828,-118.32193,1.3275,462826.9693,352330.3273,366661.6091
34.03784,-118.32194,1.059,659666.6989,452622.6921,641033.5532
34.09236,-118.32197,1.14375,637721.6512,501778.8875,575142.3516
34.10953,-118.32199,1.3275,462826.9693,352330.3273,366661.6091
34.08281,-118.32201,1.14975,642108.62,506026.7129,579505.4317
34.05223,-118.32201,1.10325,3256796.097,2677845.454,3222857.292
34.10626,-118.32202,1.32675,1634413.842,1385611.502,1638571.051
34.10849,-118.32204,1.3275,955791.4215,808062.2703,828903.359
34.10712,-118.32204,1.32675,1634413.842,1385611.502,1638571.051
34.04725,-118.32204,1.08525,1034660.696,731514.6211,738706.8725
34.05793,-118.32206,1.131,1761021.804,1462025.289,1690635.417
34.10797,-118.32207,1.32675,760703.3771,624803.282,669766.8735
34.05316,-118.32207,1.10775,610907.2205,476033.6181,548576.724
34.00383,-118.32208,0.96375,1496294.633,894062.2543,1488072.849
34.09276,-118.32209,1.14675,1778532.645,1482826.185,1709140.904
34.05029,-118.32209,1.09425,3242719.783,2658408.448,3208358.653
34.04166,-118.32213,1.0695,1467116.744,1252795.588,1481345.338
34.11313,-118.32214,1.329,917453.722,744738.8436,819455.1136
34.04112,-118.32214,1.068,668343.3597,460215.96,649654.7186
34.11922,-118.32218,1.33125,763445.4243,627642.687,672597.1553
34.06104,-118.32221,1.14525,1580695.596,1355477.024,1574965.385
34.00029,-118.32224,0.95325,286602.454,167412.6748,277006.1515
34.11544,-118.32228,1.32975,953286.032,696144.5039,949332.5663
34.11127,-118.32229,1.3275,462826.9693,352330.3273,366661.6091
34.05661,-118.32229,1.12425,1549227.049,1323101.017,1543454.853
34.03106,-118.3224,1.04025,1607229.626,1010605.786,1581905.278
34.03106,-118.32243,1.04025,1607229.626,1010605.786,1581905.278
34.05812,-118.32248,1.131,373905.1374,239477.8509,351470.5194
34.08466,-118.32259,1.14,735882.487,520637.4645,716887.704
34.10721,-118.32261,1.32525,3525468.941,3076464.542,3500961.263
34.09423,-118.32261,1.15575,390903.0082,282156.2531,253226.8645
34.10613,-118.32263,1.32525,1911506.293,1389226.079,1905519.859
34.10667,-118.32264,1.32525,456370.4532,316428.1501,448133.5753
34.09465,-118.32266,1.15875,1374427.166,1220893.773,1242546.735
34.10938,-118.32268,1.326,456660.3814,316715.1925,448424.9735
34.10642,-118.32275,1.32525,914554.8476,741785.741,816497.9379
34.08686,-118.32276,1.13175,859583.0924,689599.3359,661447.4281
34.08595,-118.32276,1.13475,752844.212,582919.5881,629372.9179
34.08777,-118.32277,1.12875,747299.6281,577670.6461,624001.9254
33.99985,-118.32278,0.95175,291165.5898,193862.7031,171868.9626
34.08595,-118.32293,1.13325,1562813.365,1337052.52,1557058.624
34.0901,-118.32294,1.122,621621.5776,486275.8426,559170.5072
34.05949,-118.32301,1.137,549444.5061,271012.7694,271771.9087
34.04826,-118.32301,1.08675,353127.044,221485.1704,330887.2396
34.04826,-118.32301,1.08675,1490996.622,1263757.497,1485161.096
34.05023,-118.32302,1.09275,355985.004,223928.1704,333712.5686
34.04563,-118.32306,1.08,1480236.473,1252871.032,1474391.272
34.08648,-118.32309,1.131,676871.1844,418533.3107,683837.1987
34.08466,-118.32309,1.13625,632204.7377,496451.2926,569662.2045
34.08466,-118.32309,1.13625,732450.7037,517510.6363,713466.1211
34.08868,-118.3231,1.12425,370780.9922,236738.0378,348369.3845
34.06032,-118.32314,1.14075,384068.6855,275780.6702,247116.5564
34.05917,-118.32316,1.1355,680179.6939,421564.1292,687140.8861
34.04165,-118.32318,1.06875,669064.1721,460848.4889,650371.0872
34.08441,-118.32319,1.13625,858430.8085,573171.6144,835295.4427
34.06016,-118.32323,1.14,860597.9314,575764.3535,837535.0074
34.00978,-118.32327,0.97725,1363453.043,1027900.12,1369832.519
34.04083,-118.3233,1.0665,627782.471,374783.3265,634784.2929
34.03715,-118.3233,1.056,517203.4335,180460.4508,340339.1482
34.09527,-118.32334,1.1625,2119047.324,1576746.191,1772112.409
34.09465,-118.32334,1.15725,1601714.628,1390459.067,1615538.844
34.04595,-118.32334,1.08,589672.2059,455909.6589,527663.6466
34.03088,-118.32334,1.03875,1426457.621,1103852.404,1432437.176
34.05218,-118.32337,1.10175,1319798.302,1160519.02,1182800.38
34.08804,-118.32338,1.12425,3288524.478,2722121.844,3255561.58
34.03677,-118.32338,1.05525,811882.0329,635043.7703,606504.2576
34.00397,-118.3234,0.963,495149.7677,369120.0613,425168.3298
34.08647,-118.32342,1.12875,1758478.436,1459018.139,1687950.742
34.08686,-118.32343,1.12725,856949.9437,686521.7792,658337.6601
34.05869,-118.3235,1.1325,629432.4966,493780.1989,566911.2635
34.10832,-118.32357,1.32375,913392.2191,740602.4423,815312.5423
34.08505,-118.32358,1.13175,379926.7899,271940.6521,243442.7708
34.0901,-118.3236,1.1175,1538938.766,1312562.925,1533154.028
34.10608,-118.32367,1.323,455499.3519,315566.451,447258.1016
34.09158,-118.32368,1.13025,676318.2813,418027.8452,683285.0717
34.10801,-118.32369,1.32375,913392.2191,740602.4423,815312.5423
34.09368,-118.32369,1.14825,743397.9526,527506.511,724382.8279
34.05842,-118.32374,1.131,373905.1374,239477.8509,351470.5194
34.00694,-118.32374,0.97125,1299314.919,1086225.334,1313712.157
34.08647,-118.32375,1.1265,371824.2192,237651.5601,349404.6805
34.08505,-118.32375,1.13025,726939.634,512502.0914,707972.6286
34.08919,-118.32376,1.11825,1543667.191,1330634.255,1557695.514
34.08867,-118.32376,1.11975,1545952.011,1332975.839,1559973.157
34.08776,-118.32376,1.12275,370084.4857,236128.8899,347678.3109
34.08738,-118.32376,1.1235,854739.6601,683944.6158,655734.4824
34.08689,-118.32381,1.12425,1713486.295,1131914.116,1689791.814
34.09501,-118.32382,1.16025,387248.9876,251319.409,364741.1161
34.10662,-118.32386,1.323,3390427.171,3106594.965,3362008.468
34.08557,-118.32391,1.128,1504795.702,1203779.418,1510185.377
34.08504,-118.32391,1.1295,1505991.663,1205356.95,1511371.49
34.08829,-118.32392,1.11975,1545952.011,1332975.839,1559973.157
34.08647,-118.32392,1.125,623860.5636,488423.7016,561387.8505
34.08895,-118.32393,1.1175,367640.2964,233996.0787,345254.0612
34.08867,-118.32393,1.11825,1336159.224,1178479.96,1200590.495
34.03841,-118.32398,1.059,518976.7431,181680.1014,342014.4357
34.09464,-118.32402,1.1565,1597219.504,1372564.719,1591513.537
34.00341,-118.32404,0.9615,493890.633,367994.4012,423972.2836
34.08985,-118.32405,1.1145,1534339.03,1307858.926,1528548.874
34.08686,-118.32408,1.12275,741728.6834,572409.6418,618614.9086
34.08647,-118.32408,1.12425,1552781.303,1339981.198,1566780.579
34.08603,-118.32408,1.125,2094053.906,1528811.687,1729715.922
34.08958,-118.32409,1.1145,366239.1529,232776.8098,343864.9617
34.08868,-118.3241,1.1175,3278493.576,2708053.123,3245218.514
34.08739,-118.3241,1.12125,3284085.628,2715888.012,3250984.173
34.09288,-118.32411,1.14,634967.7967,499117.5406,572405.9138
34.08926,-118.32411,1.11525,1539084.954,1325941.408,1553127.462
34.04998,-118.32417,1.0905,689814.2157,479170.5026,671004.1212
34.08732,-118.32425,1.1205,3106501.979,2753778.878,3045831.119
34.08958,-118.32426,1.11375,371551.2393,264230.2146,236080.862
34.08777,-118.32426,1.119,368339.6525,234605.5751,345947.5731
34.08681,-118.32426,1.122,1066655.469,766450.3575,773666.7919
34.03093,-118.32428,1.038,506437.1661,173177.004,330248.4699
33.98113,-118.32429,0.91875,273869.3887,179568.2683,158536.8664
34.08638,-118.32434,1.12275,1072156.897,730531.714,791190.1789
34.08638,-118.32434,1.12275,1550509.065,1337649.313,1564515.687
34.04873,-118.32446,1.08675,3046429.854,2682345.703,2983431.872
34.04463,-118.32457,1.0755,634817.5077,380915.5151,641818.304
34.05927,-118.32458,1.134,380965.1499,272901.6467,244361.7077
34.0901,-118.32462,1.11075,370143.5402,262941.4522,234852.2839
34.09323,-118.32464,1.1415,1171967.188,755604.1264,714935.8371
34.05903,-118.32465,1.1325,629432.4966,493780.1989,566911.2635
34.03151,-118.32465,1.0395,557830.234,426166.748,496510.6348
34.05888,-118.32473,1.13175,379926.7899,271940.6521,243442.7708
34.05068,-118.32473,1.09275,1504181.57,1290336.155,1518322.922
34.08867,-118.32478,1.113,1492626.972,1187821.587,1498115.372
34.08685,-118.32478,1.11825,667414.2095,409928.1752,674392.3272
34.08647,-118.32478,1.119,619376.7759,484125.0232,556948.6384
34.0901,-118.32479,1.11,661229.8636,404347.0766,668214.5517
34.08919,-118.32479,1.1115,847568.1229,675621.0272,647332.8322
34.09191,-118.3248,1.128,724866.5998,510622.1631,705906.5881
34.05856,-118.32484,1.13025,1760175.186,1461023.897,1689741.674
34.10579,-118.32486,1.32,802728.4163,541732.212,809293.6138
34.10757,-118.32489,1.32075,757026.4878,621002.697,665976.2633
34.09324,-118.32489,1.14075,635519.3046,499650.2038,572953.7843
34.05117,-118.32489,1.095,833630.798,544130.4379,809716.1377
34.08982,-118.3249,1.1085,363427.1832,230337.2495,341078.5124
34.08686,-118.32494,1.11675,1537790.4,1311388.1,1532004.299
34.08647,-118.32494,1.11825,715843.5341,502465.5111,696916.3963
34.08866,-118.32495,1.1115,1491388.943,1186207.477,1496887.237
34.10876,-118.32496,1.32075,454626.2746,314703.8977,446380.7085
34.08731,-118.32496,1.11525,734728.2013,565816.9192,611859.0517
34.04314,-118.32501,1.071,582682.0145,449335.9119,520803.5183
34.05939,-118.32502,1.134,752152.5864,582264.1409,628702.43
33.99295,-118.32503,0.939,284511.9752,188328.594,166698.9182
34.04497,-118.32506,1.07625,821758.2816,530621.9413,797502.2783
34.03921,-118.32508,1.0605,1448672.963,1221078.044,1442803.011
34.00348,-118.3251,0.9615,1281692.597,1069047.878,1296086.12
34.08647,-118.32511,1.11675,1541378.172,1328289.444,1555413.617
34.04483,-118.32513,1.0755,353356.6908,247730.261,220393.5906
34.0035,-118.32519,0.9615,1277543.585,1052287.911,1271632.94
34.0832,-118.3252,1.12575,1551501.855,1325434.162,1545732.51
34.08413,-118.32526,1.12275,720016.0591,506232.1502,701073.2275
34.08647,-118.32527,1.116,735430.0804,566476.9983,612535.7267
34.08504,-118.32527,1.11975,1542377.592,1316082.693,1536596.981
34.09593,-118.32528,1.16775,3349540.78,2809174.207,3318551.367
34.08919,-118.32528,1.10775,706054.5994,493664.0413,687167.6049
34.08828,-118.32528,1.11075,613173.7013,478195.2597,550815.3545
34.08738,-118.32528,1.113,732620.1323,563835.6233,609827.5899
34.08686,-118.32529,1.1145,1537936.77,1324766.182,1551982.788
34.04332,-118.32529,1.071,631307.4222,377850.2353,638308.9018
34.05874,-118.32535,1.13025,1558301.255,1332414.661,1552540.604
34.08529,-118.3254,1.11825,539148.8026,262152.1298,262899.2075
34.10668,-118.32541,1.31925,454043.125,314128.3899,445794.7132
34.09556,-118.32544,1.16325,1607022.531,1382730.885,1601331.667
34.08647,-118.32544,1.1145,845576.7374,557976.962,822026.1325
34.00688,-118.32551,0.9705,501429.2773,374745.833,431140.0599
34.03299,-118.32552,1.04325,1424047.891,1209518.014,1438355.055
34.08957,-118.32554,1.1055,725567.0096,557220.0384,603040.6708
34.10644,-118.3256,1.31925,650385.3256,290547.2565,461267.3993
34.08465,-118.3256,1.11825,1063473.654,762933.1626,770148.1671
34.0923,-118.32562,1.128,1345614.642,1188906.642,1210911.773
34.0901,-118.32562,1.10475,1522914.683,1309415.138,1537005.003
34.05049,-118.32567,1.09125,1501820.94,1287936.983,1515968.391
34.03916,-118.32567,1.05975,573874.6382,441088.8291,512176.9852
34.03895,-118.32567,1.059,1450044.641,1235596.769,1464307.305
34.09008,-118.32579,1.10325,656131.9976,399773.7163,663121.3029
34.09232,-118.32581,1.128,1554906.243,1328927.964,1549141.219
34.08957,-118.32594,1.1025,1519422.784,1305853.365,1533522.971
34.08828,-118.32594,1.10625,362369.3821,229422.0935,340030.7777
34.01061,-118.32602,0.981,510174.2927,382613.5282,439475.4496
33.97788,-118.32603,0.912,511968.7982,329178.1444,494858.9255
33.98085,-118.32618,0.91725,273077.6376,178921.053,157934.9339
34.04375,-118.32621,1.07175,345928.0503,215375.9867,323778.7005
34.0078,-118.32622,0.97275,503307.8064,376432.6547,432928.733
34.05839,-118.32634,1.128,378191.931,270337.5645,241910.522
34.03873,-118.32636,1.0575,1447588.845,1233127.509,1461856.094
33.9841,-118.32648,0.92325,543236.6275,393272.5833,452123.5854
33.98228,-118.32649,0.9195,872287.7074,528629.2827,588049.3115
34.08504,-118.32664,1.11,364131.3821,230947.26,341776.1512
34.10471,-118.32672,1.31625,885647.931,663224.1633,879463.4438
34.03903,-118.32673,1.05825,1444985.261,1217377.183,1439112.769
34.00738,-118.32676,0.97125,747862.8582,451745.2159,739782.1149
34.00368,-118.3268,0.9615,1281692.597,1069047.878,1296086.12
34.0815,-118.32683,1.11825,847827.9632,560615.6693,824348.3089
33.98378,-118.32689,0.9225,507573.9648,276741.1318,514379.8312
33.98328,-118.32689,0.92175,1208104.6,997954.7972,1222438.556
33.98345,-118.3269,0.92175,522044.0893,337251.1895,504794.7388
34.04634,-118.32709,1.07775,348816.8434,217819.8197,326629.7751
34.10987,-118.3271,1.317,1938247.546,1681099.499,1919364.026
34.10912,-118.32713,1.31625,1937650.728,1680327.02,1918751.256
34.02069,-118.32715,0.996,308466.2565,184600.214,298637.9619
34.10927,-118.32736,1.31625,800487.8278,539387.9607,807064.1322
34.03005,-118.32739,1.0335,634820.576,431089.7232,616366.8706
34.0913,-118.32745,1.10775,610907.2205,476033.6181,548576.724
34.04649,-118.32747,1.07775,1032983.163,687922.6662,748250.1774
33.98375,-118.3275,0.92175,460155.4389,338132.7393,392098.9659
33.98125,-118.32751,0.918,864924.4876,560783.5135,609257.352
33.9835,-118.32755,0.92175,1208104.6,997954.7972,1222438.556
34.00845,-118.32763,0.97425,575725.1366,381122.7512,557821.8032
34.0002,-118.32778,0.951,532435.4032,296003.4111,539315.1586
33.9892,-118.32782,0.9315,468492.793,345459.4027,399945.3068
34.10472,-118.32794,1.31325,1804045.197,1591765.628,1798774.22
33.97695,-118.32797,0.90975,423604.2993,123535.7058,246905.7381
34.09171,-118.32802,1.11,612607.6205,477655.1145,550256.1119
34.08405,-118.32803,1.1025,1687449.354,1101234.916,1663316.972
34.08391,-118.32803,1.10325,1484509.935,1177269.976,1490062.699
33.9857,-118.32807,0.9255,272181.2061,156384.1388,262766.439
34.10723,-118.3281,1.314,1498544.176,1362673.6,1360106.715
34.11008,-118.32829,1.314,457599.6924,347033.9545,361336.6962
33.98492,-118.32831,0.924,433318.6895,128812.967,254938.7324
33.98204,-118.32832,0.91875,1198195.787,976032.2538,1192319.661
33.98121,-118.32832,0.91725,869735.364,526282.1832,585610.483
33.98154,-118.32833,0.918,456938.6733,335315.3064,389077.0885
33.98097,-118.32833,0.91725,869735.364,526282.1832,585610.483
34.04557,-118.32835,1.074,633649.1338,379893.9449,640650.1955
33.97667,-118.32836,0.909,423089.6805,123259.9096,246483.1381
34.1043,-118.32841,1.3125,635175.6632,352759.8667,394682.5345
34.09239,-118.3285,1.1175,1335425.393,1177672.184,1199790.693
34.1046,-118.32856,1.3125,949568.3102,800010.2284,821044.454
34.10444,-118.32856,1.3125,457014.4056,346442.9165,360742.2149
34.09192,-118.32859,1.11075,3089574.988,2733548.227,3028231.783
34.03005,-118.32862,1.03275,985728.4752,679866.0224,686981.6824
33.97414,-118.32872,0.9045,406162.8401,162957.9965,182064.2308
34.03166,-118.32877,1.0365,1644683.521,1327931.845,1568621.463
34.10431,-118.32895,1.311,797334.0313,536098.1625,803925.72
34.03303,-118.32895,1.04025,2084861.939,1408608.471,1756426.111
33.97664,-118.32901,0.909,1179662.999,958402.1082,1173799.822
33.98523,-118.32906,0.924,433318.6895,128812.967,254938.7324
33.97424,-118.32908,0.90525,406676.8067,163291.9341,182422.1278
34.1083,-118.32912,1.31175,451114.1911,311245.236,442851.935
34.11004,-118.32924,1.31175,1804879.539,1605589.428,1817623.627
34.10843,-118.32934,1.31175,751466.4201,615270.4311,660254.1948
34.03302,-118.32934,1.0395,801256.3172,623221.9736,594649.2538
34.00604,-118.3294,0.96675,1287067.59,1061525.365,1281155.076
34.10636,-118.32942,1.311,646869.4288,287079.7019,457321.1486
34.04352,-118.32949,1.06725,349363.682,244154.5354,217006.1326
34.08404,-118.32952,1.092,1008237.735,391635.9378,764906.5239
34.09281,-118.32966,1.119,1159451.199,736764.4245,696065.4027
34.10859,-118.32967,1.311,1801373.091,1588867.99,1796094.896
33.97487,-118.32976,0.906,525108.5585,377714.52,435403.9742
33.98409,-118.32977,0.92175,1208104.6,997954.7972,1222438.556
33.98409,-118.32977,0.92175,522044.0893,337251.1895,504794.7388
33.97714,-118.32977,0.90975,509639.8442,327319.2836,492562.9764
34.08818,-118.3299,1.07925,355163.776,249353.8464,221933.1297
34.03178,-118.32995,1.03575,794778.6417,500819.2348,769821.1047
34.10675,-118.33,1.3095,796429.3017,535156.5491,803025.3501
34.04252,-118.33003,1.06425,347905.7894,242853.0445,215774.252
34.08891,-118.33005,1.077,1461817.534,1148153.256,1467544.042
34.03645,-118.33005,1.0485,670687.323,506444.9207,550751.1865
34.03178,-118.33012,1.03575,794778.6417,500819.2348,769821.1047
33.9826,-118.3302,0.9195,458226.0376,336442.2285,390286.0933
33.97297,-118.33026,0.90225,265136.4281,172464.0712,151937.9911
33.98568,-118.33029,0.92475,509553.9265,278256.3309,516366.3246
34.09319,-118.33033,1.12425,851399.4181,564821.2557,828033.8625
34.03178,-118.33045,1.03575,1249664.156,1084643.931,1107498.672
34.09209,-118.33046,1.10775,659534.3647,402823.2995,666520.6686
34.09277,-118.33048,1.11825,539148.8026,262152.1298,262899.2075
34.03118,-118.3305,1.03425,333158.4625,229808.9719,203460.0993
33.97298,-118.33059,0.90225,265136.4281,172464.0712,151937.9911
34.09996,-118.33061,1.23,698482.8157,561524.2535,624319.9073
34.04145,-118.33061,1.06125,811981.5328,519681.429,787459.5263
34.08822,-118.33065,1.07925,1034333.566,689364.7843,749708.1208
34.08808,-118.33065,1.08,638312.6818,383979.0242,645312.4579
34.08808,-118.33065,1.08,638312.6818,383979.0242,645312.4579
34.0892,-118.33066,1.07775,348816.8434,217819.8197,326629.7751
34.09206,-118.33067,1.1085,706756.2544,494293.2752,687866.2273
34.08961,-118.33067,1.077,529490.0007,189029.7603,352024.4954
34.08948,-118.33067,1.077,826093.4157,651038.6686,622572.7369
34.09219,-118.33068,1.11,729803.714,561191.4502,607115.6443
34.04248,-118.33079,1.0635,664011.2149,456419.9648,645349.8195
34.04248,-118.33079,1.0635,1014857.015,710358.6974,717525.4884
34.04248,-118.33079,1.0635,1457386.645,1242986.163,1471635.129
34.04248,-118.33079,1.0635,1449655.827,1132772.938,1455471.763
34.04248,-118.33079,1.0635,341936.2154,212015.8144,319842.1242
34.02383,-118.33082,1.00575,628144.6365,467932.1807,510847.7068
33.96882,-118.33087,0.89475,261150.6887,169246.9721,201933.5709
33.97872,-118.33089,0.912,511968.7982,329178.1444,494858.9255
33.9717,-118.33109,0.9,487620.905,261652.1814,494354.6502
34.00747,-118.33113,0.96975,463666.041,146197.3131,280724.2449
34.00725,-118.33114,0.969,590732.3302,434673.2026,496331.998
34.1096,-118.33115,1.308,944203.5923,683436.8774,940157.8298
34.09319,-118.33118,1.12725,3292932.627,2728325.495,3260107.987
33.98129,-118.33127,0.9165,516622.4141,332900.6132,499447.4528
34.10646,-118.33128,1.3065,1929814.049,1670207.799,1910706.7
33.98358,-118.33128,0.92025,540091.6014,390563.7434,449216.7808
34.09158,-118.33129,1.1025,1245450.227,641098.1893,995544.7701
34.08808,-118.33129,1.08,355524.595,249678.4258,222241.0144
34.08947,-118.3313,1.0785,1463147.917,1149845.086,1468864.488
