Index,NoDamage,Slight,Moderate,Severe,Complete
Building_T4-100x50-S3-GS_Existing1,0.205619742,0.589361461,0.819907424,0.865027877,0.865017134
Building_T4-100x50-S3-GS_Existing2,0.209313823,0.61686091,0.936991145,1.046761047,1.047954505
Building_T4-100x50-S3-GS_Existing3,0.178575674,0.537697095,0.796080104,0.857771751,0.858571668
Building_T4-100x50-S3-GS_Existing4,0.16157892,0.474441233,0.707032393,0.780237713,0.780257019
Building_T4-100x50-S3-GS_Existing5,0.195057732,0.573396526,0.82086706,0.887977773,0.893520712
Building_T4-100x50-S3-GS_Existing6,0.140581938,0.419588686,0.605250292,0.647684335,0.647644687
Building_T4-100x50-S3-GS_Existing7,0.20605413,0.580168462,0.831668736,0.866990806,0.867421844
Building_T4-100x50-S3-GS_Existing8,0.194336331,0.592303664,0.894986011,0.985665529,0.985814796
Building_T4-100x50-S3-GS_Existing9,0.131944685,0.360431373,0.506248872,0.526571402,0.526553781
Building_T4-100x50-S3-GS_Existing10,0.130935451,0.370614881,0.505722351,0.510997921,0.510980011
Building_T4-60x50-S2-PS_Existing1,0.261414246,0.698755704,1.159240152,1.621657266,1.8941668
Building_T4-60x50-S2-PS_Existing2,0.249960409,0.657574331,1.071410214,1.512904669,1.653627991
Building_T4-60x50-S2-PS_Existing3,0.30209163,0.765070944,1.209813334,1.642225217,1.728721315
Building_T4-60x50-S2-PS_Existing4,0.174037627,0.496203663,0.826179703,1.106457935,1.173594188
Building_T4-60x50-S2-PS_Existing5,0.135226004,0.425425634,0.689555226,0.88311806,0.92707243
Building_T4-60x50-S2-PS_Existing6,0.20945017,0.584299847,0.945106457,1.237551581,1.265081949
Building_T4-60x50-S2-PS_Existing7,0.272316646,0.723647993,1.164181962,1.553193295,1.601995429
Building_T4-60x50-S2-PS_Existing8,0.264539415,0.710798226,1.169471202,1.617952945,1.765650661
Building_T4-60x50-S2-PS_Existing9,0.169644056,0.477803943,0.805376913,1.016409912,1.056034661
Building_T4-60x50-S2-PS_Existing10,0.174037627,0.493549919,0.844445421,1.198054364,1.305486771
Building_T4-60x50-S3-PS_Existing1,0.162285786,0.464733255,0.742362108,0.945836871,0.969130384
Building_T4-60x50-S3-PS_Existing2,0.148626175,0.417638536,0.673374255,0.864476027,0.919871857
Building_T4-60x50-S3-PS_Existing3,0.113520511,0.302624584,0.47476309,0.509609075,0.509609075
Building_T4-60x50-S3-PS_Existing4,0.157305589,0.472730308,0.782574538,1.041317122,1.168470008
Building_T4-60x50-S3-PS_Existing5,0.128061165,0.389984176,0.565280803,0.686128321,0.695671776
Building_T4-60x50-S3-PS_Existing6,0.092606147,0.269177648,0.428724678,0.478604843,0.483471092
Building_T4-60x50-S3-PS_Existing7,0.114940575,0.306367656,0.546606974,0.616403078,0.621848839
Building_T4-60x50-S3-PS_Existing8,0.179691479,0.547736545,0.857588076,1.162252837,1.219799014
Building_T4-60x50-S3-PS_Existing9,0.122427854,0.332505999,0.564583798,0.662524474,0.66849625
Building_T4-60x50-S3-PS_Existing10,0.141596844,0.41560927,0.666739331,0.922089905,0.972993655
Building_T4-100x50-S2-PS_Existing1,0.130848597,0.350481055,0.577940119,0.705095371,0.730856956
Building_T4-100x50-S2-PS_Existing2,0.185130733,0.544990735,0.892537807,1.211672198,1.281530037
Building_T4-100x50-S2-PS_Existing3,0.192680624,0.562232844,0.939191425,1.291373925,1.398392822
Building_T4-100x50-S2-PS_Existing4,0.139749315,0.440984209,0.699178764,0.917477202,0.93423071
Building_T4-100x50-S2-PS_Existing5,0.138327794,0.452989835,0.763101585,1.005856388,1.070509308
Building_T4-100x50-S2-PS_Existing6,0.119168851,0.373029122,0.620488946,0.792488435,0.812849513
Building_T4-100x50-S2-PS_Existing7,0.140339653,0.447716844,0.70788661,0.917632509,0.935858461
Building_T4-100x50-S2-PS_Existing8,0.167579615,0.489014355,0.808234107,1.081524885,1.157443479
Building_T4-100x50-S2-PS_Existing9,0.136421424,0.411384334,0.659762088,0.880486711,0.916049308
Building_T4-100x50-S2-PS_Existing10,0.194335001,0.540898904,0.91481429,1.191746376,1.244841124
Building_T4-100x50-S3-PS_Existing1,0.159560749,0.456427954,0.686184772,0.878263578,0.884599645
Building_T4-100x50-S3-PS_Existing2,0.122313636,0.371280009,0.574984785,0.705613643,0.719248391
Building_T4-100x50-S3-PS_Existing3,0.174037834,0.49761696,0.776462361,0.97440637,0.991253848
Building_T4-100x50-S3-PS_Existing4,0.086114482,0.267815533,0.446060414,0.537575165,0.543721618
Building_T4-100x50-S3-PS_Existing5,0.144478441,0.42878923,0.666419403,0.856775062,0.879248215
Building_T4-100x50-S3-PS_Existing6,0.155280366,0.460047536,0.743353323,1.020624446,1.080332491
Building_T4-100x50-S3-PS_Existing7,0.112234533,0.343649314,0.546876036,0.72684175,0.766814869
Building_T4-100x50-S3-PS_Existing8,0.09004981,0.234713915,0.377358479,0.434687174,0.440206982
Building_T4-100x50-S3-PS_Existing9,0.13367309,0.394711468,0.633697739,0.837546874,0.866180361
Building_T4-100x50-S3-PS_Existing10,0.110360837,0.352373852,0.543612096,0.723064471,0.731909042
