Index,NumStory,SeismicWeight,Area,LongDim,ShortDim,LongWall,ShortWall,DampingRatio,StoryHeight,1st Mode,2nd Mode,Xpeakstrength,Xdrift@peakstrength,Xdrift@80%peakstrength,Xdrift@20%residualstrength,Zpeakstrength,Zdrift@peakstrength,Zdrift@80%peakstrength,Zdrift@20%residualstrength
Building_T4-100x50-S2-PS_IEBC,2,443.629375,10000,1200,600,7924.75,7460,0.01,9.25,0.41554595,0.331590978,0.542638,0.013344,0.007437,0.044654,0.315346,0.007553,0.004508,0.003719
Building_T4-100x50-S3-PS_IEBC,3,716.142875,15000,1200,600,11972.25,11319,0.01,9.25,0.592458915,0.472238178,0.231197,0.0055,0.003506,0.026279,0.155889,0.004786,0.003134,0.026114
Building_T1-60x30-S2-GS_ASCE,2,184.6054167,3600,720,360,4033.5,3642.25,0.01,9.25,0.342738222,0.291323308,0.459491,0.0096,0.003929,0.050903,0.485072,0.005953,0.002638,0.03216
Building_T1-60x30-S3-GS_ASCE,3,306.1486667,5400,720,360,6351.5,6071,0.01,9.25,0.47154174,0.406838136,0.268359,0.006889,0.002903,0.025471,0.296885,0.00508,0.002411,0.019223
Building_T1-100x30-S2-GS_ASCE,2,284.0239584,6000,720,360,6450.75,4057,0.01,9.25,0.376705405,0.306396466,0.503944,0.005636,0.003408,0.032166,0.319567,0.005965,0.002995,0.033902
Building_T1-100x30-S3-GS_ASCE,3,467.4762917,9000,720,360,10498.25,6370.5,0.01,9.25,0.529419272,0.442200399,0.301352,0.004285,0.002641,0.0196,0.182231,0.004904,0.00247,0.019181
Building_T1-60x30-S2-PS_ASCE,2,184.6054167,3600,720,360,4033.5,3642.25,0.01,9.25,0.350407429,0.32338733,0.631765,0.013922,0.006735,0.064417,0.506831,0.031284,0.007378,0.095311
Building_T1-60x30-S3-PS_ASCE,3,306.1486667,5400,720,360,6351.5,6071,0.01,9.25,0.512436428,0.459580164,0.324347,0.007738,0.005042,0.027977,0.220365,0.006379,0.004109,0.028109
Building_T1-100x30-S2-PS_ASCE,2,284.0239584,6000,720,360,6450.75,4057,0.01,9.25,0.424725251,0.337063295,0.747289,0.012371,0.00714,0.065152,0.271497,0.014276,0.005661,0.094255
Building_T1-100x30-S3-PS_ASCE,3,467.4762917,9000,720,360,10498.25,6370.5,0.01,9.25,0.627207788,0.48549299,0.355623,0.006976,0.004686,0.027706,0.141029,0.006889,0.004384,0.027984
Building_T2-60x50-S2-GS_ASCE,2,286.8205416,6000,720,360,6177,4857.5,0.01,9.25,0.358295263,0.317972807,0.429203,0.006059,0.003177,0.026212,0.394653,0.005614,0.003394,0.032918
Building_T2-60x50-S3-GS_ASCE,3,469.3694583,9000,720,360,10036,7286.25,0.01,9.25,0.493194016,0.441442111,0.256832,0.00578,0.002872,0.017344,0.236366,0.004261,0.002631,0.018446
Building_T2-100x50-S2-GS_ASCE,2,436.7674167,10000,720,360,8095,6177,0.01,9.25,0.397530246,0.377482407,0.452861,0.006003,0.003173,0.024283,0.254477,0.005585,0.003335,0.027683
Building_T2-100x50-S3-GS_ASCE,3,709.2809167,15000,720,360,12142.5,10036,0.01,9.25,0.549942622,0.514896545,0.273553,0.005517,0.002788,0.016278,0.151871,0.00422,0.002555,0.015753
Building_T2-60x50-S2-PS_ASCE,2,286.8205416,6000,720,360,6177,4857.5,0.01,9.25,0.410825266,0.403748406,0.349946,0.008952,0.004276,0.041362,0.375297,0.016051,0.00583,0.046338
Building_T2-60x50-S3-PS_ASCE,3,469.3694583,9000,720,360,10036,7286.25,0.01,9.25,0.574841447,0.565145721,0.207014,0.008151,0.004399,0.028355,0.215599,0.012409,0.004962,0.029268
Building_T2-100x50-S2-PS_ASCE,2,436.7674167,10000,720,360,8095,6177,0.01,9.25,0.485752188,0.39579334,0.418946,0.010697,0.005111,0.042627,0.372081,0.012495,0.00837,0.043954
Building_T2-100x50-S3-PS_ASCE,3,709.2809167,15000,720,360,12142.5,10036,0.01,9.25,0.685083984,0.55146136,0.232263,0.006924,0.004459,0.027801,0.156603,0.006694,0.004593,0.027189
Building_T3-50x30-S2-GS_ASCE,2,150.971375,3000,720,360,3784,2527.5,0.01,9.25,0.325530572,0.228573892,0.661714,0.005979,0.003147,0.024073,0.42307,0.005775,0.003359,0.033429
Building_T3-50x30-S3-GS_ASCE,3,247.5722917,4500,720,360,5832.75,4054.5,0.01,9.25,0.451536511,0.331649914,0.398789,0.005464,0.002773,0.016423,0.252959,0.004729,0.002686,0.020493
Building_T3-80x30-S2-GS_ASCE,2,241.730875,4800,720,360,6146,4631.5,0.01,9.25,0.343124165,0.268070131,0.661735,0.006051,0.003216,0.023836,0.431941,0.006145,0.002995,0.026933
Building_T3-80x30-S3-GS_ASCE,3,394.190125,7200,720,360,9383.25,6945,0.01,9.25,0.479162358,0.391191847,0.40107,0.005605,0.002862,0.016377,0.259467,0.005775,0.002819,0.01794
Building_T3-50x30-S2-PS_ASCE,2,150.971375,3000,720,360,3784,2527.5,0.01,9.25,0.339113283,0.236817911,0.698989,0.008346,0.004199,0.037412,0.492046,0.011897,0.006029,0.055729
Building_T3-50x30-S3-PS_ASCE,3,247.5722917,4500,720,360,5832.75,4054.5,0.01,9.25,0.488287273,0.359457078,0.344888,0.005343,0.003303,0.026875,0.247113,0.006768,0.004354,0.027764
Building_T3-80x30-S2-PS_ASCE,2,241.730875,4800,720,360,6146,4631.5,0.01,9.25,0.411927671,0.300026876,0.696437,0.008456,0.004251,0.039386,0.322832,0.018574,0.005685,0.044822
Building_T3-80x30-S3-PS_ASCE,3,394.190125,7200,720,360,9383.25,6945,0.01,9.25,0.595166219,0.435012766,0.340354,0.005216,0.003291,0.026762,0.170989,0.006971,0.004551,0.028306
Building_T4-60x50-S2-GS_ASCE,2,292.2549166,6000,720,360,7220,4695.75,0.01,9.25,0.30334709,0.278406073,0.409573,0.005991,0.003501,0.026745,0.51927,0.006284,0.003593,0.023811
Building_T4-60x50-S3-GS_ASCE,3,474.8038333,9000,720,360,11079,7124.5,0.01,9.25,0.435424341,0.395403797,0.247352,0.005539,0.003028,0.017365,0.314763,0.005238,0.002986,0.015713
Building_T4-100x50-S2-GS_ASCE,2,443.629375,10000,720,360,7924.75,7460,0.01,9.25,0.335201533,0.299305807,0.441658,0.005982,0.003438,0.024654,0.355749,0.006152,0.003546,0.021994
Building_T4-100x50-S3-GS_ASCE,3,716.142875,15000,720,360,11972.25,11319,0.01,9.25,0.47868571,0.426748463,0.268829,0.005427,0.002951,0.016438,0.215568,0.005243,0.003002,0.014352
Building_T4-60x50-S2-PS_ASCE,2,292.2549166,6000,720,360,7220,4695.75,0.01,9.25,0.352306258,0.342699221,0.375927,0.010715,0.005043,0.042775,0.490209,0.011419,0.005976,0.004018
Building_T4-60x50-S3-PS_ASCE,3,474.8038333,9000,720,360,11079,7124.5,0.01,9.25,0.513006423,0.498310319,0.20838,0.006935,0.004439,0.02771,0.240376,0.00638,0.004289,0.027799
Building_T4-100x50-S2-PS_ASCE,2,443.629375,10000,720,360,7924.75,7460,0.01,9.25,0.427849908,0.341339265,0.41591,0.011119,0.005192,0.042599,0.288111,0.010561,0.004951,0.004788
Building_T4-100x50-S3-PS_ASCE,3,716.142875,15000,720,360,11972.25,11319,0.01,9.25,0.620338037,0.49471845,0.231195,0.006972,0.004495,0.027844,0.155897,0.006627,0.004271,0.027633
