Latitude,Longitude,Loss
33.79648,-118.30039,464452.646
33.79747,-118.30446,836753.8388
33.79748,-118.30472,202288.7327
33.79748,-118.30524,468543.1561
33.79748,-118.30564,703891.3645
33.79748,-118.30598,202667.6574
33.79749,-118.30611,704961.2926
33.79751,-118.3038,651604.8072
33.79755,-118.30082,649068.4483
33.79805,-118.30546,469567.0197
33.7981,-118.30509,1666775.867
33.79812,-118.30462,479221.5097
33.80075,-118.26417,401319.4054
33.80083,-118.26434,452353.5202
33.80226,-118.26445,271819.075
33.80329,-118.26436,190659.9608
33.81568,-118.30799,407494.6302
33.81982,-118.29993,452353.5202
33.81983,-118.30021,444123.7717
33.81984,-118.30342,453992.0632
33.81985,-118.30664,320090.4808
33.81985,-118.30717,448172.5179
33.81985,-118.3073,320767.6633
33.81986,-118.30091,804420.2635
33.82014,-118.30183,444123.7717
33.82045,-118.30778,320090.4808
33.82099,-118.30409,318736.8244
33.821,-118.30458,318736.8244
33.821,-118.30478,453172.8164
33.82184,-118.29987,316032.3942
33.82187,-118.30099,316708.1372
33.82189,-118.2996,800194.3628
33.82208,-118.3078,191035.302
33.82255,-118.30251,450714.787
33.82304,-118.30318,442102.7033
33.8232,-118.30236,441093.0043
33.82367,-118.30211,440083.8654
33.82367,-118.30661,801603.1885
33.82867,-118.3068,445797.5962
33.82877,-118.30764,793147.4761
33.8288,-118.30856,267883.199
33.82942,-118.30824,312657.4027
33.82942,-118.30857,445797.5962
33.82944,-118.30684,791737.5691
33.82944,-118.30701,1031691.488
33.82992,-118.30825,444977.9397
33.82997,-118.30868,435046.6641
33.83051,-118.30761,311309.1759
33.83052,-118.30778,311309.1759
33.83053,-118.30743,311309.1759
33.83057,-118.30878,311309.1759
33.83095,-118.30187,581997.5001
33.83113,-118.30278,432031.2304
33.83113,-118.30294,186160.5553
33.83114,-118.30077,581077.4921
33.83114,-118.3011,431027.2492
33.83114,-118.30126,185786.0237
33.83114,-118.30457,581997.5001
33.83119,-118.30312,265076.9268
33.83152,-118.30135,188296.7815
33.83196,-118.305,431027.2492
33.83618,-118.30871,485571.0918
33.83642,-118.30872,186411.5693
33.83679,-118.30869,658585.9294
33.84037,-118.30675,258918.9651
33.84047,-118.30504,184151.5668
33.84054,-118.30647,258360.2796
33.84057,-118.30823,770570.4485
33.84091,-118.30441,570933.2635
33.84109,-118.30569,770570.4485
33.84127,-118.30544,301231.3389
33.84202,-118.30887,431040.682
33.8423,-118.30887,474022.6531
33.8426,-118.30549,418029.7685
33.8426,-118.30565,300561.6924
33.84261,-118.30516,431040.682
33.84353,-118.30493,429400.8684
33.84354,-118.30744,416039.3116
33.84383,-118.30818,416039.3116
33.84408,-118.30778,298554.477
33.84408,-118.30811,428580.9707
33.84408,-118.3086,763508.1643
33.84409,-118.30844,428580.9707
33.84417,-118.30796,415045.0197
33.84456,-118.3045,763508.1643
33.84496,-118.30863,774999.015
33.8453,-118.30886,762095.3822
33.84593,-118.30437,586445.1973
33.86296,-118.29884,444517.698
33.86353,-118.29889,257801.7888
33.86689,-117.85707,223529.4337
33.87774,-118.29076,186909.821
33.87787,-118.29075,434040.9404
33.87817,-118.29078,444158.2526
33.87829,-118.29078,790327.4928
33.88007,-118.28977,312657.4027
33.88007,-118.28995,445797.5962
33.88092,-118.29034,793147.4761
33.88095,-118.29052,793147.4761
33.88097,-118.28982,437059.8358
33.88097,-118.28999,437059.8358
33.88136,-118.28983,306711.4721
33.88156,-118.28646,673763.9934
33.88167,-118.28925,458500.6503
33.88471,-118.29065,439075.2894
33.88499,-118.29078,308046.1444
33.88696,-118.29116,798785.349
33.88722,-118.29115,449075.8786
33.88827,-118.29123,798785.349
33.89219,-118.29093,443112.96
33.89221,-118.28966,318060.354
33.91007,-118.29123,281409.3053
33.91111,-118.29123,200394.5695
33.91246,-118.29122,283671.8057
33.91261,-118.29122,283671.8057
33.91281,-118.29138,1091049.732
33.91316,-118.29121,466496.9072
33.91617,-118.28742,843765.5236
33.91667,-118.29015,733118.8497
33.91671,-118.28816,337086.3643
33.91673,-118.28973,419808.5428
33.9172,-118.28834,473667.3435
33.91734,-118.29137,842363.7343
33.91743,-118.2824,205320.8849
33.91792,-118.2832,928503.9601
33.91812,-118.28699,422537.7297
33.9185,-118.28337,929625.96
33.92188,-118.29114,850770.2226
33.92207,-118.29114,260848.3145
33.9222,-118.28308,857767.5889
33.92269,-118.28318,859166.1522
33.92341,-118.2725,489147.4375
33.92369,-118.2874,483436.8044
33.92369,-118.28828,856368.7187
33.9269,-118.28301,866154.2698
33.92971,-118.24452,507864.5923
33.93062,-118.28864,241496.5014
33.93066,-118.29075,241050.9856
33.93072,-118.25957,894217.8075
33.93126,-118.25944,1159768.225
33.9313,-118.25875,1161273.067
33.93132,-118.26091,1168179.536
33.93242,-118.27808,354203.6049
33.93268,-118.27903,495666.291
33.93351,-118.27778,355577.4737
33.93421,-118.29097,243278.9424
33.93507,-118.2407,663084.1702
33.93604,-118.28257,271142.5163
33.9369,-118.26483,214757.5205
33.93752,-118.27775,213248.9287
33.93986,-118.28206,248183.3432
33.94032,-118.28226,507773.3393
33.94033,-118.28294,889851.5183
33.94047,-118.28293,693833.1707
33.94049,-118.29127,499736.1188
33.94201,-118.30903,1154348.673
33.94296,-118.23288,680588.4049
33.94431,-118.29122,308108.481
33.94582,-118.28517,364521.803
33.94582,-118.28533,364521.803
33.94582,-118.37405,475269.1764
33.94583,-118.28192,515066.8095
33.94594,-118.37332,472641.5371
33.9461,-118.37432,233484.1154
33.94635,-118.37298,204183.6344
33.94645,-118.37226,518680.4527
33.94666,-118.26552,314386.035
33.94685,-118.37267,846568.261
33.94725,-118.37756,336404.0294
33.94767,-118.26953,521333.3337
33.94778,-118.37142,202694.0984
33.94791,-118.37129,849369.8584
33.94807,-118.37125,423901.2723
33.9481,-118.37161,423219.5897
33.94812,-118.37044,520760.5856
33.94814,-118.26924,522379.0605
33.94834,-118.3774,337768.8932
33.94857,-118.3778,845167.0334
33.94859,-118.37706,201564.2212
33.94872,-118.37774,845167.0334
33.94878,-118.2887,219736.1401
33.94878,-118.28903,217020.4596
33.94881,-118.28851,701906.7496
33.94881,-118.28884,217020.4596
33.94881,-118.28917,311531.5807
33.94881,-118.28934,252198.2749
33.94882,-118.28819,252644.4697
33.94882,-118.28836,366589.1499
33.94886,-118.37771,663833.4879
33.94887,-118.29098,219736.1401
33.94975,-118.3768,856201.6478
33.94984,-118.28199,704587.3673
33.95022,-118.30044,310960.8879
33.95097,-118.30056,449661.4896
33.95102,-118.28507,910673.2941
33.95131,-118.3837,1066747.843
33.95183,-118.30864,546069.8247
33.95216,-118.29011,280957.9439
33.95226,-118.37401,484252.9655
33.95236,-118.37361,672988.7881
33.95254,-118.24627,941045.725
33.95262,-118.28593,916210.7849
33.95264,-118.37327,629286.2382
33.95324,-118.28344,529709.2942
33.95349,-118.38154,425945.2437
33.95366,-118.44029,364080.0473
33.95392,-118.43976,168774.4087
33.95394,-118.44003,280613.48
33.95409,-118.43941,362004.7218
33.95417,-118.43923,171774.7171
33.95503,-118.43957,1465678.942
33.95506,-118.28931,320099.409
33.95509,-118.43458,168035.8629
33.95512,-118.26481,530533.5522
33.95519,-118.43445,935041.1188
33.95523,-118.38131,206085.1737
33.95525,-118.43423,386494.4603
33.95534,-118.28439,524071.5215
33.95535,-118.43412,614863.1626
33.95542,-118.4393,401541.6686
33.95549,-118.43372,421891.7285
33.95552,-118.43346,171401.293
33.95556,-118.43316,279293.9568
33.95556,-118.43483,625756.3719
33.95558,-118.26405,544420.5587
33.95558,-118.44223,365463.3633
33.95559,-118.43286,723923.5509
33.95559,-118.43764,929146.5759
33.9557,-118.44231,525359.4138
33.95574,-118.43431,238939.5578
33.95575,-118.43409,614863.1626
33.95575,-118.43821,382601.5275
33.95587,-118.4337,279293.9568
33.9559,-118.43212,171774.7171
33.95593,-118.43491,360620.9575
33.95596,-118.43784,276001.2123
33.95604,-118.4329,236898.6955
33.95609,-118.43199,826149.4716
33.95611,-118.43267,723923.5509
33.95612,-118.43391,168035.8629
33.95613,-118.44142,822539.141
33.95618,-118.43638,733239.7726
33.95618,-118.44123,719680.6947
33.95621,-118.43505,238388.8249
33.95623,-118.43248,202093.7671
33.95623,-118.43323,386494.4603
33.95624,-118.43734,381630.078
33.95625,-118.43194,172148.2481
33.95626,-118.28198,324101.7915
33.95628,-118.27902,540210.687
33.95631,-118.43784,169163.0525
33.95631,-118.44089,716852.1452
33.95637,-118.43236,171774.7171
33.95639,-118.4407,169535.8131
33.95642,-118.43522,238388.8249
33.95654,-118.43941,168417.8752
33.95663,-118.43554,383573.6932
33.95664,-118.44043,235089.7179
33.95671,-118.43632,925218.8182
33.95676,-118.44163,612664.9748
33.95676,-118.44178,624506.7856
33.9568,-118.4352,931249.4915
33.95681,-118.44139,169908.6869
33.95684,-118.25685,1256826.974
33.95696,-118.43584,716852.1452
33.95705,-118.43565,166560.1667
33.95711,-118.38189,432067.1692
33.95713,-118.43548,557165.4671
33.95719,-118.43952,602761.0191
33.95721,-118.28813,524269.7687
33.95745,-118.44038,722424.7214
33.95745,-118.44038,353700.0975
33.95746,-118.43614,923255.5369
33.95754,-118.4402,394178.9158
33.95759,-118.43588,236738.1284
33.95765,-118.43566,169535.8131
33.95772,-118.43549,236738.1284
33.95773,-118.25608,223697.697
33.95832,-118.2798,290753.9624
33.95834,-118.27287,535371.629
33.95837,-118.43962,165441.9061
33.95848,-118.28304,384549.6409
33.95854,-118.28368,531340.4113
33.95874,-118.30054,224185.0667
33.95886,-118.25608,560251.8914
33.95886,-118.25644,376709.2745
33.95886,-118.43308,737291.8411
33.95887,-118.43966,227701.2805
33.95889,-118.43381,384546.5724
33.95898,-118.43871,410473.9061
33.959,-118.25608,528220.269
33.95902,-118.43287,405634.9444
33.95905,-118.38425,208723.8756
33.95906,-118.44923,410083.031
33.95907,-118.43917,164699.1416
33.95911,-118.43842,903645.9425
33.95918,-118.28268,265140.6136
33.95918,-118.43828,350931.0698
33.95924,-118.43813,371955.5715
33.9593,-118.30982,533905.7688
33.95936,-118.44964,439593.8619
33.95944,-118.43313,171401.293
33.95944,-118.43329,421180.0411
33.95944,-118.43349,171027.9769
33.95944,-118.43379,200763.0148
33.95944,-118.43395,234960.3655
33.95944,-118.43412,448728.3891
33.95944,-118.43433,358545.0251
33.95945,-118.43299,279293.9568
33.95945,-118.43366,167297.7795
33.95949,-118.40655,294445.8076
33.95952,-118.40754,1703575.158
33.95952,-118.40805,720956.904
33.95953,-118.40527,484982.3214
33.95953,-118.4057,428667.9787
33.95954,-118.40537,428667.9787
33.95969,-118.43264,240041.7652
33.95983,-118.43326,625756.3719
33.95986,-118.421,564854.063
33.95996,-118.44961,978361.0786
33.95997,-118.38252,436139.7913
33.95997,-118.38256,243724.6422
33.95997,-118.38256,436139.7913
33.95997,-118.38256,882465.9437
33.96003,-118.43227,389421.5757
33.96003,-118.43244,739992.0655
33.96004,-118.41604,340365.6672
33.96004,-118.43125,730994.8185
33.96005,-118.43511,399086.6295
33.96005,-118.43528,445079.3595
33.96006,-118.41547,864757.2817
33.96006,-118.43412,419043.4009
33.96006,-118.43428,358545.0251
33.96007,-118.4163,631979.0971
33.96007,-118.41646,864757.2817
33.96007,-118.42137,407494.6302
33.96007,-118.42154,193664.202
33.96008,-118.41531,724143.7322
33.96008,-118.42091,326193.4039
33.96013,-118.43559,397450.3598
33.96019,-118.43578,397450.3598
33.96031,-118.43602,414763.1569
33.96033,-118.4471,1229401.422
33.96043,-118.44653,944493.8879
33.96046,-118.44608,728166.3573
33.96049,-118.417,208733.7683
33.9606,-118.4459,1480154.685
33.96065,-118.30347,228458.2356
33.96066,-118.30113,288889.9365
33.96068,-118.45005,978361.0786
33.96073,-118.4457,452368.8659
33.96109,-118.41849,259444.2221
33.96112,-118.44952,611620.768
33.96119,-118.3038,228837.2164
33.9612,-118.29382,1836023.046
33.96124,-118.2567,567662.316
33.96134,-118.44966,845275.0413
33.96153,-118.45269,383423.0254
33.96166,-118.27952,556023.6055
33.9618,-118.39695,875918.7657
33.96196,-118.30933,676231.4377
33.96199,-118.45329,610368.088
33.962,-118.3087,677103.8601
33.9621,-118.28815,330967.5133
33.9621,-118.29015,536177.2475
33.9621,-118.29048,536177.2475
33.96211,-118.30933,226069.6913
33.96216,-118.28997,471106.1236
33.96223,-118.28898,471772.1874
33.96245,-118.28624,687532.5989
33.96248,-118.29251,388703.8074
33.96254,-118.28238,525834.7702
33.96259,-118.23996,264721.5828
33.96292,-118.30903,466436.5137
33.96299,-118.30298,385241.7886
33.96299,-118.30565,384549.6409
33.96304,-118.42242,644431.7676
33.96313,-118.26549,534573.0583
33.96314,-118.30917,263801.7849
33.96315,-118.42251,814273.6512
33.96326,-118.42261,193288.4892
33.96342,-118.42268,275762.7878
33.96348,-118.42194,714445.1996
33.96359,-118.42204,641425.9887
33.96363,-118.42297,683482.3697
33.9637,-118.42213,470281.3723
33.96396,-118.28407,377385.7768
33.96396,-118.28449,677843.4678
33.96396,-118.2849,677843.4678
33.96397,-118.28471,677843.4678
33.96428,-118.28505,438369.9428
33.96451,-118.28503,560251.8914
33.9646,-118.28994,334401.9858
33.9646,-118.29046,548723.6313
33.96462,-118.27426,339555.0243
33.96462,-118.28622,225180.0305
33.96462,-118.28637,234794.4911
33.96464,-118.28416,529015.0531
33.96464,-118.28521,927555.0434
33.96465,-118.28489,235172.2261
33.96476,-118.3093,469106.3893
33.96485,-118.30363,229460.6671
33.96485,-118.3038,388011.2376
33.9649,-118.30864,469773.2236
33.96515,-118.28638,439014.882
33.96515,-118.2883,560251.8914
33.96517,-118.28556,378739.078
33.96517,-118.28605,225921.0914
33.96517,-118.28622,561309.6831
33.96518,-118.28457,253106.6449
33.96518,-118.28506,529809.6441
33.96519,-118.42384,807236.5494
33.96524,-118.30899,266033.1162
33.9657,-118.28489,440948.5745
33.96582,-118.28896,235172.2261
33.96582,-118.28913,225550.5703
33.96585,-118.28588,930257.6096
33.96586,-118.28448,246725.4282
33.96587,-118.38583,444263.0647
33.96603,-118.28712,527260.8567
33.96612,-118.30717,471772.1874
33.96612,-118.30749,232625.465
33.96615,-118.30397,332112.2393
33.96636,-118.29028,225921.0914
33.96637,-118.2888,337264.6288
33.96637,-118.28913,337264.6288
33.96639,-118.2858,528552.5072
33.9664,-118.28355,442236.755
33.96647,-118.38479,215134.676
33.96653,-118.46108,395821.2164
33.96656,-118.3093,229837.3172
33.96665,-118.30548,332112.2393
33.96665,-118.30717,731970.6716
33.96665,-118.30733,472437.9924
33.96673,-118.26835,231476.1871
33.967,-118.3839,512981.0093
33.96701,-118.30429,473768.8222
33.96701,-118.30631,539397.5932
33.96704,-118.28946,564484.7521
33.96704,-118.28963,554667.4635
33.96705,-118.28611,382123.9969
33.96706,-118.28439,568722.0483
33.96717,-118.38483,218597.9567
33.96724,-118.28746,532986.0491
33.9674,-118.33135,227577.0273
33.9675,-118.2884,532986.0491
33.96755,-118.28934,442236.755
33.9677,-118.26245,547239.1474
33.96798,-118.45771,763508.1643
33.96813,-118.28539,570842.3164
33.96839,-118.39753,692933.1898
33.96882,-118.33087,469773.2236
33.96885,-118.39777,360390.6931
33.96891,-118.30936,224438.8971
33.96909,-118.28652,446096.6583
33.96951,-118.28341,258268.6767
33.96951,-118.28489,386866.617
33.96982,-118.37052,519216.9408
33.97005,-118.28621,240079.0847
33.97005,-118.2888,538537.0182
33.97047,-118.28571,231106.0298
33.97054,-118.2752,233326.516
33.97105,-118.45889,179902.5409
33.97107,-118.27906,447381.7201
33.97135,-118.45931,258918.9651
33.97137,-118.27426,549607.8562
33.97142,-118.28486,241964.3185
33.97143,-118.45991,788408.8088
33.97144,-118.28472,346426.9757
33.97145,-118.2834,346999.6503
33.9717,-118.33109,1262715.571
33.9719,-118.28228,254368.0882
33.972,-118.28391,347572.3218
33.97201,-118.28306,243094.8645
33.97202,-118.25708,993264.4131
33.97211,-118.45971,184662.8459
33.97224,-118.46055,215753.8376
33.97241,-118.28488,545658.8948
33.97241,-118.28538,451873.0902
33.97244,-118.37667,531806.8389
33.97295,-118.30863,228143.7847
33.97297,-118.33026,234416.7189
33.97298,-118.28306,244224.9435
33.97298,-118.33059,527425.2929
33.97299,-118.37654,225804.6974
33.97303,-118.3765,769338.4871
33.9731,-118.37663,924504.6024
33.97313,-118.37659,459744.4086
33.97314,-118.37659,556810.7396
33.97337,-118.28469,975945.2063
33.97337,-118.2862,1275340.066
33.97337,-118.28686,233696.4856
33.97338,-118.28488,349290.3068
33.97345,-118.39491,705479.7233
33.97367,-118.37343,227321.1432
33.97392,-118.37696,927265.823
33.97394,-118.28389,455714.7915
33.97405,-118.37692,927265.823
33.97414,-118.32872,571409.9622
33.97422,-118.33283,570591.1652
33.97424,-118.32908,440304.1989
33.97436,-118.37631,226942.0648
33.97436,-118.46145,192537.2158
33.97446,-118.37701,928645.7884
33.9745,-118.3733,932783.0775
33.97462,-118.37317,523074.7208
33.97466,-118.46251,318760.5687
33.97482,-118.31888,937006.6761
33.97485,-118.31222,941050.9935
33.97487,-118.32976,931608.267
33.97516,-118.37476,287957.5652
33.9752,-118.37536,994111.7474
33.97523,-118.29069,548028.9409
33.97532,-118.37523,381090.2615
33.97553,-118.46161,471660.7257
33.97585,-118.46237,652775.4204
33.97594,-118.37642,381781.9514
33.97599,-118.46364,701750.2077
33.97619,-118.27809,710968.7112
33.97639,-118.46283,470363.8088
33.97644,-118.37627,528919.2291
33.97645,-118.37606,226069.6913
33.97646,-118.37585,226446.5577
33.97664,-118.32901,534573.0583
33.97667,-118.32836,255257.3561
33.97679,-118.46359,200434.6228
33.97695,-118.32797,686411.9297
33.97696,-118.3342,237437.8163
33.97697,-118.28979,243471.6103
33.97698,-118.28837,586776.8372
33.97711,-118.33417,339555.0243
33.97713,-118.33338,339555.0243
33.97714,-118.32977,938355.2129
33.97722,-118.27792,405192.5075
33.97734,-118.46261,419808.5428
33.97737,-118.46517,852170.2935
