,a,b,c,d,e,f,g,h,i
0,0.3673157956981504,0.05678021195229066,0.5314767602467234,0.5710826178156718,0.7335171183520408,0.3247275996952653,0.5347754302382577,0.50359360055615,0.34940450897573777
