,a,b,c,d,e,f,g,h,i
0,0.05789591240788572,0.3739195744662077,0.3365778281823214,0.745654809817816,0.668615427319999,0.010336762284942957,0.19955070718061696,0.45572658853530557,0.3229625968033901
