Slight,Moderate,Severe,Complete
1.70415324,1.572611651,1.561450456,1.545705743
2.037694656,1.902770884,2.014243011,2.011389515
1.758725543,1.749656811,1.878649514,1.883603516
1.87561674,1.770668617,1.795520127,1.781888038
1.990894017,1.964356886,2.066035137,2.041083666
1.841096648,1.778093427,1.906763022,1.90388849
1.95341428,1.710930466,1.738514692,1.727049589
1.735883709,1.687852706,1.728942986,1.722603996
2.05844589,1.811923521,1.855760854,1.875961791
2.011839025,1.855273245,1.914338101,1.934083929
1.706671676,1.638258655,1.853905051,1.847156302
1.57269843,1.502863196,1.597214097,1.584112169
1.775259042,1.718760005,1.754766662,1.745229483
1.522700718,1.439194572,1.521689473,1.510424288
1.737841444,1.721350164,1.786247651,1.767430576
2.276629426,2.18216378,2.230079076,2.228654216
2.204838621,2.081266115,2.096547255,2.10035727
1.899300771,1.741800124,1.740762974,1.748009568
2.423010012,2.260013918,2.306547012,2.292744892
1.953965486,1.793162948,1.756592644,1.770928183
2.318245628,2.217947807,2.206340167,2.226459685
2.070697056,1.973233845,1.897073935,1.889528493
1.911091299,1.813111133,1.815560305,1.809502873
2.263651965,2.117317306,2.241794328,2.226769023
2.177715878,2.101310611,2.129472,2.133399882
1.859049406,1.842870292,1.845076913,1.864840475
1.949716317,1.788415313,1.71252135,1.746543577
2.064260238,1.964690587,2.019808864,2.056040178
1.989880239,1.952961339,2.033677608,2.069022751
1.860897629,1.826721042,1.823797601,1.841468059
1.86790488,1.665303989,1.592578837,1.59399055
1.856010537,1.638844799,1.530767442,1.532591727
1.949442723,1.80768734,1.701925331,1.703462572
1.928524305,1.763044729,1.655701424,1.65762705
1.940176543,1.720393787,1.607375009,1.613413443
1.969682561,1.824506275,1.851476386,1.853262087
2.074318315,1.974985933,2.0592249,2.059315327
1.845252703,1.861503838,1.977419464,1.984619169
1.71568931,1.691362157,1.829170976,1.836148828
1.548838318,1.595562344,1.601629622,1.604696519
1.72994156,1.521116126,1.49646665,1.497400277
1.617752534,1.396006483,1.353413336,1.353552569
1.701257812,1.501652754,1.48127803,1.484879828
1.528471224,1.346389792,1.29045951,1.290734986
1.727765655,1.503448227,1.524764571,1.525871096
2.012278787,1.896148008,1.922272041,1.922450392
1.949828005,1.94260276,2.015265923,2.018076541
2.054961061,1.895524179,1.852218455,1.884545349
1.6540849,1.759236811,1.905246629,1.932032669
1.725545713,1.727830408,1.73715654,1.762129605
1.536400666,1.638432726,1.708253297,1.725752364
1.661055446,1.76933317,1.844640243,1.855382132
1.718589617,1.683089667,1.819998123,1.826742061
1.839502872,1.901524596,2.056167654,2.071423963
1.607239777,1.597490151,1.714826754,1.733549709
1.735477003,1.556022151,1.475916789,1.475911173
1.799766073,1.588588085,1.482961849,1.483904012
1.847230589,1.539155739,1.447752059,1.447912211
1.645354847,1.446335183,1.371814031,1.371891576
1.82022394,1.569946945,1.50219182,1.510030802
1.703610862,1.624781982,1.606580459,1.620080146
1.65047377,1.59133587,1.660282217,1.668723391
1.855910077,1.730970489,1.817020321,1.820051768
1.715578833,1.596532004,1.640459345,1.643910179
1.779700714,1.692352187,1.759356081,1.766960244
1.745576474,1.519673833,1.459007656,1.459644536
1.805293322,1.588438526,1.561223379,1.561441598
1.672841226,1.476358761,1.408757274,1.410136694
1.769949889,1.538599538,1.478086668,1.478230255
1.772563872,1.526971325,1.437802977,1.43982029
2.186262348,1.965395749,1.910297462,1.911957834
2.218660976,1.976452855,1.878047004,1.879434147
2.213869553,1.97785015,1.903925141,1.908625063
2.082859875,1.856593499,1.760106947,1.762104938
2.185045578,1.94058868,1.830863398,1.834377833
1.811225471,1.967623888,2.203993464,2.239836546
1.90783135,1.859641551,1.968606394,1.99186563
1.933317088,2.016300989,2.343698132,2.366119531
1.589480887,1.49803055,1.544276983,1.569179904
1.739801065,1.784174906,1.86024759,1.906247139
1.767234746,1.718829114,1.795998528,1.814252869
1.811143856,1.599638664,1.595667467,1.60641547
1.603224307,1.481625889,1.492041614,1.49850282
2.149928427,1.869438426,1.85203716,1.875058141
2.044501723,1.825862058,1.842797751,1.867306838
2.226679613,1.986770529,2.010991002,2.058930223
2.110403556,1.914342062,1.99078845,2.029889809
2.491893755,2.172272799,2.241173443,2.279564163
2.372164049,2.177842957,2.305441806,2.366480386
2.38131679,2.104480699,2.156829626,2.201898311
2.171837902,2.046504831,2.147665002,2.160332603
2.096402987,2.002167626,2.183536051,2.195734614
2.327093066,2.212770359,2.432717245,2.438698275
2.145631245,1.935129399,1.977157118,1.998830618
2.102308012,1.796527133,1.800929401,1.821322531
1.613888703,1.661589479,1.876172177,1.892571864
1.644268058,1.645011077,1.763491209,1.782568
1.747040701,1.75410931,1.913420821,1.933165981
1.645052621,1.636942885,1.691891206,1.7119744
1.540050075,1.50912871,1.547146741,1.5647182
2.304127932,2.21017462,2.31580322,2.338893412
2.389357767,2.260042746,2.422091249,2.440590073
1.932885551,1.773895976,1.779706445,1.844307317
2.075620767,1.920141438,2.055461354,2.085710803
2.346493572,2.218749082,2.410961753,2.448163472
1.688551558,1.761699801,1.86755603,1.904871487
1.747385287,1.825093589,2.109789239,2.150718483
1.703688776,1.775362167,2.013495756,2.036504109
1.821152083,1.833452191,2.074251949,2.092773688
1.834783981,1.896968168,2.238497652,2.263738399
1.575659733,1.470570974,1.589243205,1.598101566
1.794063669,1.689732766,1.724420297,1.740049026
1.943049003,1.730548595,1.790129397,1.801646036
1.674226859,1.554232093,1.621031588,1.643837535
1.698611797,1.572699025,1.664341205,1.683942577
2.104990446,1.929913514,2.001552104,2.032970463
1.872034978,1.758669867,1.767924105,1.794182879
1.818774107,1.750813747,1.76776332,1.784859351
2.151858208,1.885357524,1.91648256,1.941261445
1.991440435,1.833796931,1.917647836,1.944866471
1.651617753,1.55982064,1.686001773,1.701816424
1.649471865,1.613351279,1.750666811,1.758937942
1.630551058,1.630740079,1.804228382,1.805723643
1.753049312,1.74599661,1.777519128,1.800153417
1.88080091,1.796126609,1.984991563,2.005916099
2.192752495,2.063880713,1.971389982,1.98809784
2.022259404,1.923029131,1.854345861,1.861778742
2.018082616,1.957370246,1.953248913,1.957248852
1.929684981,1.727009345,1.677810421,1.67939196
2.253783546,2.203661534,2.164404119,2.167056395
2.387452475,2.282647524,2.211933887,2.222084368
2.38863743,2.165332719,2.086425063,2.12042216
1.924948481,1.757834534,1.721579483,1.7242431
2.64811378,2.48402196,2.425771662,2.436188156
2.35480703,2.2539003,2.199601965,2.201033484
1.839924444,2.035645383,2.137905116,2.147148001
2.23663984,2.32235801,2.504314244,2.504477042
1.977636789,1.999869139,1.998993895,2.000646093
1.877223602,2.084045872,2.165294727,2.167191712
1.811492571,1.869497106,1.926162574,1.927228654
1.93598987,1.955403371,1.914382864,1.918723957
1.811646942,1.885481475,1.897242286,1.900169775
1.892645899,1.943869892,1.918603291,1.91885242
1.845573955,1.866820458,1.859408275,1.859466411
1.892044546,1.916357938,1.899235139,1.899447027
1.84154029,1.815579834,1.799509094,1.799919429
2.086314,2.129371198,2.145592602,2.146257405
1.953012408,1.957467265,1.923060366,1.926931066
1.811046616,1.854679592,1.827511872,1.828923004
2.118147346,2.081495097,2.085740616,2.086712125
2.26196104,2.088544743,1.993746227,2.00438964
2.139650757,1.977699985,1.910201218,1.914554201
2.195860813,2.205478671,2.185970237,2.194793853
2.267303815,2.196055481,2.176888814,2.178328402
