NumStory,SeismicWeight,Area,LongDim,ShortDim,LongWall,ShortWall,DampingRatio,StoryHeight,Xpeakstrength,Zpeakstrength
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,1.750542937,1.699198474
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,1.964632977,1.986635091
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,1.958131036,2.003207172
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,1.606403616,1.705399638
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,2.143990017,2.046112456
2,253.62,1800,720,360,4033.5,3642.25,0.047,11.34225,1.994255437,2.017641641
2,253.62,1800,720,360,4033.5,3642.25,0.047,11.34225,1.528740924,1.669274488
2,253.62,1800,720,360,4033.5,3642.25,0.047,11.34225,1.919993155,1.818179766
2,253.62,1800,720,360,4033.5,3642.25,0.047,11.34225,2.192053844,2.104142453
2,253.62,1800,720,360,4033.5,3642.25,0.047,11.34225,2.000686988,1.983869574
2,239.688,1800,720,360,4033.5,3642.25,0.02,11.02475,1.933999713,1.935286487
2,239.688,1800,720,360,4033.5,3642.25,0.02,11.02475,1.449263915,1.568136615
2,239.688,1800,720,360,4033.5,3642.25,0.02,11.02475,1.76735764,1.874471209
2,239.688,1800,720,360,4033.5,3642.25,0.02,11.02475,1.833637311,1.908838356
2,239.688,1800,720,360,4033.5,3642.25,0.02,11.02475,1.475753569,1.612122169
2,252.116,1800,720,360,4033.5,3642.25,0.031,10.26958,1.865779171,1.798611174
2,252.116,1800,720,360,4033.5,3642.25,0.031,10.26958,1.785842653,1.742181485
2,252.116,1800,720,360,4033.5,3642.25,0.031,10.26958,1.498904194,1.473432607
2,252.116,1800,720,360,4033.5,3642.25,0.031,10.26958,2.048466288,1.798587993
2,252.116,1800,720,360,4033.5,3642.25,0.031,10.26958,1.860622813,1.798583604
2,226.683,1800,720,360,4033.5,3642.25,0.028,9.47,2.057095497,1.947980175
2,226.683,1800,720,360,4033.5,3642.25,0.028,9.47,1.901157313,1.922134345
2,226.683,1800,720,360,4033.5,3642.25,0.028,9.47,1.861009679,1.920459322
2,226.683,1800,720,360,4033.5,3642.25,0.028,9.47,1.53304805,1.75496705
2,226.683,1800,720,360,4033.5,3642.25,0.028,9.47,1.837202713,1.741309149
2,243.288,1800,720,360,4033.5,3642.25,0.011,10.82392,1.856443475,1.756211961
2,243.288,1800,720,360,4033.5,3642.25,0.011,10.82392,2.158627564,1.978191642
2,243.288,1800,720,360,4033.5,3642.25,0.011,10.82392,2.046420936,1.966820825
2,243.288,1800,720,360,4033.5,3642.25,0.011,10.82392,1.447527199,1.644036385
2,243.288,1800,720,360,4033.5,3642.25,0.011,10.82392,1.802836526,1.682887892
2,230.229,1800,720,360,4033.5,3642.25,0.032,11.18467,2.008422809,1.909942593
2,230.229,1800,720,360,4033.5,3642.25,0.032,11.18467,1.51847104,1.55664469
2,230.229,1800,720,360,4033.5,3642.25,0.032,11.18467,2.008996683,1.923675968
2,230.229,1800,720,360,4033.5,3642.25,0.032,11.18467,1.653152429,1.652885128
2,230.229,1800,720,360,4033.5,3642.25,0.032,11.18467,1.710059865,1.789042821
2,253.952,1800,720,360,4033.5,3642.25,0.046,11.30958,1.460338127,1.568012447
2,253.952,1800,720,360,4033.5,3642.25,0.046,11.30958,1.535148937,1.715923921
2,253.952,1800,720,360,4033.5,3642.25,0.046,11.30958,1.92671352,1.923325514
2,253.952,1800,720,360,4033.5,3642.25,0.046,11.30958,1.495582893,1.507527969
2,253.952,1800,720,360,4033.5,3642.25,0.046,11.30958,1.423290559,1.42956844
2,213.447,1800,720,360,4033.5,3642.25,0.021,9.044333,1.86478383,1.873780108
2,213.447,1800,720,360,4033.5,3642.25,0.021,9.044333,1.435787242,1.464264254
2,213.447,1800,720,360,4033.5,3642.25,0.021,9.044333,1.889506399,1.803202036
2,213.447,1800,720,360,4033.5,3642.25,0.021,9.044333,2.02805719,2.018387723
2,213.447,1800,720,360,4033.5,3642.25,0.021,9.044333,1.424946344,1.496017834
2,242.57,1800,720,360,4033.5,3642.25,0.011,11.13817,1.480724823,1.623422659
2,242.57,1800,720,360,4033.5,3642.25,0.011,11.13817,2.134243568,1.816800658
2,242.57,1800,720,360,4033.5,3642.25,0.011,11.13817,2.18736942,1.816796539
2,242.57,1800,720,360,4033.5,3642.25,0.011,11.13817,2.075574693,1.816809216
2,242.57,1800,720,360,4033.5,3642.25,0.011,11.13817,1.629466875,1.729708061
3,435.661,1800,720,360,6351.5,6071,0.039,11.58958,1.949336109,1.934389989
3,435.661,1800,720,360,6351.5,6071,0.039,11.58958,1.408260859,1.506021814
3,435.661,1800,720,360,6351.5,6071,0.039,11.58958,2.132519457,2.100831842
3,435.661,1800,720,360,6351.5,6071,0.039,11.58958,1.620032184,1.63925208
3,435.661,1800,720,360,6351.5,6071,0.039,11.58958,1.495754867,1.706320632
3,433.176,1800,720,360,6351.5,6071,0.046,11.30317,1.488848597,1.653827282
3,433.176,1800,720,360,6351.5,6071,0.046,11.30317,2.235333107,2.046735899
3,433.176,1800,720,360,6351.5,6071,0.046,11.30317,2.120546223,1.975287957
3,433.176,1800,720,360,6351.5,6071,0.046,11.30317,2.093078979,2.078276905
3,433.176,1800,720,360,6351.5,6071,0.046,11.30317,1.808153501,1.793710834
3,393.717,1800,720,360,6351.5,6071,0.029,10.21558,1.797372867,1.428316486
3,393.717,1800,720,360,6351.5,6071,0.029,10.21558,1.797178372,1.428321503
3,393.717,1800,720,360,6351.5,6071,0.029,10.21558,1.645678572,1.42845296
3,393.717,1800,720,360,6351.5,6071,0.029,10.21558,1.463323217,1.428304772
3,393.717,1800,720,360,6351.5,6071,0.029,10.21558,1.797183866,1.428316592
3,440.61,1800,720,360,6351.5,6071,0.031,11.93108,1.449403646,1.500574455
3,440.61,1800,720,360,6351.5,6071,0.031,11.93108,1.449492588,1.449625101
3,440.61,1800,720,360,6351.5,6071,0.031,11.93108,1.832872457,1.59685749
3,440.61,1800,720,360,6351.5,6071,0.031,11.93108,2.007769726,1.596867103
3,440.61,1800,720,360,6351.5,6071,0.031,11.93108,1.745222805,1.596851869
3,379.09,1800,720,360,6351.5,6071,0.017,10.18958,1.59696633,1.62137414
3,379.09,1800,720,360,6351.5,6071,0.017,10.18958,1.869264151,1.783483025
3,379.09,1800,720,360,6351.5,6071,0.017,10.18958,1.813117132,1.753461065
3,379.09,1800,720,360,6351.5,6071,0.017,10.18958,2.111037894,1.783490408
3,379.09,1800,720,360,6351.5,6071,0.017,10.18958,1.621430256,1.730058889
3,414.129,1800,720,360,6351.5,6071,0.032,11.47867,1.837765585,1.461063414
3,414.129,1800,720,360,6351.5,6071,0.032,11.47867,1.837685238,1.461059997
3,414.129,1800,720,360,6351.5,6071,0.032,11.47867,1.526468995,1.461069372
3,414.129,1800,720,360,6351.5,6071,0.032,11.47867,1.553089449,1.461075042
3,414.129,1800,720,360,6351.5,6071,0.032,11.47867,1.837678219,1.461055715
3,383.235,1800,720,360,6351.5,6071,0.017,9.643167,2.051205223,2.069778035
3,383.235,1800,720,360,6351.5,6071,0.017,9.643167,1.38215466,1.504363651
3,383.235,1800,720,360,6351.5,6071,0.017,9.643167,2.191099042,2.052220891
3,383.235,1800,720,360,6351.5,6071,0.017,9.643167,2.129466519,2.026637795
3,383.235,1800,720,360,6351.5,6071,0.017,9.643167,1.801642822,1.768060907
3,396.525,1800,720,360,6351.5,6071,0.045,10.5305,1.526173431,1.211968233
3,396.525,1800,720,360,6351.5,6071,0.045,10.5305,1.505144975,1.211956535
3,396.525,1800,720,360,6351.5,6071,0.045,10.5305,1.526336726,1.211967042
3,396.525,1800,720,360,6351.5,6071,0.045,10.5305,1.526172926,1.2119741
3,396.525,1800,720,360,6351.5,6071,0.045,10.5305,1.526275593,1.211965888
3,404.682,1800,720,360,6351.5,6071,0.045,11.72858,1.65005988,1.311502384
3,404.682,1800,720,360,6351.5,6071,0.045,11.72858,1.65022502,1.311504662
3,404.682,1800,720,360,6351.5,6071,0.045,11.72858,1.538378968,1.311513126
3,404.682,1800,720,360,6351.5,6071,0.045,11.72858,1.549717113,1.311513196
3,404.682,1800,720,360,6351.5,6071,0.045,11.72858,1.410493415,1.311512966
