NumStory,SeismicWeight,Area,LongDim,ShortDim,LongWall,ShortWall,DampingRatio,StoryHeight,X Diff,Z Diff,X 1st Inc,Z 1st Inc
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.869318422,1.50650276
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.120488379,2.125601433
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.114120792,2.163573824
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.700647886,1.510526178
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.32868515,2.257372573
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.15396767,2.190094054
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.607524597,1.42580878
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.067051512,1.75972215
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.382591953,2.376402418
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.158437411,2.114680725
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.080579068,2.003302559
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.515907373,1.206615781
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.884743892,1.86968596
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.964285982,1.947326981
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.545903163,1.300181729
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.003629123,1.733308953
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.910456643,1.599574271
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.575579015,1.009431925
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.221100895,2.288189479
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,0.999525656,1.899745479
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.228152212,2.047792595
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.047704015,1.989116076
2,240.232,1800,720,360,4033.5,3642.25,0.042,10.69575,52.9565446,30.0536013,1.000478158,1.982173727
