,NumStory,SeismicWeight,peakstrength,drift@peakstrength,drift@80%peakstrength,drift@20%residualstrength,area
Building_T1-60x30-S2-PS_Variated3_2,1,157.0,0.5420578280254778,0.0124324,0.00782883,0.0984685,0.004647961600173918
Building_T1-60x30-S2-PS_Variated3_3,1,157.0,0.5925902229299362,0.012964,0.0068018,0.0748018,0.005684182559378106
Building_T1-60x30-S2-PS_Variated3_4,1,157.0,0.5841892050955413,0.00995495,0.00640541,0.0861622,0.003934735013460384
Building_T1-60x30-S2-PS_Variated3_5,1,157.0,0.6629578343949044,0.0111982,0.00740541,0.0940811,0.004921529261470622
Building_T1-60x30-S2-PS_Variated4_1,1,139.0,0,0,0,0,0
Building_T1-60x30-S2-PS_Variated4_2,1,139.0,0.6699467568345324,0.00728829,0.00430631,0.0701982,0.0034515337601575885
Building_T1-60x30-S2-PS_Variated4_3,1,139.0,0.6908429381294964,0.00974775,0.00636937,0.075045,0.004500575736852707
Building_T1-60x30-S2-PS_Variated4_4,1,139.0,0.732575654676259,0.00978378,0.00636036,0.0744865,0.004771130200189742
Building_T1-60x30-S2-PS_Variated4_5,1,139.0,0,0,0,0,0
Building_T1-60x30-S2-PS_Variated5_1,1,134.0,0,0,0,0,0
Building_T1-60x30-S2-PS_Variated5_2,1,134.0,0.6839652776119403,0.010982,0.00483784,0.0639279,0.005818207256569135
Building_T1-60x30-S2-PS_Variated5_3,1,134.0,0.5335231835820895,0.00894595,0.00484685,0.069982,0.0034543875838994815
Building_T1-60x30-S2-PS_Variated5_4,1,134.0,0.577678452238806,0.00903604,0.00585586,0.0748919,0.003563967920044597
Building_T1-60x30-S2-PS_Variated5_5,1,134.0,0.5766734865671642,0.010027,0.00559459,0.0784144,0.004197289195981146
Building_T1-60x30-S2-PS_Variated6_1,1,134.0,0.5994225179104479,0.00875676,0.0052973,0.0686667,0.0036747842009537584
Building_T1-60x30-S2-PS_Variated6_2,1,134.0,0.7856741119402983,0.0111261,0.00677477,0.0881261,0.006110145849963132
Building_T1-60x30-S2-PS_Variated6_3,1,134.0,0.7306073238805969,0.0117387,0.00684685,0.0913604,0.006064490874833089
Building_T1-60x30-S2-PS_Variated6_4,1,134.0,0,0,0,0,0
Building_T1-60x30-S2-PS_Variated6_5,1,134.0,0.7096584029850747,0.00893694,0.00634234,0.0814685,0.003941844654774298
Building_T1-60x30-S2-PS_Variated7_1,1,137.0,0.705773291970803,0.0104144,0.00699099,0.0816937,0.0048240327009028364
Building_T1-60x30-S2-PS_Variated7_2,1,137.0,0.7146888189781021,0.00915315,0.00627928,0.0712162,0.004212950391442815
Building_T1-60x30-S2-PS_Variated7_3,1,137.0,0.5763055635036497,0.00989189,0.00686486,0.0898198,0.003669093807431377
Building_T1-60x30-S2-PS_Variated7_4,1,137.0,0.6342406131386861,0.00932432,0.00593694,0.0882793,0.004004657471332338
Building_T1-60x30-S2-PS_Variated7_5,1,137.0,0.7154355182481752,0.0118468,0.00630631,0.0714955,0.006181834685366294
Building_T1-60x30-S2-PS_Variated8_1,1,149.0,0.5642583798657718,0.00754054,0.00353153,0.0652883,0.003180228874789888
Building_T1-60x30-S2-PS_Variated8_2,1,149.0,0.5636484,0.00787387,0.00332432,0.0646216,0.003385202956143563
Building_T1-60x30-S2-PS_Variated8_3,1,149.0,0.5135437691275168,0.0081982,0.00432432,0.0678919,0.0031246972043061398
Building_T1-60x30-S2-PS_Variated8_4,1,149.0,0.4678223208053691,0.00792793,0.00466667,0.0693604,0.002657027568697759
Building_T1-60x30-S2-PS_Variated8_5,1,149.0,0.6455690939597315,0.00901802,0.00659459,0.0714955,0.003522577198418614
Building_T1-60x30-S2-PS_Variated9_1,1,147.0,0.49275937551020405,0.0098018,0.00559459,0.0780541,0.003444404775119112
Building_T1-60x30-S2-PS_Variated9_2,1,147.0,0.6709510299319728,0.0101892,0.00744144,0.0933063,0.004115952368848717
Building_T1-60x30-S2-PS_Variated9_3,1,147.0,0.7042821904761903,0.0109099,0.00627027,0.0832703,0.005482853442743903
Building_T1-60x30-S2-PS_Variated9_4,1,147.0,0.5606500816326531,0.0124234,0.00440541,0.0934414,0.00550615114335923
Building_T1-60x30-S2-PS_Variated9_5,1,147.0,0.4979824489795918,0.00998198,0.00664865,0.0782252,0.003305186861144921
Building_T1-60x30-S2-PS_Variated10_1,1,159.0,0,0,0,0,0
Building_T1-60x30-S2-PS_Variated10_2,1,159.0,0,0,0,0,0
Building_T1-60x30-S2-PS_Variated10_3,1,159.0,0.5744023647798743,0.0118649,0.00759459,0.0905405,0.0046899353049432504
Building_T1-60x30-S2-PS_Variated10_4,1,159.0,0,0,0,0,0
Building_T1-60x30-S2-PS_Variated10_5,1,159.0,0.5348969056603773,0.009,0.00592793,0.0743153,0.003233561951856619
Building_T1-60x30-S3-PS_Variated1_1,1,152.0,0.5230222513157896,0.00844144,0.00313514,0.0637477,0.003500236289259704
Building_T1-60x30-S3-PS_Variated1_2,1,152.0,0.5010239013157894,0.010991,0.00659459,0.0828378,0.0038883676729259764
Building_T1-60x30-S3-PS_Variated1_3,1,152.0,0.5889915723684211,0.0106036,0.0055045,0.0797207,0.004661940416478491
Building_T1-60x30-S3-PS_Variated1_4,1,152.0,0.6537112407894736,0.00922523,0.00548649,0.0797477,0.004235896020487432
Building_T1-60x30-S3-PS_Variated1_5,1,152.0,0.5153329118421053,0.00896396,0.00526126,0.0705676,0.0032735538177140816
Building_T1-60x30-S3-PS_Variated2_1,1,144.0,0.7066304499999999,0.010036,0.00703604,0.0769009,0.0044892543442896955
Building_T1-60x30-S3-PS_Variated2_2,1,144.0,0.6561071291666666,0.00951351,0.00706306,0.088982,0.003739146775458255
Building_T1-60x30-S3-PS_Variated2_3,1,144.0,0.6532730527777777,0.00933333,0.00645946,0.0726577,0.00389309162047441
Building_T1-60x30-S3-PS_Variated2_4,1,144.0,0.5834518472222222,0.0115405,0.00795495,0.0960631,0.004408502337215324
Building_T1-60x30-S3-PS_Variated2_5,1,144.0,0.6745014805555556,0.0108468,0.0062973,0.0947207,0.005187821578825286
Building_T1-60x30-S3-PS_Variated3_1,1,135.0,0.7248267125925926,0.0094955,0.00579279,0.0729369,0.00477314644455859
Building_T1-60x30-S3-PS_Variated3_2,1,135.0,0.6612470074074074,0.0114685,0.00681982,0.0928559,0.005385519668809536
Building_T1-60x30-S3-PS_Variated3_3,1,135.0,0.7193548711111111,0.00847748,0.00599099,0.0721982,0.0038079067277216596
Building_T1-60x30-S3-PS_Variated3_4,1,135.0,0.5563773837037037,0.0107658,0.00454955,0.0810811,0.004622183610513868
Building_T1-60x30-S3-PS_Variated3_5,1,135.0,0.6291421851851853,0.00964865,0.00498198,0.0868919,0.004465549588060791
Building_T1-60x30-S3-PS_Variated4_1,1,144.0,0.5675551777777779,0.00915315,0.00572072,0.0721351,0.0036115188222778753
Building_T1-60x30-S3-PS_Variated4_2,1,144.0,0.7188703666666666,0.00991892,0.00664865,0.0778108,0.00469646224732515
Building_T1-60x30-S3-PS_Variated4_3,1,144.0,0.5530466430555555,0.0081982,0.00348649,0.0781982,0.003432171349109711
Building_T1-60x30-S3-PS_Variated4_4,1,144.0,0.5939406666666666,0.0114414,0.00581982,0.0868559,0.005094471543246229
Building_T1-60x30-S3-PS_Variated4_5,1,144.0,0.6200422819444444,0.00984685,0.00488288,0.0753604,0.004580877330008784
Building_T1-60x30-S3-PS_Variated5_1,1,143.0,0.6964433034965035,0.0073964,0.00485586,0.0624865,0.0034507087369743494
Building_T1-60x30-S3-PS_Variated5_2,1,143.0,0.6856107440559441,0.00765766,0.00416216,0.0654324,0.0037658076747769274
Building_T1-60x30-S3-PS_Variated5_3,1,143.0,0.49563908251748245,0.00836937,0.00195495,0.0536757,0.003385577691331445
Building_T1-60x30-S3-PS_Variated5_4,1,143.0,0.6942188713286713,0.00697297,0.00472973,0.066045,0.003152484016633204
Building_T1-60x30-S3-PS_Variated5_5,1,143.0,0.6503569160839161,0.00668468,0.00395495,0.0555495,0.0030236017438854054
Building_T1-60x30-S3-PS_Variated6_1,1,152.0,0,0,0,0,0
Building_T1-60x30-S3-PS_Variated6_2,1,152.0,0.5719411828947369,0.00851351,0.00407207,0.0753874,0.0036672681542165037
Building_T1-60x30-S3-PS_Variated6_3,1,152.0,0.5604303776315789,0.0086036,0.00438739,0.0662342,0.0035635694528104314
Building_T1-60x30-S3-PS_Variated6_4,1,152.0,0,0,0,0,0
Building_T1-60x30-S3-PS_Variated6_5,1,152.0,0.4565836039473684,0.00756757,0.00469369,0.0659189,0.0024115223509193345
Building_T1-60x30-S3-PS_Variated7_1,1,151.0,0,0,0,0,0
Building_T1-60x30-S3-PS_Variated7_2,1,151.0,0.6775666887417219,0.0135586,0.00801802,0.0864775,0.006461456002502744
Building_T1-60x30-S3-PS_Variated7_3,1,151.0,0.5041712119205297,0.0107117,0.0055045,0.093973,0.004016710618377823
Building_T1-60x30-S3-PS_Variated7_4,1,151.0,0.6184275761589404,0.0107568,0.00745946,0.0905135,0.004265731549239964
Building_T1-60x30-S3-PS_Variated7_5,1,151.0,0,0,0,0,0
Building_T1-60x30-S3-PS_Variated8_1,1,154.0,0.542101161038961,0.00884685,0.00410811,0.0625766,0.003620322179130492
Building_T1-60x30-S3-PS_Variated8_2,1,154.0,0,0,0,0,0
Building_T1-60x30-S3-PS_Variated8_3,1,154.0,0.6883060506493507,0.00774775,0.00505405,0.0654775,0.003549835604328556
Building_T1-60x30-S3-PS_Variated8_4,1,154.0,0.5310691428571429,0.00869369,0.00586486,0.067036,0.003069634817743185
Building_T1-60x30-S3-PS_Variated8_5,1,154.0,0,0,0,0,0
Building_T1-60x30-S3-PS_Variated9_1,1,136.0,0.7486304794117646,0.00864865,0.00594595,0.0676396,0.0041517051199516045
Building_T1-60x30-S3-PS_Variated9_2,1,136.0,0.6896095338235294,0.00913514,0.00541441,0.0697838,0.004448611687346125
Building_T1-60x30-S3-PS_Variated9_3,1,136.0,0.6438715441176469,0.00940541,0.00526126,0.0722523,0.004395044020024778
Building_T1-60x30-S3-PS_Variated9_4,1,136.0,0.6452641735294118,0.0105225,0.0052973,0.0744324,0.0050222839037873165
Building_T1-60x30-S3-PS_Variated9_5,1,136.0,0.6162832220588235,0.0110631,0.00746847,0.0650991,0.004521217931299462
Building_T1-60x30-S3-PS_Variated10_1,1,149.0,0.5322696510067115,0.00807207,0.00427928,0.067036,0.0031445952191183537
Building_T1-60x30-S3-PS_Variated10_2,1,149.0,0.6417256523489933,0.00738739,0.00451351,0.0562973,0.0032801796940097184
Building_T1-60x30-S3-PS_Variated10_3,1,149.0,0.597008743624161,0.00833333,0.0056036,0.0642613,0.0033053685910878804
Building_T1-60x30-S3-PS_Variated10_4,1,149.0,0.6352443369127516,0.00966667,0.00534234,0.0736306,0.004481451730548799
Building_T1-60x30-S3-PS_Variated10_5,1,149.0,0,0,0,0,0
Building_T1-100x30-S2-PS_Variated1_1,1,229.0,0.8947461135371179,0.00801802,0.00474775,0.069,0.0049863418375289525
Building_T1-100x30-S2-PS_Variated1_2,1,229.0,0.9062695283842794,0.0098018,0.00677477,0.0785135,0.00576755741302595
Building_T1-100x30-S2-PS_Variated1_3,1,229.0,0.698327768558952,0.00718018,0.00451351,0.056036,0.0034817653389222153
Building_T1-100x30-S2-PS_Variated1_4,1,229.0,0.6007827117903931,0.00740541,0.0040991,0.059018,0.0032447569683495656
Building_T1-100x30-S2-PS_Variated1_5,1,229.0,0.6617182436681223,0.00685586,0.00421622,0.0651712,0.0031414906979684784
Building_T1-100x30-S2-PS_Variated2_1,1,220.0,0.9021580545454546,0.00930631,0.0052973,0.0725225,0.0060111161500906295
Building_T1-100x30-S2-PS_Variated2_2,1,220.0,0.8201295636363636,0.00814414,0.00488288,0.0653333,0.004709880038789152
Building_T1-100x30-S2-PS_Variated2_3,1,220.0,0.7300741818181817,0.00832432,0.00384685,0.065036,0.004630073154890604
Building_T1-100x30-S2-PS_Variated2_4,1,220.0,0.7922335818181818,0.00789189,0.00389189,0.0691712,0.004631592481593207
Building_T1-100x30-S2-PS_Variated2_5,1,220.0,0,0,0,0,0
Building_T1-100x30-S2-PS_Variated3_1,1,228.0,0,0,0,0,0
Building_T1-100x30-S2-PS_Variated3_2,1,228.0,0.6755992105263158,0.00831532,0.00295495,0.0588288,0.004426891549781884
Building_T1-100x30-S2-PS_Variated3_3,1,228.0,0.6273810219298246,0.00795495,0.00309009,0.060982,0.0039312792768178405
Building_T1-100x30-S2-PS_Variated3_4,1,228.0,0.9392908421052631,0.00917117,0.0056036,0.0739099,0.005981235451964247
Building_T1-100x30-S2-PS_Variated3_5,1,228.0,0.764008942982456,0.00745946,0.00533333,0.0598288,0.0035170545090738603
Building_T1-100x30-S2-PS_Variated4_1,1,210.0,0.9365798047619047,0.0102883,0.00763964,0.084009,0.0057192129304586455
Building_T1-100x30-S2-PS_Variated4_2,1,210.0,0.8468988761904762,0.00838739,0.00537838,0.0695495,0.004765037737472945
Building_T1-100x30-S2-PS_Variated4_3,1,210.0,0.7677006047619047,0.00954955,0.00416216,0.0827297,0.0055371816978721615
Building_T1-100x30-S2-PS_Variated4_4,1,210.0,0.8560955857142858,0.0087027,0.00618018,0.0750541,0.00472439326124896
Building_T1-100x30-S2-PS_Variated4_5,1,210.0,0.7117277428571429,0.0094955,0.00485586,0.0786396,0.005008758839503111
Building_T1-100x30-S2-PS_Variated5_1,1,214.0,0,0,0,0,0
Building_T1-100x30-S2-PS_Variated5_2,1,214.0,0.7317786355140187,0.0104955,0.00542342,0.0828468,0.0057264031601360595
Building_T1-100x30-S2-PS_Variated5_3,1,214.0,0.8683605140186916,0.00985586,0.00695495,0.0743333,0.00538941133232102
Building_T1-100x30-S2-PS_Variated5_4,1,214.0,0.6989023598130842,0.0086036,0.00457658,0.0661892,0.004369258727498134
Building_T1-100x30-S2-PS_Variated5_5,1,214.0,0.8858352943925234,0.00946847,0.00568468,0.0731171,0.005859250284498494
Building_T1-100x30-S2-PS_Variated6_1,1,232.0,0.8460592413793104,0.0118739,0.00821622,0.091018,0.006490970237102261
Building_T1-100x30-S2-PS_Variated6_2,1,232.0,0.7072223793103449,0.0115315,0.00627027,0.0883243,0.005940126668204968
Building_T1-100x30-S2-PS_Variated6_3,1,232.0,0.7353214568965518,0.0111171,0.0072973,0.0864324,0.005540304700126589
Building_T1-100x30-S2-PS_Variated6_4,1,232.0,0.8320800689655173,0.00911712,0.00646847,0.077,0.004749665260247012
Building_T1-100x30-S2-PS_Variated6_5,1,232.0,0.7725336508620689,0.0101802,0.00644144,0.0840541,0.005272691962816316
Building_T1-100x30-S2-PS_Variated7_1,1,224.0,0.8685796607142857,0.012,0.00779279,0.0923514,0.007034411273193972
Building_T1-100x30-S2-PS_Variated7_2,1,224.0,0,0,0,0,0
Building_T1-100x30-S2-PS_Variated7_3,1,224.0,0.7841926339285713,0.00903604,0.00467568,0.0696847,0.0051862135217542755
Building_T1-100x30-S2-PS_Variated7_4,1,224.0,0.6654252142857142,0.0107568,0.00342342,0.0819279,0.005582286772509045
Building_T1-100x30-S2-PS_Variated7_5,1,224.0,0.9179655491071429,0.00883784,0.00611712,0.0820991,0.005137901318176556
Building_T1-100x30-S2-PS_Variated8_1,1,233.0,0.6183852961373392,0.0109189,0.00432432,0.0854414,0.005257766488317047
Building_T1-100x30-S2-PS_Variated8_2,1,233.0,0.6995938969957082,0.0113423,0.00722523,0.0865495,0.005501307938115407
Building_T1-100x30-S2-PS_Variated8_3,1,233.0,0.8713841287553649,0.012027,0.00818919,0.0687117,0.006841181638648594
Building_T1-100x30-S2-PS_Variated8_4,1,233.0,0.6755941244635193,0.00966667,0.00546847,0.0862342,0.004759788370046061
Building_T1-100x30-S2-PS_Variated8_5,1,233.0,0.7589276566523605,0.0121532,0.00684685,0.0701802,0.006598428185483795
Building_T1-100x30-S2-PS_Variated9_1,1,224.0,0.6767220401785714,0.00742342,0.00371171,0.0639279,0.0037137372180876477
Building_T1-100x30-S2-PS_Variated9_2,1,224.0,0.9191772142857143,0.00955856,0.00615315,0.0721892,0.0059236536347375595
Building_T1-100x30-S2-PS_Variated9_3,1,224.0,0.8956552723214286,0.00725225,0.00483784,0.0564234,0.004212258592399914
Building_T1-100x30-S2-PS_Variated9_4,1,224.0,0.7073204535714285,0.00690991,0.00422523,0.0565676,0.0033788970022307968
Building_T1-100x30-S2-PS_Variated9_5,1,224.0,0,0,0,0,0
Building_T1-100x30-S2-PS_Variated10_1,1,216.0,0.7118545972222223,0.00868468,0.00365766,0.0664595,0.0047907328523761495
Building_T1-100x30-S2-PS_Variated10_2,1,216.0,0.9189663935185185,0.00852252,0.00523423,0.0646126,0.005416852228836348
Building_T1-100x30-S2-PS_Variated10_3,1,216.0,0.7555798564814814,0.00893694,0.00597297,0.073036,0.004487034510069347
Building_T1-100x30-S2-PS_Variated10_4,1,216.0,0.7854493842592593,0.0075045,0.00431532,0.0649099,0.004186198572666602
Building_T1-100x30-S2-PS_Variated10_5,1,216.0,0.773246263888889,0.00764865,0.00510811,0.0581351,0.003945033478458786
Building_T1-100x30-S3-PS_Variated1_1,1,237.0,0.6376798734177215,0.00725225,0.004,0.065991,0.003320554986707645
Building_T1-100x30-S3-PS_Variated1_2,1,237.0,0.8777874092827004,0.00846847,0.00543243,0.0656847,0.005003185877186501
Building_T1-100x30-S3-PS_Variated1_3,1,237.0,0.7147097215189873,0.00845946,0.00542342,0.0661081,0.004149567299844151
Building_T1-100x30-S3-PS_Variated1_4,1,237.0,0.7379881603375527,0.00766667,0.0050991,0.069027,0.0037485675722622033
Building_T1-100x30-S3-PS_Variated1_5,1,237.0,0,0,0,0,0
Building_T1-100x30-S3-PS_Variated2_1,1,213.0,0.7305561314553991,0.0102973,0.00343243,0.0810991,0.005817491684805565
Building_T1-100x30-S3-PS_Variated2_2,1,213.0,0.7161261877934273,0.00972973,0.00569369,0.0755315,0.004941512113933095
Building_T1-100x30-S3-PS_Variated2_3,1,213.0,0.7916523568075117,0.0114234,0.00631532,0.092973,0.006456455716293872
Building_T1-100x30-S3-PS_Variated2_4,1,213.0,0,0,0,0,0
Building_T1-100x30-S3-PS_Variated2_5,1,213.0,0.9196598873239437,0.0127027,0.00895495,0.0829189,0.0074819631111905415
Building_T1-100x30-S3-PS_Variated3_1,1,229.0,0,0,0,0,0
Building_T1-100x30-S3-PS_Variated3_2,1,229.0,0,0,0,0,0
Building_T1-100x30-S3-PS_Variated3_3,1,229.0,0.6914783493449782,0.00788288,0.00362162,0.0628919,0.004184342633198148
Building_T1-100x30-S3-PS_Variated3_4,1,229.0,0.6785415327510917,0.00753153,0.00415315,0.0589369,0.0036874287439250713
Building_T1-100x30-S3-PS_Variated3_5,1,229.0,0.6875326419213974,0.00708108,0.00454054,0.0646036,0.003287081039728182
Building_T1-100x30-S3-PS_Variated4_1,1,234.0,0.7623799871794872,0.00720721,0.00414414,0.064955,0.0038708568902965056
Building_T1-100x30-S3-PS_Variated4_2,1,234.0,0.6676758589743591,0.00833333,0.00408108,0.0658288,0.004192718627079096
Building_T1-100x30-S3-PS_Variated4_3,1,234.0,0.821694311965812,0.00688288,0.00508108,0.0652613,0.0033628944695350783
Building_T1-100x30-S3-PS_Variated4_4,1,234.0,0.6016545170940171,0.00885586,0.00502703,0.0713243,0.003849113084047234
Building_T1-100x30-S3-PS_Variated4_5,1,234.0,0.8629819188034188,0.00691892,0.00444144,0.0574505,0.004007105561558737
Building_T1-100x30-S3-PS_Variated5_1,1,212.0,0.7562212924528302,0.00830631,0.00313514,0.0634865,0.004843595218190523
Building_T1-100x30-S3-PS_Variated5_2,1,212.0,0.7872282764150943,0.00735135,0.00454955,0.0665766,0.004051629500025874
Building_T1-100x30-S3-PS_Variated5_3,1,212.0,0.6810751981132075,0.00808108,0.00268468,0.0606667,0.004274600540957946
Building_T1-100x30-S3-PS_Variated5_4,1,212.0,0.6913447264150944,0.00804505,0.00277477,0.062991,0.004345984834828871
Building_T1-100x30-S3-PS_Variated5_5,1,212.0,0,0,0,0,0
Building_T1-100x30-S3-PS_Variated6_1,1,245.0,0.7343340326530613,0.012036,0.00817117,0.0920811,0.0058155602269788515
Building_T1-100x30-S3-PS_Variated6_2,1,245.0,0.7414963142857143,0.00892793,0.0054955,0.0684414,0.004537360921822431
Building_T1-100x30-S3-PS_Variated6_3,1,245.0,0.6331752775510204,0.00906306,0.00285586,0.0751532,0.004532564323855832
Building_T1-100x30-S3-PS_Variated6_4,1,245.0,0.7207408204081632,0.00867568,0.00462162,0.0797838,0.004556859469346126
Building_T1-100x30-S3-PS_Variated6_5,1,245.0,0,0,0,0,0
Building_T1-100x30-S3-PS_Variated7_1,1,233.0,0.7782904120171674,0.00842342,0.00602703,0.0762613,0.0040532886009865005
Building_T1-100x30-S3-PS_Variated7_2,1,233.0,0.819672618025751,0.0092973,0.0063964,0.0699189,0.004912273029715365
Building_T1-100x30-S3-PS_Variated7_3,1,233.0,0.7617579227467811,0.00937838,0.00543243,0.081973,0.005070168220490464
Building_T1-100x30-S3-PS_Variated7_4,1,233.0,0.7831590557939914,0.00938739,0.00693694,0.0838649,0.004405310325265324
Building_T1-100x30-S3-PS_Variated7_5,1,233.0,0.700181042918455,0.00872973,0.00563964,0.0674865,0.004112535401247098
Building_T1-100x30-S3-PS_Variated8_1,1,229.0,0.6543444847161571,0.0105135,0.0041982,0.0812523,0.005361685556475655
Building_T1-100x30-S3-PS_Variated8_2,1,229.0,0.6734170611353711,0.0122613,0.00666667,0.0938198,0.006064802169655258
Building_T1-100x30-S3-PS_Variated8_3,1,229.0,0.644744248908297,0.0108919,0.00412613,0.086955,0.00554218306408617
Building_T1-100x30-S3-PS_Variated8_4,1,229.0,0.7249678165938864,0.0121081,0.00640541,0.0924054,0.006526536756443336
Building_T1-100x30-S3-PS_Variated8_5,1,229.0,0.8021162401746724,0.00973874,0.00593694,0.0838108,0.0053125839359839545
Building_T1-100x30-S3-PS_Variated9_1,1,224.0,0.785502825892857,0.0108739,0.00610811,0.0852613,0.006192746080439436
Building_T1-100x30-S3-PS_Variated9_2,1,224.0,0.8019220758928572,0.0108378,0.00654955,0.092045,0.006079107879881231
Building_T1-100x30-S3-PS_Variated9_3,1,224.0,0.7735855714285714,0.0104324,0.00677477,0.0925495,0.005348474562881504
Building_T1-100x30-S3-PS_Variated9_4,1,224.0,0.7442057767857143,0.0121081,0.00772072,0.0955315,0.006096216728236422
Building_T1-100x30-S3-PS_Variated9_5,1,224.0,0.8904533348214285,0.0131261,0.00838739,0.0898739,0.007939672438967923
Building_T1-100x30-S3-PS_Variated10_1,1,247.0,0.5797325303643726,0.00824324,0.0053964,0.0737027,0.003251037871745753
Building_T1-100x30-S3-PS_Variated10_2,1,247.0,0.6856745708502024,0.0105135,0.00594595,0.0846396,0.005215086150973476
Building_T1-100x30-S3-PS_Variated10_3,1,247.0,0.7611282753036438,0.00965766,0.00672973,0.0799189,0.0047395705785853726
Building_T1-100x30-S3-PS_Variated10_4,1,247.0,0,0,0,0,0
Building_T1-100x30-S3-PS_Variated10_5,1,247.0,0,0,0,0,0
Building_T2-60x50-S2-GS_Variated1_1,1,232.0,0.7692354827586209,0.0101892,0.00328829,0.0361171,0.006356931502236434
Building_T2-60x50-S2-GS_Variated1_2,1,232.0,0.8429426637931036,0.0124054,0.00613514,0.0426757,0.007634255755046743
Building_T2-60x50-S2-GS_Variated1_3,1,232.0,0.6693843706896551,0.00866667,0.00281982,0.0360991,0.004691903943609025
Building_T2-60x50-S2-GS_Variated1_4,1,232.0,0.7223304870689655,0.0104505,0.00410811,0.0458198,0.005788434924891289
Building_T2-60x50-S2-GS_Variated1_5,1,232.0,0.8454760775862068,0.0121171,0.00479279,0.0487117,0.007843441070263392
Building_T2-60x50-S2-GS_Variated2_1,1,230.0,1.0237404260869565,0.0150811,0.00754054,0.0637748,0.011097495272651876
Building_T2-60x50-S2-GS_Variated2_2,1,230.0,0.8684298608695653,0.0137297,0.00721622,0.0482883,0.008573272215554918
Building_T2-60x50-S2-GS_Variated2_3,1,230.0,1.0113515565217392,0.0171622,0.00821622,0.0645676,0.013042029369131677
Building_T2-60x50-S2-GS_Variated2_4,1,230.0,0.9283624869565217,0.011991,0.00541441,0.0451532,0.008332227655377649
Building_T2-60x50-S2-GS_Variated2_5,1,230.0,0.7154648669565218,0.00654955,0.00336036,0.0543694,0.00334582379558132
Building_T2-60x50-S2-GS_Variated3_1,1,225.0,0.8779834577777775,0.0102162,0.00525225,0.0336757,0.006561616260690436
Building_T2-60x50-S2-GS_Variated3_2,1,225.0,0.8713147511111111,0.0100901,0.0043964,0.0346757,0.0066108527033387115
Building_T2-60x50-S2-GS_Variated3_3,1,225.0,1.0221771422222221,0.0109099,0.00516216,0.0415856,0.008325449884849234
Building_T2-60x50-S2-GS_Variated3_4,1,225.0,0.7491270355555555,0.00979279,0.00297297,0.034982,0.005925293223022796
Building_T2-60x50-S2-GS_Variated3_5,1,225.0,0.8993143137777777,0.00916216,0.00502703,0.0334505,0.005799850215133006
Building_T2-60x50-S2-GS_Variated4_1,1,223.0,0.9179284573991032,0.0144865,0.00681982,0.0625676,0.010036266794132259
Building_T2-60x50-S2-GS_Variated4_2,1,223.0,0.9713895695067265,0.012982,0.00512613,0.0501712,0.009418213000159312
Building_T2-60x50-S2-GS_Variated4_3,1,223.0,0.7373407802690584,0.0132613,0.00534234,0.0506126,0.007538703160521547
Building_T2-60x50-S2-GS_Variated4_4,1,223.0,0.7339248834080717,0.0136306,0.0062973,0.044955,0.007546462057482632
Building_T2-60x50-S2-GS_Variated4_5,1,223.0,0.7499044618834079,0.0128739,0.00502703,0.056973,0.007355681257143686
Building_T2-60x50-S2-GS_Variated5_1,1,231.0,0.6886011558441556,0.00944144,0.00320721,0.0436757,0.00519385268342532
Building_T2-60x50-S2-GS_Variated5_2,1,231.0,0.9418572077922076,0.0127748,0.00572973,0.0515856,0.009090630621850095
Building_T2-60x50-S2-GS_Variated5_3,1,231.0,0.6570346796536797,0.0103514,0.00394595,0.0426667,0.00520136221818191
Building_T2-60x50-S2-GS_Variated5_4,1,231.0,0.6937177246753246,0.00446847,0.0025045,0.0358288,0.0020831027163561383
Building_T2-60x50-S2-GS_Variated5_5,1,231.0,0.8422953333333333,0.00963063,0.00388288,0.0438108,0.006204332350468441
Building_T2-60x50-S2-GS_Variated6_1,1,229.0,0.716825847161572,0.0124414,0.00561261,0.0417117,0.006784020882932277
Building_T2-60x50-S2-GS_Variated6_2,1,229.0,0.8707085720524017,0.0125766,0.00396396,0.0550811,0.00870304011794704
Building_T2-60x50-S2-GS_Variated6_3,1,229.0,0.7915586331877731,0.0128108,0.00512613,0.0588198,0.007805070129658584
Building_T2-60x50-S2-GS_Variated6_4,1,229.0,0.8173352183406111,0.0113604,0.00604505,0.0452973,0.006711208981569409
Building_T2-60x50-S2-GS_Variated6_5,1,229.0,0.993763480349345,0.0158108,0.00769369,0.0528288,0.011585268008781197
Building_T2-60x50-S2-GS_Variated7_1,1,220.0,0.9083628272727273,0.0142162,0.00714414,0.0513153,0.009463985522321186
Building_T2-60x50-S2-GS_Variated7_2,1,220.0,0.7583070627272728,0.00535135,0.00276577,0.0454775,0.002881023224640596
Building_T2-60x50-S2-GS_Variated7_3,1,220.0,0.8846549818181818,0.0134865,0.00669369,0.0456216,0.008671514412249752
Building_T2-60x50-S2-GS_Variated7_4,1,220.0,1.0203060272727273,0.0104505,0.00553153,0.0387658,0.007490420240513726
Building_T2-60x50-S2-GS_Variated7_5,1,220.0,1.0437420727272726,0.0118018,0.00555856,0.0409099,0.00892354453560102
Building_T2-60x50-S2-GS_Variated8_1,1,226.0,0.8597449203539824,0.0134324,0.00445946,0.058,0.009084059819390727
