,a,b,c,d,e,f,g,h,i
0,0.11101149585813985,0.8059426338717952,0.48680113225915744,0.7145428701429497,0.8913472476304344,0.7822165379599113,0.4149064245371603,0.4734316908758841,0.3499861970670272
