,Latitude,Longitude,Story,Type,Material,Dimension,Area,Index,Num_Units,RepairCost,existing fatality,optimized fatality,ordinance
0,33.86689,-117.85707,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,55642.80622,0.028680351,0.028680351,0.026046762
1,34.09741,-118.1557,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17749.12879,0.038699864,0.03221933,0.035826889
2,34.09702,-118.15594,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,27035.67585,0.038270624,0.031832982,0.035384968
3,34.09586,-118.15734,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,56695.16172,0.038001737,0.0326094,0.035062351
4,34.09648,-118.15982,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,15709.8203,0.037324697,0.032441256,0.034355975
5,34.0955,-118.16032,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,60868.60751,0.03789453,0.032768831,0.034866967
6,34.09851,-118.16205,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,20580.39166,0.038764627,0.033942789,0.035791797
7,34.09584,-118.16215,3,L3,GWB,80X30,7200,L3-3S-80X30-GWB,7,46224.27087,0.038039121,0.033578199,0.035026927
8,34.09761,-118.16219,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,37836.63797,0.038483855,0.03410102,0.035503608
9,34.09423,-118.16219,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,37949.08232,0.037920751,0.033544031,0.034898641
10,34.07958,-118.16266,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,31852.51625,0.037757353,0.032194747,0.034604629
11,34.07398,-118.16302,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17871.55687,0.037042494,0.030948998,0.034011597
12,34.09019,-118.16328,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,56383.97569,0.03777381,0.032925482,0.034697085
13,34.09405,-118.1633,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,34053.53814,0.037897349,0.033307477,0.034774196
14,34.07004,-118.16361,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,47050.79355,0.035441953,0.031078957,0.032426934
15,34.08992,-118.16392,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,48916.57356,0.03740268,0.032694985,0.034324514
16,34.08426,-118.16582,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,58502.75227,0.038394506,0.033197362,0.035291956
17,34.08396,-118.16582,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,37865.86244,0.038126549,0.033138478,0.034998381
18,34.08227,-118.16585,3,L4,HWS,100X50,15000,L4-3S-100X50-HWS,15,71636.44125,0.038849644,0.033532256,0.035650659
19,34.07358,-118.16597,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,26296.47983,0.038507606,0.033548221,0.035492189
20,34.08818,-118.166,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,25208.52153,0.037936374,0.033867157,0.034848498
21,34.08434,-118.16651,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,36548.68591,0.038340611,0.033349945,0.035224672
22,34.08899,-118.16718,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,33484.91733,0.038196816,0.033894186,0.035052864
23,34.0852,-118.16824,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,17817.94789,0.038620533,0.033944666,0.035464963
24,34.08821,-118.16903,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,30512.37161,0.038234204,0.033751618,0.035125384
25,34.0875,-118.16954,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,45184.64764,0.037511329,0.03299926,0.034384039
26,34.11791,-118.17002,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18232.39482,0.039366678,0.033993612,0.036740753
27,34.11822,-118.17006,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,42031.69587,0.039413105,0.034277844,0.036831528
28,34.08378,-118.17017,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,25392.5934,0.038950799,0.034310191,0.035939936
29,34.11796,-118.17039,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,27749.71202,0.038920362,0.033841918,0.036313665
30,34.0804,-118.17056,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,61707.1901,0.039254971,0.035228946,0.036107896
31,34.08788,-118.17071,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,19075.57021,0.038550387,0.034948894,0.035475626
32,34.0804,-118.17077,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,29711.12563,0.039420094,0.0351983,0.03625013
33,34.08835,-118.17085,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,19344.85596,0.03828215,0.034571428,0.035157583
34,34.08364,-118.1709,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,24926.16617,0.039171053,0.035315775,0.036152269
35,34.08379,-118.17157,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,17630.18522,0.038966317,0.035182354,0.036007996
36,34.11684,-118.17182,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,38693.70283,0.039811931,0.035618881,0.037139419
37,34.07503,-118.17185,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31402.83759,0.039295432,0.03436384,0.036321046
38,34.08084,-118.17192,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,57973.50946,0.039728626,0.035371326,0.036607787
39,34.11591,-118.1723,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,23660.16729,0.040398826,0.035973639,0.037628198
40,34.08756,-118.17236,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,65386.05567,0.038644853,0.034676644,0.035676563
41,34.11582,-118.17242,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,29764.7939,0.040250394,0.03582532,0.037523108
42,34.08321,-118.17245,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18360.16816,0.038385151,0.034679885,0.035538115
43,34.08315,-118.1726,3,L4,GWB,60X50,9000,L4-3S-60X50-GWB,9,52416.95717,0.038674455,0.034374733,0.035805034
44,34.0831,-118.17276,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,20788.11886,0.039052283,0.034420892,0.036164255
45,34.07063,-118.17288,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,24446.43849,0.037623722,0.032878181,0.034683521
46,34.11713,-118.1733,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,40444.28815,0.039329095,0.035781479,0.036721794
47,34.11723,-118.17348,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,26050.1855,0.039237379,0.035685482,0.036623471
48,34.11574,-118.17378,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,57985.14887,0.040125977,0.035799348,0.037379857
49,34.08671,-118.17395,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31077.62104,0.037905598,0.034192065,0.03504149
50,34.07005,-118.17429,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,26820.22129,0.037786229,0.033186036,0.034766282
51,34.08634,-118.17467,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,45296.76507,0.038056996,0.034339779,0.035182398
52,34.069,-118.17469,3,L1,GWB,100X30,9000,L1-3S-100X30-GWB,9,52853.35854,0.036978322,0.032685717,0.034140509
53,34.11582,-118.17502,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,34039.00041,0.040404421,0.036578241,0.037750223
54,34.06869,-118.17502,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,19000.84617,0.037226703,0.032922056,0.034368208
55,34.08246,-118.17504,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,31713.45137,0.039486505,0.035360112,0.036582853
56,34.0826,-118.17505,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,32836.35177,0.039247481,0.035214257,0.036366209
57,34.11576,-118.17519,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,56527.71827,0.040471609,0.036384697,0.037815213
58,34.08971,-118.17519,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,44536.4254,0.039870524,0.035838882,0.036943505
59,34.08801,-118.17539,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,39585.77154,0.039069083,0.035536658,0.03610261
60,34.08629,-118.1754,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31350.16567,0.038551629,0.035072272,0.035672163
61,34.08603,-118.17541,3,L1,GWB,60X30,5400,L1-3S-60X30-GWB,5,32955.32102,0.038571141,0.03496372,0.035680497
62,34.08009,-118.17596,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,16043.37538,0.040594242,0.03650373,0.037572244
63,34.08722,-118.176,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18813.34529,0.038854794,0.035051349,0.035934901
64,34.08722,-118.176,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31998.92129,0.038854794,0.035051349,0.035934901
65,34.11803,-118.1761,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18469.82216,0.039616009,0.035940979,0.037025786
66,34.11854,-118.17612,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18814.31994,0.039587211,0.036337303,0.036961224
67,34.11819,-118.17633,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,51116.54805,0.039593095,0.035774027,0.036937583
68,34.08471,-118.17633,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,24487.78069,0.038596687,0.036293,0.0358484
69,34.11619,-118.1766,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31846.0359,0.040229283,0.037159468,0.037682613
70,34.11351,-118.17694,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,59953.07994,0.04020107,0.035967257,0.03750546
71,34.11966,-118.17712,3,L4,GWB,60X50,9000,L4-3S-60X50-GWB,9,56148.43656,0.039482425,0.036402348,0.036913046
72,34.11985,-118.17727,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,61324.64369,0.039642695,0.036219522,0.037116181
73,34.11701,-118.17732,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,50945.07854,0.039978262,0.036313321,0.037370729
74,34.11917,-118.1774,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,61617.09682,0.039329038,0.036099455,0.036725797
75,34.11554,-118.17779,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,29463.99213,0.039235348,0.035266015,0.036589354
76,34.11804,-118.17781,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,36861.93361,0.040569336,0.036322872,0.037943242
77,34.11449,-118.17816,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,37480.04952,0.039664532,0.035321278,0.036980073
78,34.11415,-118.17818,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,40669.72871,0.039591264,0.035187663,0.036884219
79,34.11405,-118.17836,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,23798.55869,0.039423443,0.035248825,0.036716528
80,34.11369,-118.17837,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,35326.98313,0.039993126,0.035814609,0.037279045
81,34.11523,-118.17856,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,25212.025,0.039173384,0.035057438,0.036486857
82,34.09738,-118.17867,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,36349.59698,0.038297749,0.034743905,0.035554832
83,34.10932,-118.17894,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,35754.57622,0.040914398,0.036446854,0.03808924
84,34.089,-118.17899,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,64891.81681,0.03938587,0.035919102,0.036467116
85,34.11207,-118.17917,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,23402.75995,0.041383699,0.037056722,0.038652025
86,34.11367,-118.17937,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,59533.10846,0.039955845,0.036228173,0.03741203
87,34.07554,-118.17972,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17170.36466,0.039840665,0.034458107,0.036676777
88,34.11249,-118.17973,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,33447.00756,0.040555987,0.03629511,0.03790221
89,34.10946,-118.17987,3,L1,HWS,60X30,5400,L1-3S-60X30-HWS,5,30842.7551,0.040641483,0.037075124,0.037944465
90,34.11868,-118.18007,3,L3,GWB,80X30,7200,L3-3S-80X30-GWB,7,42320.18623,0.040607014,0.036338402,0.038040329
91,34.08814,-118.18015,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,20344.23977,0.038324957,0.034796484,0.035492952
92,34.07506,-118.18022,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,19327.30565,0.039316489,0.034103694,0.036172871
93,34.11255,-118.18028,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,34889.1512,0.040597697,0.036825809,0.038001172
94,34.0889,-118.1809,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,23215.75198,0.039108,0.035720581,0.036236553
95,34.08121,-118.181,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,30837.75929,0.039747234,0.035598441,0.036874973
96,34.08853,-118.18149,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,23459.91583,0.03951117,0.036043598,0.036632582
97,34.14091,-118.18159,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,58301.57747,0.036717454,0.033114682,0.033829228
98,34.11365,-118.18225,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,56524.68707,0.03960075,0.035998358,0.036947202
99,34.11285,-118.18323,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,54321.86418,0.040326702,0.036108578,0.037641015
100,34.10672,-118.18389,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,34203.95891,0.038999333,0.034701816,0.036098103
101,34.1224,-118.18479,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,26842.50991,0.040912679,0.036973502,0.038167161
102,34.12174,-118.1849,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,54863.67175,0.040789265,0.036862565,0.038039893
103,34.10514,-118.18506,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,34408.98492,0.038524759,0.034422293,0.035672574
104,34.12485,-118.18566,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,59055.67024,0.041609355,0.038102344,0.038906444
105,34.12544,-118.18631,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,24354.80852,0.041125409,0.037654579,0.038327079
106,34.12504,-118.18657,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18682.44368,0.040923423,0.037311666,0.038209462
107,34.1028,-118.18666,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,35342.06534,0.038087664,0.034676562,0.035178221
108,34.12671,-118.18678,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,21491.09145,0.040586569,0.036284078,0.037787843
109,34.10835,-118.18714,3,L4,GWB,60X50,9000,L4-3S-60X50-GWB,9,45796.42744,0.039729122,0.036790492,0.036818713
110,34.1187,-118.18723,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,27394.75523,0.041376007,0.038056442,0.038634306
111,34.11873,-118.18739,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,32346.81202,0.041295515,0.038645158,0.038560561
112,34.12481,-118.18753,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,41983.76526,0.04054174,0.037979964,0.037792543
113,34.11876,-118.18755,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,16937.60572,0.041200479,0.038021826,0.038500051
114,34.10752,-118.18765,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,20134.52275,0.039149585,0.0354479,0.036235937
115,34.1077,-118.18771,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,61709.49779,0.039236233,0.035672329,0.036295464
116,34.08889,-118.1878,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,19426.04768,0.03844383,0.0349207,0.035619779
117,34.1263,-118.18795,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,55773.38114,0.040192209,0.036658701,0.037437378
118,34.12469,-118.188,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,49252.91835,0.040480112,0.037576354,0.037725588
119,34.10753,-118.18802,3,L3,GWB,50X30,4500,L3-3S-50X30-GWB,4,24627.04076,0.039155304,0.035286984,0.036279908
120,34.09067,-118.18802,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,33011.81026,0.038744291,0.035552138,0.036036802
121,34.12552,-118.18803,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,35723.18461,0.040395031,0.036700186,0.037683395
122,34.10752,-118.18806,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,24513.71766,0.039290939,0.035462486,0.03643443
123,34.10705,-118.18807,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,39567.40513,0.039183555,0.035389292,0.036304419
124,34.12625,-118.18815,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31786.54463,0.040226335,0.036560267,0.037472129
125,34.12548,-118.18819,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,28165.13591,0.040327942,0.036471395,0.037596928
126,34.09066,-118.18841,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,38988.72814,0.038948875,0.035695874,0.036294227
127,34.12464,-118.18868,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,29992.83868,0.040703841,0.037527741,0.037925202
128,34.10996,-118.18889,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,55186.71898,0.038948818,0.03545567,0.036057807
129,34.11974,-118.18928,3,L4,HWS,60X50,9000,L4-3S-60X50-HWS,9,52022.75522,0.041572592,0.038038451,0.038917642
130,34.12444,-118.1893,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18931.60544,0.040664198,0.037320205,0.037839797
131,34.13368,-118.18936,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,28630.14486,0.039190573,0.035918105,0.036579362
132,34.116,-118.18962,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17396.51388,0.042386746,0.038995134,0.039588575
133,34.11741,-118.18986,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,56527.00118,0.041752055,0.038298841,0.03903296
134,34.13823,-118.19063,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,40005.42583,0.038980234,0.034342163,0.036331679
135,34.11635,-118.19073,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,61151.59492,0.041290115,0.037718577,0.038398175
136,34.1078,-118.19084,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,38326.10829,0.039079348,0.034898786,0.036314993
137,34.11621,-118.19102,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,15973.42327,0.041657201,0.038337964,0.038827382
138,34.10775,-118.19139,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31018.76162,0.039351442,0.035603646,0.036560951
139,34.10525,-118.19185,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,54093.78565,0.037849112,0.034529536,0.034933105
140,34.10838,-118.19187,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,32444.66396,0.039541357,0.036090588,0.036719335
141,34.10504,-118.1926,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,20100.46669,0.037680153,0.033973336,0.034743455
142,34.10568,-118.19262,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,35009.93603,0.038096561,0.033792654,0.035115096
143,34.11176,-118.19282,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,53874.42325,0.040144367,0.036795511,0.037328259
144,34.11606,-118.19301,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,35785.26228,0.042108982,0.038763625,0.039428166
145,34.03668,-118.19321,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,38874.28024,0.039494281,0.035104236,0.036766177
146,34.04875,-118.19324,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,59457.51989,0.037322353,0.031427359,0.034114707
147,34.06201,-118.19379,3,L1,GWB,60X30,5400,L1-3S-60X30-GWB,5,26557.8938,0.035189282,0.031064624,0.032113611
148,34.13309,-118.19391,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,34014.20319,0.039568095,0.036660775,0.036946035
149,34.10325,-118.19411,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,25671.43847,0.038043223,0.034538345,0.03517519
150,34.1046,-118.19415,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,33656.40984,0.038892836,0.035765109,0.035918608
151,34.0485,-118.19416,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,32320.18709,0.037503213,0.032177316,0.034268419
152,34.11399,-118.19422,3,L4,GWB,60X50,9000,L4-3S-60X50-GWB,9,57283.94206,0.040352185,0.036628689,0.0375546
153,34.12035,-118.19436,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,25198.266,0.040854719,0.037174389,0.038297798
154,34.11104,-118.1944,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,36673.20347,0.04003774,0.035219696,0.037049686
155,34.05366,-118.19449,3,L4,GWB,60X50,9000,L4-3S-60X50-GWB,9,56469.61254,0.036411108,0.031461731,0.033294084
156,34.11369,-118.19454,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,35489.78588,0.040290695,0.036046068,0.037393983
157,34.14037,-118.19455,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,37377.30028,0.037732555,0.03380898,0.034960022
158,34.11202,-118.19463,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,30980.10206,0.039689231,0.035582922,0.036702221
159,34.06632,-118.19467,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,25215.74155,0.035302393,0.03098017,0.032377279
160,34.10933,-118.19489,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17274.05065,0.040257735,0.036154953,0.037317018
161,34.11236,-118.1949,3,L4,GWB,60X50,9000,L4-3S-60X50-GWB,9,57630.64666,0.03936766,0.034805577,0.036406794
162,34.06132,-118.19491,3,L2,HWS,60X50,9000,L2-3S-60X50-HWS,9,50452.41019,0.035379529,0.031464237,0.032371359
163,34.1199,-118.19502,3,L4,HWS,60X50,9000,L4-3S-60X50-HWS,9,54851.64186,0.040538273,0.037049074,0.037919651
164,34.11182,-118.19503,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,60819.94967,0.039749131,0.034959453,0.036704075
165,34.11417,-118.19506,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,57278.55909,0.039924078,0.035713397,0.037061572
166,34.14001,-118.19507,2,L2,HWS,60X50,6000,L2-2S-60X50-HWS,6,44880.2414,0.037828245,0.034430683,0.035044623
167,34.10649,-118.19513,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,16569.094,0.038839713,0.035702985,0.035874382
168,34.10535,-118.19545,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18475.49808,0.038693608,0.035010381,0.035699911
169,34.11268,-118.19551,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,26657.70259,0.039358476,0.034729962,0.036384436
170,34.11252,-118.19557,3,L3,GWB,80X30,7200,L3-3S-80X30-GWB,7,38666.13832,0.039499113,0.034483706,0.036476262
171,34.12097,-118.19573,3,L4,GWB,100X50,15000,L4-3S-100X50-GWB,15,82359.48551,0.04031101,0.036592793,0.037679727
172,34.04919,-118.19575,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,19401.44316,0.037051552,0.031847662,0.033802584
173,34.1098,-118.19613,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,19729.20534,0.040367568,0.036397794,0.037316989
174,34.10645,-118.19616,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,40025.53525,0.039580364,0.036122253,0.036518326
175,34.05872,-118.19655,3,L3,GWB,80X30,7200,L3-3S-80X30-GWB,7,37662.46212,0.035772894,0.031178807,0.032628985
176,34.10705,-118.19657,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18492.28201,0.039500946,0.035736667,0.036396007
177,34.05862,-118.19668,3,L4,HWS,100X50,15000,L4-3S-100X50-HWS,15,67507.22284,0.036076354,0.030980204,0.03288522
178,34.10362,-118.19672,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18004.58727,0.038259011,0.034739345,0.03538481
179,34.05893,-118.19705,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18041.57338,0.035456765,0.030269097,0.032297139
180,34.1124,-118.19718,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,55386.25003,0.039766749,0.035637381,0.036827846
181,34.11182,-118.19732,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,37079.98797,0.039736372,0.034979254,0.036701432
182,34.10545,-118.19741,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18022.29389,0.039299585,0.035514469,0.036274037
183,34.04255,-118.19742,3,L4,HWS,100X50,15000,L4-3S-100X50-HWS,15,77830.59867,0.038465911,0.035295256,0.03561873
184,34.05956,-118.19744,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,27645.16028,0.035154777,0.030675602,0.032132377
185,34.12039,-118.1977,3,L4,GWB,60X50,9000,L4-3S-60X50-GWB,9,47984.99952,0.040073975,0.036304328,0.03735499
186,34.10935,-118.1978,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,56955.21542,0.039687064,0.035405854,0.03655622
187,34.10623,-118.19793,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,34154.27869,0.03930261,0.035445705,0.036189648
188,34.0229,-118.19811,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18926.27182,0.040050109,0.035948827,0.0373281
189,34.10931,-118.1983,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,54016.48809,0.039853468,0.035184556,0.036732016
190,34.10952,-118.19844,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,30337.89682,0.039731069,0.035283682,0.036623641
191,34.10542,-118.19845,3,L1,HWS,100X30,9000,L1-3S-100X30-HWS,9,56591.24901,0.039919061,0.03601263,0.036902137
192,34.10708,-118.19846,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,32369.09679,0.039262541,0.034669627,0.03612232
193,34.05284,-118.19848,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,32199.28675,0.036617194,0.031609378,0.033434054
194,34.04688,-118.19853,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,35104.61437,0.038410214,0.0329533,0.035287523
195,34.13977,-118.19882,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18436.00714,0.039894663,0.03547091,0.036976824
196,34.02407,-118.19936,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,60838.94028,0.039454235,0.036202169,0.03685123
197,34.07074,-118.19959,3,L1,GWB,60X30,5400,L1-3S-60X30-GWB,5,32126.38631,0.037287518,0.032825339,0.034348974
198,34.03863,-118.19992,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,33121.40611,0.039801477,0.036009837,0.037029949
199,34.10402,-118.20022,3,L4,HWS,100X50,15000,L4-3S-100X50-HWS,15,78667.20974,0.04005034,0.036567375,0.037132646
200,34.0518,-118.20035,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,29364.90667,0.037136402,0.032516949,0.034120735
201,34.06963,-118.20043,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18986.95318,0.037500673,0.033382743,0.034583163
