,Latitude,Longitude,Story,Type,Material,Dimension,Area,Index,Num_Units,RepairCost,existing fatality,optimized fatality,ordinance
4963,34.02689,-118.35824,2,L2,HWS,60X50,6000,L2-2S-60X50-HWS,6,36529.64705,0.024019524,0.019697059,0.02207333
4964,34.04183,-118.35828,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,20325.69087,0.025733958,0.02115329,0.023545031
4965,34.00213,-118.35841,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,24102.81275,0.021509351,0.01758747,0.019570429
4966,34.04295,-118.35856,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,58157.80296,0.0257513,0.021134519,0.023510195
4967,34.08411,-118.35865,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,37566.71936,0.026944821,0.022823237,0.024644883
4968,34.04268,-118.35867,3,L4,HWS,100X50,15000,L4-3S-100X50-HWS,15,82820.67604,0.025548449,0.021092438,0.023314298
4969,34.05508,-118.35869,3,L1,HWS,60X30,5400,L1-3S-60X30-HWS,5,30357.02594,0.027036477,0.022705069,0.024942065
4970,34.03933,-118.35879,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,29144.19225,0.02571975,0.021761993,0.023635085
4971,34.02808,-118.35882,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,29373.08318,0.023857384,0.01959491,0.021981824
4972,34.03907,-118.35886,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18732.92351,0.025881387,0.021493989,0.023817825
4973,34.17271,-118.35895,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,16718.33928,0.023411248,0.018240455,0.021145118
4974,34.05517,-118.35895,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,29012.31671,0.027053974,0.022691051,0.024976978
4975,34.03222,-118.35895,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,29207.08536,0.023737559,0.019333984,0.021751732
4976,34.03014,-118.35905,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,23394.79863,0.023892257,0.02014004,0.021983803
4977,34.03855,-118.35909,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,20911.3083,0.025563882,0.020820857,0.023477241
4978,34.02993,-118.35913,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,52878.18711,0.023897093,0.01962472,0.021994192
4979,34.10137,-118.35914,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,50717.42193,0.025987332,0.021106998,0.023610451
4980,34.02714,-118.35919,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,29105.2368,0.023679654,0.019850485,0.021768804
4981,34.18138,-118.3592,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,60925.11125,0.025403555,0.021097219,0.023166176
4982,34.02808,-118.35944,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,19172.61948,0.02360069,0.019873143,0.021800128
4983,34.02794,-118.35952,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,35049.81723,0.023510939,0.019934433,0.021689761
4984,34.15013,-118.35957,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31108.89159,0.024218149,0.020443376,0.021729171
4985,34.05555,-118.35964,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,33541.41023,0.026598729,0.02262532,0.024503209
4986,34.03012,-118.35968,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,20777.73216,0.023936885,0.019730657,0.022007064
4987,34.03494,-118.35975,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,28868.5508,0.025092112,0.021203419,0.023079204
4988,34.15015,-118.35994,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,24073.13086,0.023931453,0.020463688,0.021462724
4989,34.04451,-118.35996,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,62319.86529,0.02580964,0.021513633,0.023577013
4990,34.05538,-118.36001,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,23091.3488,0.026448677,0.02262073,0.024390925
4991,34.07693,-118.36015,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,17445.67398,0.025890096,0.021231393,0.02360408
4992,34.03716,-118.36021,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,41473.69789,0.024328903,0.020262454,0.022203506
4993,34.15015,-118.36022,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,30286.23824,0.023970246,0.020173504,0.021489183
4994,34.05482,-118.36023,3,L1,HWS,100X30,9000,L1-3S-100X30-HWS,9,50777.56806,0.026561406,0.023065379,0.024521891
4995,34.03658,-118.36041,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,60523.30389,0.024446718,0.019431716,0.022279011
4996,34.16747,-118.36043,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,40948.75087,0.023480386,0.01867158,0.021152023
4997,34.05568,-118.3605,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,36301.07161,0.026042518,0.02248184,0.023996172
4998,34.03585,-118.36061,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,38380.49823,0.024758413,0.019443284,0.022593173
4999,34.16544,-118.36065,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,28427.9999,0.024462361,0.019657602,0.022022962
5000,34.13349,-118.36067,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,19131.8393,0.02592245,0.021465962,0.02357494
5001,34.18375,-118.3607,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,28621.82922,0.024940891,0.021032101,0.022745272
5002,34.16571,-118.3607,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,24114.19697,0.024329828,0.019389775,0.021925222
5003,34.04973,-118.36071,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,30305.32166,0.026556227,0.022030279,0.024417838
5004,34.03951,-118.36073,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,40892.91371,0.025367454,0.020607436,0.023213827
5005,34.0553,-118.36075,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,27441.06718,0.025925457,0.022645998,0.023895529
5006,34.05512,-118.36076,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,66180.0635,0.025773628,0.02213426,0.023732036
5007,34.1675,-118.36078,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,25642.28406,0.023450302,0.018544497,0.021142788
5008,34.0613,-118.36081,2,L1,HWS,100X30,6000,L1-2S-100X30-HWS,6,37295.17513,0.026061403,0.021703153,0.023860091
5009,34.15451,-118.36083,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,34144.23173,0.024171636,0.020021263,0.021633785
5010,34.15993,-118.36099,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,25943.45288,0.025497637,0.020600429,0.022939973
5011,34.04344,-118.36099,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,54271.20705,0.025841639,0.021786992,0.023644584
5012,34.02679,-118.36101,3,L3,GWB,50X30,4500,L3-3S-50X30-GWB,4,25174.22977,0.023296055,0.019359182,0.021418075
5013,34.15536,-118.36106,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18772.97125,0.024573733,0.020067328,0.022003509
5014,34.14616,-118.3611,3,L4,GWB,100X50,15000,L4-3S-100X50-GWB,15,78459.05356,0.023242902,0.018938569,0.02087398
5015,34.03792,-118.3611,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,29548.34194,0.024565094,0.019239667,0.022391922
5016,34.182,-118.36111,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18756.79225,0.025282489,0.020616654,0.02302738
5017,34.15135,-118.36113,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,38620.55408,0.023867846,0.02018689,0.021372793
5018,34.15425,-118.36115,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,41059.94303,0.02406203,0.020234837,0.021507316
5019,34.1626,-118.36116,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,23055.29293,0.025779776,0.020616359,0.02305027
5020,34.16226,-118.36116,3,L3,GWB,80X30,7200,L3-3S-80X30-GWB,7,42582.35636,0.0254978,0.020320493,0.022826543
5021,34.16212,-118.36116,3,L3,HWS,50X30,4500,L3-3S-50X30-HWS,4,28219.45655,0.025296044,0.020159985,0.022620332
5022,34.16048,-118.36116,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,30655.38249,0.025462224,0.020732901,0.022889944
5023,34.09501,-118.36116,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,56290.47903,0.028691437,0.024322356,0.026257268
5024,34.16764,-118.36117,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18233.82031,0.023333092,0.018405703,0.02103051
5025,34.09707,-118.36117,3,L3,GWB,50X30,4500,L3-3S-50X30-GWB,4,25671.36395,0.028248601,0.023809231,0.025932099
5026,34.09693,-118.36117,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18618.08508,0.028380866,0.023828074,0.026052816
5027,34.0957,-118.36117,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,55012.25132,0.028598793,0.024383342,0.026183349
5028,34.09722,-118.36118,3,L4,HWS,60X50,9000,L4-3S-60X50-HWS,9,44668.54504,0.02822727,0.023626005,0.025901958
5029,34.09632,-118.36118,3,L4,GWB,100X50,15000,L4-3S-100X50-GWB,15,77834.74946,0.028443052,0.02427545,0.026079942
5030,34.06058,-118.36119,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,30935.90768,0.02600045,0.021705781,0.02376083
5031,34.16749,-118.3612,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18386.12849,0.023279954,0.018704136,0.020953908
5032,34.16721,-118.3612,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17956.54449,0.023734164,0.019053739,0.0214131
5033,34.16639,-118.3612,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,38962.97086,0.024688086,0.019489782,0.022282397
5034,34.16625,-118.3612,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,20242.9692,0.024506023,0.019496632,0.022118353
5035,34.16612,-118.3612,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17398.51074,0.024359651,0.019452885,0.02199474
5036,34.16437,-118.3612,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,22288.66686,0.024683929,0.01849418,0.022068296
5037,34.18376,-118.36127,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18656.1847,0.024925481,0.020461251,0.022692766
5038,34.03744,-118.36127,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,17127.2127,0.024479154,0.01947488,0.022312478
5039,34.13426,-118.3613,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,52024.28464,0.025625215,0.020843496,0.023301326
5040,34.02682,-118.36138,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18353.41557,0.0234504,0.019586571,0.021574145
5041,34.02792,-118.36147,3,L4,HWS,100X50,15000,L4-3S-100X50-HWS,15,70873.14772,0.022943236,0.018897943,0.021090921
5042,34.05995,-118.36151,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,34705.03641,0.026250111,0.021685714,0.023974168
5043,34.16753,-118.36152,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,31873.53226,0.02324505,0.01842643,0.020948529
5044,34.16002,-118.36153,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18244.14909,0.025695347,0.020042512,0.02307773
5045,34.16406,-118.36154,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,30520.65237,0.024914103,0.019728779,0.022289541
5046,34.15105,-118.36169,3,L4,HWS,100X50,15000,L4-3S-100X50-HWS,15,79593.44216,0.023992113,0.019107953,0.021480122
5047,34.16282,-118.36181,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,54077.76098,0.025844817,0.021064377,0.023160313
5048,34.16268,-118.36181,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,32027.26576,0.025804313,0.020872029,0.023136205
5049,34.1469,-118.36183,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,19361.70898,0.023054882,0.018291162,0.020644609
5050,34.16601,-118.36184,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,57331.56391,0.024433756,0.019696127,0.022102776
5051,34.15012,-118.36184,3,L1,HWS,60X30,5400,L1-3S-60X30-HWS,5,31978.9191,0.023839843,0.019763791,0.021306532
5052,34.16553,-118.36185,3,L3,GWB,80X30,7200,L3-3S-80X30-GWB,7,41956.65123,0.024819636,0.020015926,0.022383639
5053,34.1599,-118.36186,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,48498.27748,0.025469221,0.019402591,0.02282317
5054,34.17822,-118.36189,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,30961.32505,0.024546574,0.018741263,0.022133183
5055,34.17802,-118.36191,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,26677.33705,0.024633169,0.018644804,0.022216465
5056,34.0604,-118.36193,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,37557.32366,0.02626113,0.021508754,0.023977446
5057,34.13359,-118.36196,3,L1,GWB,60X30,5400,L1-3S-60X30-GWB,5,31931.72342,0.025621465,0.020537552,0.023294826
5058,34.02809,-118.36199,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,30718.41536,0.022968858,0.018881342,0.021039583
5059,34.17577,-118.36203,3,L3,GWB,80X30,7200,L3-3S-80X30-GWB,7,44715.71028,0.023884969,0.019675745,0.021496097
5060,34.17577,-118.36203,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,34774.2249,0.023884969,0.019675745,0.021496097
5061,34.17577,-118.36203,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,16987.69363,0.023884969,0.019675745,0.021496097
5062,34.03314,-118.36208,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17891.03085,0.022927176,0.017517354,0.020804604
5063,34.03082,-118.36212,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,15471.65091,0.022831852,0.018502163,0.020799194
5064,34.07105,-118.36224,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,17747.35684,0.026049925,0.021156279,0.023777403
5065,34.07555,-118.36226,3,L4,GWB,100X50,15000,L4-3S-100X50-GWB,15,71135.55653,0.026500181,0.021249618,0.02408962
5066,34.07499,-118.36226,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,30541.18066,0.026132364,0.020423481,0.023726621
5067,34.07321,-118.36226,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,23285.18091,0.025753585,0.020929839,0.0234109
5068,34.0728,-118.36226,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,35523.89374,0.025941516,0.021100543,0.023584825
5069,34.07266,-118.36226,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,29267.10717,0.025853718,0.021110106,0.023499253
5070,34.07251,-118.36226,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31190.94748,0.02606357,0.021268675,0.023674206
5071,34.07458,-118.36227,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,32193.47854,0.025981412,0.020460247,0.023584065
5072,34.07444,-118.36227,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,31719.19408,0.025875572,0.02073567,0.023475805
5073,34.07375,-118.36227,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,35627.81608,0.02589543,0.021069902,0.023561928
5074,34.08051,-118.36228,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,38544.07408,0.026981238,0.02156968,0.024647703
5075,34.0785,-118.36229,3,L4,HWS,60X50,9000,L4-3S-60X50-HWS,9,55260.49632,0.02627604,0.021058963,0.023904002
5076,34.07778,-118.36229,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,16990.70533,0.026142588,0.021171231,0.023837202
5077,34.16936,-118.3623,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,32248.76853,0.022830919,0.017660634,0.020730884
5078,34.08274,-118.3623,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,24900.64021,0.027409809,0.021715149,0.025087707
5079,34.08233,-118.3623,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,36486.76433,0.027425029,0.02205042,0.025065529
5080,34.08219,-118.3623,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,61504.61644,0.027351167,0.021549832,0.024976619
5081,34.07363,-118.3623,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,19149.59501,0.025728429,0.020933575,0.023383018
5082,34.08315,-118.36231,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,32631.05085,0.027388388,0.022407773,0.025069967
5083,34.08301,-118.36231,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,28226.43933,0.027450308,0.022278708,0.025112718
5084,34.08286,-118.36231,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,40553.97354,0.027414651,0.022349293,0.025088076
5085,34.0815,-118.36231,3,L1,GWB,100X30,9000,L1-3S-100X30-GWB,9,49626.90444,0.027501861,0.022322537,0.025181242
5086,34.08133,-118.36231,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,58217.77718,0.027078743,0.021774143,0.02476136
5087,34.08106,-118.36231,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,30198.35716,0.027181613,0.022620067,0.024836306
5088,34.08078,-118.36231,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,31678.39054,0.027013014,0.021580053,0.024709157
5089,34.08037,-118.36231,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,52670.1037,0.026801271,0.021498851,0.024494478
5090,34.13385,-118.36232,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,57524.43007,0.025549437,0.020332732,0.023235882
5091,34.08328,-118.36232,3,L3,GWB,80X30,7200,L3-3S-80X30-GWB,7,38148.82811,0.027397774,0.02167339,0.025091793
5092,34.08259,-118.36232,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,32751.56055,0.027476317,0.021315597,0.025133622
5093,34.08246,-118.36232,3,L1,HWS,60X30,5400,L1-3S-60X30-HWS,5,33424.07519,0.027507959,0.021423134,0.025144909
5094,34.08204,-118.36232,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,29908.54928,0.027249601,0.021409281,0.024891942
5095,34.08191,-118.36232,3,L1,HWS,60X30,5400,L1-3S-60X30-HWS,5,30873.03524,0.027340004,0.021636863,0.024997739
5096,34.08179,-118.36232,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,29334.30677,0.027337541,0.021702065,0.025006726
5097,34.08068,-118.36232,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,28593.60799,0.027029752,0.020841888,0.024711139
5098,34.07538,-118.36232,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,35926.10258,0.026555598,0.02104508,0.024101741
5099,34.08532,-118.36233,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,33303.27259,0.027763942,0.02181617,0.025361001
5100,34.08485,-118.36234,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,36949.75059,0.027465355,0.021589943,0.025094233
5101,34.08457,-118.36234,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,60187.08077,0.02737379,0.021574341,0.02505382
5102,34.08607,-118.36235,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,29884.08548,0.027826343,0.022429126,0.025466857
5103,34.03928,-118.36235,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,59356.63826,0.025387629,0.019807264,0.023189447
5104,34.18493,-118.36236,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,34922.22212,0.025601696,0.020538946,0.023339665
5105,34.0858,-118.36236,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,27667.57953,0.028086933,0.022715677,0.025725914
5106,34.17825,-118.36237,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18197.36667,0.024500013,0.018692528,0.022100397
5107,34.17805,-118.36238,2,L3,GWB,80X30,4800,L3-2S-80X30-GWB,5,32525.8332,0.024283022,0.018787638,0.021868627
5108,34.18599,-118.36242,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,44890.02813,0.025783555,0.021093052,0.023518343
5109,34.09955,-118.36247,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,60630.68167,0.028194728,0.023000774,0.025936773
5110,34.09877,-118.36247,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,24129.92037,0.028378734,0.022910854,0.026082933
5111,34.09972,-118.36248,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,34874.29317,0.028209457,0.023368331,0.025916063
5112,34.03875,-118.36253,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,55099.03161,0.024889192,0.019114921,0.022679046
5113,34.07108,-118.3626,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,17983.97495,0.026136432,0.020762628,0.023834347
5114,34.04013,-118.3626,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,47372.76485,0.025544123,0.019508749,0.023307845
5115,34.02887,-118.36262,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,20200.39933,0.023020843,0.018459996,0.021044289
5116,34.14757,-118.36265,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18543.25037,0.023509416,0.019005118,0.021104582
5117,34.07985,-118.36266,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,38150.52859,0.026921415,0.02106072,0.024601225
5118,34.08467,-118.36271,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,62035.83506,0.027159911,0.0213074,0.024800974
5119,34.15108,-118.36278,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,17919.73232,0.023830501,0.018105936,0.02128807
5120,34.08696,-118.36281,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,37521.80776,0.028042613,0.022432563,0.025639203
5121,34.16642,-118.36285,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,17052.28819,0.02403423,0.018655626,0.021610731
5122,34.036,-118.36285,2,L4,GWB,100X50,10000,L4-2S-100X50-GWB,10,54462.46708,0.024161178,0.018401421,0.021924969
5123,34.07492,-118.36287,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,20958.10851,0.026217894,0.021001435,0.02378198
5124,34.13407,-118.36288,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,19501.28394,0.025386084,0.02086301,0.023130894
5125,34.07445,-118.36288,3,L4,GWB,100X50,15000,L4-3S-100X50-GWB,15,83288.42726,0.026051631,0.020886472,0.02365999
5126,34.16656,-118.36289,2,L4,HWS,100X50,10000,L4-2S-100X50-HWS,10,51684.12231,0.024050937,0.018792945,0.021638718
5127,34.05406,-118.36291,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,38897.80653,0.026442216,0.02063228,0.024256488
5128,34.07258,-118.36293,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,37371.76657,0.026692662,0.021715559,0.02427293
5129,34.15111,-118.36294,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,23622.29382,0.023757777,0.018113977,0.021225167
5130,34.07526,-118.36294,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18185.09912,0.026550355,0.021068668,0.024079883
5131,34.07512,-118.36294,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,20724.02307,0.026316104,0.020948852,0.023853579
5132,34.07471,-118.36294,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,18762.5149,0.026045364,0.021029294,0.023642893
5133,34.07457,-118.36294,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,33011.96042,0.02628581,0.021333762,0.023862721
5134,34.17411,-118.36295,2,L2,GWB,100X50,10000,L2-2S-100X50-GWB,10,54263.25671,0.023715138,0.01926273,0.021360166
5135,34.07807,-118.36295,3,L1,HWS,60X30,5400,L1-3S-60X30-HWS,5,30554.19913,0.026414494,0.021115408,0.024107739
5136,34.07736,-118.36295,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,33946.4092,0.026368454,0.021486934,0.024038638
5137,34.07416,-118.36295,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17290.38058,0.026138858,0.021041056,0.023751252
5138,34.07306,-118.36295,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,34288.64459,0.026458549,0.021907245,0.024048124
5139,34.07278,-118.36295,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,19596.86299,0.026502716,0.022073865,0.024093447
5140,34.07837,-118.36296,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,23503.398,0.026753359,0.022450949,0.024403323
5141,34.07791,-118.36296,3,L4,HWS,100X50,15000,L4-3S-100X50-HWS,15,89208.5736,0.026535991,0.022543033,0.024194501
5142,34.07395,-118.36296,3,L3,HWS,80X30,7200,L3-3S-80X30-HWS,7,44949.09448,0.026306539,0.020688867,0.023886719
5143,34.07238,-118.36296,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,17352.58715,0.026388766,0.020762654,0.023978271
5144,34.08064,-118.36297,2,L3,HWS,50X30,3000,L3-2S-50X30-HWS,3,18960.09184,0.027139424,0.022267478,0.024806511
5145,34.08037,-118.36297,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,36127.82863,0.027096955,0.022328826,0.024751131
5146,34.07342,-118.36297,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,37681.8458,0.026381798,0.020656357,0.024014553
5147,34.08231,-118.36298,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31518.12144,0.027142364,0.021689713,0.024808167
5148,34.07548,-118.36298,3,L1,HWS,100X30,9000,L1-3S-100X30-HWS,9,56927.9456,0.026393106,0.020883676,0.023939324
5149,34.08258,-118.36299,3,L2,GWB,60X50,9000,L2-3S-60X50-GWB,9,49571.42633,0.027595478,0.021916552,0.025252146
5150,34.08105,-118.36299,2,L1,GWB,100X30,6000,L1-2S-100X30-GWB,6,35378.4398,0.027620694,0.022755096,0.025311549
5151,34.17522,-118.363,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,31029.55146,0.023828824,0.019271014,0.021421625
5152,34.17468,-118.363,3,L1,HWS,100X30,9000,L1-3S-100X30-HWS,9,52289.09191,0.02372825,0.019212017,0.021355556
5153,34.08456,-118.363,2,L1,HWS,60X30,3600,L1-2S-60X30-HWS,4,25871.29183,0.027108146,0.020469745,0.024704418
5154,34.08137,-118.363,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,24893.57811,0.027522265,0.022419261,0.025230941
5155,34.17867,-118.36301,2,L3,GWB,50X30,3000,L3-2S-50X30-GWB,3,21516.70712,0.025111171,0.019183108,0.022729561
5156,34.08647,-118.36301,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,35605.36946,0.028363096,0.022227459,0.025920605
5157,34.08579,-118.36301,2,L4,GWB,60X50,6000,L4-2S-60X50-GWB,6,35807.55765,0.027841937,0.021902225,0.025464308
5158,34.08498,-118.36301,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,35592.55191,0.027416002,0.020885732,0.024988892
5159,34.0832,-118.36301,2,L3,HWS,80X30,4800,L3-2S-80X30-HWS,5,30928.82439,0.027230159,0.020919111,0.024855853
5160,34.08217,-118.36302,2,L1,GWB,60X30,3600,L1-2S-60X30-GWB,4,24795.1015,0.027180337,0.022029285,0.024845718
5161,34.0819,-118.36302,2,L4,HWS,60X50,6000,L4-2S-60X50-HWS,6,38139.48882,0.027263005,0.022370641,0.02492156
