Slight,Moderate,Severe,Complete
1.4321754228272068,1.4273871474674922,1.5565762079417247,1.6873334585514652
1.2081003404544632,1.2042294687584836,1.3505642907063675,1.3736617758195064
1.2009925900799105,1.2645233141763443,1.3873752979869696,1.469261431483252
1.1041734679768151,1.076912795304402,1.204623980538841,1.2588349941919148
1.106580824008773,1.1498066087096417,1.327683157110705,1.3568691861039224
1.1691997750428809,1.2747384478953065,1.4924708242705371,1.4998848495480617
1.0889674721226392,1.214819453402843,1.2743595823877663,1.2774872168939988
1.2929039704972807,1.26574783543387,1.3485695091677725,1.3502612720060467
1.5443150976825033,1.584240258917679,1.7726863859519812,2.0758176337105634
1.8573537535483862,1.8316832707776627,2.032860848165938,2.2453098855943687
1.305344884600499,1.2824760955057861,1.464916560601082,1.7411831715372765
1.3717781158130788,1.3583822534120846,1.620658706177395,1.7494891216379964
1.1481357383411643,1.1775481383169688,1.3399898745206225,1.3498751849355015
1.1382699513342684,1.244819217722757,1.3838348348243836,1.4065862003639145
1.0647854504107812,1.1184632604315994,1.3863127822587238,1.4052899729972312
1.0992916051081636,1.2508735016392434,1.4316622881429408,1.442933755402864
1.2604579612059597,1.4027092511995962,1.612966086796034,1.7377092994389314
1.5179401003890625,1.631427949953846,2.1257996094357976,2.230210002060553
1.6516676334349496,1.87818793164443,2.1522427713311596,2.452691687599295
1.9188022456511529,1.6614524542158464,2.0732416720936984,2.2964929553179894
1.2723962620548395,1.2742572228589164,1.2586150250641188,1.2542067095238192
1.1914100953136195,1.2839407278653936,1.2443312114426148,1.238835955289624
1.1133026943847977,1.1174770016480537,1.1634922570903992,1.14396895165985
1.2346021788332988,1.1949246065690173,1.2496330114897531,1.2217058028333563
1.57163849682179,1.4970960749387037,1.5474995858691336,1.4989973809616206
1.6677508453476568,1.5304057622713143,1.6469507070595812,1.6463860596664814
1.518102150465566,1.404529088767998,1.4744568526772805,1.5070447379814562
1.4125366590864075,1.3266529550658643,1.5053885647984462,1.5253326816447539
1.0347143541454968,1.0773845878283943,1.1451317213880263,1.1554785724846866
1.1100784385514884,1.1004379468381003,1.1663152954773863,1.1667396618286
1.090396983598284,1.102762085747883,1.1047873862588218,1.1119665118932542
1.0747688885802786,1.0777615720808618,1.1105934443914414,1.1107709888282387
1.1759457615746802,1.1674018041351277,1.2469307296363046,1.3423546162464448
1.213698676812001,1.2267577421201956,1.4259520561359462,1.4667019632708196
1.1187695944559792,1.1182457246539121,1.204107593673657,1.2488124410935006
1.1793371917146043,1.1868870575152803,1.2680241548406053,1.3588755803534613
