,a,b,c,d,e,f,g,h,i
0,0.4741193729086929,0.15839082683939987,0.2952728930922187,0.595388629950883,0.563267586741222,0.2644876670654047,0.6165876966739813,0.25187487394764085,0.29949610516639735
