,a,b,c,d,e,f,g,h,i
0,0.4009839306574515,0.40319895274662043,0.09584361352357973,0.41226160790174904,0.6628210957595527,0.062215226662559964,0.20588293836846971,0.2637898830438946,0.2804987099451294
