,a,b,c,d,e,f,g,h,i
0,0.25014069353621726,0.8583652096840286,0.8155580175936515,0.5310119136745498,0.9332181668792919,0.7660685803431156,0.4811533386341137,0.2303846098626866,0.37409868234387234
